ID	Rack	Pos	PopID	Mom	Indiv	Origin	Treat
RO004.3.g	28	2	RO004	3	g	nat	allo
RO004.3.h	50	34	RO004	3	h	nat	drought
RO004.3.i	42	41	RO004	3	i	nat	allo
RO004.3.j	41	44	RO004	3	j	nat	cut
RO005.14.a	49	50	RO005	14	a	nat	nut def
RO005.14.b	39	48	RO005	14	b	nat	flood
RO005.14.c	50	43	RO005	14	c	nat	drought
RO005.14.d	20	21	RO005	14	d	nat	nut def
RO005.14.e	12	43	RO005	14	e	nat	control
RO005.14.f	27	12	RO005	14	f	nat	nut def
RO005.14.g	2	10	RO005	14	g	nat	nut def
RO005.14.h	4	26	RO005	14	h	nat	cut
RO005.14.i	1	19	RO005	14	i	nat	drought
RO005.14.j	26	17	RO005	14	j	nat	nut def
RO005.15.a	42	24	RO005	15	a	nat	allo
RO005.15.b	19	10	RO005	15	b	nat	drought
RO005.15.c	16	44	RO005	15	c	nat	cut
RO005.15.d	23	2	RO005	15	d	nat	flood
RO005.15.e	37	16	RO005	15	e	nat	drought
RO005.15.f	36	22	RO005	15	f	nat	nut def
RO005.15.g	35	34	RO005	15	g	nat	flood
RO005.15.h	18	31	RO005	15	h	nat	control
RO005.15.i	33	2	RO005	15	i	nat	cut
RO005.17.a	17	3	RO005	17	a	nat	drought
RO005.17.b	14	50	RO005	17	b	nat	flood
RO005.17.c	10	42	RO005	17	c	nat	cut
RO005.17.d	38	20	RO005	17	d	nat	cut
RO005.17.e	44	47	RO005	17	e	nat	control
RO005.17.f	43	31	RO005	17	f	nat	flood
RO005.17.g	3	31	RO005	17	g	nat	flood
RO005.17.h	15	25	RO005	17	h	nat	allo
RO005.17.i	24	40	RO005	17	i	nat	control
RO005.17.j	22	3	RO005	17	j	nat	allo
RO005.17.k	41	15	RO005	17	k	nat	cut
RO005.23.a	28	38	RO005	23	a	nat	allo
RO005.23.b	21	8	RO005	23	b	nat	allo
RO005.23.c	25	30	RO005	23	c	nat	control
RO005.23.d	7	21	RO005	23	d	nat	control
RO005.23.e	48	30	RO005	23	e	nat	drought
RO005.23.f	31	35	RO005	23	f	nat	allo
RO005.23.g	6	21	RO005	23	g	nat	control
RO005.23.h	34	33	RO005	23	h	nat	control
RO005.23.i	47	43	RO005	23	i	nat	nut def
RO005.23.j	5	28	RO005	23	j	nat	control
RO005.25.a	32	29	RO005	25	a	nat	allo
RO005.25.b	30	21	RO005	25	b	nat	control
RO005.25.c	13	22	RO005	25	c	nat	nut def
RO005.25.d	29	40	RO005	25	d	nat	control
RO005.25.e	8	44	RO005	25	e	nat	allo
RO005.25.f	11	4	RO005	25	f	nat	cut
RO005.25.g	45	4	RO005	25	g	nat	flood
RO005.25.h	40	16	RO005	25	h	nat	control
RO005.25.j	46	13	RO005	25	j	nat	drought
RO005.25.l	9	31	RO005	25	l	nat	control
RU001.10.a	2	38	RU001	10	a	nat	nut def
RU001.10.b	50	7	RU001	10	b	nat	drought
RU001.10.c	48	19	RU001	10	c	nat	drought
RU001.10.d	15	28	RU001	10	d	nat	allo
RU001.10.e	16	36	RU001	10	e	nat	cut
RU001.10.f	24	3	RU001	10	f	nat	control
RU001.10.g	5	38	RU001	10	g	nat	control
RU001.10.h	7	15	RU001	10	h	nat	control
RU001.10.i	10	40	RU001	10	i	nat	cut
RU001.2.a	4	21	RU001	2	a	nat	cut
RU001.2.b	43	19	RU001	2	b	nat	flood
RU001.2.c	19	23	RU001	2	c	nat	drought
RU001.2.d	45	8	RU001	2	d	nat	flood
RU001.2.e	1	38	RU001	2	e	nat	drought
RU001.2.f	31	4	RU001	2	f	nat	allo
RU001.2.g	33	10	RU001	2	g	nat	cut
RU001.2.h	22	28	RU001	2	h	nat	allo
RU001.2.i	6	18	RU001	2	i	nat	control
RU001.2.j	41	8	RU001	2	j	nat	cut
RU001.6.a	23	34	RU001	6	a	nat	flood
RU001.6.b	20	45	RU001	6	b	nat	nut def
RU001.6.c	39	26	RU001	6	c	nat	flood
RU001.6.d	47	45	RU001	6	d	nat	nut def
RU001.6.e	46	23	RU001	6	e	nat	drought
RU001.6.f	44	5	RU001	6	f	nat	control
RU001.6.g	42	17	RU001	6	g	nat	allo
RU001.6.h	9	34	RU001	6	h	nat	control
RU001.6.i	40	40	RU001	6	i	nat	control
RU001.6.j	38	34	RU001	6	j	nat	cut
RU001.7.a	27	29	RU001	7	a	nat	nut def
RU001.7.b	13	35	RU001	7	b	nat	nut def
RU001.7.c	18	30	RU001	7	c	nat	control
RU001.7.d	28	45	RU001	7	d	nat	allo
RU001.7.e	21	7	RU001	7	e	nat	allo
RU001.7.f	29	48	RU001	7	f	nat	control
RU001.7.g	36	37	RU001	7	g	nat	nut def
RU001.7.h	34	38	RU001	7	h	nat	control
RU001.7.i	3	27	RU001	7	i	nat	flood
RU001.7.j	37	43	RU001	7	j	nat	drought
RU001.9.a	32	31	RU001	9	a	nat	allo
RU001.9.b	26	9	RU001	9	b	nat	nut def
RU001.9.c	30	9	RU001	9	c	nat	control
RU001.9.d	12	35	RU001	9	d	nat	control
RU001.9.e	14	15	RU001	9	e	nat	flood
RU001.9.f	35	23	RU001	9	f	nat	flood
RU002.1.c	26	12	RU002	1	c	nat	nut def
RU002.1.d	32	6	RU002	1	d	nat	allo
RU002.1.e	48	43	RU002	1	e	nat	drought
RU002.1.f	33	1	RU002	1	f	nat	cut
RU002.2.a	30	36	RU002	2	a	nat	control
RU002.2.b	46	37	RU002	2	b	nat	drought
RU002.2.c	39	11	RU002	2	c	nat	flood
RU002.2.e	38	45	RU002	2	e	nat	cut
RU002.5.a	12	49	RU002	5	a	nat	control
RU002.5.b	17	36	RU002	5	b	nat	drought
RU002.5.c	20	8	RU002	5	c	nat	nut def
RU002.5.d	14	37	RU002	5	d	nat	flood
RU002.6.a	47	49	RU002	6	a	nat	nut def
RU002.6.b	10	47	RU002	6	b	nat	cut
RU002.7.a	21	21	RU002	7	a	nat	allo
RU002.7.b	13	16	RU002	7	b	nat	nut def
RU003.1.a	25	32	RU003	1	a	nat	control
RU003.1.b	31	42	RU003	1	b	nat	allo
RU003.1.c	26	40	RU003	1	c	nat	nut def
RU003.1.d	1	7	RU003	1	d	nat	drought
RU003.1.e	9	33	RU003	1	e	nat	control
RU003.1.f	35	2	RU003	1	f	nat	flood
RU003.3.a	32	37	RU003	3	a	nat	allo
RU003.3.b	16	19	RU003	3	b	nat	cut
RU003.3.d	33	25	RU003	3	d	nat	cut
RU003.3.e	15	41	RU003	3	e	nat	allo
RU003.4.a	47	1	RU003	4	a	nat	nut def
RU003.4.b	29	21	RU003	4	b	nat	control
RU003.4.c	45	25	RU003	4	c	nat	flood
RU003.4.d	38	28	RU003	4	d	nat	cut
RU003.4.e	46	2	RU003	4	e	nat	drought
RU003.7.a	20	31	RU003	7	a	nat	nut def
RU003.7.b	27	19	RU003	7	b	nat	nut def
RU003.7.c	8	48	RU003	7	c	nat	allo
RU003.7.d	37	25	RU003	7	d	nat	drought
RU003.7.e	41	30	RU003	7	e	nat	cut
RU003.7.f	50	40	RU003	7	f	nat	drought
RU004.10.a	49	15	RU004	10	a	nat	nut def
RU004.10.b	47	33	RU004	10	b	nat	nut def
RU004.10.c	46	29	RU004	10	c	nat	drought
RU004.5.a	5	23	RU004	5	a	nat	control
RU004.5.b	9	39	RU004	5	b	nat	control
RU004.5.c	34	47	RU004	5	c	nat	control
RU004.5.d	42	42	RU004	5	d	nat	allo
RU004.6.a	7	4	RU004	6	a	nat	control
RU004.6.b	33	26	RU004	6	b	nat	cut
RU004.6.c	26	48	RU004	6	c	nat	nut def
RU004.6.d	36	41	RU004	6	d	nat	nut def
RU004.7.a	40	9	RU004	7	a	nat	control
RU004.7.b	15	1	RU004	7	b	nat	allo
RU004.7.c	6	38	RU004	7	c	nat	control
RU004.7.d	41	10	RU004	7	d	nat	cut
RU004.7.e	20	40	RU004	7	e	nat	nut def
RU004.7.f	44	36	RU004	7	f	nat	control
RU004.8.a	16	17	RU004	8	a	nat	cut
RU004.8.b	43	49	RU004	8	b	nat	flood
RU004.8.c	23	39	RU004	8	c	nat	flood
RU004.9.a	25	38	RU004	9	a	nat	control
RU005.11.a	12	39	RU005	11	a	nat	control
RU005.11.b	5	48	RU005	11	b	nat	control
RU005.11.c	46	21	RU005	11	c	nat	drought
RU005.11.d	49	39	RU005	11	d	nat	nut def
RU005.11.e	11	26	RU005	11	e	nat	cut
RU005.3.a	45	41	RU005	3	a	nat	flood
RU005.3.b	17	8	RU005	3	b	nat	drought
RU005.3.c	37	40	RU005	3	c	nat	drought
RU005.5.a	44	19	RU005	5	a	nat	control
RU005.5.b	28	25	RU005	5	b	nat	allo
RU005.5.c	3	14	RU005	5	c	nat	flood
RU005.5.d	32	22	RU005	5	d	nat	allo
RU005.5.e	31	21	RU005	5	e	nat	allo
RU005.5.f	39	13	RU005	5	f	nat	flood
RU005.5.g	15	23	RU005	5	g	nat	allo
RU005.6.a	2	35	RU005	6	a	nat	nut def
RU005.6.b	27	24	RU005	6	b	nat	nut def
RU005.6.c	43	15	RU005	6	c	nat	flood
RU005.6.d	38	29	RU005	6	d	nat	cut
RU005.6.e	40	46	RU005	6	e	nat	control
RU005.6.f	13	23	RU005	6	f	nat	nut def
RU005.6.g	42	13	RU005	6	g	nat	allo
RU005.6.h	48	22	RU005	6	h	nat	drought
RU005.7.a	22	16	RU005	7	a	nat	allo
RU005.7.c	9	10	RU005	7	c	nat	control
RU005.7.d	47	18	RU005	7	d	nat	nut def
RU005.7.e	26	19	RU005	7	e	nat	nut def
RU005.7.f	36	46	RU005	7	f	nat	nut def
RU007.20.c	35	5	RU007	20	c	nat	flood
RU007.6.a	37	6	RU007	6	a	nat	drought
RU008.16.a	25	23	RU008	16	a	nat	control
RU008.16.b	29	12	RU008	16	b	nat	control
RU008.16.c	26	15	RU008	16	c	nat	nut def
RU008.16.d	31	22	RU008	16	d	nat	allo
RU008.16.e	35	11	RU008	16	e	nat	flood
RU008.16.f	5	22	RU008	16	f	nat	control
RU008.16.g	37	9	RU008	16	g	nat	drought
RU008.16.h	50	29	RU008	16	h	nat	drought
RU008.16.i	13	20	RU008	16	i	nat	nut def
RU008.16.j	15	42	RU008	16	j	nat	allo
RU008.17.a	14	33	RU008	17	a	nat	flood
RU008.17.b	21	17	RU008	17	b	nat	allo
RU008.17.c	9	36	RU008	17	c	nat	control
RU008.17.d	2	19	RU008	17	d	nat	nut def
RU008.17.e	22	25	RU008	17	e	nat	allo
RU008.17.f	42	34	RU008	17	f	nat	allo
RU008.17.g	4	2	RU008	17	g	nat	cut
RU008.17.h	48	27	RU008	17	h	nat	drought
RU008.17.i	27	35	RU008	17	i	nat	nut def
RU008.17.j	8	24	RU008	17	j	nat	allo
RU008.18.a	44	44	RU008	18	a	nat	control
RU008.18.b	39	42	RU008	18	b	nat	flood
RU008.18.c	16	43	RU008	18	c	nat	cut
RU008.18.d	12	36	RU008	18	d	nat	control
RU008.18.e	47	24	RU008	18	e	nat	nut def
RU008.18.f	18	13	RU008	18	f	nat	control
RU008.18.g	43	11	RU008	18	g	nat	flood
RU008.18.h	24	21	RU008	18	h	nat	control
RU008.18.i	6	1	RU008	18	i	nat	control
RU008.18.j	19	28	RU008	18	j	nat	drought
RU008.19.a	3	35	RU008	19	a	nat	flood
RU008.19.b	33	8	RU008	19	b	nat	cut
RU008.19.c	17	50	RU008	19	c	nat	drought
RU008.19.d	7	40	RU008	19	d	nat	control
RU008.19.e	32	18	RU008	19	e	nat	allo
RU008.19.f	46	36	RU008	19	f	nat	drought
RU008.19.g	40	34	RU008	19	g	nat	control
RU008.19.h	41	38	RU008	19	h	nat	cut
RU008.19.i	36	9	RU008	19	i	nat	nut def
RU008.19.k	10	27	RU008	19	k	nat	cut
RU008.21.a	1	22	RU008	21	a	nat	drought
RU008.21.b	23	19	RU008	21	b	nat	flood
RU008.21.c	45	13	RU008	21	c	nat	flood
RU008.21.d	11	11	RU008	21	d	nat	cut
RU008.21.e	34	4	RU008	21	e	nat	control
RU008.21.f	20	18	RU008	21	f	nat	nut def
RU008.21.g	30	27	RU008	21	g	nat	control
RU008.21.h	49	2	RU008	21	h	nat	nut def
RU008.21.i	38	27	RU008	21	i	nat	cut
RU008.21.j	28	37	RU008	21	j	nat	allo
TR001.1.a	23	29	TR001	1	a	nat	flood
TR001.1.b	27	6	TR001	1	b	nat	nut def
TR001.1.c	14	39	TR001	1	c	nat	flood
TR001.1.d	12	7	TR001	1	d	nat	control
TR001.1.e	35	50	TR001	1	e	nat	flood
TR001.1.f	2	15	TR001	1	f	nat	nut def
TR001.1.g	47	20	TR001	1	g	nat	nut def
TR001.1.h	20	43	TR001	1	h	nat	nut def
TR001.1.i	32	34	TR001	1	i	nat	allo
TR001.1.j	45	7	TR001	1	j	nat	flood
TR001.10.a	49	6	TR001	10	a	nat	nut def
TR001.10.b	30	46	TR001	10	b	nat	control
TR001.10.c	13	2	TR001	10	c	nat	nut def
TR001.10.d	36	43	TR001	10	d	nat	nut def
TR001.10.e	5	27	TR001	10	e	nat	control
TR001.10.f	40	14	TR001	10	f	nat	control
TR001.10.g	43	35	TR001	10	g	nat	flood
TR001.10.h	11	20	TR001	10	h	nat	cut
TR001.10.i	17	43	TR001	10	i	nat	drought
TR001.10.j	7	47	TR001	10	j	nat	control
TR001.12.a	38	2	TR001	12	a	nat	cut
TR001.12.b	15	35	TR001	12	b	nat	allo
TR001.12.c	33	23	TR001	12	c	nat	cut
TR001.12.d	24	37	TR001	12	d	nat	control
TR001.12.e	26	22	TR001	12	e	nat	nut def
TR001.12.f	34	15	TR001	12	f	nat	control
TR001.12.g	18	16	TR001	12	g	nat	control
TR001.12.h	39	50	TR001	12	h	nat	flood
TR001.12.i	44	12	TR001	12	i	nat	control
TR001.12.j	37	29	TR001	12	j	nat	drought
TR001.19.a	4	20	TR001	19	a	nat	cut
TR001.19.b	1	28	TR001	19	b	nat	drought
TR001.19.c	10	24	TR001	19	c	nat	cut
TR001.19.d	21	41	TR001	19	d	nat	allo
TR001.19.e	28	17	TR001	19	e	nat	allo
TR001.19.f	6	45	TR001	19	f	nat	control
TR001.19.g	3	39	TR001	19	g	nat	flood
TR001.19.h	29	22	TR001	19	h	nat	control
TR001.19.i	41	34	TR001	19	i	nat	cut
TR001.19.j	31	23	TR001	19	j	nat	allo
TR001.24.a	42	46	TR001	24	a	nat	allo
TR001.24.b	19	14	TR001	24	b	nat	drought
TR001.24.c	25	37	TR001	24	c	nat	control
TR001.24.d	9	17	TR001	24	d	nat	control
TR001.24.e	22	23	TR001	24	e	nat	allo
TR001.24.f	48	5	TR001	24	f	nat	drought
TR001.24.g	46	22	TR001	24	g	nat	drought
TR001.24.i	16	15	TR001	24	i	nat	cut
TR001.24.j	50	44	TR001	24	j	nat	drought
TR001.24.n	8	46	TR001	24	n	nat	allo
TR003.14.a	46	24	TR003	14	a	nat	drought
TR003.14.b	12	37	TR003	14	b	nat	control
TR003.14.c	41	16	TR003	14	c	nat	cut
TR003.14.d	20	48	TR003	14	d	nat	nut def
TR003.14.f	31	1	TR003	14	f	nat	allo
TR003.14.i	22	13	TR003	14	i	nat	allo
TR003.15.a	37	38	TR003	15	a	nat	drought
TR003.15.b	50	2	TR003	15	b	nat	drought
TR003.15.c	49	19	TR003	15	c	nat	nut def
TR003.15.e	5	1	TR003	15	e	nat	control
TR003.15.f	17	13	TR003	15	f	nat	drought
TR003.15.h	9	26	TR003	15	h	nat	control
TR003.2.a	38	43	TR003	2	a	nat	cut
TR003.2.b	29	1	TR003	2	b	nat	control
TR003.2.c	21	3	TR003	2	c	nat	allo
TR003.2.d	15	12	TR003	2	d	nat	allo
TR003.2.e	40	31	TR003	2	e	nat	control
TR003.2.f	11	8	TR003	2	f	nat	cut
TR003.2.g	8	34	TR003	2	g	nat	allo
TR003.24.a	19	35	TR003	24	a	nat	drought
TR003.24.b	16	5	TR003	24	b	nat	cut
TR003.24.c	34	7	TR003	24	c	nat	control
TR003.24.d	35	6	TR003	24	d	nat	flood
TR003.24.e	36	45	TR003	24	e	nat	nut def
TR003.24.f	13	1	TR003	24	f	nat	nut def
TR003.24.g	6	25	TR003	24	g	nat	control
TR003.24.h	28	9	TR003	24	h	nat	allo
TR003.24.i	26	1	TR003	24	i	nat	nut def
TR003.24.j	42	45	TR003	24	j	nat	allo
TR003.6.a	33	35	TR003	6	a	nat	cut
TR003.6.b	47	13	TR003	6	b	nat	nut def
TR003.6.c	45	12	TR003	6	c	nat	flood
TR003.6.d	2	33	TR003	6	d	nat	nut def
TR004.14.a	35	35	TR004	14	a	nat	flood
TR004.14.b	31	20	TR004	14	b	nat	allo
TR004.14.c	32	25	TR004	14	c	nat	allo
TR004.14.d	6	20	TR004	14	d	nat	control
TR004.14.e	10	2	TR004	14	e	nat	cut
TR004.14.f	47	47	TR004	14	f	nat	nut def
TR004.14.g	50	24	TR004	14	g	nat	drought
TR004.14.h	4	31	TR004	14	h	nat	cut
TR004.14.i	33	7	TR004	14	i	nat	cut
TR004.14.j	36	25	TR004	14	j	nat	nut def
TR004.18.a	29	2	TR004	18	a	nat	control
TR004.18.b	41	1	TR004	18	b	nat	cut
TR004.18.c	37	19	TR004	18	c	nat	drought
TR004.18.d	24	24	TR004	18	d	nat	control
TR004.18.e	40	45	TR004	18	e	nat	control
TR004.18.f	8	45	TR004	18	f	nat	allo
TR004.18.g	16	49	TR004	18	g	nat	cut
TR004.18.h	28	22	TR004	18	h	nat	allo
TR004.18.i	1	32	TR004	18	i	nat	drought
TR004.18.j	42	2	TR004	18	j	nat	allo
TR004.2.b	11	47	TR004	2	b	nat	cut
TR004.27.a	27	15	TR004	27	a	nat	nut def
TR004.27.b	12	26	TR004	27	b	nat	control
TR004.27.d	5	14	TR004	27	d	nat	control
TR004.27.e	3	43	TR004	27	e	nat	flood
TR004.27.f	43	12	TR004	27	f	nat	flood
TR004.27.g	44	38	TR004	27	g	nat	control
TR004.8.a	23	3	TR004	8	a	nat	flood
TR004.8.b	49	40	TR004	8	b	nat	nut def
TR004.8.c	48	14	TR004	8	c	nat	drought
TR004.8.d	21	27	TR004	8	d	nat	allo
TR004.8.e	20	1	TR004	8	e	nat	nut def
TR004.8.f	45	21	TR004	8	f	nat	flood
TR004.8.g	30	1	TR004	8	g	nat	control
TR004.8.h	13	12	TR004	8	h	nat	nut def
TR004.8.i	38	13	TR004	8	i	nat	cut
TR005.18.a	16	25	TR005	18	a	nat	cut
TR005.18.b	15	6	TR005	18	b	nat	allo
TR005.18.d	38	41	TR005	18	d	nat	cut
TR005.18.f	13	8	TR005	18	f	nat	nut def
TR005.18.g	36	5	TR005	18	g	nat	nut def
TR005.18.h	12	13	TR005	18	h	nat	control
TR005.18.i	48	11	TR005	18	i	nat	drought
TR005.18.j	49	46	TR005	18	j	nat	nut def
TR005.18.k	37	33	TR005	18	k	nat	drought
TR005.18.l	50	27	TR005	18	l	nat	drought
TR005.18.m	21	1	TR005	18	m	nat	allo
TR005.18.n	17	45	TR005	18	n	nat	drought
TR005.20.a	45	23	TR005	20	a	nat	flood
TR005.20.b	1	31	TR005	20	b	nat	drought
TR005.20.c	29	25	TR005	20	c	nat	control
TR005.20.d	25	7	TR005	20	d	nat	control
TR005.20.e	26	34	TR005	20	e	nat	nut def
TR005.20.f	23	33	TR005	20	f	nat	flood
TR005.20.g	30	8	TR005	20	g	nat	control
TR005.20.h	5	11	TR005	20	h	nat	control
TR005.20.i	35	18	TR005	20	i	nat	flood
TR005.9.a	47	26	TR005	9	a	nat	nut def
TR005.9.b	41	13	TR005	9	b	nat	cut
TR005.9.c	2	9	TR005	9	c	nat	nut def
TR005.9.d	7	16	TR005	9	d	nat	control
TR005.9.e	14	25	TR005	9	e	nat	flood
TR005.9.f	18	43	TR005	9	f	nat	control
UA001.11.a	38	15	UA001	11	a	nat	cut
UA001.11.b	17	22	UA001	11	b	nat	drought
UA001.11.c	25	36	UA001	11	c	nat	control
UA001.11.d	14	48	UA001	11	d	nat	flood
UA001.11.e	26	30	UA001	11	e	nat	nut def
UA001.11.f	34	23	UA001	11	f	nat	control
UA001.11.g	5	44	UA001	11	g	nat	control
UA001.11.h	24	28	UA001	11	h	nat	control
UA001.18.a	46	3	UA001	18	a	nat	drought
UA001.18.b	27	49	UA001	18	b	nat	nut def
UA001.18.c	15	31	UA001	18	c	nat	allo
UA001.18.d	44	16	UA001	18	d	nat	control
UA001.18.e	7	18	UA001	18	e	nat	control
UA001.18.f	18	2	UA001	18	f	nat	control
UA001.18.g	19	39	UA001	18	g	nat	drought
UA001.19.a	20	23	UA001	19	a	nat	nut def
UA001.22.a	2	24	UA001	22	a	nat	nut def
UA001.22.c	11	41	UA001	22	c	nat	cut
UA001.22.d	47	4	UA001	22	d	nat	nut def
UA001.22.e	35	24	UA001	22	e	nat	flood
UA001.22.f	22	22	UA001	22	f	nat	allo
UA001.22.g	30	40	UA001	22	g	nat	control
UA001.25.a	4	45	UA001	25	a	nat	cut
UA001.25.b	45	15	UA001	25	b	nat	flood
UA001.25.c	12	10	UA001	25	c	nat	control
UA001.25.d	42	28	UA001	25	d	nat	allo
UA001.25.e	21	22	UA001	25	e	nat	allo
UA001.25.f	16	9	UA001	25	f	nat	cut
UA001.25.g	3	19	UA001	25	g	nat	flood
UA001.25.h	13	19	UA001	25	h	nat	nut def
UA002.13.a	24	6	UA002	13	a	nat	control
UA002.13.b	44	32	UA002	13	b	nat	control
UA002.13.c	18	21	UA002	13	c	nat	control
UA002.13.d	5	12	UA002	13	d	nat	control
UA002.13.e	41	22	UA002	13	e	nat	cut
UA002.14.a	48	8	UA002	14	a	nat	drought
UA002.14.b	17	15	UA002	14	b	nat	drought
UA002.14.c	37	28	UA002	14	c	nat	drought
UA002.14.d	40	33	UA002	14	d	nat	control
UA002.15.a	26	41	UA002	15	a	nat	nut def
UA002.15.b	47	8	UA002	15	b	nat	nut def
UA002.15.c	13	9	UA002	15	c	nat	nut def
UA002.15.d	9	21	UA002	15	d	nat	control
UA002.15.e	45	19	UA002	15	e	nat	flood
UA002.15.f	25	49	UA002	15	f	nat	control
UA002.15.g	27	48	UA002	15	g	nat	nut def
UA002.15.h	38	50	UA002	15	h	nat	cut
UA002.15.i	1	21	UA002	15	i	nat	drought
UA002.15.j	2	4	UA002	15	j	nat	nut def
UA002.18.a	15	13	UA002	18	a	nat	allo
UA002.18.b	19	26	UA002	18	b	nat	drought
UA002.18.c	29	8	UA002	18	c	nat	control
UA002.18.d	7	30	UA002	18	d	nat	control
UA002.18.e	10	50	UA002	18	e	nat	cut
UA002.18.f	39	35	UA002	18	f	nat	flood
UA002.18.g	31	7	UA002	18	g	nat	allo
UA003.11A.a	44	1	UA003	11A	a	nat	control
UA003.11A.b	24	26	UA003	11A	b	nat	control
UA003.11A.c	14	27	UA003	11A	c	nat	flood
UA003.11A.d	47	16	UA003	11A	d	nat	nut def
UA003.11A.e	42	6	UA003	11A	e	nat	allo
UA003.11A.f	20	37	UA003	11A	f	nat	nut def
UA003.11A.g	30	49	UA003	11A	g	nat	control
UA003.11A.h	29	41	UA003	11A	h	nat	control
UA003.11A.i	36	26	UA003	11A	i	nat	nut def
UA003.11A.j	28	10	UA003	11A	j	nat	allo
UA003.6.a	37	44	UA003	6	a	nat	drought
UA003.6.b	46	44	UA003	6	b	nat	drought
UA003.6.c	21	11	UA003	6	c	nat	allo
UA003.6.d	25	33	UA003	6	d	nat	control
UA003.6.e	13	15	UA003	6	e	nat	nut def
UA003.6.f	40	3	UA003	6	f	nat	control
UA003.6.g	27	43	UA003	6	g	nat	nut def
UA003.6.h	45	30	UA003	6	h	nat	flood
UA003.6.i	1	16	UA003	6	i	nat	drought
UA003.6.j	16	48	UA003	6	j	nat	cut
UA003.7A.a	23	12	UA003	7A	a	nat	flood
UA003.7A.b	19	16	UA003	7A	b	nat	drought
UA003.7A.c	43	25	UA003	7A	c	nat	flood
UA003.7A.d	4	28	UA003	7A	d	nat	cut
UA003.7A.e	33	28	UA003	7A	e	nat	cut
UA003.7A.f	35	45	UA003	7A	f	nat	flood
UA003.7A.g	50	22	UA003	7A	g	nat	drought
UA003.7A.h	31	14	UA003	7A	h	nat	allo
UA003.7A.i	18	36	UA003	7A	i	nat	control
UA003.7A.j	48	4	UA003	7A	j	nat	drought
UA003.8.a	10	39	UA003	8	a	nat	cut
UA003.8.b	22	2	UA003	8	b	nat	allo
UA003.8.c	26	13	UA003	8	c	nat	nut def
UA003.8.d	39	37	UA003	8	d	nat	flood
UA003.8.e	8	47	UA003	8	e	nat	allo
UA003.8.f	17	39	UA003	8	f	nat	drought
UA003.8.g	41	37	UA003	8	g	nat	cut
UA003.8.h	5	33	UA003	8	h	nat	control
UA003.8.i	9	38	UA003	8	i	nat	control
UA003.8.j	34	8	UA003	8	j	nat	control
UA003.9A.a	11	5	UA003	9A	a	nat	cut
UA003.9A.b	6	8	UA003	9A	b	nat	control
UA003.9A.c	2	41	UA003	9A	c	nat	nut def
UA003.9A.d	12	16	UA003	9A	d	nat	control
UA003.9A.e	15	11	UA003	9A	e	nat	allo
UA003.9A.f	38	5	UA003	9A	f	nat	cut
UA003.9A.g	49	5	UA003	9A	g	nat	nut def
UA003.9A.h	3	8	UA003	9A	h	nat	flood
UA003.9A.i	32	13	UA003	9A	i	nat	allo
UA003.9A.j	7	50	UA003	9A	j	nat	control
UA004.15.a	26	33	UA004	15	a	nat	nut def
UA004.15.b	30	19	UA004	15	b	nat	control
UA004.15.c	13	38	UA004	15	c	nat	nut def
UA004.15.d	24	50	UA004	15	d	nat	control
UA004.15.e	42	7	UA004	15	e	nat	allo
UA004.15.f	25	50	UA004	15	f	nat	control
UA004.15.g	40	4	UA004	15	g	nat	control
UA004.15.h	10	31	UA004	15	h	nat	cut
UA004.15.i	1	9	UA004	15	i	nat	drought
UA004.15.j	3	12	UA004	15	j	nat	flood
UA004.18.a	32	4	UA004	18	a	nat	allo
UA004.18.b	16	16	UA004	18	b	nat	cut
UA004.18.c	43	30	UA004	18	c	nat	flood
UA004.18.d	20	36	UA004	18	d	nat	nut def
UA004.18.e	23	31	UA004	18	e	nat	flood
UA004.18.f	21	16	UA004	18	f	nat	allo
UA004.18.g	46	14	UA004	18	g	nat	drought
UA004.18.h	7	5	UA004	18	h	nat	control
UA004.18.i	4	27	UA004	18	i	nat	cut
UA004.18.j	8	39	UA004	18	j	nat	allo
UA004.27.a	37	39	UA004	27	a	nat	drought
UA004.27.b	29	43	UA004	27	b	nat	control
UA004.27.c	9	45	UA004	27	c	nat	control
UA004.27.d	17	38	UA004	27	d	nat	drought
UA004.27.e	6	46	UA004	27	e	nat	control
UA004.27.f	27	36	UA004	27	f	nat	nut def
UA004.27.g	33	29	UA004	27	g	nat	cut
UA004.27.h	12	30	UA004	27	h	nat	control
UA004.27.i	31	50	UA004	27	i	nat	allo
UA004.27.j	5	42	UA004	27	j	nat	control
UA004.5.a	11	50	UA004	5	a	nat	cut
UA004.5.b	14	13	UA004	5	b	nat	flood
UA004.5.c	35	43	UA004	5	c	nat	flood
UA004.5.d	36	8	UA004	5	d	nat	nut def
UA004.5.e	18	8	UA004	5	e	nat	control
UA004.5.f	44	6	UA004	5	f	nat	control
UA004.5.g	28	14	UA004	5	g	nat	allo
UA004.5.h	50	26	UA004	5	h	nat	drought
UA004.5.i	47	28	UA004	5	i	nat	nut def
UA004.5.j	39	29	UA004	5	j	nat	flood
UA004.7.a	45	10	UA004	7	a	nat	flood
UA004.7.b	48	7	UA004	7	b	nat	drought
UA004.7.c	19	11	UA004	7	c	nat	drought
UA004.7.d	22	32	UA004	7	d	nat	allo
UA004.7.e	38	42	UA004	7	e	nat	cut
UA004.7.f	2	12	UA004	7	f	nat	nut def
UA004.7.g	41	29	UA004	7	g	nat	cut
