ID	Rack	Pos	PopID	Mom	Indiv	Origin	Treat
UA004.7.h	34	18	UA004	7	h	nat	control
UA005.13.a	46	40	UA005	13	a	nat	drought
UA005.13.b	26	23	UA005	13	b	nat	nut def
UA005.15.a	14	5	UA005	15	a	nat	flood
UA005.15.b	22	48	UA005	15	b	nat	allo
UA005.15.c	18	1	UA005	15	c	nat	control
UA005.15.d	15	44	UA005	15	d	nat	allo
UA005.15.e	33	20	UA005	15	e	nat	cut
UA005.15.f	3	17	UA005	15	f	nat	flood
UA005.18.a	21	25	UA005	18	a	nat	allo
UA005.18.b	41	5	UA005	18	b	nat	cut
UA005.18.c	5	31	UA005	18	c	nat	control
UA005.18.d	12	14	UA005	18	d	nat	control
UA005.18.e	16	41	UA005	18	e	nat	cut
UA005.18.f	37	46	UA005	18	f	nat	drought
UA005.18.g	40	18	UA005	18	g	nat	control
UA005.18.h	24	20	UA005	18	h	nat	control
UA005.18.i	27	13	UA005	18	i	nat	nut def
UA005.18.j	47	38	UA005	18	j	nat	nut def
UA005.3.a	50	12	UA005	3	a	nat	drought
UA005.3.b	11	25	UA005	3	b	nat	cut
UA005.3.c	20	16	UA005	3	c	nat	nut def
UA005.3.d	31	12	UA005	3	d	nat	allo
UA005.3.e	25	8	UA005	3	e	nat	control
UA005.7.a	6	44	UA005	7	a	nat	control
UA005.7.b	9	43	UA005	7	b	nat	control
UA005.7.c	19	38	UA005	7	c	nat	drought
UA005.7.d	34	3	UA005	7	d	nat	control
UA005.7.e	38	11	UA005	7	e	nat	cut
UA005.7.f	29	38	UA005	7	f	nat	control
UA005.7.g	23	20	UA005	7	g	nat	flood
UA005.7.h	49	42	UA005	7	h	nat	nut def
UA005.7.i	36	34	UA005	7	i	nat	nut def
UA006.10.a	14	42	UA006	10	a	nat	flood
UA006.10.b	18	49	UA006	10	b	nat	control
UA006.10.c	2	43	UA006	10	c	nat	nut def
UA006.10.d	38	25	UA006	10	d	nat	cut
UA006.10.e	42	4	UA006	10	e	nat	allo
UA006.10.g	22	36	UA006	10	g	nat	allo
UA006.14.a	26	18	UA006	14	a	nat	nut def
UA006.14.b	11	38	UA006	14	b	nat	cut
UA006.14.d	34	21	UA006	14	d	nat	control
UA006.14.e	10	19	UA006	14	e	nat	cut
UA006.14.g	29	29	UA006	14	g	nat	control
UA006.14.i	16	28	UA006	14	i	nat	cut
UA006.14.j	44	45	UA006	14	j	nat	control
UA006.14.k	1	29	UA006	14	k	nat	drought
UA006.22.a	12	2	UA006	22	a	nat	control
UA006.22.b	39	19	UA006	22	b	nat	flood
UA006.24.a	17	11	UA006	24	a	nat	drought
UA006.24.b	36	40	UA006	24	b	nat	nut def
UA006.24.h	3	36	UA006	24	h	nat	flood
UA007.19.c	19	42	UA007	19	c	nat	drought
UA007.19.d	36	39	UA007	19	d	nat	nut def
UA007.20.b	38	40	UA007	20	b	nat	cut
UA007.20.d	20	34	UA007	20	d	nat	nut def
UA007.24.c	43	13	UA007	24	c	nat	flood
UA007.24.i	42	18	UA007	24	i	nat	allo
UA008.13.a	5	8	UA008	13	a	nat	control
UA008.13.b	26	44	UA008	13	b	nat	nut def
UA008.13.d	14	43	UA008	13	d	nat	flood
UA008.13.e	35	22	UA008	13	e	nat	flood
UA008.13.f	37	14	UA008	13	f	nat	drought
UA008.13.g	34	25	UA008	13	g	nat	control
UA008.13.h	29	36	UA008	13	h	nat	control
UA008.13.i	4	8	UA008	13	i	nat	cut
UA008.13.j	36	7	UA008	13	j	nat	nut def
UA008.18.a	46	42	UA008	18	a	nat	drought
UA008.18.b	27	38	UA008	18	b	nat	nut def
UA008.18.d	45	42	UA008	18	d	nat	flood
UA008.18.e	10	48	UA008	18	e	nat	cut
UA008.18.f	2	50	UA008	18	f	nat	nut def
UA008.18.g	19	4	UA008	18	g	nat	drought
UA008.18.h	43	47	UA008	18	h	nat	flood
UA008.24.a	21	29	UA008	24	a	nat	allo
UA008.25.a	31	39	UA008	25	a	nat	allo
UA008.25.b	7	26	UA008	25	b	nat	control
UA008.25.d	18	35	UA008	25	d	nat	control
UA008.25.h	33	41	UA008	25	h	nat	cut
US001.14.a	16	32	US001	14	a	inv	cut
US001.14.b	50	42	US001	14	b	inv	drought
US001.14.c	9	2	US001	14	c	inv	control
US001.14.e	37	12	US001	14	e	inv	drought
US001.14.f	2	1	US001	14	f	inv	nut def
US001.14.g	28	18	US001	14	g	inv	allo
US001.14.h	23	42	US001	14	h	inv	flood
US001.14.i	48	40	US001	14	i	inv	drought
US001.14.j	34	50	US001	14	j	inv	control
US001.14.m	15	39	US001	14	m	inv	allo
US001.20.a	3	22	US001	20	a	inv	flood
US001.20.b	5	45	US001	20	b	inv	control
US001.20.c	7	41	US001	20	c	inv	control
US001.20.d	39	28	US001	20	d	inv	flood
US001.20.e	43	23	US001	20	e	inv	flood
US001.20.f	49	27	US001	20	f	inv	nut def
US001.20.g	42	43	US001	20	g	inv	allo
US001.20.h	30	15	US001	20	h	inv	control
US001.20.i	25	18	US001	20	i	inv	control
US001.20.j	12	27	US001	20	j	inv	control
US001.22.a	18	18	US001	22	a	inv	control
US001.22.b	36	32	US001	22	b	inv	nut def
US001.22.c	29	34	US001	22	c	inv	control
US001.22.d	8	32	US001	22	d	inv	allo
US001.22.e	45	16	US001	22	e	inv	flood
US001.22.f	17	41	US001	22	f	inv	drought
US001.22.g	21	35	US001	22	g	inv	allo
US001.22.h	33	17	US001	22	h	inv	cut
US001.22.i	19	46	US001	22	i	inv	drought
US001.22.j	40	7	US001	22	j	inv	control
US001.23.a	1	33	US001	23	a	inv	drought
US001.23.b	44	30	US001	23	b	inv	control
US001.23.c	6	48	US001	23	c	inv	control
US001.23.d	46	50	US001	23	d	inv	drought
US001.23.e	41	23	US001	23	e	inv	cut
US001.23.f	35	14	US001	23	f	inv	flood
US001.23.g	14	34	US001	23	g	inv	flood
US001.23.h	31	24	US001	23	h	inv	allo
US001.23.i	22	46	US001	23	i	inv	allo
US001.23.j	47	44	US001	23	j	inv	nut def
US001.3.a	13	26	US001	3	a	inv	nut def
US001.3.b	20	27	US001	3	b	inv	nut def
US001.3.c	24	4	US001	3	c	inv	control
US001.3.d	32	30	US001	3	d	inv	allo
US001.3.e	26	4	US001	3	e	inv	nut def
US001.3.f	27	22	US001	3	f	inv	nut def
US001.3.g	10	33	US001	3	g	inv	cut
US001.3.h	38	37	US001	3	h	inv	cut
US001.3.i	11	10	US001	3	i	inv	cut
US001.3.j	4	22	US001	3	j	inv	cut
US002.1.a	40	39	US002	1	a	inv	control
US002.1.b	30	48	US002	1	b	inv	control
US002.1.c	24	7	US002	1	c	inv	control
US002.1.d	20	47	US002	1	d	inv	nut def
US002.1.f	31	32	US002	1	f	inv	allo
US002.1.g	23	9	US002	1	g	inv	flood
US002.1.h	32	3	US002	1	h	inv	allo
US002.1.i	47	21	US002	1	i	inv	nut def
US002.1.j	29	49	US002	1	j	inv	control
US002.1.l	2	39	US002	1	l	inv	nut def
US002.17.a	18	33	US002	17	a	inv	control
US002.17.b	13	37	US002	17	b	inv	nut def
US002.17.c	16	37	US002	17	c	inv	cut
US002.17.d	6	33	US002	17	d	inv	control
US002.17.e	35	26	US002	17	e	inv	flood
US002.17.f	19	2	US002	17	f	inv	drought
US002.17.g	3	6	US002	17	g	inv	flood
US002.17.h	38	49	US002	17	h	inv	cut
US002.17.i	5	41	US002	17	i	inv	control
US002.17.j	44	48	US002	17	j	inv	control
US002.22.a	33	39	US002	22	a	inv	cut
US002.22.c	4	49	US002	22	c	inv	cut
US002.22.d	34	14	US002	22	d	inv	control
US002.22.e	28	4	US002	22	e	inv	allo
US002.22.f	1	12	US002	22	f	inv	drought
US002.22.g	48	13	US002	22	g	inv	drought
US002.22.h	36	28	US002	22	h	inv	nut def
US002.22.i	7	7	US002	22	i	inv	control
US002.22.j	17	29	US002	22	j	inv	drought
US002.22.o	9	50	US002	22	o	inv	control
US002.24.a	37	50	US002	24	a	inv	drought
US002.24.b	11	24	US002	24	b	inv	cut
US002.24.c	26	16	US002	24	c	inv	nut def
US002.24.d	49	26	US002	24	d	inv	nut def
US002.24.e	45	17	US002	24	e	inv	flood
US002.24.f	14	45	US002	24	f	inv	flood
US002.24.g	25	22	US002	24	g	inv	control
US002.24.h	39	31	US002	24	h	inv	flood
US002.24.i	43	39	US002	24	i	inv	flood
US002.24.j	42	26	US002	24	j	inv	allo
US002.5.a	15	38	US002	5	a	inv	allo
US002.5.b	10	5	US002	5	b	inv	cut
US002.5.c	12	33	US002	5	c	inv	control
US002.5.d	8	15	US002	5	d	inv	allo
US002.5.e	21	39	US002	5	e	inv	allo
US002.5.f	27	1	US002	5	f	inv	nut def
US002.5.g	22	5	US002	5	g	inv	allo
US002.5.h	50	16	US002	5	h	inv	drought
US002.5.i	46	47	US002	5	i	inv	drought
US002.5.j	41	21	US002	5	j	inv	cut
US003.19.a	12	42	US003	19	a	inv	control
US003.19.b	47	48	US003	19	b	inv	nut def
US003.19.c	35	30	US003	19	c	inv	flood
US003.19.d	41	11	US003	19	d	inv	cut
US003.19.e	16	22	US003	19	e	inv	cut
US003.19.f	42	5	US003	19	f	inv	allo
US003.19.g	6	2	US003	19	g	inv	control
US003.19.h	26	45	US003	19	h	inv	nut def
US003.19.i	44	35	US003	19	i	inv	control
US003.19.j	3	1	US003	19	j	inv	flood
US003.20.a	45	48	US003	20	a	inv	flood
US003.20.b	9	48	US003	20	b	inv	control
US003.20.c	28	36	US003	20	c	inv	allo
US003.20.d	1	30	US003	20	d	inv	drought
US003.20.e	31	10	US003	20	e	inv	allo
US003.20.f	49	29	US003	20	f	inv	nut def
US003.20.g	33	47	US003	20	g	inv	cut
US003.20.h	22	6	US003	20	h	inv	allo
US003.20.i	27	9	US003	20	i	inv	nut def
US003.20.j	7	17	US003	20	j	inv	control
US003.27.a	43	14	US003	27	a	inv	flood
US003.27.b	34	1	US003	27	b	inv	control
US003.27.c	50	11	US003	27	c	inv	drought
US003.27.d	14	31	US003	27	d	inv	flood
US003.27.e	21	45	US003	27	e	inv	allo
US003.27.f	48	3	US003	27	f	inv	drought
US003.27.g	29	18	US003	27	g	inv	control
US003.27.h	46	48	US003	27	h	inv	drought
US003.27.i	37	21	US003	27	i	inv	drought
US003.27.j	18	4	US003	27	j	inv	control
US003.28.a	25	29	US003	28	a	inv	control
US003.28.b	8	16	US003	28	b	inv	allo
US003.28.c	10	3	US003	28	c	inv	cut
US003.28.d	38	30	US003	28	d	inv	cut
US003.28.e	23	10	US003	28	e	inv	flood
US003.28.f	39	15	US003	28	f	inv	flood
US003.28.g	4	33	US003	28	g	inv	cut
US003.28.h	2	26	US003	28	h	inv	nut def
US003.28.i	20	28	US003	28	i	inv	nut def
US003.28.j	13	48	US003	28	j	inv	nut def
US003.6.a	30	39	US003	6	a	inv	control
US003.6.b	36	4	US003	6	b	inv	nut def
US003.6.c	19	36	US003	6	c	inv	drought
US003.6.d	17	25	US003	6	d	inv	drought
US003.6.e	15	27	US003	6	e	inv	allo
US003.6.f	5	49	US003	6	f	inv	control
US003.6.g	32	39	US003	6	g	inv	allo
US003.6.h	24	38	US003	6	h	inv	control
US003.6.i	11	27	US003	6	i	inv	cut
US003.6.j	40	25	US003	6	j	inv	control
US011.12.a	41	25	US011	12	a	inv	cut
US011.12.b	42	47	US011	12	b	inv	allo
US011.12.e	35	49	US011	12	e	inv	flood
US011.13.a	50	39	US011	13	a	inv	drought
US011.13.c	8	29	US011	13	c	inv	allo
US011.8.a	24	32	US011	8	a	inv	control
US011.8.b	11	15	US011	8	b	inv	cut
US011.8.c	29	15	US011	8	c	inv	control
US011.8.d	2	42	US011	8	d	inv	nut def
US011.8.e	48	31	US011	8	e	inv	drought
US011.8.f	10	37	US011	8	f	inv	cut
US011.8.g	16	14	US011	8	g	inv	cut
US011.8.h	4	39	US011	8	h	inv	cut
US011.8.i	49	24	US011	8	i	inv	nut def
US011.8.j	22	20	US011	8	j	inv	allo
US011.8.k	12	15	US011	8	k	inv	control
US011.8.l	1	44	US011	8	l	inv	drought
US012.28.a	17	35	US012	28	a	inv	drought
US012.28.b	12	41	US012	28	b	inv	control
US012.28.c	25	27	US012	28	c	inv	control
US012.28.d	15	3	US012	28	d	inv	allo
US012.28.e	33	46	US012	28	e	inv	cut
US012.28.f	26	46	US012	28	f	inv	nut def
US012.29.a	38	24	US012	29	a	inv	cut
US012.29.b	50	25	US012	29	b	inv	drought
US012.29.c	7	43	US012	29	c	inv	control
US012.29.e	35	36	US012	29	e	inv	flood
US012.29.h	45	34	US012	29	h	inv	flood
US012.31.a	14	38	US012	31	a	inv	flood
US012.31.b	44	7	US012	31	b	inv	control
US012.31.c	43	28	US012	31	c	inv	flood
US012.31.d	5	13	US012	31	d	inv	control
US012.31.e	46	17	US012	31	e	inv	drought
US012.31.f	11	29	US012	31	f	inv	cut
US012.31.h	47	22	US012	31	h	inv	nut def
US012.31.i	28	39	US012	31	i	inv	allo
US012.35.b	40	5	US012	35	b	inv	control
US012.35.e	49	18	US012	35	e	inv	nut def
US012.35.f	27	31	US012	35	f	inv	nut def
US012.35.h	9	15	US012	35	h	inv	control
US013.14.a	2	6	US013	14	a	inv	nut def
US013.14.b	1	13	US013	14	b	inv	drought
US013.14.c	43	50	US013	14	c	inv	flood
US013.14.e	50	19	US013	14	e	inv	drought
US013.14.f	7	22	US013	14	f	inv	control
US013.2.a	40	44	US013	2	a	inv	control
US013.23.a	38	38	US013	23	a	inv	cut
US013.23.b	18	42	US013	23	b	inv	control
US013.4.g	37	47	US013	4	g	inv	drought
US014.16.a	41	40	US014	16	a	inv	cut
US014.16.b	35	9	US014	16	b	inv	flood
US014.16.c	16	46	US014	16	c	inv	cut
US014.16.d	22	30	US014	16	d	inv	allo
US014.16.e	6	40	US014	16	e	inv	control
US014.16.f	33	14	US014	16	f	inv	cut
US014.16.g	45	47	US014	16	g	inv	flood
US014.16.h	11	35	US014	16	h	inv	cut
US014.16.i	29	10	US014	16	i	inv	control
US014.16.j	24	31	US014	16	j	inv	control
US014.16.k	13	32	US014	16	k	inv	nut def
US014.16.l	15	30	US014	16	l	inv	allo
US014.16.m	18	48	US014	16	m	inv	control
US014.16.n	37	20	US014	16	n	inv	drought
US014.17.a	39	33	US014	17	a	inv	flood
US014.17.b	30	50	US014	17	b	inv	control
US014.17.c	21	5	US014	17	c	inv	allo
US014.17.d	48	35	US014	17	d	inv	drought
US014.17.e	19	32	US014	17	e	inv	drought
US014.17.f	25	11	US014	17	f	inv	control
US014.17.g	5	15	US014	17	g	inv	control
US014.17.i	17	27	US014	17	i	inv	drought
US014.20.a	26	29	US014	20	a	inv	nut def
US014.20.b	36	6	US014	20	b	inv	nut def
US014.22.a	9	8	US014	22	a	inv	control
US014.22.b	2	27	US014	22	b	inv	nut def
US014.22.c	27	21	US014	22	c	inv	nut def
US014.22.d	31	43	US014	22	d	inv	allo
US014.22.e	44	11	US014	22	e	inv	control
US014.22.f	20	44	US014	22	f	inv	nut def
US014.22.g	4	15	US014	22	g	inv	cut
US014.22.h	10	49	US014	22	h	inv	cut
US014.22.j	46	34	US014	22	j	inv	drought
US014.4.a	1	27	US014	4	a	inv	drought
US014.4.b	49	31	US014	4	b	inv	nut def
US014.4.d	12	18	US014	4	d	inv	control
US015.13.a	49	32	US015	13	a	inv	nut def
US015.13.b	44	13	US015	13	b	inv	control
US015.13.c	48	9	US015	13	c	inv	drought
US015.13.e	31	49	US015	13	e	inv	allo
US015.13.f	30	37	US015	13	f	inv	control
US015.13.h	5	50	US015	13	h	inv	control
US015.13.i	46	20	US015	13	i	inv	drought
US015.13.j	7	36	US015	13	j	inv	control
US015.13.k	13	11	US015	13	k	inv	nut def
US015.15.a	19	5	US015	15	a	inv	drought
US015.15.b	21	37	US015	15	b	inv	allo
US015.15.c	1	48	US015	15	c	inv	drought
US015.15.d	18	39	US015	15	d	inv	control
US015.15.e	12	23	US015	15	e	inv	control
US015.15.f	38	44	US015	15	f	inv	cut
US015.15.g	39	4	US015	15	g	inv	flood
US015.15.h	17	24	US015	15	h	inv	drought
US015.15.i	22	38	US015	15	i	inv	allo
US015.15.j	25	44	US015	15	j	inv	control
US015.17.a	41	39	US015	17	a	inv	cut
US015.17.b	27	11	US015	17	b	inv	nut def
US015.17.c	32	28	US015	17	c	inv	allo
US015.17.d	8	35	US015	17	d	inv	allo
US015.17.e	45	6	US015	17	e	inv	flood
US015.17.f	36	31	US015	17	f	inv	nut def
US015.17.g	4	47	US015	17	g	inv	cut
US015.17.h	47	7	US015	17	h	inv	nut def
US015.17.i	2	30	US015	17	i	inv	nut def
US015.17.j	23	25	US015	17	j	inv	flood
US015.17.k	24	36	US015	17	k	inv	control
US015.17.l	37	7	US015	17	l	inv	drought
US015.2.a	15	21	US015	2	a	inv	allo
US015.2.b	10	36	US015	2	b	inv	cut
US015.2.c	14	29	US015	2	c	inv	flood
US015.2.d	20	19	US015	2	d	inv	nut def
US015.2.f	3	7	US015	2	f	inv	flood
US015.3.a	16	47	US015	3	a	inv	cut
US015.3.b	28	29	US015	3	b	inv	allo
US015.3.c	40	30	US015	3	c	inv	control
US015.3.d	6	10	US015	3	d	inv	control
US015.3.e	34	17	US015	3	e	inv	control
US015.3.g	9	27	US015	3	g	inv	control
US015.3.h	35	16	US015	3	h	inv	flood
US015.3.k	11	37	US015	3	k	inv	cut
US017.15.b	4	46	US017	15	b	inv	cut
US017.36.e	24	18	US017	36	e	inv	control
US017.4.b	11	28	US017	4	b	inv	cut
US018.11.a	42	40	US018	11	a	inv	allo
US018.11.b	46	30	US018	11	b	inv	drought
US018.11.c	18	45	US018	11	c	inv	control
US018.11.d	50	3	US018	11	d	inv	drought
US018.11.e	9	22	US018	11	e	inv	control
US018.11.f	2	3	US018	11	f	inv	nut def
US018.31.a	11	36	US018	31	a	inv	cut
US018.31.b	7	44	US018	31	b	inv	control
US018.5.a	36	23	US018	5	a	inv	nut def
US018.5.c	41	9	US018	5	c	inv	cut
US018.5.d	20	3	US018	5	d	inv	nut def
US018.5.l	1	20	US018	5	l	inv	drought
US019.6.c	7	24	US019	6	c	inv	control
US020.12.c	17	10	US020	12	c	inv	drought
US020.24.a	28	16	US020	24	a	inv	allo
US020.24.b	47	50	US020	24	b	inv	nut def
US020.24.c	24	35	US020	24	c	inv	control
US020.24.d	39	14	US020	24	d	inv	flood
US020.24.e	41	50	US020	24	e	inv	cut
US020.24.f	7	8	US020	24	f	inv	control
US020.27.a	26	37	US020	27	a	inv	nut def
US020.27.b	11	17	US020	27	b	inv	cut
US020.27.c	1	10	US020	27	c	inv	drought
US020.27.g	10	35	US020	27	g	inv	cut
US020.42.a	5	32	US020	42	a	inv	control
US020.42.b	16	40	US020	42	b	inv	cut
US020.42.d	36	10	US020	42	d	inv	nut def
US020.42.f	25	31	US020	42	f	inv	control
US020.42.g	47	23	US020	42	g	inv	nut def
US020.42.j	45	49	US020	42	j	inv	flood
US021.1.a	29	4	US021	1	a	inv	control
US021.1.c	50	15	US021	1	c	inv	drought
US021.10.a	47	17	US021	10	a	inv	nut def
US021.3.a	24	25	US021	3	a	inv	control
US021.3.b	30	16	US021	3	b	inv	control
US021.3.c	44	42	US021	3	c	inv	control
US021.3.d	12	28	US021	3	d	inv	control
US021.3.j	37	48	US021	3	j	inv	drought
US021.5.c	22	10	US021	5	c	inv	allo
US021.8.a	1	11	US021	8	a	inv	drought
US021.8.b	4	41	US021	8	b	inv	cut
US021.8.c	41	7	US021	8	c	inv	cut
US021.8.d	16	30	US021	8	d	inv	cut
US021.8.e	40	8	US021	8	e	inv	control
US021.8.f	43	36	US021	8	f	inv	flood
US021.8.g	6	34	US021	8	g	inv	control
US021.8.h	48	25	US021	8	h	inv	drought
US021.8.i	2	13	US021	8	i	inv	nut def
US021.8.j	25	4	US021	8	j	inv	control
US021.8.k	13	28	US021	8	k	inv	nut def
US022.17.a	12	47	US022	17	a	inv	control
US022.17.b	21	48	US022	17	b	inv	allo
US022.17.c	36	44	US022	17	c	inv	nut def
US022.17.d	27	18	US022	17	d	inv	nut def
US022.17.f	20	32	US022	17	f	inv	nut def
US022.17.g	46	39	US022	17	g	inv	drought
US022.17.h	38	16	US022	17	h	inv	cut
US022.17.i	1	49	US022	17	i	inv	drought
US022.23.a	8	30	US022	23	a	inv	allo
US022.23.b	9	5	US022	23	b	inv	control
US022.23.c	48	12	US022	23	c	inv	drought
US022.23.d	24	48	US022	23	d	inv	control
US022.23.e	42	23	US022	23	e	inv	allo
US022.23.f	30	33	US022	23	f	inv	control
US022.23.g	40	42	US022	23	g	inv	control
US022.23.h	34	35	US022	23	h	inv	control
US022.23.i	26	5	US022	23	i	inv	nut def
US022.23.j	47	25	US022	23	j	inv	nut def
US022.31.a	25	46	US022	31	a	inv	control
US022.31.b	5	34	US022	31	b	inv	control
US022.31.c	29	44	US022	31	c	inv	control
US022.31.f	49	45	US022	31	f	inv	nut def
US022.41.a	18	41	US022	41	a	inv	control
US022.41.b	17	2	US022	41	b	inv	drought
US022.41.f	10	26	US022	41	f	inv	cut
US022.42.a	6	39	US022	42	a	inv	control
US022.42.b	14	11	US022	42	b	inv	flood
US022.42.c	41	24	US022	42	c	inv	cut
US022.42.d	44	17	US022	42	d	inv	control
US022.42.e	32	10	US022	42	e	inv	allo
US022.42.f	43	46	US022	42	f	inv	flood
US022.42.g	23	50	US022	42	g	inv	flood
US022.42.h	2	47	US022	42	h	inv	nut def
US022.42.j	37	30	US022	42	j	inv	drought
US022.42.k	11	13	US022	42	k	inv	cut
US023.12.a	24	42	US023	12	a	inv	control
US023.26.a	26	32	US023	26	a	inv	nut def
US023.26.f	45	45	US023	26	f	inv	flood
US023.34.a	16	50	US023	34	a	inv	cut
US023.34.b	9	42	US023	34	b	inv	control
US023.34.c	19	3	US023	34	c	inv	drought
US023.34.f	21	36	US023	34	f	inv	allo
US023.34.g	22	27	US023	34	g	inv	allo
US023.34.k	12	34	US023	34	k	inv	control
US023.41.a	47	27	US023	41	a	inv	nut def
US023.41.b	44	50	US023	41	b	inv	control
US023.41.c	7	19	US023	41	c	inv	control
US023.41.d	34	45	US023	41	d	inv	control
US023.41.e	13	29	US023	41	e	inv	nut def
US023.41.f	20	42	US023	41	f	inv	nut def
US023.41.i	11	21	US023	41	i	inv	cut
US023.45.a	2	28	US023	45	a	inv	nut def
US023.45.e	8	43	US023	45	e	inv	allo
US025.2.i	45	3	US025	2	i	inv	flood
US025.27.b	46	49	US025	27	b	inv	drought
US026.15.a	36	19	US026	15	a	inv	nut def
US026.15.b	15	48	US026	15	b	inv	allo
US026.15.c	7	12	US026	15	c	inv	control
US026.15.d	18	44	US026	15	d	inv	control
US026.23.a	14	30	US026	23	a	inv	flood
US026.23.b	10	44	US026	23	b	inv	cut
US026.23.k	1	15	US026	23	k	inv	drought
US026.24.b	19	21	US026	24	b	inv	drought
US026.24.c	11	45	US026	24	c	inv	cut
US026.24.e	23	16	US026	24	e	inv	flood
US026.24.h	17	31	US026	24	h	inv	drought
US026.24.i	16	20	US026	24	i	inv	cut
US026.3.b	24	49	US026	3	b	inv	control
US026.35.a	33	21	US026	35	a	inv	cut
US022.17.e	10	26	US022	17	e	inv	cut
UA006.14.c	36	40	UA006	14	c	nat	nut def
HU001.24.l	43	41	HU001	24	l	nat	flood
