Rack	Pos	PopID	Mom	Indiv	Trt	Origin	Wilt	TotWilt	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	OtherBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	ID
TR004.8.i	38	13	TR004	8	i	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.8.i
UA001.11.a	38	15	UA001	11	a	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	24.5	NA	69	1	39		NA			UA001.11.a
US022.17.h	38	16	US022	17	h	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.17.h
BG001.29.g	38	17	BG001	29	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.29.g
GR001.26.g	38	18	GR001	26	g	cut	nat	NA	NA	NA	NA	NA		18	18	1	6.1	NA	NA	1	38.5	NA	69	1	39.5		63	white		GR001.26.g
RO005.17.d	38	20	RO005	17	d	cut	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	27		NA			RO005.17.d
GR003.3.a	38	23	GR003	3	a	cut	nat	NA	NA	15	NA	NA		18	18	1	44.9	NA	39	1	42.3	NA	69	1	47.5		43	white		GR003.3.a
US012.29.a	38	24	US012	29	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.29.a
UA006.10.d	38	25	UA006	10	d	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.10.d
RU008.21.i	38	27	RU008	21	i	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.21.i
RU003.4.d	38	28	RU003	4	d	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.4.d
RU005.6.d	38	29	RU005	6	d	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.6.d
US003.28.d	38	30	US003	28	d	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.28.d
RO004.21.e	38	31	RO004	21	e	cut	nat	NA	NA	NA	NA	NA		50	NA	NA	NA	NA	50	1	29	NA	69	1	29.5		NA			RO004.21.e
RU001.6.j	38	34	RU001	6	j	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.j
HU001.24.a	38	35	HU001	24	a	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	7.3	NA	69	1	33		NA			HU001.24.a
RO001.28.e	38	36	RO001	28	e	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.28.e
US001.3.h	38	37	US001	3	h	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.3.h
RO002.15.g	38	39	RO002	15	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.15.g
TR005.20.g	38	41	TR005	20	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.20.g
UA004.7.e	38	42	UA004	7	e	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	3.9	NA	69	1	13.5		NA			UA004.7.e
TR003.2.a	38	43	TR003	2	a	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.2.a
US015.15.f	38	44	US015	15	f	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.15.f
RU002.2.e	38	45	RU002	2	e	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.2.e
US002.17.h	38	49	US002	17	h	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.17.h
UA002.15.h	38	50	UA002	15	h	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.h
US015.15.g	39	4	US015	15	g	flood	inv	NA	NA	8	NA	NA	F2-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.15.g
RU004.7.a	39	6	RU004	7	a	flood	nat	NA	NA	5	NA	NA	F2-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.7.a
TR003.2.g	39	7	TR003	2	g	flood	nat	NA	NA	8	17	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.2.g
US023.41.d	39	8	US023	41	d	flood	inv	NA	NA	6	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.41.d
RO004.12.c	39	10	RO004	12	c	flood	nat	NA	NA	6	19	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.12.c
RU002.2.c	39	11	RU002	2	c	flood	nat	NA	NA	6	24	24	FLOAT-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.2.c
RU005.5.f	39	13	RU005	5	f	flood	nat	NA	NA	6	21	20		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.5.f
US020.24.d	39	14	US020	24	d	flood	inv	NA	NA	7	NA	20	F2-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.24.d
US003.28.f	39	15	US003	28	f	flood	inv	NA	NA	6	17	16		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.28.f
UA006.14.i	39	19	UA006	14	i	flood	nat	NA	NA	5	14	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.14.i
CA001.6.b	39	21	CA001	6	b	flood	inv	NA	NA	5	29	25	FLOAT-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.6.b
HU001.14.j	39	22	HU001	14	j	flood	nat	NA	NA	5	19	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.14.j
GR002.2.b	39	25	GR002	2	b	flood	nat	NA	NA	6	19	14	FLOAT-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.2.b
RU001.6.c	39	26	RU001	6	c	flood	nat	NA	NA	6	19	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.c
US001.20.d	39	28	US001	20	d	flood	inv	NA	NA	5	NA	NA	F2-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.20.d
UA004.5.j	39	29	UA004	5	j	flood	nat	NA	NA	6	NA	NA	F2-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.j
US002.24.h	39	31	US002	24	h	flood	inv	NA	NA	6	29	29	FLOAT-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.24.h
GR001.26.l	39	32	GR001	26	l	flood	nat	NA	NA	8	14	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.26.l
US014.17.a	39	33	US014	17	a	flood	inv	NA	NA	6	18	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.17.a
RO001.12.j	39	34	RO001	12	j	flood	nat	NA	NA	6	19	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.12.j
UA002.18.f	39	35	UA002	18	f	flood	nat	NA	NA	7	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.18.f
RO002.12.i	39	36	RO002	12	i	flood	nat	NA	NA	6	14	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.12.i
UA003.8.d	39	37	UA003	8	d	flood	nat	NA	NA	8	14	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.8.d
BG001.17.i	39	38	BG001	17	i	flood	nat	NA	NA	6	24	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.i
CA008.4.m	39	41	CA008	4	m	flood	inv	NA	NA	5	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.m
RU008.18.b	39	42	RU008	18	b	flood	nat	NA	NA	6	21	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.b
GR003.3.b	39	45	GR003	3	b	flood	nat	NA	NA	6	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.3.b
RO003.4.j	39	46	RO003	4	j	flood	nat	NA	NA	5	29	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.4.j
RO005.14.b	39	48	RO005	14	b	flood	nat	NA	NA	5	17	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.14.b
US018.5.c	39	49	US018	5	c	flood	inv	NA	NA	5	20	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US018.5.c
TR001.12.h	39	50	TR001	12	h	flood	nat	NA	NA	6	NA	NA	F2-50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.h
RO004.20.f	40	1	RO004	20	f	control	nat	NA	NA	NA	NA	NA		39	NA	NA	NA	NA	39	1	34	NA	69	1	43		NA			RO004.20.f
UA003.6.f	40	3	UA003	6	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.f
UA004.15.g	40	4	UA004	15	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.15.g
US012.35.b	40	5	US012	35	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.35.b
US001.22.j	40	7	US001	22	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.j
US021.8.e	40	8	US021	8	e	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.8.e
BG001.25.b	40	10	BG001	25	b	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	16.5		NA			BG001.25.b
RO002.22.h	40	13	RO002	22	h	control	nat	NA	NA	NA	39	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.22.h
TR001.10.f	40	14	TR001	10	f	control	nat	NA	NA	NA	NA	NA		11	NA	NA	NA	NA	39	1	40.1	NA	69	6	41.5	22,21,20,18,7	50	white		TR001.10.f
RO005.25.h	40	16	RO005	25	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.25.h
UA005.15.a	40	18	UA005	15	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.15.a
GR002.13.f	40	19	GR002	13	f	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	13.5		NA			GR002.13.f
US020.42.g	40	22	US020	42	g	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.42.g
US003.6.j	40	25	US003	6	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.6.j
GR003.17.d	40	27	GR003	17	d	control	nat	NA	NA	NA	NA	NA		11	NA	NA	NA	NA	39	1	40	NA	69	1	38		46			GR003.17.d
HU001.24.b	40	28	HU001	24	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.24.b
CA001.7.h	40	29	CA001	7	h	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.h
US015.3.c	40	30	US015	3	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.3.c
TR003.2.e	40	31	TR003	2	e	control	nat	NA	NA	NA	NA	NA		29	NA	NA	NA	NA	39	2	36.3	36	69	5	36.5	36,20.5,16,7	53	purple	spotted	TR003.2.e
UA002.14.d	40	33	UA002	14	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.14.d
RU008.19.g	40	34	RU008	19	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.19.g
RO001.6.h	40	35	RO001	6	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.6.h
CA008.4.g	40	36	CA008	4	g	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.g
US002.1.a	40	39	US002	1	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.1.a
RU001.6.i	40	40	RU001	6	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.i
RO003.21.i	40	41	RO003	21	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.21.i
US022.23.g	40	42	US022	23	g	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.g
GR001.14.e	40	43	GR001	14	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.14.e
US013.2.a	40	44	US013	2	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US013.2.a
TR004.18.e	40	45	TR004	18	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.18.e
RU005.6.e	40	46	RU005	6	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.6.e
TR004.18.b	41	1	TR004	18	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.18.b
CA001.6.h	41	2	CA001	6	h	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.6.h
UA005.18.b	41	5	UA005	18	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.b
BG001.16.a	41	6	BG001	16	a	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.16.a
US021.3.a	41	7	US021	3	a	cut	inv	NA	NA	NA	NA	NA	missing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.3.a
RU001.2.j	41	8	RU001	2	j	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.2.j
US018.11.a	41	9	US018	11	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US018.11.a
RU004.7.d	41	10	RU004	7	d	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.7.d
US003.19.d	41	11	US003	19	d	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.19.d
RO001.21.e	41	12	RO001	21	e	cut	nat	NA	NA	NA	NA	NA		50	NA	NA	NA	NA	50	1	2.7	NA	69	1	22		NA			RO001.21.e
TR005.9.b	41	13	TR005	9	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.9.b
RO005.17.k	41	15	RO005	17	k	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.17.k
TR003.14.c	41	16	TR003	14	c	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.14.c
GR003.17.b	41	17	GR003	17	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.17.b
US002.5.j	41	21	US002	5	j	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.5.j
UA002.13.e	41	22	UA002	13	e	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.13.e
US001.23.e	41	23	US001	23	e	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.23.e
US022.42.c	41	24	US022	42	c	cut	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.42.c
US011.12.a	41	25	US011	12	a	cut	inv	NA	NA	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.12.a
CA008.4.f	41	26	CA008	4	f	cut	inv	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	7.5		NA			CA008.4.f
GR001.14.h	41	27	GR001	14	h	cut	nat	NA	NA	NA	NA	NA		50	NA	NA	NA	NA	50	1	11	NA	69	1	33		NA			GR001.14.h
RU005.5.g	41	28	RU005	5	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.5.g
UA004.7.g	41	29	UA004	7	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.7.g
RU003.7.e	41	30	RU003	7	e	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.7.e
TR001.19.i	41	34	TR001	19	i	cut	nat	NA	NA	NA	NA	NA		18	18	1	15.5	NA	39	1	33.7	NA	69	1	40.5		63	white		TR001.19.i
RO003.15.j	41	35	RO003	15	j	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.15.j
HU001.13.b	41	36	HU001	13	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.13.b
UA003.8.g	41	37	UA003	8	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.8.g
RU008.19.h	41	38	RU008	19	h	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.19.h
US015.17.a	41	39	US015	17	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.a
US014.16.a	41	40	US014	16	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.a
RO004.3.j	41	44	RO004	3	j	cut	nat	NA	NA	15	NA	NA		10	18	1	3.7	NA	39	1	12	NA	69	1	37.5		NA		bolt cut	RO004.3.j
GR002.8.e	41	47	GR002	8	e	cut	nat	NA	NA	NA	NA	NA		18	18	1	13.5	NA	39	1	26.7	NA	69	1	26.5		57	white		GR002.8.e
RO002.18.a	41	49	RO002	18	a	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.18.a
US020.24.e	41	50	US020	24	e	cut	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.24.e
RO004.20.c	43	3	RO004	20	c	flood	nat	NA	NA	5	25	24	F2-3	69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	33.5		NA			RO004.20.c
GR003.12.e	43	4	GR003	12	e	flood	nat	NA	NA	7	NA	NA	F2-26	50	NA	NA	NA	NA	NA	NA	NA	NA	69	1	39		NA			GR003.12.e
GR002.25.j	43	5	GR002	25	j	flood	nat	NA	NA	6	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.25.j
RO001.13.j	43	6	RO001	13	j	flood	nat	NA	NA	6	19	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.13.j
US011.8.f	43	8	US011	8	f	flood	inv	NA	NA	6	20	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.8.f
GR001.28.c	43	10	GR001	28	c	flood	nat	NA	NA	7	NA	NA	F2-10	50	NA	NA	NA	NA	NA	NA	NA	NA	69	1	26		NA			GR001.28.c
RU008.18.g	43	11	RU008	18	g	flood	nat	NA	NA	6	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.g
TR004.27.f	43	12	TR004	27	f	flood	nat	NA	NA	6	NA	NA	F2-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.27.f
US003.27.a	43	14	US003	27	a	flood	inv	NA	NA	6	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.a
RU005.6.c	43	15	RU005	6	c	flood	nat	NA	NA	6	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.6.c
RU001.2.b	43	19	RU001	2	b	flood	nat	NA	NA	5	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.2.b
RO002.18.i	43	21	RO002	18	i	flood	nat	NA	NA	8	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.18.i
US001.20.e	43	23	US001	20	e	flood	inv	NA	NA	6	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.20.e
UA003.7A.c	43	25	UA003	7A	c	flood	nat	NA	NA	6	18	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.7A.c
CA001.4.i	43	27	CA001	4	i	flood	inv	NA	NA	8	21	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.4.i
US012.31.c	43	28	US012	31	c	flood	inv	NA	NA	7	NA	NA	F2-42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.31.c
UA004.18.c	43	30	UA004	18	c	flood	nat	NA	NA	7	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.18.c
RO005.17.f	43	31	RO005	17	f	flood	nat	NA	NA	6	15	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.17.f
RO003.11.j	43	32	RO003	11	j	flood	nat	NA	NA	6	19	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.11.j
BG001.29.a	43	33	BG001	29	a	flood	nat	NA	NA	5	NA	NA	F2-33	20	NA	NA	NA	NA	39	1	16.1	NA	69	1	20.5		NA			BG001.29.a
TR001.10.g	43	35	TR001	10	g	flood	nat	NA	NA	6	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.10.g
US021.8.f	43	36	US021	8	f	flood	inv	NA	NA	6	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.8.f
US002.24.i	43	39	US002	24	i	flood	inv	NA	NA	7	17	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.24.i
HU001.24.l	43	41	HU001	24	l	flood	nat	NA	NA	6	NA	21	F2-41	39	NA	NA	NA	NA	39	1	8.7	NA	69	1	38		NA			HU001.24.l
RU002.1.a	43	45	RU002	1	a	flood	nat	NA	NA	9	21	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.1.a
US022.23.e	43	46	US022	23	e	flood	inv	NA	NA	6	22	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.e
RU004.6.c	43	49	RU004	6	c	flood	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.6.c
US013.14.c	43	50	US013	14	c	flood	inv	NA	NA	5	30	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US013.14.c
UA003.11A.a	44	1	UA003	11A	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.a
BG001.22.b	44	4	BG001	22	b	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	13.5		NA			BG001.22.b
RU001.6.f	44	5	RU001	6	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.f
UA004.5.f	44	6	UA004	5	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.f
US012.31.b	44	7	US012	31	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.31.b
CA001.2.i	44	9	CA001	2	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.2.i
