PopID	Rack	Pos	Mom	Indiv	Origin	Trt	Wilt	TotWilt	Death	Note	ID	LfCount1	LfLgth1	LfWdth1	LfCount1.sq	LfLgth1.log	LfWdth1.log	Latitude	Longitude	lxw
163	US001	1	33	23	a	inv	drought	1	3	7		US001.23.a	11	16.1	5.2	3.3166247903554	2.77881927199042	1.64865862558738	45.6152333333333	-120.787533333333	83.72
164	US001	50	42	14	b	inv	drought	3	4	12		US001.14.b	11	15.4	3.1	3.3166247903554	2.73436750941958	1.1314021114911	45.6152333333333	-120.787533333333	47.74
165	US001	48	40	14	i	inv	drought	3	6	16		US001.14.i	13	12.5	4.3	3.60555127546399	2.52572864430826	1.45861502269952	45.6152333333333	-120.787533333333	53.75
166	US001	46	50	23	d	inv	drought	1	3	12		US001.23.d	12	14.3	4.1	3.46410161513775	2.66025953726586	1.41098697371026	45.6152333333333	-120.787533333333	58.63
167	US001	19	46	22	i	inv	drought	1	3	6		US001.22.i	12	10.8	2.3	3.46410161513775	2.37954613413017	0.832909122935104	45.6152333333333	-120.787533333333	24.84
168	US002	46	47	5	i	inv	drought	3	5	12		US002.5.i	10	12.2	3.4	3.16227766016838	2.50143595173921	1.22377543162212	46.1822666666667	-118.82615	41.48
169	US002	48	13	22	g	inv	drought	2	3	12		US002.22.g	13	16.8	3.9	3.60555127546399	2.82137888640921	1.3609765531356	46.1822666666667	-118.82615	65.52
170	US002	1	12	22	f	inv	drought	2	4	12		US002.22.f	12	17.8	3.8	3.46410161513775	2.87919845729804	1.33500106673234	46.1822666666667	-118.82615	67.64
171	US002	19	2	17	f	inv	drought	1	3	9		US002.17.f	12	15	2.9	3.46410161513775	2.70805020110221	1.06471073699243	46.1822666666667	-118.82615	43.5
172	US002	37	50	24	a	inv	drought	4	5	11		US002.24.a	13	13	3.5	3.60555127546399	2.56494935746154	1.25276296849537	46.1822666666667	-118.82615	45.5
173	US002	50	16	5	h	inv	drought	2	5	12		US002.5.h	12	14.2	3.2	3.46410161513775	2.65324196460721	1.16315080980568	46.1822666666667	-118.82615	45.44
174	US002	17	29	22	j	inv	drought	1	3	12		US002.22.j	17	14.7	3.4	4.12310562561766	2.68784749378469	1.22377543162212	46.1822666666667	-118.82615	49.98
175	US003	46	48	27	h	inv	drought	1	3	11		US003.27.h	9	14.8	4.2	3	2.69462718077007	1.43508452528932	46.60415	-116.64175	62.16
176	US003	17	25	6	d	inv	drought	5	7	12		US003.6.d	9	14.6	4	3	2.68102152871429	1.38629436111989	46.60415	-116.64175	58.4
177	US003	19	36	6	c	inv	drought	2	4	12		US003.6.c	10	13.9	2.2	3.16227766016838	2.63188884013665	0.78845736036427	46.60415	-116.64175	30.58
178	US003	37	21	27	i	inv	drought	2	4	8		US003.27.i	13	13	3	3.60555127546399	2.56494935746154	1.09861228866811	46.60415	-116.64175	39
179	US003	48	3	27	f	inv	drought	3	6	11		US003.27.f	10	17.2	5.3	3.16227766016838	2.84490938381941	1.66770682055808	46.60415	-116.64175	91.16
180	US003	50	11	27	c	inv	drought	4	7	12		US003.27.c	10	14.5	3.8	3.16227766016838	2.67414864942653	1.33500106673234	46.60415	-116.64175	55.1
181	US003	1	30	20	d	inv	drought	3	5	8		US003.20.d	12	13.4	3.7	3.46410161513775	2.59525470695687	1.30833281965018	46.60415	-116.64175	49.58
182	US011	50	39	13	a	inv	drought	6	8	12	two rosettes (9/8)	US011.13.a	7	11.2	1.8	2.64575131106459	2.41591377830105	0.587786664902119	43.3855277777778	-106.937333333333	20.16
183	US011	48	31	8	e	inv	drought	3	5	10		US011.8.e	9	11.8	3.2	3	2.46809953147162	1.16315080980568	43.3855277777778	-106.937333333333	37.76
184	US011	1	44	8	l	inv	drought	2	3	12		US011.8.l	10	11.7	4.8	3.16227766016838	2.45958884180371	1.56861591791385	43.3855277777778	-106.937333333333	56.16
185	US012	50	25	29	b	inv	drought	3	7	13		US012.29.b	9	15	3.8	3	2.70805020110221	1.33500106673234	40.5281527777778	-104.848788888889	57
186	US012	46	17	31	e	inv	drought	3	7	13		US012.31.e	7	11.6	3	2.64575131106459	2.45100509811232	1.09861228866811	40.5281527777778	-104.848788888889	34.8
187	US012	17	35	28	a	inv	drought	3	6	12		US012.28.a	7	15.7	3.5	2.64575131106459	2.75366071235426	1.25276296849537	40.5281527777778	-104.848788888889	54.95
188	US014	1	27	4	a	inv	drought	5	9	13		US014.4.a	6	14.2	2.1	2.44948974278318	2.65324196460721	0.741937344729377	40.1222666666667	-101.280283333333	29.82
189	US014	48	35	17	d	inv	drought	4	7	16		US014.17.d	7	14.5	2.6	2.64575131106459	2.67414864942653	0.955511445027436	40.1222666666667	-101.280283333333	37.7
190	US014	17	27	17	i	inv	drought	5	9	14		US014.17.i	6	12.3	2.4	2.44948974278318	2.50959926237837	0.8754687373539	40.1222666666667	-101.280283333333	29.52
191	US014	37	20	16	n	inv	drought	3	6	13		US014.16.n	8	12	2.5	2.82842712474619	2.484906649788	0.916290731874155	40.1222666666667	-101.280283333333	30
192	US014	46	34	22	j	inv	drought	4	7	13		US014.22.j	10	16.3	4.5	3.16227766016838	2.79116510781272	1.50407739677627	40.1222666666667	-101.280283333333	73.35
193	US014	19	32	17	e	inv	drought	3	6	11		US014.17.e	7	14.6	3.2	2.64575131106459	2.68102152871429	1.16315080980568	40.1222666666667	-101.280283333333	46.72
194	US015	1	48	15	c	inv	drought	3	5	16		US015.15.c	9	15.1	2.5	3	2.71469474382088	0.916290731874155	42.7253611111111	-118.001033333333	37.75
195	US015	19	5	15	a	inv	drought	1	4	12		US015.15.a	11	14.7	1.9	3.3166247903554	2.68784749378469	0.641853886172395	42.7253611111111	-118.001033333333	27.93
196	US015	37	7	17	l	inv	drought	4	7	13		US015.17.l	5	12.5	4	2.23606797749979	2.52572864430826	1.38629436111989	42.7253611111111	-118.001033333333	50
197	US015	46	20	13	i	inv	drought	2	8	12		US015.13.i	8	13.4	3.6	2.82842712474619	2.59525470695687	1.28093384546206	42.7253611111111	-118.001033333333	48.24
198	US015	17	24	15	h	inv	drought	3	5	12		US015.15.h	11	13.5	3.3	3.3166247903554	2.60268968544438	1.19392246847243	42.7253611111111	-118.001033333333	44.55
199	US015	48	9	13	c	inv	drought	4	7	15		US015.13.c	9	15.7	3.2	3	2.75366071235426	1.16315080980568	42.7253611111111	-118.001033333333	50.24
200	US018	50	3	11	d	inv	drought	4	7	11		US018.11.d	13	13.2	4.1	3.60555127546399	2.58021682959233	1.41098697371026	43.5467722222222	-118.913991666667	54.12
201	US018	46	30	11	b	inv	drought	4	8	14		US018.11.b	6	11.2	3.2	2.44948974278318	2.41591377830105	1.16315080980568	43.5467722222222	-118.913991666667	35.84
202	US018	1	20	5	l	inv	drought	12	14	18		US018.5.l	2	4.2	0.7	1.4142135623731	1.43508452528932	-0.356674943938732	43.5467722222222	-118.913991666667	2.94
203	US020	1	10	27	c	inv	drought	4	8	10		US020.27.c	5	13	1.6	2.23606797749979	2.56494935746154	0.470003629245736	46.9839888888889	-119.580186111111	20.8
204	US020	50	48	24	a	inv	drought	1	4	12		US020.24.a	NA	NA	NA	NA	NA	NA	46.9839888888889	-119.580186111111	NA
205	US020	17	10	12	c	inv	drought	3	4	14		US020.12.c	11	13.1	3	3.3166247903554	2.57261223020711	1.09861228866811	46.9839888888889	-119.580186111111	39.3
206	US021	1	11	8	a	inv	drought	1	5	6		US021.8.a	13	14	4.5	3.60555127546399	2.63905732961526	1.50407739677627	46.617	-110.092138888889	63
207	US021	48	25	8	h	inv	drought	3	6	16		US021.8.h	12	14.6	5	3.46410161513775	2.68102152871429	1.6094379124341	46.617	-110.092138888889	73
208	US021	50	15	1	c	inv	drought	12	18	21		US021.1.c	4	10.2	0.8	2	2.32238772029023	-0.22314355131421	46.617	-110.092138888889	8.16
209	US022	1	49	17	i	inv	drought	1	3	12		US022.17.i	10	12.6	4.2	3.16227766016838	2.53369681395743	1.43508452528932	45.74515	-119.784683333333	52.92
210	US022	37	30	42	j	inv	drought	3	6	13		US022.42.j	9	16.5	3	3	2.80336038090653	1.09861228866811	45.74515	-119.784683333333	49.5
211	US022	48	12	23	c	inv	drought	5	7	13		US022.23.c	10	12	2.3	3.16227766016838	2.484906649788	0.832909122935104	45.74515	-119.784683333333	27.6
212	US022	17	2	41	b	inv	drought	1	3	8		US022.41.b	14	14.3	3.1	3.74165738677394	2.66025953726586	1.1314021114911	45.74515	-119.784683333333	44.33
213	US022	46	39	17	g	inv	drought	3	5	11		US022.17.g	9	15.3	2.4	3	2.72785282839839	0.8754687373539	45.74515	-119.784683333333	36.72
214	US023	1	41	45	e	inv	drought	3	5	12		US023.45.e	NA	NA	NA	NA	NA	NA	39.224275	-103.122291666667	NA
215	US023	48	50	41	a	inv	drought	1	3	6		US023.41.a	NA	NA	NA	NA	NA	NA	39.224275	-103.122291666667	NA
216	US023	19	3	34	c	inv	drought	1	3	10		US023.34.c	9	13.2	3.9	3	2.58021682959233	1.3609765531356	39.224275	-103.122291666667	51.48
217	US026	1	15	23	k	inv	drought	7	11	16		US026.23.k	4	8.4	1.4	2	2.12823170584927	0.336472236621213	40.3719055555556	-104.472561111111	11.76
218	US026	17	31	24	h	inv	drought	7	10	16		US026.24.h	3	9.1	1.7	1.73205080756888	2.2082744135228	0.53062825106217	40.3719055555556	-104.472561111111	15.47
219	US026	19	21	24	b	inv	drought	5	8	15		US026.24.b	5	11.5	1.3	2.23606797749979	2.4423470353692	0.262364264467491	40.3719055555556	-104.472561111111	14.95
