ID	Rack	Pos	PopID	Mom	Indiv	Origin	Treat	MsrDay	MsrDate	LfCount	MaxLfLgth	MaxLfWdth	Bolted	BoltCount	MaxBoltHt	BoltHt1	BoltHt2	BoltHt3	BoltHt4	BoltHt5	BoltHt6	BoltHt7	FlrHeadCount	Notes	HarvestDay	HarvestDate	CrownDiam.mm	ShootMass.g	RootMass.g	BiomassNotes			
RU003.3.d	33	25	RU003	3	d	nat	cut	76	29-Nov-09	32			n												76	29-Nov-09	6.85		2.39				
RU003.4.a	47	1	RU003	4	a	nat	nut def	80	3-Dec-09	25	16.6	3.6	n												80	3-Dec-09	5.76	1.349	2.244				
RU003.4.b	29	21	RU003	4	b	nat	cont	85	8-Dec-09	31	26.4	7.5	n												85	8-Dec-09	9.73	5.974	3.359				
RU003.4.d	38	28	RU003	4	d	nat	cut	76	29-Nov-09	29			n												76	29-Nov-09	7.14		0.649				
RU003.7.a	20	31	RU003	7	a	nat	nut def	80	3-Dec-09	20	14.3	4.2	n												80	3-Dec-09	4.92	1.071	1.949				
RU003.7.b	27	19	RU003	7	b	nat	nut def	80	3-Dec-09	16	17.5	4.3	n												82	5-Dec-09	4.6	1.346	4.353				
RU003.7.e	41	30	RU003	7	e	nat	cut	76	29-Nov-09	24			n												76	29-Nov-09	5.61		1.28				
RU004.10.a	49	15	RU004	10	a	nat	nut def	75	28-Nov-09	18	19.8	5.1	n												77	30-Nov-09	5.48	1.397	3.326				
RU004.10.b	47	33	RU004	10	b	nat	nut def	80	3-Dec-09	17	22.4	6.4	n												80	3-Dec-09	5.92	1.578	2.35				
RU004.5.a	5	23	RU004	5	a	nat	cont	85	8-Dec-09	20	26.1	5.1	y	1	4.5	4.5							0		86	9-Dec-09	6.89	1.678	0.474				
RU004.5.b	9	39	RU004	5	b	nat	cont	85	8-Dec-09	20	29.7	6.6	n												85	8-Dec-09	7.7	3.569	2.517				
RU004.6.a	7	4	RU004	6	a	nat	cont	86	9-Dec-09	18	30	5.8	n												86	9-Dec-09	7.06	3.878	1.849				
RU004.6.b	33	26	RU004	6	b	nat	cut	76	29-Nov-09	35			y	1	36.5	36.5							58		76	29-Nov-09	7.2		2.04				
RU004.6.d	36	41	RU004	6	d	nat	nut def	77	30-Nov-09	13	17.8	3	n												77	30-Nov-09	4.12	0.77	2.851				
RU004.7.a	F2	6	RU004	7	a	nat	flood	71	24-Nov-09	5	11.3	3.2	n											dead?	91	14-Dec-09							
RU004.7.c	6	38	RU004	7	c	nat	cont	86	9-Dec-09	19	28.9	7	n												86	9-Dec-09	8.47	2.738	0.848				
RU004.7.d	41	10	RU004	7	d	nat	cut	76	29-Nov-09	20			n												76	29-Nov-09	7.34		2.096				
RU004.7.e	20	40	RU004	7	e	nat	nut def	80	3-Dec-09	19	11.5	1.8	n												80	3-Dec-09	6.03	1.106	4.303				
RU004.8.a	16	17	RU004	8	a	nat	cut	77	30-Nov-09	23			n												77	30-Nov-09	6.46		0.67				
RU004.8.b	26	48	RU004	8	b	nat	nut def	80	3-Dec-09	18	10.6	2.4	n												80	3-Dec-09	4.88	0.927	2.848				
RU004.8.c	F1	39	RU004	8	c	nat	flood	71	24-Nov-09	14	21.3	4.2	n												91	14-Dec-09	6.21	0.615	0.56				
RU004.9.a	25	38	RU004	9	a	nat	cont	85	8-Dec-09	15	31.2	6.6	n												85	8-Dec-09	7.37	3.712	1.42				
RU005.11.a	12	39	RU005	11	a	nat	cont	86	9-Dec-09	64	24.7	3.6	n											split tap root	85	9-Dec-09	12.97	6.371	10.266				
RU005.11.b	5	48	RU005	11	b	nat	cont	85	8-Dec-09	21	28.1	4.5	n												86	9-Dec-09	6.6	3.1	0.944				
RU005.11.d	49	39	RU005	11	d	nat	nut def	75	28-Nov-09	23	17.5	4.2	n												77	30-Nov-09	6.19	1.636	8.638				
RU005.11.e	11	26	RU005	11	e	nat	cut	77	30-Nov-09	32			n												77	30-Nov-09	7.3		3.178				
RU005.5.a	44	19	RU005	5	a	nat	cont	84	7-Dec-09	18	27.3	7.5	n												84	7-Dec-09	7.67	3.641	1.223				
RU005.5.b	7	49	RU005	5	b	nat	cont	86	9-Dec-09	12	17.9	4.4	n												86	9-Dec-09	6.37	1.788	1.029				
RU005.5.g	41	28	RU005	5	g	nat	cut																	missing									
RU005.6.a	2	35	RU005	6	a	nat	nut def	78	1-Dec-09	19	14.1	4.5	n												78	1-Dec-09	5.67	1.162	2.54				
RU005.6.b	13	49	RU005	6	b	nat	nut def	78	1-Dec-09	12	16.1	3	n												78	1-Dec-09	5.53	1.287	2.348				
RU005.6.d	38	29	RU005	6	d	nat	cut	76	29-Nov-09	28			n												76	29-Nov-09	7.94		1.995				
RU005.6.e	40	46	RU005	6	e	nat	cont	84	7-Dec-09		24.5	8.2	n												84	7-Dec-09		3.011	1.686				
RU005.6.f	13	23	RU005	6	f	nat	nut def	78	1-Dec-09	21	20.1	4.4	n												78	1-Dec-09	6.05	2.454	3.777				
RU005.7.c	9	10	RU005	7	c	nat	cont	85	8-Dec-09	0			y	1	20.5	20.5							0		85	8-Dec-09	8.7	3.882	0.738				
RU005.7.d	47	18	RU005	7	d	nat	nut def	80	3-Dec-09	16	21	4.7	n												80	3-Dec-09	4.75	1.798	2.504				
RU005.7.e	26	19	RU005	7	e	nat	nut def	80	3-Dec-09	19	17.1	3.9	n												80	3-Dec-09	3.81	0.917	1.937				
RU005.7.f	36	46	RU005	7	f		nut def	77	30-Nov-09	13	12.5	2.9	n												77	30-Nov-09	4.05	0.701	1.893				
RU008.16.a	25	23	RU008	16	a	nat	cont	85	8-Dec-09	20	21.5	7.2	n												85	8-Dec-09	9.58	4.128	3.478				
RU008.16.b	29	12	RU008	16	b	nat	cont	85	8-Dec-09	0			y	1	39.5	39.5							57		85	8-Dec-09	9.07	6.048	2.353				
RU008.16.c	26	15	RU008	16	c	nat	nut def	80	3-Dec-09	13	16.6	4.3	n												80	3-Dec-09	5.01	1.148	2.81				
RU008.16.f	5	22	RU008	16	f	nat	cont	85	8-Dec-09	15	25.3	6.5	y	1	9	9							0		86	9-Dec-09	10.74	4.09	2.641				
RU008.16.i	13	20	RU008	16	i	nat	nut def	78	1-Dec-09	18	14.7	4.1	n												78	1-Dec-09	5.91	1.389	3.6				
RU008.17.c	9	36	RU008	17	c	nat	cont	85	8-Dec-09	17	28	5.2	n												85	8-Dec-09	6.69	3.068	5.331				
RU008.17.d	2	19	RU008	17	d	nat	nut def	78	1-Dec-09	13	19.1	7.4	n												78	1-Dec-09	5.06	1.458	2.508				
RU008.17.g	4	2	RU008	17	g	nat	cut	76	29-Nov-09	84			n												76	29-Nov-09	9.11		1.393				
RU008.17.i	27	35	RU008	17	i	nat	nut def	80	3-Dec-09	17	16.6	4.5	n												82	5-Dec-09	4.65		3.934				
RU008.18.a	44	44	RU008	18	a	nat	cont	84	7-Dec-09	16	31.3	7	n												84	7-Dec-09	8.51	3.206	1.588				
RU008.18.c	16	43	RU008	18	c	nat	cut	77	30-Nov-09	29			n												77	30-Nov-09	7.68		1.619				
RU008.18.d	12	36	RU008	18	d	nat	cont	86	9-Dec-09	13	32.6	8.2	n												85	9-Dec-09	9.75	3.056	2.273				
RU008.18.e	47	24	RU008	18	e	nat	nut def	80	3-Dec-09	16	17.9	3.1	n												80	3-Dec-09	7.55	1.924	3.285				
RU008.18.f	18	13	RU008	18	f	nat	cont	85	8-Dec-09	18	31.1	8.8	n												85	8-Dec-09	9.1	3.746	2.537				
RU008.18.h	24	21	RU008	18	h	nat	cont	85	8-Dec-09	15	24.1	9.2	n												85	8-Dec-09	7.38	4.146	2.941				
RU008.18.i	6	1	RU008	18	i	nat	cont	86	9-Dec-09	12	25.6	6.2	n												86	9-Dec-09	8.37	2.293	1.064				
RU008.19.b	33	8	RU008	19	b	nat	cut	76	29-Nov-09	43			n												76	29-Nov-09	8.27		2.017				
RU008.19.d	7	40	RU008	19	d	nat	cont	86	9-Dec-09	17	23.7	4.2	n												86	9-Dec-09	7.6	2.929	1.432				
RU008.19.g	40	34	RU008	19	g	nat	cont	84	7-Dec-09	19	22.8	6.4	n												84	7-Dec-09	9.5	3.85	4.033				
RU008.19.h	41	38	RU008	19	h	nat	cut	76	29-Nov-09	27			n												76	29-Nov-09	7.08		0.887				
RU008.19.i	36	9	RU008	19	i	nat	nut def	75	28-Nov-09	13	13.8	4.9	n												77	30-Nov-09	7.14	1.901	6.781				
RU008.19.k	10	27	RU008	19	k	nat	cut	76	29-Nov-09	50			n												76	29-Nov-09	6.94		1.354				
RU008.21.d	11	11	RU008	21	d	nat	cut	77	30-Nov-09	24			y	1	25	25							0		77	30-Nov-09	7.15		1.093				
RU008.21.e	34	4	RU008	21	e	nat	cont	84	7-Dec-09	14	32.4	7.8	n												84	7-Dec-09	7.7	3.249	1.298				
RU008.21.f	20	18	RU008	21	f	nat	nut def	80	3-Dec-09	18	19.7	3.6	n												80	3-Dec-09	6.05	1.732	2.906				
RU008.21.g	30	27	RU008	21	g	nat	cont	86	9-Dec-09	23	32.2	4.3	n												86	9-Dec-09	8.42	3.687	1.848				
RU008.21.h	49	2	RU008	21	h	nat	nut def	75	28-Nov-09	13	18.3	3.8	n												77	30-Nov-09	5.46	1.677	3.843				
RU008.21.i	38	27	RU008	21	i	nat	cut	76	29-Nov-09	46			n												76	29-Nov-09	6.6		1.726				
TR001.1.b	27	6	TR001	1	b	nat	nut def	80	3-Dec-09	12	15.2	3.5	n												80	3-Dec-09	4.8	1.239	2.32				
TR001.1.d	12	7	TR001	1	d	nat	cont	86	9-Dec-09	14	27.7	7.3	y	1	3.5	3.5							0		85	9-Dec-09	9.04	3.634	2.1				
TR001.1.f	2	15	TR001	1	f	nat	nut def	78	1-Dec-09	11	25.6	7.3	n												78	1-Dec-09	5.83	1.344	2.609				
TR001.1.g	47	20	TR001	1	g	nat	nut def	80	3-Dec-09	16	16.5	2.5	n												80	3-Dec-09	7.74	1.639	2.501				
TR001.1.h	20	43	TR001	1	h	nat	nut def	80	3-Dec-09	15	15.2	2.1	n												80	3-Dec-09	6.69	1.55	2.908				
TR001.10.a	49	6	TR001	10	a	nat	nut def	75	28-Nov-09	8	21.3	5.2	n												77	30-Nov-09	5.92	1.397	2.875				
TR001.10.b	30	46	TR001	10	b	nat	cont	86	9-Dec-09	11	27.8	4.7	y	1	12.5	12.5							0		86	9-Dec-09	8.16	1.735	0.932				
TR001.10.c	13	2	TR001	10	c	nat	nut def	78	1-Dec-09	12	19	4.8	n												78	1-Dec-09	5.41	1.406	2.674				
TR001.10.d	36	43	TR001	10	d	nat	nut def	77	30-Nov-09	14	21	4.3	n												77	30-Nov-09	5.87	1.288	3.133				
TR001.10.e	5	27	TR001	10	e	nat	cont	85	8-Dec-09	18	4.2	39.3	n												86	9-Dec-09	9.35	2.9	1.745				
TR001.10.f	40	14	TR001	10	f	nat	cont	84	7-Dec-09	3	5.6	0.4	y	4	43.3	43.3	23	22	19.3				79	"22, 19.3, 23"	84	7-Dec-09	8.12	4.881	1.284				
TR001.10.h	11	20	TR001	10	h	nat	cut	77	30-Nov-09	31			n												77	30-Nov-09	5.77		1.404				
TR001.10.j	7	47	TR001	10	j	nat	cont	86	9-Dec-09	8	25.1	1.8	n												86	9-Dec-09	7.41	1.586	0.747				
TR001.12.a	38	2	TR001	12	a	nat	cut	76	29-Nov-09	7			y	1	44.5	44.5							11		76	29-Nov-09	6.73		1.391				
TR001.12.c	33	23	TR001	12	c	nat	cut	76	29-Nov-09	34			n												76	29-Nov-09	6.74		2.022				
TR001.12.d	24	37	TR001	12	d	nat	cont	85	8-Dec-09	11	37.4	5.1	n												85	8-Dec-09	7.36	2.15	1.139				
TR001.12.e	26	22	TR001	12	e	nat	nut def	80	3-Dec-09	12	18	5.1	n												80	3-Dec-09	6.62	1.071	4.366				
TR001.12.f	34	15	TR001	12	f	nat	cont	84	7-Dec-09	16	29.1	5.4	n												84	7-Dec-09	8.13	2.961	2.753				
TR001.12.g	18	16	TR001	12	g	nat	cont	85	8-Dec-09	17	31.7	6.7	y	1	19	19							0		85	8-Dec-09	9.31	2.687	2.23				
TR001.12.h	F2	50	TR001	12	h	nat	flood	71	24-Nov-09	13	16.7	2.8	n											dead root	91	14-Dec-09	1.97	0.693	0.475				
TR001.12.i	44	12	TR001	12	i	nat	cont	84	7-Dec-09	14	30	5.8	n												84	7-Dec-09	7.61	2.166	1.64				
TR001.19.a	4	20	TR001	19	a	nat	cut	76	29-Nov-09	19			n												76	29-Nov-09	6.16		1.229				
TR001.19.c	10	24	TR001	19	c	nat	cut	76	29-Nov-09	0			y	1	45.5	45.5							95		76	29-Nov-09	6.85		1.261				
TR001.19.f	6	45	TR001	19	f	nat	cont	86	9-Dec-09	4	18.9	4.2	n												86	9-Dec-09	8.48	2.154	0.519				
TR001.19.h	29	22	TR001	19	h	nat	cont	85	8-Dec-09	0			y	1	47	47							41		85	8-Dec-09	6.77	3.678	4.472				
TR001.19.i	41	34	TR001	19	i	nat	cut	76	29-Nov-09	0			y	1	41.5	41.5							126		76	29-Nov-09	7.41		0.991				
TR001.24.c	25	37	TR001	24	c	nat	cont	85	8-Dec-09	16	27.5	5.4	n												85	8-Dec-09	8.06	3.546	2.291				
TR001.24.d	9	17	TR001	24	d	nat	cont	85	8-Dec-09	14	35.3	3.9	n												85	8-Dec-09	8.44	1.985	1.645				
TR001.24.i	16	15	TR001	24	i	nat	cut	77	30-Nov-09	30			n												77	30-Nov-09	8.66		1.026				
TR003.14.b	12	37	TR003	14	b	nat	cont	86	9-Dec-09	10	19.1	3.1	y	2	24	24	15						13	15	85	9-Dec-09	8.79	0.997	0.311				
TR003.14.c	41	16	TR003	14	c	nat	cut	76	29-Nov-09	12			n												76	29-Nov-09	4.3		0.384				
TR003.14.d	20	48	TR003	14	d	nat	nut def	80	3-Dec-09	11	13.8	3.7	n												80	3-Dec-09	4.04	0.584	2.25				
TR003.15.c	49	19	TR003	15	c	nat	nut def	75	28-Nov-09	8	18.7	4	n												77	30-Nov-09	4.36	0.694	1.139				
TR003.15.e	5	1	TR003	15	e	nat	cont	85	8-Dec-09	8	23.5	6.6	y	4	37	37	30.5	27.5	24.5				51	"37.0, 30.5, 24.5"	86	9-Dec-09	4.82	1.744	0.242				
TR003.15.h	9	26	TR003	15	h	nat	cont	85	8-Dec-09	3	25.9	3.2	n												85	8-Dec-09	2.92	0.201	0.034				
TR003.2.a	38	43	TR003	2	a	nat	cut	76	29-Nov-09	4			n												76	29-Nov-09	4.11		0.184				
TR003.2.b	29	1	TR003	2	b	nat	cont	85	8-Dec-09	25	24	5.8	n												85	8-Dec-09	4.1	1.715	0.385				
TR003.2.e	40	31	TR003	2	e	nat	cont	84	7-Dec-09	0			y	5	36.9	36.9	36.5	18.7	16.6	5.5			63	"36.5, 18.7, 16.6, 5.5"	84	7-Dec-09	4.28	2.398	0.374				
TR003.2.f	11	8	TR003	2	f	nat	cut	77	30-Nov-09	24			y	2	4	4	3.5						0		77	30-Nov-09	5.28		0.408				
TR003.24.b	16	5	TR003	24	b	nat	cut	77	30-Nov-09	6			n												77	30-Nov-09	2.85		0.079				
TR003.24.c	34	7	TR003	24	c	nat	cont	84	7-Dec-09	7	27.4	4.5	n												84	7-Dec-09	3.76	0.685	0.311				
TR003.24.d	F1	6	TR003	24	d	nat	flood	71	24-Nov-09	8	9.4	1.2	n												91	14-Dec-09	3.39	0.241	0.034				
TR003.24.e	36	45	TR003	24	e	nat	nut def	77	30-Nov-09	8	11.2	2.1	n												77	30-Nov-09	3.49	0.556	0.636				
TR003.24.f	13	1	TR003	24	f	nat	nut def	78	1-Dec-09	16	9.9	1.9	n												78	1-Dec-09	4.22	0.488	0.855				
TR003.24.g	6	25	TR003	24	g	nat	cont	86	9-Dec-09	8	29.2	3.7	n												86	9-Dec-09	3.13	0.521	0.048				
TR003.24.i	26	1	TR003	24	i	nat	nut def	80	3-Dec-09	11	12.2	2.5	n												80	3-Dec-09	4.29	0.639	1.398				
TR003.6.a	33	35	TR003	6	a	nat	cut	76	29-Nov-09	20			n												76	29-Nov-09	4.58		0.179				
TR003.6.b	47	13	TR003	6	b	nat	nut def	80	3-Dec-09	7	16.2	3.1	n												80	3-Dec-09	3.16	0.677	0.405				
TR003.6.d	2	33	TR003	6	d	nat	nut def	78	1-Dec-09	9	14.3	4.6	y	1	4	4							1		78	1-Dec-09	4.12	0.704	1.275				
TR004.14.d	6	20	TR004	14	d	nat	cont	86	9-Dec-09	1	13.5	2.5	n											"spotted bract, purple flowers"	86	9-Dec-09	5.76	2.412	0.405				
TR004.14.e	10	2	TR004	14	e	nat	cut	76	29-Nov-09	11			y	2	11.5	11.5	9						0	2 bolt	76	29-Nov-09	3.51		0.267				
TR004.14.f	47	47	TR004	14	f	nat	nut def	80	3-Dec-09	5	13	2.2	n												80	3-Dec-09	4.2	0.591	0.596				
TR004.14.h	4	31	TR004	14	h	nat	cut	76	29-Nov-09	18			n												76	29-Nov-09	7.22		0.671				
TR004.14.i	33	7	TR004	14	i	nat	cut	76	29-Nov-09	11			n												76	29-Nov-09	6.01		0.447				
TR004.14.j	36	25	TR004	14	j	nat	nut def	77	30-Nov-09	6	15.6	3	n												77	30-Nov-09	3.68	0.431	0.285				
TR004.18.a	29	2	TR004	18	a	nat	cont	85	8-Dec-09	12	17.9	3.1	y	2	36.5	36.5	22.5						0	22.5	85	8-Dec-09	9.71	2.6	0.555				
TR004.18.b	41	1	TR004	18	b	nat	cut	76	29-Nov-09	16			n												76	29-Nov-09	4.1		0.312				
TR004.18.d	24	24	TR004	18	d	nat	cont	85	8-Dec-09	16	33.7	6.3	y	1	27.5	27.5							0		85	8-Dec-09	8.46	1.98	0.749				
TR004.18.e	40	45	TR004	18	e	nat	cont	84	7-Dec-09	26	27.6	7.9	n												84	7-Dec-09	5.55	1.364	0.711				
TR004.18.g	16	49	TR004	18	g	nat	cut	77	30-Nov-09	16			n												77	30-Nov-09	6.27		0.677				
TR004.2.b	11	47	TR004	2	b	nat	cut	77	30-Nov-09	7			n												77	30-Nov-09	4.53		0.221				
TR004.27.a	27	15	TR004	27	a	nat	nut def	80	3-Dec-09	10	15.7	3.2	n												82	5-Dec-09	3.75	0.663	1.02				
TR004.27.b	12	26	TR004	27	b	nat	cont	86	9-Dec-09	11	22.1	4.2	n												85	9-Dec-09	4.43	1.344	1.833				
TR004.27.d	5	14	TR004	27	d	nat	cont	85	8-Dec-09	10	32.5	8.3	n												86	9-Dec-09	7.17	1.544	0.495				
TR004.27.f	F2	12	TR004	27	f	nat	flood	71	24-Nov-09	7	15	3.6	n												74	27-Nov-09	5.23	0.47	0.078				
TR004.27.g	44	38	TR004	27	g	nat	cont	84	7-Dec-09	15	34.9	6.2	n												84	7-Dec-09	6.09	1.658	0.426				
TR004.8.a	F1	3	TR004	8	a	nat	flood	71	24-Nov-09	7	16	5.1	n												91	14-Dec-09	6.11	0.668	0.686				
TR004.8.b	49	40	TR004	8	b	nat	nut def	75	28-Nov-09	9	18.6	4.1	n												77	30-Nov-09	4.6	0.932	1.304				
TR004.8.e	20	1	TR004	8	e	nat	nut def	80	3-Dec-09	17	14.9	3.3	n												90	13-Dec-09	3.96	1.031	1.754				
TR004.8.g	30	1	TR004	8	g	nat	cont	86	9-Dec-09	3	27.5	5.3	y	1	24	24							0		86	9-Dec-09	3.2	1.818	0.374				
TR004.8.h	13	12	TR004	8	h	nat	nut def	78	1-Dec-09	7	13.7	3.1	n												78	1-Dec-09	3.31	0.588	0.326				
TR004.8.i	38	13	TR004	8	i	nat	cut	76	29-Nov-09	20			n												76	29-Nov-09	3.96		0.196				
TR005.18.a	16	25	TR005	18	a	nat	cut	77	30-Nov-09	5			n												77	30-Nov-09	5.09		0.365				
TR005.18.d	30	8	TR005	18	d	nat	cont	86	9-Dec-09	17	26.7	5.2	n												86	9-Dec-09	4.81	2.236	0.489				
TR005.18.f	13	8	TR005	18	f	nat	nut def	78	1-Dec-09	7	12.8	3.3	n												78	1-Dec-09	5.32	0.737	0.975				
TR005.18.g	36	5	TR005	18	g	nat	nut def	75	28-Nov-09	5	20.1	3.9	n												77	30-Nov-09	4.37	0.588	0.64				
TR005.18.h	12	13	TR005	18	h	nat	cont	86	9-Dec-09	11	22.7	4.1	n												85	9-Dec-09	5.94	1.068	8.752				
TR005.18.j	49	46	TR005	18	j	nat	nut def	75	28-Nov-09	8	16.7	5.5	n												77	30-Nov-09	4.38	0.928	1.118				
TR005.20.c	29	25	TR005	20	c	nat	cont	85	8-Dec-09	12	20.2	5.5	n												85	8-Dec-09	4.65	0.954	0.388				
TR005.20.d	25	7	TR005	20	d	nat	cont	85	8-Dec-09	24	26.6	3.5	n												85	8-Dec-09	6.23	1.163	0.394				
TR005.20.e	26	34	TR005	20	e	nat	nut def	80	3-Dec-09	6	13.7	3.9	n												80	3-Dec-09	3.9	0.518	1.885				
TR005.20.g	38	41	TR005	20	g	nat	cut	76	29-Nov-09	27			n												76	29-Nov-09	5.43		0.844				
TR005.20.h	5	11	TR005	20	h	nat	cont	85	8-Dec-09	11	21.4	4.2	y	3	36.5	36.5	34	23.5					55	"purple, 23.5, 34.0"	86	9-Dec-09	4.46	1.928	0.554				
TR005.9.a	47	26	TR005	9	a	nat	nut def	80	3-Dec-09	3	17.4	3.7	n												80	3-Dec-09	4.38	0.449	0.54				
TR005.9.b	41	13	TR005	9	b	nat	cut	76	29-Nov-09	14			n												76	29-Nov-09	4.56		0.2				
TR005.9.c	2	9	TR005	9	c	nat	nut def	78	1-Dec-09	7	17.3	3.7	n												78	1-Dec-09	5.26	0.67	0.789				
TR005.9.d	7	16	TR005	9	d	nat	cont	86	9-Dec-09	9	25.5	5	y	1	8.5	8.5							0		86	9-Dec-09	4.42	0.457	0.084				
TR005.9.f	18	43	TR005	9	f	nat	cont	85	8-Dec-09	6	23	5.1	y	1	5	5							0		85	8-Dec-09	4.25	0.7	0.429				
UA001.11.a	38	15	UA001	11	a	nat	cut	76	29-Nov-09	12			y	1	37	37							14		76	29-Nov-09	7.85		0.942				
UA001.11.c	25	36	UA001	11	c	nat	cont	85	8-Dec-09	16	30.6	8.8	n												85	8-Dec-09	9.06	2.986	1.358				
UA001.11.e	26	30	UA001	11	e	nat	nut def	80	3-Dec-09	13	14.9	4.3	n												80	3-Dec-09	5.3	1.371	4.284				
UA001.11.f	34	23	UA001	11	f	nat	cont	84	7-Dec-09	22	27.7	6.2	n												84	7-Dec-09	9.56	3.287	1.12				
UA001.11.g	5	44	UA001	11	g	nat	cont	85	8-Dec-09	17	26.2	4.8	n												86	9-Dec-09	8.08	2.584	1.115				
UA001.11.h	24	28	UA001	11	h	nat	cont	85	8-Dec-09	18	26.8	6.2	n												85	8-Dec-09	9.19	3.348	3.145				
UA001.18.b	27	49	UA001	18	b	nat	nut def	80	3-Dec-09	23	13.2	4.6	y	1	5	5							0		82	5-Dec-09	5.41	1.659	4.624				
UA001.18.d	44	16	UA001	18	d	nat	cont	84	7-Dec-09	12	30	8.1	y	1	28.5	28.5							0		84	7-Dec-09	7.24	3.962	0.964				
UA001.18.e	7	18	UA001	18	e	nat	cont	86	9-Dec-09	0			y	1	38	38							0		86	9-Dec-09	6.73	3.391	0.789				
UA001.18.f	18	2	UA001	18	f	nat	cont	85	8-Dec-09	17	21.6	5.3	n												85	8-Dec-09	8.01	3.607	2.689				
UA001.19.a	20	23	UA001	19	a	nat	nut def	80	3-Dec-09	24	15.8	4	n												80	3-Dec-09	4.71	1.44	2.709				
UA001.22.a	2	24	UA001	22	a	nat	nut def	78	1-Dec-09	23	18.2	4.9	n												78	1-Dec-09	5.45	1.498	2.537				
UA001.22.c	11	41	UA001	22	c	nat	cut	77	30-Nov-09	35			n												77	30-Nov-09	7.62		2.599				
UA001.22.d	47	4	UA001	22	d	nat	nut def	80	3-Dec-09	16	15.5	3.7	n												80	3-Dec-09	8	0.986	2.17				
UA001.22.g	30	40	UA001	22	g	nat	cont	86	9-Dec-09	11	24	5.7	y	1	20	20							0		86	9-Dec-09	6.77	2.866	1.313				
UA001.25.a	4	45	UA001	25	a	nat	cut	76	29-Nov-09	35			n												76	29-Nov-09	7.34		1.796				
UA001.25.c	12	10	UA001	25	c	nat	cont	86	9-Dec-09	3	4	0.4	y	1	38.5	38.5							25	large flowerheads	85	9-Dec-09	7.14	3.458	0.806				
UA001.25.f	16	9	UA001	25	f	nat	cut	77	30-Nov-09	30			n												77	30-Nov-09	6.76		0.793				
UA001.25.h	13	19	UA001	25	h	nat	nut def	78	1-Dec-09	25	18.6	4.3	n												78	1-Dec-09	6.44	1.723	4.833				
UA002.13.a	24	6	UA002	13	a	nat	cont	85	8-Dec-09	19	29.1	7.9	n												85	8-Dec-09	9.84	3.421	1.870				
UA002.13.b	44	32	UA002	13	b	nat	cont	84	7-Dec-09	25	26.5	5.5	n												84	7-Dec-09	6.53	3.564	2.742				
UA002.13.c	2	4	UA002	13	c	nat	nut def	78	1-Dec-09	18	14.4	4.5	n												78	1-Dec-09	6.51	1.23	2.379				
UA002.13.e	41	22	UA002	13	e	nat	cut	76	29-Nov-09	33			n												76	29-Nov-09	7.76		1.104				
UA002.14.d	40	33	UA002	14	d	nat	cont	84	7-Dec-09	21	32.5	6.4	n												84	7-Dec-09	8.35	3.181	1.559				
UA002.15.a	26	41	UA002	15	a	nat	nut def	80	3-Dec-09	15	18.5	4.5	n												80	3-Dec-09	6.54	1.274	5.18				
UA002.15.b	47	8	UA002	15	b	nat	nut def	80	3-Dec-09	11	27.5	6.3	n												80	3-Dec-09	6.06	1.723	2.969				
UA002.15.c	13	9	UA002	15	c	nat	nut def	78	1-Dec-09	12	16.6	3.5	n												78	1-Dec-09	5.86	1.192	2.524				
UA002.15.d	9	21	UA002	15	d	nat	cont	85	8-Dec-09	25	30.3	7.6	n												85	8-Dec-09	7.62	4.92	3.726				
UA002.15.e	F1	19	UA002	15	e	nat	flood	71	24-Nov-09	20	17.3	4.3	n												91	14-Dec-09	7.13	1.089	0.228				
UA002.15.f	25	49	UA002	15	f	nat	cont	85	8-Dec-09	16	30.3	6.8	n												85	8-Dec-09	7.42	3.802	1.848				
UA002.15.g	27	48	UA002	15	g	nat	nut def	80	3-Dec-09	16	12.2	3.2	n												82	5-Dec-09	6.74	1.159	4.392				
UA002.15.h	38	50	UA002	15	h	nat	cut	76	29-Nov-09	26			n												76	29-Nov-09	6.55		1.339				
UA002.15.j	18	21	UA002	15	j	nat	cont	85	8-Dec-09	19	34.5	7	n												85	8-Dec-09	9.37	4.141	3.924				
UA002.18.c	29	8	UA002	18	c	nat	cont	85	8-Dec-09	17	29.3	5.1	n												85	8-Dec-09	8.89	3.229	2.442				
UA002.18.d	7	30	UA002	18	d	nat	cont	86	9-Dec-09	9	31.5	6.8	n												86	9-Dec-09	9.08	3.856	1.894				
UA002.18.e	10	50	UA002	18	e	nat	cut	76	29-Nov-09	26			n												76	29-Nov-09	7.85		1.572				
UA003.11A.a	44	1	UA003	11A	a	nat	cont	84	7-Dec-09	14	22.5	8.9	n												84	7-Dec-09	6.81	2.687	0.902				
UA003.11A.b	24	26	UA003	11A	b	nat	cont	85	8-Dec-09	15	34.2	6.5	n												85	8-Dec-09	7.63	2.596	1.254				
UA003.11A.d	47	16	UA003	11A	d	nat	nut def	80	3-Dec-09	9	24.1	6.3	n												80	3-Dec-09	5.68	2.039	4.69				
UA003.11A.f	20	37	UA003	11A	f	nat	nut def	80	3-Dec-09	11	17.9	5.1	n												80	3-Dec-09	5.25	1.384	2.42				
UA003.11A.g	30	49	UA003	11A	g	nat	cont	86	9-Dec-09	9	28.7	6.2	n												86	9-Dec-09	5.84	2.389	0.576				
