ID	Rack	Pos	PopID	Mom	Indiv	Origin	Treat	MsrDay	MsrDate	LfCount	MaxLfLgth	MaxLfWdth	Bolted	BoltCount	MaxBoltHt	BoltHt1	BoltHt2	BoltHt3	BoltHt4	BoltHt5	BoltHt6	BoltHt7	FlrHeadCount	Notes	HarvestDay	HarvestDate	CrownDiam.mm	ShootMass.g	RootMass.g	BiomassNotes			
HU001.24.j	24	45	HU001	24	j	nat	cont	85	8-Dec-09	8	19	4.7	y	1	39	39							0		85	8-Dec-09	7.94	2.8	1.263				
HU001.24.l	F2	41	HU001	24	l	nat	flood	71	24-Nov-09	9	18.6	6.2	y	1	41.2	41.2							2		74	27-Nov-09	9.9	2.04	0.754				
HU001.28.a	5	47	HU001	28	a	nat	cont	85	8-Dec-09	26	30.5	5.4	n												86	9-Dec-09	9.94	4.798	1.646				
HU001.28.c	4	29	HU001	28	c	nat	cut	76	29-Nov-09	48			n												76	29-Nov-09	9.42		6.434				
HU001.28.d	F2	46	HU001	28	d	nat	flood	71	24-Nov-09	0			y	1	23.2	23.2							3		91	14-Dec-09	7.64	1.136	0.28				
HU001.28.e	18	14	HU001	28	e	nat	cont	85	8-Dec-09	29	29.5	6.3	n												85	8-Dec-09	6.99	4.974	6.697				
HU001.28.g	9	44	HU001	28	g	nat	cont	85	8-Dec-09	2	19	5.1	y	1	41.5	41.5							35		85	8-Dec-09	9.18	4.817	1.123				
HU001.28.h	6	26	HU001	28	h	nat	cont	86	9-Dec-09	24	26.7	8.2	n												86	9-Dec-09	8.51	4.432	1.264				
HU001.28.i	49	7	HU001	28	i	nat	nut def	75	28-Nov-09	14	21.9	6.4	n												77	30-Nov-09	6.53	2.481	4.574				
HU001.28.m	29	27	HU001	28	m	nat	cont	85	8-Dec-09	16	28.7	7.2	n												85	8-Dec-09	9.76	5.317	4.534				
HU001.5.a	12	38	HU001	5	a	nat	cont	86	9-Dec-09	14	24	7.2	n												85	9-Dec-09	4.56	1.039	1.19				
HU001.5.c	36	16	HU001	5	c	nat	nut def	77	30-Nov-09	19	19.1	4.7	n												77	30-Nov-09	5.66	1.294	2.635				
HU001.5.d	25	28	HU001	5	d	nat	cont	85	8-Dec-09	23	27.5	6.8	n												85	8-Dec-09	9.26	3.8	1.565				
HU001.5.h	13	41	HU001	5	h	nat	nut def	78	1-Dec-09	14	12.8	3.5	n												78	1-Dec-09	4.54	0.545	2.689				
HU001.5.j	44	43	HU001	5	j	nat	cont	84	7-Dec-09	7	18.7	5.4	y	1	31.5	31.5							0		84	7-Dec-09	7.5	3.661	1.481				
HU001.5.k	47	41	HU001	5	k	nat	nut def	80	3-Dec-09	16	17	4.8	n												80	3-Dec-09	5.39	3	2.403				
HU001.5.l	26	49	HU001	5	l	nat	nut def	80	3-Dec-09	24	16.1	3.9	n												80	3-Dec-09	6.27	1.23	6.81				
RO001.12.a	12	20	RO001	12	a	nat	cont	86	9-Dec-09	11	25.9	4.9	n												85	9-Dec-09	7.29	2.7	1.227				
RO001.12.e	18	34	RO001	12	e	nat	cont	85	8-Dec-09	17	25.4	6.2	n												85	8-Dec-09	7.6	2.628	2.176				
RO001.13.b	44	27	RO001	13	b	nat	cont	84	7-Dec-09	20	27.6	5.6	n												84	7-Dec-09	7.95	3.752	1.243				
RO001.13.c	20	12	RO001	13	c	nat	nut def	80	3-Dec-09	24	15	4.4	n												90	13-Dec-09	6.04	1.025	3.205				
RO001.13.d	10	43	RO001	13	d	nat	cut	76	29-Nov-09	23			n												76	29-Nov-09	8.37		1.047				
RO001.13.g	26	26	RO001	13	g	nat	nut def	80	3-Dec-09	15	19.1	3.7	n												80	3-Dec-09	6.11	1.718	5.171				
RO001.13.h	2	18	RO001	13	h	nat	nut def	78	1-Dec-09	20	16.4	4.7	n												78	1-Dec-09	6.28	1.496	3.476				
RO001.13.i	33	27	RO001	13	i	nat	cut	76	29-Nov-09	27			n												76	29-Nov-09	6.73		1.591				
RO001.21.a	49	11	RO001	21	a	nat	nut def	75	28-Nov-09	4	17	3.7	n												77	30-Nov-09	4.35	1.11	2.168				
RO001.21.d	11	39	RO001	21	d	nat	cut	77	30-Nov-09	22			n												77	30-Nov-09	6.4		2.241				
RO001.21.e	41	12	RO001	21	e	nat	cut	76	29-Nov-09	20			y	1	32.5	32.5							0		76	29-Nov-09	7.31		1.594				
RO001.21.f	6	47	RO001	21	f	nat	cont	86	9-Dec-09	15	28.8	6.6	n												86	9-Dec-09	6.83	2.5	2.471				
RO001.21.g	36	17	RO001	21	g	nat	nut def	77	30-Nov-09	15	21.4	4.6	n												77	30-Nov-09	5.7	1.662	2.724				
RO001.21.h	27	46	RO001	21	h	nat	nut def	80	3-Dec-09	15	12.2	3.4	n												82	5-Dec-09	3.38	1.112	3.218				
RO001.21.i	5	9	RO001	21	i	nat	cont	85	8-Dec-09	8	24.6	4.8	y	1	22	22							0		86	9-Dec-09	7.6	3.657	0.99				
RO001.28.a	29	6	RO001	28	a	nat	cont	85	8-Dec-09	15	23.2	2.8	n												85	8-Dec-09	8.92	2.516	2.125				
RO001.28.b	9	4	RO001	28	b	nat	cont	85	8-Dec-09	13	28.8	6.7	n												85	8-Dec-09	8.47	2.733	1.181				
RO001.28.c	34	37	RO001	28	c	nat	cont	84	7-Dec-09	18	25.1	5.3	n												84	7-Dec-09	8.54	3.831	1.295				
RO001.28.e	38	36	RO001	28	e	nat	cut	76	29-Nov-09	23			n												76	29-Nov-09	7.06		0.771				
RO001.28.f	25	45	RO001	28	f	nat	cont	85	8-Dec-09	18	29.6	6.1	n												85	8-Dec-09	8.53	2.563	1.409				
RO001.28.g	4	32	RO001	28	g	nat	cut	76	29-Nov-09	39			n												76	29-Nov-09	7.07		1.209				
RO001.6.b	13	14	RO001	6	b	nat	nut def	78	1-Dec-09	19	16.6	5.1	n												78	1-Dec-09	5.82	2.195	3.888				
RO001.6.c	7	1	RO001	6	c	nat	cont	86	9-Dec-09	15	24.6	7.7	n												86	9-Dec-09	8.15	2.94	1.166				
RO001.6.e	30	3	RO001	6	e	nat	cont	86	9-Dec-09	19	24.6	6.5	n												86	9-Dec-09	9.24	4.736	3.153				
RO001.6.g	47	9	RO001	6	g	nat	nut def	80	3-Dec-09	0			y	1	41	41							93		80	3-Dec-09	6.75	2.769	4.088				
RO001.6.h	40	35	RO001	6	h	nat	cont	84	7-Dec-09	17	31.8	4.9	n												84	7-Dec-09	7.85	3.105	3.635				
RO001.6.j	16	6	RO001	6	j	nat	cut	77	30-Nov-09	8			n												77	30-Nov-09	6.3		0.843				
RO002.12.a	7	39	RO002	12	a	nat	cont	86	9-Dec-09	15	20.1	5.1	n												86	9-Dec-09	8.28	2.683	1.623				
RO002.12.b	30	10	RO002	12	b	nat	cont	86	9-Dec-09	13	25.1	8.2	n												86	9-Dec-09	6.43	2.735	1.272				
RO002.12.c	5	43	RO002	12	c	nat	cont	85	8-Dec-09	9	27.1	6.4	n												86	9-Dec-09	8.45	2.586	1.176				
RO002.12.d	13	4	RO002	12	d	nat	nut def	78	1-Dec-09	13	15.7	4.6	n												78	1-Dec-09	5.17	0.947	1.226				
RO002.12.e	4	1	RO002	12	e	nat	cut	76	29-Nov-09	24			n												76	29-Nov-09	7.2		1.304				
RO002.12.g	33	32	RO002	12	g	nat	cut	76	29-Nov-09	20			n												76	29-Nov-09	7.06		0.731				
RO002.12.o	16	13	RO002	12	o	nat	cut	77	30-Nov-09	31			n												77	30-Nov-09	6.49		1.314				
RO002.13.d	6	6	RO002	13	d	nat	cont	86	9-Dec-09	13	19.5	5.2	n												86	9-Dec-09	9.32	2.657	1.954				
RO002.13.g	29	37	RO002	13	g	nat	cont	85	8-Dec-09	21	21.5	5.1	y	1	6.5	6.5							0		85	8-Dec-09	7.29	3.617	3.21				
RO002.15.a	47	5	RO002	15	a	nat	nut def	80	3-Dec-09	14	16.6	3.4	n												80	3-Dec-09	4.89	1.266	2.144				
RO002.15.b	18	26	RO002	15	b	nat	cont	85	8-Dec-09	1	13.8	1.5	y	1	41.5	41.5							6		85	8-Dec-09	7.9	1.288	0.646				
RO002.15.c	12	48	RO002	15	c	nat	cont	86	9-Dec-09	23	26.3	5.1	n												85	9-Dec-09	6.72	2.153	1.486				
RO002.15.d	26	14	RO002	15	d	nat	nut def	80	3-Dec-09	20	13.6	3.8	n												80	3-Dec-09	5.06	1.342	2.691				
RO002.15.f	9	6	RO002	15	f	nat	cont	85	8-Dec-09	16	26.2	5.4	n												85	8-Dec-09	8.57	2.991	1.099				
RO002.15.g	38	39	RO002	15	g	nat	cut	76	29-Nov-09	11			n												76	29-Nov-09	5.19		0.104				
RO002.15.h	25	9	RO002	15	h	nat	cont	85	8-Dec-09	1	17.5	2.7	y	1	41.5	41.5							0		85	8-Dec-09	4.32	1.213	0.243				
RO002.15.i	34	46	RO002	15	i	nat	cont	84	7-Dec-09	16	31.4	5.1	n												84	7-Dec-09	7.45	1.346	0.475				
RO002.15.j	49	35	RO002	15	j	nat	nut def	75	28-Nov-09	14	15.8	3.9	n												77	30-Nov-09	5.24	1.16	1.796				
RO002.18.a	41	49	RO002	18	a	nat	cut	76	29-Nov-09	16			n												76	29-Nov-09	5.82		0.504				
RO002.18.c	27	45	RO002	18	c	nat	nut def	80	3-Dec-09	15	15.1	3.9	n												82	5-Dec-09	5.01	0.804	2.202				
RO002.18.d	44	31	RO002	18	d	nat	cont	84	7-Dec-09	18	24.3	5.5	n												84	7-Dec-09	6.44	2.694	2.166				
RO002.18.e	20	24	RO002	18	e	nat	nut def	80	3-Dec-09	12	13.1	3.8	n												80	3-Dec-09	5.08	1.172	1.656				
RO002.18.f	10	14	RO002	18	f	nat	cut	76	29-Nov-09	2			y	1	43.5	43.5							0		76	29-Nov-09	4.95		0.549				
RO002.22.a	36	1	RO002	22	a	nat	nut def	75	28-Nov-09	18	12.7	4.5	n												77	30-Nov-09	4.73	1.229	2.519				
RO002.22.d	24	19	RO002	22	d	nat	cont	85	8-Dec-09	26	25.5	6.3	n												85	8-Dec-09	7.04	2.611	2.143				
RO002.22.f	11	32	RO002	22	f	nat	cut	77	30-Nov-09	27			n												77	30-Nov-09	7.63		1.68				
RO002.22.h	40	13	RO002	22	h	nat	cont																	dead	84	7-Dec-09			0.645				
RO002.22.j	2	21	RO002	22	j	nat	nut def	78	1-Dec-09	15	13.3	5.2	n												78	1-Dec-09	6.21	1.322	2.685				
RO003.11.b	27	34	RO003	11	b	nat	nut def	80	3-Dec-09	15	12.4	2.4	n												82	5-Dec-09	4.47	1.009	3.046				
RO003.11.c	36	42	RO003	11	c	nat	nut def	77	30-Nov-09	16	9.9	3.4	n												77	30-Nov-09	4.9	0.773	1.256				
RO003.11.d	2	44	RO003	11	d	nat	nut def	78	1-Dec-09	14	10.5	3.4	n												78	1-Dec-09	5.11	0.822	1.489				
RO003.11.e	11	34	RO003	11	e	nat	cut	77	30-Nov-09	0			n												77	30-Nov-09	6.08		0.72				
RO003.11.f	38	9	RO003	11	f	nat	cut	76	29-Nov-09	35			n												76	29-Nov-09	7.43		1.013				
RO003.11.g	30	29	RO003	11	g	nat	cont	86	9-Dec-09	13	27.2	4.3	n												86	9-Dec-09	5.85	2.081	0.973				
RO003.11.h	18	47	RO003	11	h	nat	cont	85	8-Dec-09	8	21.9	4.3	y	1	21.5	21.5							0		85	8-Dec-09	5.76	3.158	1.135				
RO003.15.c	5	29	RO003	15	c	nat	cont	85	8-Dec-09	0			y	1	40	40							96		86	9-Dec-09	7.34	3.284	0.5				
RO003.15.g	26	7	RO003	15	g	nat	nut def	80	3-Dec-09	18	15.5	4.9	n												80	3-Dec-09	6.23	1.525	3.288				
RO003.15.j	41	35	RO003	15	j	nat	cut	76	29-Nov-09	24			n												76	29-Nov-09	7.86		0.486				
RO003.21.b	12	17	RO003	21	b	nat	cont	86	9-Dec-09	23	23.6	5.8	n												85	9-Dec-09	10.3	3.681	6.001				
RO003.21.d	24	41	RO003	21	d	nat	cont	85	8-Dec-09	14	23.5	5.9	n												85	8-Dec-09	7.84	2.423	1.991				
RO003.21.e	10	20	RO003	21	e	nat	cut	76	29-Nov-09	30			n												76	29-Nov-09	6.87		2.118				
RO003.21.g	25	39	RO003	21	g	nat	cont	85	8-Dec-09	19	26.5	6.9	n												85	8-Dec-09	8.34	3.764	2.044				
RO003.21.i	40	41	RO003	21	i	nat	cont	84	7-Dec-09	21	20	5.3	n												84	7-Dec-09	9.07	2.826	2.333				
RO003.21.j	7	33	RO003	21	j	nat	cont	86	9-Dec-09	15	29.5	4.5	n												86	9-Dec-09	8.6	3.19	2.216				
RO003.21.k	44	21	RO003	21	k	nat	cont	84	7-Dec-09	13	21.3	5.1	n												84	7-Dec-09	8.46	2.153	1.24				
RO003.4.c	49	1	RO003	4	c	nat	nut def	75	28-Nov-09	15	17.9	4.1	n												77	30-Nov-09	5.51	1.982	7.044				
RO003.4.d	20	30	RO003	4	d	nat	nut def	80	3-Dec-09	16	14.1	4	n												80	3-Dec-09	6.23	1.098	1.587				
RO003.4.e	47	46	RO003	4	e	nat	nut def	80	3-Dec-09	11	17.2	4.1	n												80	3-Dec-09	6	1.075	2.281				
RO003.4.i	29	47	RO003	4	i	nat	cont	85	8-Dec-09	18	22.2	4.5	y	1	5	5							0		85	8-Dec-09	8.49	2.566	0.826				
RO003.9.d	33	24	RO003	9	d	nat	cut	76	29-Nov-09	15			n												76	29-Nov-09	6.69		0.948				
RO003.9.e	4	5	RO003	9	e	nat	cut	76	29-Nov-09	0			y	1	28.5	28.5							0		76	29-Nov-09	7.58		0.713				
RO003.9.f	16	34	RO003	9	f	nat	cut	77	30-Nov-09	18			y	1	33	33							9		77	30-Nov-09	7.07		0.917				
RO003.9.g	6	27	RO003	9	g	nat	cont	86	9-Dec-09	16	28.8	5.6	n												86	9-Dec-09	10.27	3.386	0.95				
RO003.9.i	34	41	RO003	9	i	nat	cont	84	7-Dec-09	20	20.8	5.3	y	1	9.5	9.5							0		84	7-Dec-09	6.9	2.15	1.225				
RO003.9.j	13	18	RO003	9	j	nat	nut def	78	1-Dec-09	18	15.4	3.7	n												78	1-Dec-09	4.8	1.247	2.761				
RO003.9.m	9	19	RO003	9	m	nat	cont	85	8-Dec-09	21	26.5	4.1	n												85	8-Dec-09	12.21	2.861	1.288				
RO004.12.a	13	17	RO004	12	a	nat	nut def	78	1-Dec-09	13	19.1	4.5	n												78	1-Dec-09	6.37	1.684					
RO004.12.f	26	38	RO004	12	f	nat	nut def	80	3-Dec-09	14	19	5.2	n												80	3-Dec-09	7.6	1.193	2.614				
RO004.12.i	36	30	RO004	12	i	nat	nut def	77	30-Nov-09	16	18.3	4.1	n												77	30-Nov-09	7.23	1.417	2.95				
RO004.12.j	5	39	RO004	12	j	nat	cont	85	8-Dec-09	0			y	1	35.5	35.5							176		86	9-Dec-09	9.89	5.21	0.874				
RO004.13.a	12	9	RO004	13	a	nat	cont	86	9-Dec-09	17	22.8	4.1	n												85	9-Dec-09	8.7	2.852	0.917				
RO004.13.b	16	4	RO004	13	b	nat	cut	77	30-Nov-09	24			n												77	30-Nov-09	6.51		1.232				
RO004.13.c	25	2	RO004	13	c	nat	cont	85	8-Dec-09	12	26.6	5.1	n												85	8-Dec-09	8.31	2.915	1.67				
RO004.13.d	10	30	RO004	13	d	nat	cut	76	29-Nov-09	28			n												76	29-Nov-09	7.16		1.609				
RO004.13.e	9	9	RO004	13	e	nat	cont	85	8-Dec-09	15	37.7	5.2	n												85	8-Dec-09	7.57	2.415	1.062				
RO004.13.f	4	40	RO004	13	f	nat	cut	76	29-Nov-09	3			n												76	29-Nov-09	6.55		1.222				
RO004.13.g	29	45	RO004	13	g	nat	cont	85	8-Dec-09	16	28.5	3.2	n												85	8-Dec-09	8.26	1.607	0.426				
RO004.13.h	33	33	RO004	13	h	nat	cut	76	29-Nov-09	39			n												76	29-Nov-09	8.64		1.405				
RO004.13.i	30	28	RO004	13	i	nat	cont	86	9-Dec-09	12	27.1	5.1	y	1	43.5	43.5							0		86	9-Dec-09	9.15	4.729	2.545				
RO004.13.j	44	46	RO004	13	j	nat	cont	84	7-Dec-09	18	23.1	5.7	n												84	7-Dec-09	8.63	1.857	0.865				
RO004.13.m	24	46	RO004	13	m	nat	cont	85	8-Dec-09	7	30.6	7.2	n												85	8-Dec-09	8.66	1.988	1.430				
RO004.20.c	F2	3	RO004	20	c	nat	flood	71	24-Nov-09	4	17	4.9	y	1	33.3	33.3							0		91	14-Dec-09	6.91	2.246	0.58				
RO004.20.d	11	30	RO004	20	d	nat	cut	77	30-Nov-09	34			n												77	30-Nov-09	6.78		3.509				
RO004.20.f	40	1	RO004	20	f	nat	cont	84	7-Dec-09	6	18.9	3.3	y	7	40.2	40.2	13.8	13	9.3	8.5	6.0	5.7	0	"9.3, 5.7, 8.5, 6, 13, 13.8"	84	7-Dec-09	9.43	4.817	1.478				
RO004.20.g	18	9	RO004	20	g	nat	cont	85	8-Dec-09	0			y	1	29.2	29.2							86		85	8-Dec-09	5.72	2.505	0.542				
RO004.20.i	47	10	RO004	20	i	nat	nut def	80	3-Dec-09	72	13.1	1.9	y	1	37.3	37.3							22		80	3-Dec-09	5.08	2.02	1.174				
RO004.21.a	2	17	RO004	21	a	nat	nut def	78	1-Dec-09	16	15.4	3.5	n												78	1-Dec-09	6.98	1.421	1.814				
RO004.21.c	34	49	RO004	21	c	nat	cont	84	7-Dec-09	21	27.1	3.9	n												84	7-Dec-09	11.18	2.965	1.679				
RO004.21.e	38	31	RO004	21	e	nat	cut	76	29-Nov-09	13			y	1	32.5	32.5							26		76	29-Nov-09	8.92		1.24				
RO004.21.h	20	7	RO004	21	h	nat	nut def	80	3-Dec-09	15	16.4	2.3	n												90	13-Dec-09	6.91	1.214	2.182				
RO004.21.i	6	16	RO004	21	i	nat	cont	86	9-Dec-09	0			y	1	56								182		86	9-Dec-09	8.95	6.31	0.924				
RO004.21.j	27	10	RO004	21	j	nat	nut def	80	3-Dec-09	22	13.4	3.3	n												80	3-Dec-09	8.09	1.611	1.908				
RO004.3.a	49	36	RO004	3	a	nat	nut def	75	28-Nov-09	15	16.9	3.8	n												77	30-Nov-09	6.87	1.723	2.878				
RO004.3.e	7	42	RO004	3	e	nat	cont	86	9-Dec-09	0			y	1	37.5	37.5							58		86	9-Dec-09	7.31	4.14	0.859				
RO004.3.j	41	44	RO004	3	j	nat	cut	76	29-Nov-09	0			y	1	40	40							132		76	29-Nov-09	8.04		0.806				
RO005.14.a	49	50	RO005	14	a	nat	nut def	75	28-Nov-09	19	17.1	6	n												77	30-Nov-09	5.51	1.259	3.098				
RO005.14.d	20	21	RO005	14	d	nat	nut def	80	3-Dec-09	15	13.1	3.7	n												80	3-Dec-09	5.77	1.237	3.301				
RO005.14.e	12	43	RO005	14	e	nat	cont	86	9-Dec-09	11	20.2	6	y	1	35	35							0		85	9-Dec-09	8.88	3.522	1.906				
RO005.14.f	27	12	RO005	14	f	nat	nut def	80	3-Dec-09	13	17.7	4.9	n												82	5-Dec-09	6.17	1.212	2.75				
RO005.14.g	2	10	RO005	14	g	nat	nut def	78	1-Dec-09	18	14	4.3	n												78	1-Dec-09	9.16	1.119	2.511				
RO005.14.h	4	26	RO005	14	h	nat	cut	76	29-Nov-09	9			y	1	32.5	32.5							0		76	29-Nov-09	8.64		2.055				
RO005.14.j	26	17	RO005	14	j	nat	nut def	80	3-Dec-09	19	16.1	4.5	n												80	3-Dec-09	6	1.359	2.989				
RO005.15.c	16	44	RO005	15	c	nat	cut	77	30-Nov-09	36			n												77	30-Nov-09	6.32		1.743				
RO005.15.f	36	22	RO005	15	f	nat	nut def	77	30-Nov-09	22	18.2	3.3	n												77	30-Nov-09	6.05	1.177	2.157				
RO005.15.h	18	31	RO005	15	h	nat	cont	85	8-Dec-09	25	21.2	4.5	n												85	8-Dec-09	9.75	3.833	3.301				
RO005.15.i	33	2	RO005	15	i	nat	cut	76	29-Nov-09	35			n												76	29-Nov-09	5.74		0.919				
RO005.17.c	10	42	RO005	17	c	nat	cut	76	29-Nov-09	36			n												76	29-Nov-09	6.88		1.231				
RO005.17.d	38	20	RO005	17	d	nat	cut	76	29-Nov-09	21			y	1	37.5	37.5							0		76	29-Nov-09	6.35		0.774				
RO005.17.e	44	47	RO005	17	e	nat	cont	84	7-Dec-09	16	23.5	5.5	y	1	8	8							0		84	7-Dec-09	8.4	3.164	1.336				
RO005.17.i	24	40	RO005	17	i	nat	cont	85	8-Dec-09	29	21.6	4.6	n												85	8-Dec-09	7.44	3.202	3.047				
RO005.17.k	41	15	RO005	17	k	nat	cut	76	29-Nov-09	25			n												76	29-Nov-09	6.18		0.507				
RO005.23.c	25	30	RO005	23	c	nat	cont	85	8-Dec-09	18	29	5.1	n												85	8-Dec-09	10.94	3.558	1.749				
RO005.23.d	7	21	RO005	23	d	nat	cont	86	9-Dec-09	18	31.2	7.9	n												86	9-Dec-09	7.12	3.698	1.846				
RO005.23.g	6	21	RO005	23	g	nat	cont	86	9-Dec-09	15	29.4	4.6	n												86	9-Dec-09	8.64	3.387	1.54				
RO005.23.h	34	33	RO005	23	h	nat	cont	84	7-Dec-09	24	27.2	6.6	n												84	7-Dec-09	7.71	3.622	2.469				
RO005.23.i	47	43	RO005	23	i	nat	nut def	80	3-Dec-09	16	19	4.7	n												80	3-Dec-09	6.36	1.661	2.008				
RO005.23.j	5	28	RO005	23	j	nat	cont	85	8-Dec-09	21	5.9	32.5	n												86	9-Dec-09	9.89	5.708	4.948				
RO005.25.b	30	21	RO005	25	b	nat	cont	86	9-Dec-09	18	20.9	6.5	n												86	9-Dec-09	8.31	2.832	3.972				
RO005.25.c	13	22	RO005	25	c	nat	nut def	78	1-Dec-09	13	14	3.3	n												78	1-Dec-09	5.51	0.925	1.734				
RO005.25.d	29	40	RO005	25	d	nat	cont	85	8-Dec-09	15	22.3	5.3	n												85	8-Dec-09	8.6	3.044	2.334				
RO005.25.f	11	4	RO005	25	f	nat	cut	77	30-Nov-09	31			n												77	30-Nov-09	6.72		1.047				
RO005.25.h	40	16	RO005	25	h	nat	cont	84	7-Dec-09	13	29.4	7	n												84	7-Dec-09	7.16	2.635	2.977				
RO005.25.l	9	31	RO005	25	l	nat	cont	85	8-Dec-09	14	28.6	6.5	n												85	8-Dec-09	7.46	3.109	0.675				
RU001.10.a	2	38	RU001	10	a	nat	nut def	78	1-Dec-09	15	16.1	5.2	n												78	1-Dec-09	4.57	1.262	1.872				
RU001.10.e	16	36	RU001	10	e	nat	cut	77	30-Nov-09	13			n												77	30-Nov-09	6.11		0.598				
RU001.10.f	24	3	RU001	10	f	nat	cont	85	8-Dec-09	12	29.8	6.2	n												85	8-Dec-09	5.56	3.636	0.842				
RU001.10.g	5	38	RU001	10	g	nat	cont	85	8-Dec-09	18	28.3	5.7	n												86	9-Dec-09	7.32	3.478	1.478				
RU001.10.h	7	15	RU001	10	h	nat	cont	86	9-Dec-09	17	25.1	6.3	n												86	9-Dec-09	7.25	4.251	5.035				
RU001.10.i	10	40	RU001	10	i	nat	cut	76	29-Nov-09	59			n												76	29-Nov-09	7.04		2.926				
RU001.2.a	4	21	RU001	2	a	nat	cut	76	29-Nov-09	46			n												76	29-Nov-09	6.36		1.881				
RU001.2.g	33	10	RU001	2	g	nat	cut	76	29-Nov-09	33			n												76	29-Nov-09	8.92		3.358				
RU001.2.i	6	18	RU001	2	i	nat	cont	86	9-Dec-09	26	28.4	7.7	n												86	9-Dec-09	10.65	4.652	2.988				
RU001.2.j	41	8	RU001	2	j	nat	cut	76	29-Nov-09	27			n												76	29-Nov-09	5.91		0.779				
RU001.6.b	20	45	RU001	6	b	nat	nut def	80	3-Dec-09	15	17.7	5.2	n												80	3-Dec-09	6.9	1.161	3.41				
RU001.6.d	47	45	RU001	6	d	nat	nut def	80	3-Dec-09	15	14.2	3.6	n												80	3-Dec-09	4.63	1.04	2.45				
RU001.6.f	44	5	RU001	6	f	nat	cont	84	7-Dec-09	22	24.1	7.3	n												84	7-Dec-09	9.4	3.411	1.643				
RU001.6.h	9	34	RU001	6	h	nat	cont	85	8-Dec-09	23	28.7	8.5	y	1	7.5	7.5							0		85	8-Dec-09	10.04	4.039	1.898				
RU001.6.i	40	40	RU001	6	i	nat	cont	84	7-Dec-09	15	26.4	6.8	n												84	7-Dec-09	8.26	2.684	1.277				
RU001.6.j	38	34	RU001	6	j	nat	cut	76	29-Nov-09	28			n												76	29-Nov-09	9		1.118				
RU001.7.a	27	29	RU001	7	a	nat	nut def	80	3-Dec-09	22	14.1	3.6	n												82	5-Dec-09	7.99	1.511	3.032				
RU001.7.b	13	35	RU001	7	b	nat	nut def	78	1-Dec-09	18	18.6	3.6	n												78	1-Dec-09	5.62	1.459	2.656				
RU001.7.c	18	30	RU001	7	c	nat	cont	85	8-Dec-09	14	24.5	5.1	n												85	8-Dec-09	6.21	3.172	1.67				
RU001.7.f	29	48	RU001	7	f	nat	cont	85	8-Dec-09	16	26.1	5.1	n												85	8-Dec-09	9.78	2.806	1.354				
RU001.7.g	36	37	RU001	7	g	nat	nut def	77	30-Nov-09	14	14.5	4	n												77	30-Nov-09	5.34	1.038	3.076				
RU001.7.h	34	38	RU001	7	h	nat	cont	84	7-Dec-09	10	20.2	4.3	n												84	7-Dec-09	5.46	0.709	0.34				
RU001.7.i	F1	27	RU001	7	i	nat	flood	71	24-Nov-09	11	19	2.4	y	1	12	12							0		91	14-Dec-09	6.29	1.047	0.381				
RU001.9.b	26	9	RU001	9	b	nat	nut def	80	3-Dec-09	14	15.1	3.7	n												80	3-Dec-09	5.04	1.029	2.279				
RU001.9.c	30	9	RU001	9	c	nat	cont	86	9-Dec-09	22	26.3	6.1	n												86	9-Dec-09	8.69	4.247	3.27				
RU001.9.d	12	35	RU001	9	d	nat	cont	86	9-Dec-09	13	27.8	6.2	n												85	9-Dec-09	8.06	2.459	1.147				
RU001.9.f	F1	23	RU001	9	f	nat	flood	71	24-Nov-09	11	10.2	2.7	n												91	14-Dec-09	8.92	0.539	0.287				
RU002.1.c	26	12	RU002	1	c	nat	nut def	80	3-Dec-09	19	15	3.3	n												80	3-Dec-09	5.65	1.469	4.472				
RU002.1.d	12	49	RU002	1	d	nat	cont	86	9-Dec-09	21	27.2	6.7	n												85	9-Dec-09	8.37	3.321	3.131				
RU002.1.f	33	1	RU002	1	f	nat	cut	76	29-Nov-09	39			n												76	29-Nov-09	7.39		1.967				
RU002.2.a	30	36	RU002	2	a	nat	cont	86	9-Dec-09	21	37.5	6.9	n												86	9-Dec-09	6.92	4.293	1.977				
RU002.2.e	38	45	RU002	2	e	nat	cut	76	29-Nov-09	24			n												76	29-Nov-09	8.02		0.618				
RU002.5.c	20	8	RU002	5	c	nat	nut def	80	3-Dec-09	20	15.7	2.6	n												90	13-Dec-09	5.36	1.095	2.567				
RU002.6.a	47	49	RU002	6	a	nat	nut def	80	3-Dec-09	21	16.1	3.5	n												80	3-Dec-09	5.87	1.424	2.862				
RU002.6.b	10	47	RU002	6	b	nat	cut	76	29-Nov-09	27			n												76	29-Nov-09	5.82		2.119				
RU002.7.b	13	16	RU002	7	b	nat	nut def	78	1-Dec-09	16	18.9	4.2	n												78	1-Dec-09	4.68	1.158	3.356				
RU003.1.a	25	32	RU003	1	a	nat	cont	85	8-Dec-09	10	29.8	7.7	n												85	8-Dec-09	7.16	2.63	2.209				
RU003.1.c	26	40	RU003	1	c	nat	nut def	80	3-Dec-09	15	16.8	3.2	n												80	3-Dec-09	5.72	1.408	6.234				
RU003.1.e	9	33	RU003	1	e	nat	cont	85	8-Dec-09	21	25.4	9.3	n												85	8-Dec-09	6.48	4.089	1.853				
RU003.3.b	16	19	RU003	3	b	nat	cut	77	30-Nov-09	28			n												77	30-Nov-09	8.29		0.966				
