Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfLgth2.log	LfWdth2.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log
CA007.3.c	2	25	CA007	3	c	inv	nut def	CA007.3.c	78	18	14.6	5	n	78	6.97	1.195	2.704	11	15	4.6	y	NA	9	14.5	4.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.67414864942653	1.52605630349505	3.3166247903554	2.70805020110221	1.52605630349505	4.24264068711928	2.68102152871429	1.6094379124341	1.94161522477243	0.178146185383474	0.994732158180718
US003.28.h	2	26	US003	28	h	inv	nut def	US003.28.h	78	20	18.1	3.6	n	78	6.13	2.082	2.912	13	23.3	6.2	y	NA	11	19.5	5.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.9704144655697	1.68639895357023	3.60555127546399	3.14845336057165	1.82454929205105	4.47213595499958	2.89591193827178	1.28093384546206	1.81319474994812	0.733328970192777	1.06884013033444
US014.22.b	2	27	US014	22	b	inv	nut def	US014.22.b	78	16	17.3	4.7	n	78	5.12	1.772	5.431	12	17.3	3.8	y	NA	9	16.5	3.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.80336038090653	1.28093384546206	3.46410161513775	2.85070650150373	1.33500106673234	4	2.85070650150373	1.54756250871601	1.63315443905142	0.572108852182889	1.69212327905271
US023.45.a	2	28	US023	45	a	inv	nut def	US023.45.a	78	14	16	4.7	n	78	5.06	1.298	3.418	12	17.7	5	y	NA	11	12.9	3.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.55722731136763	1.16315080980568	3.46410161513775	2.87356463957978	1.6094379124341	3.74165738677394	2.77258872223978	1.54756250871601	1.62136648329937	0.260824618281898	1.2290555846934
US015.2.a	2	30	US015	2	a	inv	nut def	US015.2.a	78	17	16.8	4.8	n	78	5.48	1.283	4.245	16	16.9	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	4	2.82731362192903	1.7227665977411	4.12310562561766	2.82137888640921	1.56861591791385	1.70110510095992	0.249201085633499	1.44574181976331
BG001.22.c	2	31	BG001	22	c	nat	nut def	BG001.22.c	78	15	13.9	3.2	n	78	6.52	1.031	2.129	18	14.6	3.5	y	NA	12	10.9	2.4	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.3887627892351	0.8754687373539	4.24264068711928	2.68102152871429	1.25276296849537	3.87298334620742	2.63188884013665	1.16315080980568	1.87487437593856	0.0305292050348228	0.755652385911342
GR001.6.c	2	32	GR001	6	c	nat	nut def	GR001.6.c	78	8	17.2	7.2	y	78	7.13	3.269	5.618	10	17	4.7	y	2	9	15.1	5.3	14	18	18	1	2	38	1	26	69	1	28	69	white	3	2.71469474382088	1.66770682055808	3.16227766016838	2.83321334405622	1.54756250871601	2.82842712474619	2.84490938381941	1.97408102602201	1.9643112344262	1.18448412774207	1.72597572868205
TR003.6.d	2	33	TR003	6	d	nat	nut def	TR003.6.d	78	9	14.3	4.6	y	78	4.12	0.704	1.275	16	16.8	5.2	y	NA	11	13.7	4.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.61739583283408	1.48160454092422	4	2.82137888640921	1.64865862558738	3	2.66025953726586	1.52605630349505	1.41585316336144	-0.350976922824095	0.242946178610389
RU005.6.a	2	35	RU005	6	a	nat	nut def	RU005.6.a	78	19	14.1	4.5	n	78	5.67	1.162	2.54	17	15.9	3.7	y	NA	11	11.2	2.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.41591377830105	0.8754687373539	4.12310562561766	2.76631910922619	1.30833281965018	4.35889894354067	2.64617479738412	1.50407739677627	1.73518911773966	0.150142658429719	0.932164081030445
RU001.10.a	2	38	RU001	10	a	nat	nut def	RU001.10.a	78	15	16.1	5.2	n	78	4.57	1.262	1.872	9	16.4	4.9	y	NA	9	13.5	3.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.60268968544438	1.25276296849537	3	2.79728133483015	1.58923520511658	3.87298334620742	2.77881927199042	1.64865862558738	1.51951320490611	0.232697764119021	0.6270073780554
US002.1.l	2	39	US002	1	l	inv	nut def	US002.1.l	78	26	15.5	5.2	n	78	5.63	1.822	3.571	19	15.8	3.6	y	NA	14	15.5	2.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.7408400239252	0.832909122935104	4.35889894354067	2.76000994003292	1.28093384546206	5.09901951359278	2.7408400239252	1.64865862558738	1.7281094421516	0.599934798837767	1.27284566861231
UA003.9A.c	2	41	UA003	9A	c	nat	nut def	UA003.9A.c	78	12	14.3	3.1	n	78	5.73	1.1	3.008	12	14.2	4.3	y	NA	11	10.1	3.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.31253542384721	1.25276296849537	3.46410161513775	2.65324196460721	1.45861502269952	3.46410161513775	2.66025953726586	1.1314021114911	1.74571553072665	0.0953101798043249	1.10127540608759
US011.8.d	2	42	US011	8	d	inv	nut def	US011.8.d	78	21	14.9	4.1	n	78	5.81	1.095	2.871	13	15.7	3.8	y	NA	12	12.9	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.55722731136763	0.8754687373539	3.60555127546399	2.75366071235426	1.33500106673234	4.58257569495584	2.70136121295141	1.41098697371026	1.75958057086382	0.0907543632684641	1.05466040113893
UA006.10.c	2	43	UA006	10	c	nat	nut def	UA006.10.c	78	21	13.5	3.2	n	78	5.39	1.254	2.87	12	15.6	4.7	y	NA	11	15.6	3.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.74727091425549	1.22377543162212	3.46410161513775	2.74727091425549	1.54756250871601	4.58257569495584	2.60268968544438	1.16315080980568	1.68454538492091	0.226338442210729	1.05431202977153
RO003.11.d	2	44	RO003	11	d	nat	nut def	RO003.11.d	78	14	10.5	3.4	n	78	5.11	0.822	1.489	11	11.5	3.8	y	NA	8	10.9	3.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.3887627892351	1.22377543162212	3.3166247903554	2.4423470353692	1.33500106673234	3.74165738677394	2.35137525716348	1.22377543162212	1.63119940421561	-0.196014883925957	0.398104753701872
US022.42.h	2	47	US022	42	h	inv	nut def	US022.42.h	78	14	13.3	2.6	n	78	5.69	1.177	2.64	12	11.4	3.5	y	NA	9	12.8	2.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.54944517092557	0.916290731874155	3.46410161513775	2.43361335540045	1.25276296849537	3.74165738677394	2.58776403522771	0.955511445027436	1.73871024813824	0.16296882827814	0.970778917158225
UA008.18.f	2	50	UA008	18	f	nat	nut def	UA008.18.f	78	12	14.6	2.1	n	78	4.66	0.835	2.618	11	14.8	3.8	y	NA	7	10.1	2.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.31253542384721	1.02961941718116	3.3166247903554	2.69462718077007	1.33500106673234	3.46410161513775	2.68102152871429	0.741937344729377	1.53901544813755	-0.180323554131282	0.962410667487708
TR004.8.e	20	1	TR004	8	e	nat	nut def	TR004.8.e	80	17	14.9	3.3	n	90	3.96	1.031	1.754	13	12.6	1.4	y	NA	10	11.2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.41591377830105	1.09861228866811	3.60555127546399	2.53369681395743	0.336472236621213	4.12310562561766	2.70136121295141	1.19392246847243	1.37624402526639	0.0305292050348228	0.561898893949991
US018.5.d	20	3	US018	5	d	inv	nut def	US018.5.d	80	12	10.3	1.3	n	90	5.29	0.654	1.592	12	17.1	3.6	y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3.46410161513775	2.83907846350861	1.28093384546206	3.46410161513775	2.33214389523559	0.262364264467491	1.66581824587021	-0.424647927524938	0.464991087422191
CA007.2.b	20	4	CA007	2	b	inv	nut def	CA007.2.b	80	18	14.7	4.1	n	80	6.43	1.217	2.649	13	15.2	4.3	n	NA	10	13	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16227766016838	2.56494935746154	1.09861228866811	3.60555127546399	2.72129542785223	1.45861502269952	4.24264068711928	2.68784749378469	1.41098697371026	1.86097453824953	0.19638881400539	0.974182210289933
GR001.26.i	20	6	GR001	26	i	nat	nut def	GR001.26.i	80	19	15.5	3.2	n	90	4.62	0.885	1.532	17	14.2	2.8	n	NA	6	12.3	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.50959926237837	0.336472236621213	4.12310562561766	2.65324196460721	1.02961941718116	4.35889894354067	2.7408400239252	1.16315080980568	1.53039470509365	-0.122167633974208	0.4265740713184
RO004.21.h	20	7	RO004	21	h	nat	nut def	RO004.21.h	80	15	16.4	2.3	n	90	6.91	1.214	2.182	17	14.4	3.3	y	NA	12	14	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.63905732961526	1.16315080980568	4.12310562561766	2.66722820658195	1.19392246847243	3.87298334620742	2.79728133483015	0.832909122935104	1.93296963777958	0.193920692637306	0.780241887410879
RU002.5.c	20	8	RU002	5	c	nat	nut def	RU002.5.c	80	20	15.7	2.6	n	90	5.36	1.095	2.567	18	14.5	3.9	y	NA	10	11.1	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.40694510831829	1.16315080980568	4.24264068711928	2.67414864942653	1.3609765531356	4.47213595499958	2.75366071235426	0.955511445027436	1.67896397508271	0.0907543632684641	0.942737901889003
RO001.13.c	20	12	RO001	13	c	nat	nut def	RO001.13.c	80	24	15	4.4	n	90	6.04	1.025	3.205	16	15.3	4.9	y	NA	12	12.5	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.52572864430826	1.1314021114911	4	2.72785282839839	1.58923520511658	4.89897948556636	2.70805020110221	1.48160454092422	1.79840401194672	0.0246926125903714	1.16471209037263
UA005.3.c	20	16	UA005	3	c	nat	nut def	UA005.3.c	80	15	20.4	4.6	n	80	5.51	1.871	3.227	13	22.5	4.5	y	NA	9	18.2	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.90142159408275	1.48160454092422	3.60555127546399	3.11351530921037	1.50407739677627	3.87298334620742	3.01553490085017	1.52605630349505	1.70656462316482	0.626473047291953	1.17155291306982
RU008.21.f	20	18	RU008	21	f	nat	nut def	RU008.21.f	80	18	19.7	3.6	n	80	6.05	1.732	2.906	16	22.7	4.1	n	NA	13	21.2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	3.05400118167797	1.38629436111989	4	3.12236492448736	1.41098697371026	4.24264068711928	2.98061863574394	1.28093384546206	1.80005827204275	0.549276810140243	1.06677756514809
US015.2.d	20	19	US015	2	d	inv	nut def	US015.2.d	80	20	15.5	4.8	n	80	5.45	1.618	4.278	16	17.2	5.3	y	NA	10	15	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.70805020110221	1.64865862558738	4	2.84490938381941	1.66770682055808	4.47213595499958	2.7408400239252	1.56861591791385	1.69561560867515	0.4811908186363	1.45348561066021
CA001.7.b	20	20	CA001	7	b	inv	nut def	CA001.7.b	80	16	15.8	3.6	n	80	4.76	1.738	4.295	8	22.6	6	y	NA	10	20.8	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	3.03495298670727	1.66770682055808	2.82842712474619	3.11794990627824	1.79175946922805	4	2.76000994003292	1.28093384546206	1.56024766824333	0.5527350268432	1.45745155543622
RO005.14.d	20	21	RO005	14	d	nat	nut def	RO005.14.d	80	15	13.1	3.7	n	80	5.77	1.237	3.301	13	16.5	4.1	y	NA	9	13.9	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.63188884013665	1.33500106673234	3.60555127546399	2.80336038090653	1.41098697371026	3.87298334620742	2.57261223020711	1.30833281965018	1.75267208052001	0.212689093410351	1.19422545287106
UA001.19.a	20	23	UA001	19	a	nat	nut def	UA001.19.a	80	24	15.8	4	n	80	4.71	1.44	2.709	16	15.6	4.6	y	NA	7	11.1	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.40694510831829	1.43508452528932	4	2.74727091425549	1.52605630349505	4.89897948556636	2.76000994003292	1.38629436111989	1.54968790802833	0.364643113587909	0.996579563102958
RO002.18.e	20	24	RO002	18	e	nat	nut def	RO002.18.e	80	12	13.1	3.8	n	80	5.08	1.172	1.656	11	17.6	4.3	y	NA	6	10.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.36085400111802	0.8754687373539	3.3166247903554	2.86789890204411	1.45861502269952	3.46410161513775	2.57261223020711	1.33500106673234	1.62531126159039	0.158711691154821	0.504405055963068
GR002.2.c	20	26	GR002	2	c	nat	nut def	GR002.2.c	80	20	17.6	3.3	n	80	7.96	1.927	3.367	19	17.8	3.1	y	NA	11	16.4	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.79728133483015	1.19392246847243	4.35889894354067	2.87919845729804	1.1314021114911	4.47213595499958	2.86789890204411	1.19392246847243	2.07442899985629	0.655964389432229	1.21402214017894
US001.3.b	20	27	US001	3	b	inv	nut def	US001.3.b	80	18	20.1	4.9	n	80	5.86	1.651	3.342	16	20.4	3.8	y	NA	12	15.3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.72785282839839	1.09861228866811	4	3.01553490085017	1.33500106673234	4.24264068711928	3.00071981506503	1.58923520511658	1.76814960358892	0.501381164937991	1.2065694301732
US003.28.i	20	28	US003	28	i	inv	nut def	US003.28.i	80	19	21.4	4.7	n	80	4.64	1.945	5.203	13	23.2	3.9	y	NA	10	17.3	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.85070650150373	1.56861591791385	3.60555127546399	3.14415227867226	1.3609765531356	4.35889894354067	3.06339092202781	1.54756250871601	1.53471436623816	0.66526197707041	1.64923538230817
RO003.4.d	20	30	RO003	4	d	nat	nut def	RO003.4.d	80	16	14.1	4	n	80	6.23	1.098	1.587	11	18	3.2	y	NA	10	12.7	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.54160199346455	1.22377543162212	3.3166247903554	2.89037175789616	1.16315080980568	4	2.64617479738412	1.38629436111989	1.82937633279936	0.093490343087339	0.461845441544272
RU003.7.a	20	31	RU003	7	a	nat	nut def	RU003.7.a	80	20	14.3	4.2	n	80	4.92	1.071	1.949	35	15.1	4.1	y	NA	7	12.9	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.55722731136763	1.09861228866811	5.91607978309962	2.71469474382088	1.41098697371026	4.47213595499958	2.66025953726586	1.43508452528932	1.59330853050422	0.0685927914656117	0.667316420525424
US022.17.f	20	32	US022	17	f	inv	nut def	US022.17.f	80	16	11.9	3.2	n	80	5.4	1.093	3.042	19	15.8	3.6	y	NA	14	11.8	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.46809953147162	0.916290731874155	4.35889894354067	2.76000994003292	1.28093384546206	4	2.47653840011748	1.16315080980568	1.68639895357023	0.0889262091944015	1.1125151938371
UA007.20.d	20	33	UA007	20	d	nat	nut def	UA007.20.d	80	12	16.6	3.5	n	80	5.71	1.131	2.961	10	18.3	3.7	n	NA	6	13.6	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44948974278318	2.61006979274201	0.78845736036427	3.16227766016838	2.90690105984738	1.30833281965018	3.46410161513775	2.8094026953625	1.25276296849537	1.74221902366792	0.123102197133983	1.08552704911945
UA004.18.d	20	36	UA004	18	d	nat	nut def	UA004.18.d	80	15	17	3.8	n	80	4.55	1.331	2.113	13	20.1	4.3	y	NA	11	15	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.70805020110221	1.16315080980568	3.60555127546399	3.00071981506503	1.45861502269952	3.87298334620742	2.83321334405622	1.33500106673234	1.51512723296286	0.285930539412975	0.74810873863392
UA003.11A.f	20	37	UA003	11A	f	nat	nut def	UA003.11A.f	80	11	17.9	5.1	n	80	5.25	1.384	2.42	11	23.2	3.5	n	NA	10	17.1	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.83907846350861	1.25276296849537	3.3166247903554	3.14415227867226	1.25276296849537	3.3166247903554	2.88480071284671	1.62924053973028	1.65822807660353	0.324977857195478	0.883767540168595
BG001.17.c	20	38	BG001	17	c	nat	nut def	BG001.17.c	80	11	14.6	3.8	n	80	5.82	1.1	2.353	17	15.4	4.3	n	NA	11	13	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.56494935746154	1.19392246847243	4.12310562561766	2.73436750941958	1.45861502269952	3.3166247903554	2.68102152871429	1.33500106673234	1.76130026174335	0.0953101798043249	0.855691109745226
RU004.7.e	20	40	RU004	7	e	nat	nut def	RU004.7.e	80	19	11.5	1.8	n	80	6.03	1.106	4.303	15	15.1	3.2	y	NA	11	12	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.484906649788	0.741937344729377	3.87298334620742	2.71469474382088	1.16315080980568	4.35889894354067	2.4423470353692	0.587786664902119	1.79674701073909	0.100749903100143	1.45931245385646
GR003.9.i	20	41	GR003	9	i	nat	nut def	GR003.9.i	80	15	22.1	4.9	n	80	6.44	1.373	2.869	10	21.7	4.1	n	NA	8	17	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.83321334405622	1.43508452528932	3.16227766016838	3.07731226054641	1.41098697371026	3.87298334620742	3.09557760852371	1.58923520511658	1.86252854011626	0.316998126785834	1.05396353699923
US023.41.f	20	42	US023	41	f	inv	nut def	US023.41.f	80	27	13.3	1.9	n	80	5.93	1.09	1.602	29	14.4	2.8	n	NA	12	13.8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.62466859216316	0.693147180559945	5.3851648071345	2.66722820658195	1.02961941718116	5.19615242270663	2.58776403522771	0.641853886172395	1.78002421300963	0.0861776962410524	0.471252848646168
TR001.1.h	20	43	TR001	1	h	nat	nut def	TR001.1.h	80	15	15.2	2.1	n	80	6.69	1.55	2.908	13	20.2	3.1	y	NA	12	16.2	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.78501124223834	1.02961941718116	3.60555127546399	3.00568260440716	1.1314021114911	3.87298334620742	2.72129542785223	0.741937344729377	1.90061387414014	0.438254930931155	1.06746555967127
US014.22.f	20	44	US014	22	f	inv	nut def	US014.22.f	80	17	16.6	4.3	n	80	4.86	1.49	3.529	9	17.4	4	y	NA	9	16	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77258872223978	1.54756250871601	3	2.85647020622048	1.38629436111989	4.12310562561766	2.8094026953625	1.45861502269952	1.5810384379124	0.398776119957368	1.26101454469313
RU001.6.b	20	45	RU001	6	b	nat	nut def	RU001.6.b	80	15	17.7	5.2	n	80	6.9	1.161	3.41	14	19.3	2.8	y	NA	12	15.3	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.72785282839839	1.3609765531356	3.74165738677394	2.96010509591084	1.02961941718116	3.87298334620742	2.87356463957978	1.64865862558738	1.93152141160321	0.149281702715754	1.22671229129543
US002.1.d	20	47	US002	1	d	inv	nut def	US002.1.d	80	22	14.8	4.7	n	80	6.56	2.028	3.604	18	16.6	4.2	y	NA	13	15.3	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.72785282839839	1.06471073699243	4.24264068711928	2.8094026953625	1.43508452528932	4.69041575982343	2.69462718077007	1.54756250871601	1.880990602956	0.707050085728937	1.28204433974609
TR003.14.d	20	48	TR003	14	d	nat	nut def	TR003.14.d	80	11	13.8	3.7	n	80	4.04	0.584	2.25	14	28	3.1	y	NA	9	11.4	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.43361335540045	1.02961941718116	3.74165738677394	3.3322045101752	1.1314021114911	3.3166247903554	2.62466859216316	1.30833281965018	1.39624469197306	-0.53785429615391	0.810930216216329
HU001.13.e	20	49	HU001	13	e	nat	nut def	HU001.13.e	80	16	15.9	4.1	n	80	6.06	1.336	1.197	14	17.4	4.2	y	NA	8	14	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.63905732961526	1.1314021114911	3.74165738677394	2.85647020622048	1.43508452528932	4	2.76631910922619	1.41098697371026	1.80170980008122	0.289680075114454	0.179818426575836
TR003.24.i	26	1	TR003	24	i	nat	nut def	TR003.24.i	80	11	12.2	2.5	n	80	4.29	0.639	1.398	11	12.5	4	y	NA	7	9.4	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.24070968927596	0.8754687373539	3.3166247903554	2.52572864430826	1.38629436111989	3.3166247903554	2.50143595173921	0.916290731874155	1.45628673293993	-0.447850824604602	0.335042643811618
US001.3.e	26	4	US001	3	e	inv	nut def	US001.3.e	80	11	15.8	3.6	n	80	3.71	0.668	0.989	11	15.5	2.2	y	NA	6	10.7	1.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.37024374146786	0.405465108108164	3.3166247903554	2.7408400239252	0.78845736036427	3.3166247903554	2.76000994003292	1.28093384546206	1.31103187661934	-0.403467105445491	-0.0110609473594249
US022.23.i	26	5	US022	23	i	inv	nut def	US022.23.i	80	16	17.2	2.6	n	80	4.5	0.988	2.105	14	17.2	2.4	y	NA	8	13.4	2.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.59525470695687	0.832909122935104	3.74165738677394	2.84490938381941	0.8754687373539	4	2.84490938381941	0.955511445027436	1.50407739677627	-0.0120725812342692	0.744315467134345
RO003.15.g	26	7	RO003	15	g	nat	nut def	RO003.15.g	80	18	15.5	4.9	n	80	6.23	1.525	3.288	13	14.5	4.2	y	NA	11	12.6	3.6	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.53369681395743	1.28093384546206	3.60555127546399	2.67414864942653	1.43508452528932	4.24264068711928	2.7408400239252	1.58923520511658	1.82937633279936	0.421994410059375	1.19027947719393
RU001.9.b	26	9	RU001	9	b	nat	nut def	RU001.9.b	80	14	15.1	3.7	n	80	5.04	1.029	2.279	15	14.5	3.4	y	NA	8	10.2	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.32238772029023	1.25276296849537	3.87298334620742	2.67414864942653	1.22377543162212	3.74165738677394	2.71469474382088	1.30833281965018	1.61740608208328	0.0285874568519125	0.823736750263547
RU002.1.c	26	12	RU002	1	c	nat	nut def	RU002.1.c	80	19	15	3.3	n	80	5.65	1.469	4.472	16	15	3.6	y	NA	11	11.9	2.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.47653840011748	0.955511445027436	4	2.70805020110221	1.28093384546206	4.35889894354067	2.70805020110221	1.19392246847243	1.73165554515835	0.38458189719174	1.4978357358528
UA003.8.c	26	13	UA003	8	c	nat	nut def	UA003.8.c	80	10	17.3	2.7	n	80	3.82	0.935	1.562	12	23.1	2.6	y	NA	11	14.9	1.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.70136121295141	0.336472236621213	3.46410161513775	3.13983261752775	0.955511445027436	3.16227766016838	2.85070650150373	0.993251773010283	1.34025042261848	-0.06720874969345	0.445967051417494
RO002.15.d	26	14	RO002	15	d	nat	nut def	RO002.15.d	80	20	13.6	3.8	n	80	5.06	1.342	2.691	17	15.8	2.8	y	NA	12	14.2	3.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.65324196460721	1.3609765531356	4.12310562561766	2.76000994003292	1.02961941718116	4.47213595499958	2.61006979274201	1.33500106673234	1.62136648329937	0.29416103854949	0.989912871744769
RU008.16.c	26	15	RU008	16	c	nat	nut def	RU008.16.c	80	13	16.6	4.3	n	80	5.01	1.148	2.81	10	17	3.8	y	NA	9	13.7	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.61739583283408	1.25276296849537	3.16227766016838	2.83321334405622	1.33500106673234	3.60555127546399	2.8094026953625	1.45861502269952	1.61143591509677	0.138021297897375	1.03318448334565
US002.24.c	26	16	US002	24	c	inv	nut def	US002.24.c	80	19	18.9	4.7	n	80	5.47	1.288	3.113	16	18.6	4.9	y	NA	12	14.7	3.1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.68784749378469	1.1314021114911	4	2.92316158071916	1.58923520511658	4.35889894354067	2.9391619220656	1.54756250871601	1.69927861643389	0.253090627682162	1.13558689145947
RO005.14.j	26	17	RO005	14	j	nat	nut def	RO005.14.j	80	19	16.1	4.5	n	80	6	1.359	2.989	12	19.9	4	y	NA	9	16	3.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77258872223978	1.19392246847243	3.46410161513775	2.99071973173045	1.38629436111989	4.35889894354067	2.77881927199042	1.50407739677627	1.79175946922805	0.306749135169007	1.0949388833018
UA006.14.a	26	18	UA006	14	a	nat	nut def	UA006.14.a	80	13	16.7	3.7	n	80	7.07	1.346	2.476	12	18.1	3.8	y	NA	11	17.7	3.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.87356463957978	1.22377543162212	3.46410161513775	2.89591193827178	1.33500106673234	3.60555127546399	2.81540871942271	1.30833281965018	1.95586047990848	0.297137231222536	0.90664435482235
RU005.7.e	26	19	RU005	7	e	nat	nut def	RU005.7.e	80	19	17.1	3.9	n	80	3.81	0.917	1.937	16	17.1	3.7	y	NA	13	14.8	3.3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.69462718077007	1.19392246847243	4	2.83907846350861	1.30833281965018	4.35889894354067	2.83907846350861	1.3609765531356	1.33762918913861	-0.0866478067256722	0.661140384424859
