Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfLgth2.log	LfWdth2.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log
CA001.3.b	26	20	CA001	3	b	inv	nut def	CA001.3.b	80	12	15.1	5.6	n	80	5.52	1.486	11.894	10	16.3	5.1	n	NA	10	16	5.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.77258872223978	1.68639895357023	3.16227766016838	2.79116510781272	1.62924053973028	3.46410161513775	2.71469474382088	1.7227665977411	1.708377860289	0.396087946295567	2.4760340712844
GR001.28.f	26	21	GR001	28	f	nat	nut def	GR001.28.f	80	16	18.3	5.6	n	80	5.67	1.23	4.968	13	18.4	4.2	y	NA	9	13.2	3.7	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.58021682959233	1.30833281965018	3.60555127546399	2.91235066461494	1.43508452528932	4	2.90690105984738	1.7227665977411	1.73518911773966	0.207014169384326	1.60301734463118
TR001.12.e	26	22	TR001	12	e	nat	nut def	TR001.12.e	80	12	18	5.1	n	80	6.62	1.071	4.366	14	18.1	4.6	y	NA	12	14.3	3.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.66025953726586	1.22377543162212	3.74165738677394	2.89591193827178	1.52605630349505	3.46410161513775	2.89037175789616	1.62924053973028	1.89009536994892	0.0685927914656117	1.47384725812775
UA005.13.b	26	23	UA005	13	b	nat	nut def	UA005.13.b	80	17	15	4.2	n	80	7.18	1.754	7.048	17	15.9	4.2	y	NA	15	14.5	3.8	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.87298334620742	2.67414864942653	1.33500106673234	4.12310562561766	2.76631910922619	1.43508452528932	4.12310562561766	2.70805020110221	1.43508452528932	1.97129938306013	0.561898893949991	1.95274388863388
RO001.13.g	26	26	RO001	13	g	nat	nut def	RO001.13.g	80	15	19.1	3.7	n	80	6.11	1.718	5.171	15	20.2	3.7	y	NA	8	14.9	3.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.70136121295141	1.16315080980568	3.87298334620742	3.00568260440716	1.30833281965018	3.87298334620742	2.94968833505258	1.30833281965018	1.8099267731835	0.541160823562064	1.64306609341408
GR002.8.g	26	27	GR002	8	g	nat	nut def	GR002.8.g	80	11	13.5	2.6	n	80	6.21	0.826	2.083	10	16.5	3.4	n	NA	7	13.2	2.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.58021682959233	0.993251773010283	3.16227766016838	2.80336038090653	1.22377543162212	3.3166247903554	2.60268968544438	0.955511445027436	1.82616089594539	-0.191160505461159	0.733809162278835
BG001.22.d	26	28	BG001	22	d	nat	nut def	BG001.22.d	80	16	16.9	4	n	80	4.85	1.213	2.72	15	17.5	3.6	y	NA	11	13.2	2.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.58021682959233	1.02961941718116	3.87298334620742	2.86220088092947	1.28093384546206	4	2.82731362192903	1.38629436111989	1.57897870494939	0.193096629961913	1.00063188030791
US014.20.a	26	29	US014	20	a	inv	nut def	US014.20.a	80	18	16.1	5.4	n	80	6.09	2.17	6.204	12	16.3	4.9	y	NA	9	14	4.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.63905732961526	1.54756250871601	3.46410161513775	2.79116510781272	1.58923520511658	4.24264068711928	2.77881927199042	1.68639895357023	1.80664808172181	0.774727167552368	1.82519424531429
UA001.11.e	26	30	UA001	11	e	nat	nut def	UA001.11.e	80	13	14.9	4.3	n	80	5.3	1.371	4.284	12	22.4	4.9	y	NA	9	14.9	3.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.70136121295141	1.33500106673234	3.46410161513775	3.10906095886099	1.58923520511658	3.60555127546399	2.70136121295141	1.45861502269952	1.66770682055808	0.315540400580177	1.4548871525855
US023.26.a	26	32	US023	26	a	inv	nut def	US023.26.a	80	16	17.8	5.8	n	80	5.32	0.515	4.63	12	18.6	5.7	y	NA	9	14.4	4.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.66722820658195	1.52605630349505	3.46410161513775	2.92316158071916	1.7404661748405	4	2.87919845729804	1.75785791755237	1.67147330335355	-0.663588378318401	1.53255686809814
UA004.15.a	26	33	UA004	15	a	nat	nut def	UA004.15.a	80	19	17.8	4.6	n	80	5.89	1.242	3.751	16	18	5.1	y	NA	12	13.4	4.1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.59525470695687	1.41098697371026	4	2.89037175789616	1.62924053973028	4.35889894354067	2.87919845729804	1.52605630349505	1.7732559976635	0.216722983511287	1.32202247109975
TR005.20.e	26	34	TR005	20	e	nat	nut def	TR005.20.e	80	6	13.7	3.9	n	80	3.9	0.518	1.885	16	18	4.5	y	NA	8	11.7	2.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.45958884180371	0.955511445027436	4	2.89037175789616	1.50407739677627	2.44948974278318	2.61739583283408	1.3609765531356	1.3609765531356	-0.657780036722654	0.633927820899974
US020.27.a	26	37	US020	27	a	inv	nut def	US020.27.a	80	40	14.2	4.1	n	80	6.23	1.938	10.552	31	15	5.1	y	NA	17	13.1	3.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		4.12310562561766	2.57261223020711	1.28093384546206	5.56776436283002	2.70805020110221	1.62924053973028	6.32455532033676	2.65324196460721	1.41098697371026	1.82937633279936	0.661656513468574	2.35631541541501
RO004.12.f	26	38	RO004	12	f	nat	nut def	RO004.12.f	80	14	19	5.2	n	80	7.6	1.193	2.614	19	19.8	3.8	y	NA	14	14.7	1.9	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.68784749378469	0.641853886172395	4.35889894354067	2.98568193770049	1.33500106673234	3.74165738677394	2.94443897916644	1.64865862558738	2.02814824729229	0.176471143115779	0.96088161520203
RU003.1.c	26	40	RU003	1	c	nat	nut def	RU003.1.c	80	15	16.8	3.2	n	80	5.72	1.408	6.234	13	18.1	4.6	y	NA	11	16.1	4.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.77881927199042	1.45861502269952	3.60555127546399	2.89591193827178	1.52605630349505	3.87298334620742	2.82137888640921	1.16315080980568	1.74396880539171	0.342170257735851	1.83001818134515
UA002.15.a	26	41	UA002	15	a	nat	nut def	UA002.15.a	80	15	18.5	4.5	n	80	6.54	1.274	5.18	13	18.7	4.8	y	NA	9	14.7	4.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.68784749378469	1.50407739677627	3.60555127546399	2.92852352386054	1.56861591791385	3.87298334620742	2.91777073208428	1.50407739677627	1.87793716546911	0.242161557149972	1.64480505627139
UA008.24.a	26	44	UA008	24	a	nat	nut def	UA008.24.a	80	20	14.9	3.2	n	80	5.88	0.966	3.775	14	14.8	3.2	y	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3.74165738677394	2.69462718077007	1.16315080980568	4.47213595499958	2.70136121295141	1.16315080980568	1.77155676191054	-0.0345914447696191	1.32840038270099
US003.19.h	26	45	US003	19	h	inv	nut def	US003.19.h	80	19	9.9	3.6	n	80	4.72	0.96	2.076	10	11.5	2.9	y	NA	10	10.3	2.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.33214389523559	1.06471073699243	3.16227766016838	2.4423470353692	1.06471073699243	4.35889894354067	2.29253475714054	1.28093384546206	1.55180879959746	-0.0408219945202552	0.730442965303642
US012.28.f	26	46	US012	28	f	inv	nut def	US012.28.f	80	14	12.9	4.1	n	80	5.64	1.056	2.149	12	16	4.4	y	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3.46410161513775	2.77258872223978	1.48160454092422	3.74165738677394	2.55722731136763	1.41098697371026	1.72988406550997	0.0544881852840698	0.765002617660373
RU004.8.b	26	48	RU004	8	b	nat	nut def	RU004.8.b	80	18	10.6	2.4	n	80	4.88	0.927	2.848	14	14.5	3.5	y	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3.74165738677394	2.67414864942653	1.25276296849537	4.24264068711928	2.36085400111802	0.8754687373539	1.58514521986506	-0.0758017134162818	1.04661699354973
HU001.5.l	26	49	HU001	5	l	nat	nut def	HU001.5.l	80	24	16.1	3.9	n	80	6.27	1.23	6.81	15	15.9	3.7	y	NA	9	15.7	3.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.75366071235426	1.30833281965018	3.87298334620742	2.76631910922619	1.30833281965018	4.89897948556636	2.77881927199042	1.3609765531356	1.83577635464483	0.207014169384326	1.91839212016142
US002.5.f	27	1	US002	5	f	inv	nut def	US002.5.f	80	13	18.1	4.9	n	80	6.98	1.639	3.392	10	14	4.4	y	NA	14	13.4	2.1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.59525470695687	0.741937344729377	3.16227766016838	2.63905732961526	1.48160454092422	3.60555127546399	2.89591193827178	1.58923520511658	1.94304891677428	0.494086299761693	1.22141971792966
GR003.12.a	27	2	GR003	12	a	nat	nut def	GR003.12.a	80	13	27.1	3.2	n	80	6.33	1.29	1.821	14	16.9	2.7	y	NA	8	14.7	2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.68784749378469	0.693147180559945	3.74165738677394	2.82731362192903	0.993251773010283	3.60555127546399	3.29953372788566	1.16315080980568	1.84530023615608	0.254642218373581	0.599385800745471
BG001.17.g	27	3	BG001	17	g	nat	nut def	BG001.17.g	80	16	12.4	3.3	n	80	5.66	1.138	2.121	18	14.6	3.7	y	NA	14	13.2	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.58021682959233	0.8754687373539	4.24264068711928	2.68102152871429	1.30833281965018	4	2.51769647261099	1.19392246847243	1.73342389221509	0.129272335704139	0.751887675582545
TR001.1.b	27	6	TR001	1	b	nat	nut def	TR001.1.b	80	12	15.2	3.5	n	80	4.8	1.239	2.32	11	17.1	3.6	n	NA	10	14.6	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.68102152871429	1.09861228866811	3.3166247903554	2.83907846350861	1.28093384546206	3.46410161513775	2.72129542785223	1.25276296849537	1.56861591791385	0.214304602647005	0.841567185678219
US003.20.i	27	9	US003	20	i	inv	nut def	US003.20.i	80	14	16.6	3.1	n	80	5.96	1.805	1.863	17	18.8	5.1	y	NA	10	15	2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.70805020110221	0.693147180559945	4.12310562561766	2.9338568698359	1.62924053973028	3.74165738677394	2.8094026953625	1.1314021114911	1.78507048107726	0.590560591784844	0.622188091619451
RO004.21.j	27	10	RO004	21	j	nat	nut def	RO004.21.j	80	22	13.4	3.3	n	80	8.09	1.611	1.908	18	17.2	3.4	y	NA	10	13.3	2.3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.58776403522771	0.832909122935104	4.24264068711928	2.84490938381941	1.22377543162212	4.69041575982343	2.59525470695687	1.19392246847243	2.0906287310704	0.476855104194837	0.646055573026095
US015.17.b	27	11	US015	17	b	inv	nut def	US015.17.b	80	11	15.6	3.8	n	80	7.07	1.234	2.435	12	14.3	4.4	y	NA	10	15	3.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.70805020110221	1.3609765531356	3.46410161513775	2.66025953726586	1.48160454092422	3.3166247903554	2.74727091425549	1.33500106673234	1.95586047990848	0.210260925483196	0.889946756534553
RO005.14.f	27	12	RO005	14	f	nat	nut def	RO005.14.f	80	13	17.7	4.9	n	82	6.17	1.212	2.75	11	18.6	4.2	y	NA	9	17.2	3.1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.84490938381941	1.1314021114911	3.3166247903554	2.92316158071916	1.43508452528932	3.60555127546399	2.87356463957978	1.58923520511658	1.8196988379173	0.192271887647123	1.01160091167848
UA005.18.i	27	13	UA005	18	i	nat	nut def	UA005.18.i	80	14	15.1	4.6	n	82	5.65	1.468	2.417	14	16.4	5.5	y	NA	9	16.2	3.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.78501124223834	1.22377543162212	3.74165738677394	2.79728133483015	1.70474809223843	3.74165738677394	2.71469474382088	1.52605630349505	1.73165554515835	0.383900930192324	0.882527101721346
TR004.27.a	27	15	TR004	27	a	nat	nut def	TR004.27.a	80	10	15.7	3.2	n	82	3.75	0.663	1.02	12	16.3	4.3	y	NA	5	13	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.23606797749979	2.56494935746154	1.09861228866811	3.46410161513775	2.79116510781272	1.45861502269952	3.16227766016838	2.75366071235426	1.16315080980568	1.32175583998232	-0.410980288796275	0.0198026272961797
CA001.7.e	27	16	CA001	7	e	inv	nut def	CA001.7.e	80	15	14.4	3.1	n	82	5.67	0.963	2.624	9	14.2	4.1	y	NA	11	13.9	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.63188884013665	1.38629436111989	3	2.65324196460721	1.41098697371026	3.87298334620742	2.66722820658195	1.1314021114911	1.73518911773966	-0.0377018671840115	0.964699871081843
US022.17.d	27	18	US022	17	d	inv	nut def	US022.17.d	80	14	15.6	6.1	n	82	6.33	1.397	3.252	15	15.2	5.2	y	NA	12	13.2	2.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.58021682959233	0.916290731874155	3.87298334620742	2.72129542785223	1.64865862558738	3.74165738677394	2.74727091425549	1.80828877117927	1.84530023615608	0.334327080274825	1.17927019168556
RU003.7.b	27	19	RU003	7	b	nat	nut def	RU003.7.b	80	16	17.5	4.3	n	82	4.6	1.346	4.353	14	18.1	3.6	y	NA	12	15.4	3.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.73436750941958	1.25276296849537	3.74165738677394	2.89591193827178	1.28093384546206	4	2.86220088092947	1.45861502269952	1.52605630349505	0.297137231222536	1.47086526257016
CA008.4.c	27	20	CA008	4	c	inv	nut def	CA008.4.c	80	18	18.5	5.7	n	82	4.95	1.743	2.503	15	18.1	6.7	y	NA	14	14.6	2.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.68102152871429	0.916290731874155	3.87298334620742	2.89591193827178	1.90210752639692	4.24264068711928	2.91777073208428	1.7404661748405	1.5993875765806	0.555607766537884	0.917490012449637
US014.22.c	27	21	US014	22	c	inv	nut def	US014.22.c	80	13	18.8	4.5	n	82	5.42	1.246	2.335	11	17.7	4.8	y	NA	6	15.3	3	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.72785282839839	1.09861228866811	3.3166247903554	2.87356463957978	1.56861591791385	3.60555127546399	2.9338568698359	1.50407739677627	1.69009581545155	0.219938420365261	0.848011891120861
US001.3.f	27	22	US001	3	f	inv	nut def	US001.3.f	80	19	17.7	5.5	n	82	8.61	2.702	3.781	17	18	6.2	y	NA	14	15.8	4.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.76000994003292	1.48160454092422	4.12310562561766	2.89037175789616	1.82454929205105	4.35889894354067	2.87356463957978	1.70474809223843	2.15292431843964	0.993992239538007	1.3299885249088
RU001.7.a	27	29	RU001	7	a	nat	nut def	RU001.7.a	80	22	14.1	3.6	n	82	7.99	1.511	3.032	15	15	3.5	y	NA	9	11.5	1.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.4423470353692	0.641853886172395	3.87298334620742	2.70805020110221	1.25276296849537	4.69041575982343	2.64617479738412	1.28093384546206	2.07819075977818	0.412771683290602	1.10922246778013
GR002.13.d	27	30	GR002	13	d	nat	nut def	GR002.13.d	80	20	15.1	3.6	n	82	6.47	1.508	2.392	14	16.9	4.6	y	NA	9	13.1	3.3	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.57261223020711	1.19392246847243	3.74165738677394	2.82731362192903	1.52605630349505	4.47213595499958	2.71469474382088	1.28093384546206	1.86717610851281	0.410784269585764	0.872129836088385
US012.29.h	27	31	US012	29	h	inv	nut def	US012.29.h	80	15	14.1	4.1	n	82	6.74	1.176	2.633	12	18.5	4.5	y	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3.46410161513775	2.91777073208428	1.50407739677627	3.87298334620742	2.64617479738412	1.41098697371026	1.90805992492422	0.162118849476435	0.968123880514172
GR001.6.f	27	32	GR001	6	f	nat	nut def	GR001.6.f	80	11	16.6	4.3	n	82	5.1	1.233	3.352	8	16.6	5.2	y	NA	8	15	3.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.70805020110221	1.25276296849537	2.82842712474619	2.8094026953625	1.64865862558738	3.3166247903554	2.8094026953625	1.45861502269952	1.62924053973028	0.209450224182207	1.20955718261984
RO003.11.b	27	34	RO003	11	b	nat	nut def	RO003.11.b	80	15	12.4	2.4	n	82	4.47	1.009	3.046	13	14.5	4.8	y	NA	8	11.8	4.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.46809953147162	1.41098697371026	3.60555127546399	2.67414864942653	1.56861591791385	3.87298334620742	2.51769647261099	0.8754687373539	1.49738840862548	0.0089597413714718	1.11382925447297
RU008.17.i	27	35	RU008	17	i	nat	nut def	RU008.17.i	80	17	16.6	4.5	n	82	4.65	NA	3.934	11	15.3	2.2	y	NA	11	13.5	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.60268968544438	0.8754687373539	3.3166247903554	2.72785282839839	0.78845736036427	4.12310562561766	2.8094026953625	1.50407739677627	1.53686721959926	NA	1.36965671996687
UA004.27.f	27	36	UA004	27	f	nat	nut def	UA004.27.f	80	20	15.3	5.2	n	82	6.01	1.59	5.381	17	15.4	2.7	y	NA	14	15.5	2.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.7408400239252	0.78845736036427	4.12310562561766	2.73436750941958	0.993251773010283	4.47213595499958	2.72785282839839	1.64865862558738	1.79342474854712	0.46373401623214	1.68287423050728
UA008.18.b	27	38	UA008	18	b	nat	nut def	UA008.18.b	80	16	15.7	4	n	82	5.03	1.37	4.763	11	18.6	3.9	n	NA	8	13.1	3.7	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.57261223020711	1.30833281965018	3.3166247903554	2.92316158071916	1.3609765531356	4	2.75366071235426	1.38629436111989	1.61541998411165	0.314810739840034	1.56087772181872
UA003.6.g	27	43	UA003	6	g	nat	nut def	UA003.6.g	80	11	17.1	5.4	n	82	5.91	NA	2.136	8	18.5	6.4	y	NA	10	14.6	3.1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.68102152871429	1.1314021114911	2.82842712474619	2.91777073208428	1.85629799036563	3.3166247903554	2.83907846350861	1.68639895357023	1.77664583141801	NA	0.758934921097948
RO002.18.c	27	45	RO002	18	c	nat	nut def	RO002.18.c	80	15	15.1	3.9	n	82	5.01	0.804	2.202	NA	NA	NA	NA	NA	9	11.6	1.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.45100509811232	0.53062825106217	NA	NA	NA	3.87298334620742	2.71469474382088	1.3609765531356	1.61143591509677	-0.218156009803171	0.789366038300488
RO001.21.h	27	46	RO001	21	h	nat	nut def	RO001.21.h	80	15	12.2	3.4	n	82	3.38	1.112	3.218	15	14.1	3.2	y	NA	10	12.6	3.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.53369681395743	1.1314021114911	3.87298334620742	2.64617479738412	1.16315080980568	3.87298334620742	2.50143595173921	1.22377543162212	1.21787570949493	0.106160195828391	1.16876004857019
UA002.15.g	27	48	UA002	15	g	nat	nut def	UA002.15.g	80	16	12.2	3.2	n	82	6.74	1.159	4.392	14	16.5	3.7	y	NA	9	14.9	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.70136121295141	1.09861228866811	3.74165738677394	2.80336038090653	1.30833281965018	4	2.50143595173921	1.16315080980568	1.90805992492422	0.147557564357615	1.47978470420723
UA001.18.b	27	49	UA001	18	b	nat	nut def	UA001.18.b	80	23	13.2	4.6	y	82	5.41	1.659	4.624	18	13.6	3.8	y	NA	11	12.1	2.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.4932054526027	0.916290731874155	4.24264068711928	2.61006979274201	1.33500106673234	4.79583152331272	2.58021682959233	1.52605630349505	1.68824909285839	0.506215011208307	1.53126013137008
HU001.14.c	27	50	HU001	14	c	nat	nut def	HU001.14.c	80	17	16.8	4.2	n	82	4.82	1.292	3.531	18	17	4.7	y	NA	13	11.5	4.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.4423470353692	1.43508452528932	4.24264068711928	2.83321334405622	1.54756250871601	4.12310562561766	2.82137888640921	1.43508452528932	1.57277392806251	0.25619140536041	1.26158111694625
RO002.22.a	36	1	RO002	22	a	nat	nut def	RO002.22.a	75	18	12.7	4.5	n	77	4.73	1.229	2.519	15	14	5.9	y	NA	10	13	4.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.56494935746154	1.50407739677627	3.87298334620742	2.63905732961526	1.77495235091167	4.24264068711928	2.54160199346455	1.50407739677627	1.55392520250384	0.206200830583898	0.923861997370473
US003.6.b	36	4	US003	6	b	inv	nut def	US003.6.b	75	9	17.2	5.4	n	77	4.57	1.015	1.757	11	21.4	6.1	y	NA	7	17.5	5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.86220088092947	1.6094379124341	3.3166247903554	3.06339092202781	1.80828877117927	3	2.84490938381941	1.68639895357023	1.51951320490611	0.0148886124937506	0.56360780920496
TR005.18.g	36	5	TR005	18	g	nat	nut def	TR005.18.g	75	5	20.1	3.9	n	77	4.37	0.588	0.64	11	21.7	4.6	y	NA	9	14	4.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.63905732961526	1.50407739677627	3.3166247903554	3.07731226054641	1.52605630349505	2.23606797749979	3.00071981506503	1.3609765531356	1.4747630091075	-0.53102833108351	-0.446287102628419
US014.20.b	36	6	US014	20	b	inv	nut def	US014.20.b	75	13	17.3	3.8	n	77	5.41	1.354	3.135	12	17.4	4.6	y	NA	8	15	4.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.70805020110221	1.50407739677627	3.46410161513775	2.85647020622048	1.52605630349505	3.60555127546399	2.85070650150373	1.33500106673234	1.68824909285839	0.303063174490083	1.14262917408488
UA008.13.j	36	7	UA008	13	j	nat	nut def	UA008.13.j	75	9	20.1	5.7	n	77	3.99	0.763	1.84	9	20.5	4.2	y	NA	8	16.5	4.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.80336038090653	1.50407739677627	3	3.02042488614436	1.43508452528932	3	3.00071981506503	1.7404661748405	1.38379123090177	-0.27049724769768	0.609765571620894
UA004.5.d	36	8	UA004	5	d	nat	nut def	UA004.5.d	75	24	18.1	5.3	n	77	8.11	1.827	5.85	18	18.2	4.2	y	NA	13	14	5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.63905732961526	1.6094379124341	4.24264068711928	2.90142159408275	1.43508452528932	4.89897948556636	2.89591193827178	1.66770682055808	2.09309786812732	0.60267527739587	1.76644166124377
RU008.19.i	36	9	RU008	19	i	nat	nut def	RU008.19.i	75	13	13.8	4.9	n	77	7.14	1.901	6.781	17	16.6	4.1	y	NA	15	15.7	4.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.87298334620742	2.75366071235426	1.50407739677627	4.12310562561766	2.8094026953625	1.41098697371026	3.60555127546399	2.62466859216316	1.58923520511658	1.96571277635149	0.642380063506292	1.91412458370171
US020.42.d	36	10	US020	42	d	inv	nut def	US020.42.d	75	11	17.5	4	n	77	5.11	0.956	3.731	12	17.3	3.9	y	NA	7	14.5	4.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.67414864942653	1.50407739677627	3.46410161513775	2.85070650150373	1.3609765531356	3.3166247903554	2.86220088092947	1.38629436111989	1.63119940421561	-0.0449973659307358	1.31667629423902
CA001.3.a	36	11	CA001	3	a	inv	nut def	CA001.3.a	75	21	19.7	5.6	n	77	5.71	1.918	4.702	15	21	6.2	y	NA	14	15.5	5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.7408400239252	1.6094379124341	3.87298334620742	3.04452243772342	1.82454929205105	4.58257569495584	2.98061863574394	1.7227665977411	1.74221902366792	0.651282976461246	1.54798795011788
BG001.17.b	36	13	BG001	17	b	nat	nut def	BG001.17.b	75	15	16.2	4	n	77	6.31	1.275	3.38	17	16.8	4.6	y	NA	11	13	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.56494935746154	1.25276296849537	4.12310562561766	2.82137888640921	1.52605630349505	3.87298334620742	2.78501124223834	1.38629436111989	1.84213567655312	0.242946178610389	1.21787570949493
GR002.25.a	36	14	GR002	25	a	nat	nut def	GR002.25.a	75	12	18	4.2	n	77	5.64	1.023	3.543	12	18	4.2	y	NA	12	12.5	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.52572864430826	1.09861228866811	3.46410161513775	2.89037175789616	1.43508452528932	3.46410161513775	2.89037175789616	1.43508452528932	1.72988406550997	0.0227394869694893	1.26497382588333
HU001.5.c	36	16	HU001	5	c	nat	nut def	HU001.5.c	77	19	19.1	4.7	n	77	5.66	1.294	2.635	16	19.2	4.4	y	NA	14	17.3	4.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.85070650150373	1.50407739677627	4	2.95491027903374	1.48160454092422	4.35889894354067	2.94968833505258	1.54756250871601	1.73342389221509	0.257738196078709	0.968883181993326
