Rack	Pos	PopID	Mom	Indiv	Origin	LfCount1	LfLgth1	LfWdth1	ID	LfLgth1.log	LfWdth1.log	LfCount1.sq
BG001.16.c	15	5	BG001	16	c	nat	16	10.2	2.7	BG001.16.c	2.32238772029023	0.993251773010283	4
TR005.18.b	15	6	TR005	18	b	nat	6	10.3	3.4	TR005.18.b	2.33214389523559	1.22377543162212	2.44948974278318
HU001.24.g	15	7	HU001	24	g	nat	12	16.1	4.7	HU001.24.g	2.77881927199042	1.54756250871601	3.46410161513775
UA003.9A.e	15	11	UA003	9A	e	nat	10	16	3.5	UA003.9A.e	2.77258872223978	1.25276296849537	3.16227766016838
TR003.2.d	15	12	TR003	2	d	nat	8	9.6	2.3	TR003.2.d	2.26176309847379	0.832909122935104	2.82842712474619
UA002.18.a	15	13	UA002	18	a	nat	10	16.6	3.6	UA002.18.a	2.8094026953625	1.28093384546206	3.16227766016838
RO001.21.c	15	14	RO001	21	c	nat	10	12.8	1.8	RO001.21.c	2.54944517092557	0.587786664902119	3.16227766016838
GR001.24.a	15	19	GR001	24	a	nat	7	14.2	3.2	GR001.24.a	2.65324196460721	1.16315080980568	2.64575131106459
GR002.8.c	15	20	GR002	8	c	nat	11	9.8	2.6	GR002.8.c	2.28238238567653	0.955511445027436	3.3166247903554
US015.2.a	15	21	US015	2	a	inv	9	11.5	3.1	US015.2.a	2.4423470353692	1.1314021114911	3
RO002.13.c	15	22	RO002	13	c	nat	9	10.6	3.2	RO002.13.c	2.36085400111802	1.16315080980568	3
RU005.5.g	15	23	RU005	5	g	nat	14	12.6	3	RU005.5.g	2.53369681395743	1.09861228866811	3.74165738677394
RO005.17.h	15	25	RO005	17	h	nat	11	12.5	3	RO005.17.h	2.52572864430826	1.09861228866811	3.3166247903554
US003.6.e	15	27	US003	6	e	inv	8	8.9	3	US003.6.e	2.18605127673809	1.09861228866811	2.82842712474619
RU001.10.d	15	28	RU001	10	d	nat	7	12.3	2.3	RU001.10.d	2.50959926237837	0.832909122935104	2.64575131106459
US014.16.l	15	30	US014	16	l	inv	9	13.9	2.6	US014.16.l	2.63188884013665	0.955511445027436	3
UA001.18.c	15	31	UA001	18	c	nat	12	14.2	2.2	UA001.18.c	2.65324196460721	0.78845736036427	3.46410161513775
RO003.4.f	15	32	RO003	4	f	nat	13	13.2	3.2	RO003.4.f	2.58021682959233	1.16315080980568	3.60555127546399
GR003.9.e	15	33	GR003	9	e	nat	9	16.7	3.7	GR003.9.e	2.81540871942271	1.30833281965018	3
RO004.3.f	15	34	RO004	3	f	nat	10	16	3.6	RO004.3.f	2.77258872223978	1.28093384546206	3.16227766016838
TR001.12.b	15	35	TR001	12	b	nat	11	15.2	3.5	TR001.12.b	2.72129542785223	1.25276296849537	3.3166247903554
US002.5.a	15	38	US002	5	a	inv	11	13.6	2.9	US002.5.a	2.61006979274201	1.06471073699243	3.3166247903554
US001.14.m	15	39	US001	14	m	inv	12	15.5	4.2	US001.14.m	2.7408400239252	1.43508452528932	3.46410161513775
RU003.3.e	15	41	RU003	3	e	nat	14	9.3	1.7	RU003.3.e	2.23001440015921	0.53062825106217	3.74165738677394
RU008.16.j	15	42	RU008	16	j	nat	12	12.3	3.2	RU008.16.j	2.50959926237837	1.16315080980568	3.46410161513775
UA005.15.d	15	44	UA005	15	d	nat	7	11.8	1.7	UA005.15.d	2.46809953147162	0.53062825106217	2.64575131106459
CA001.2.h	15	46	CA001	2	h	inv	11	10.4	2.8	CA001.2.h	2.34180580614733	1.02961941718116	3.3166247903554
US026.15.b	15	48	US026	15	b	inv	10	14.4	2.3	US026.15.b	2.66722820658195	0.832909122935104	3.16227766016838
GR001.28.h	16	3	GR001	28	h	nat	9	16.6	3.5	GR001.28.h	2.8094026953625	1.25276296849537	3
RO004.13.b	16	4	RO004	13	b	nat	9	13.7	3.6	RO004.13.b	2.61739583283408	1.28093384546206	3
TR003.24.b	16	5	TR003	24	b	nat	7	8.1	1.3	TR003.24.b	2.09186406167839	0.262364264467491	2.64575131106459
RO001.6.j	16	6	RO001	6	j	nat	12	15.5	3.2	RO001.6.j	2.7408400239252	1.16315080980568	3.46410161513775
BG001.25.h	16	8	BG001	25	h	nat	13	11.2	2.9	BG001.25.h	2.41591377830105	1.06471073699243	3.60555127546399
UA001.25.f	16	9	UA001	25	f	nat	13	9.5	1.8	UA001.25.f	2.2512917986065	0.587786664902119	3.60555127546399
GR003.10.b	16	12	GR003	10	b	nat	8	13.7	3.7	GR003.10.b	2.61739583283408	1.30833281965018	2.82842712474619
RO002.12.o	16	13	RO002	12	o	nat	10	11.6	2	RO002.12.o	2.45100509811232	0.693147180559945	3.16227766016838
US011.8.g	16	14	US011	8	g	inv	11	14.9	5.5	US011.8.g	2.70136121295141	1.70474809223843	3.3166247903554
TR001.24.i	16	15	TR001	24	i	nat	8	17	3.1	TR001.24.i	2.83321334405622	1.1314021114911	2.82842712474619
UA004.18.b	16	16	UA004	18	b	nat	13	14.8	2.3	UA004.18.b	2.69462718077007	0.832909122935104	3.60555127546399
RU004.8.a	16	17	RU004	8	a	nat	8	13.1	2.1	RU004.8.a	2.57261223020711	0.741937344729377	2.82842712474619
CA001.3.j	16	18	CA001	3	j	inv	13	17.3	3.7	CA001.3.j	2.85070650150373	1.30833281965018	3.60555127546399
RU003.3.b	16	19	RU003	3	b	nat	12	12.8	2.5	RU003.3.b	2.54944517092557	0.916290731874155	3.46410161513775
US026.24.i	16	20	US026	24	i	inv	4	8	1.2	US026.24.i	2.07944154167984	0.182321556793955	2
US003.19.e	16	22	US003	19	e	inv	11	10.3	2.5	US003.19.e	2.33214389523559	0.916290731874155	3.3166247903554
TR005.18.a	16	25	TR005	18	a	nat	10	10.5	3.1	TR005.18.a	2.35137525716348	1.1314021114911	3.16227766016838
UA006.14.i	16	28	UA006	14	i	nat	12	16.8	2.6	UA006.14.i	2.82137888640921	0.955511445027436	3.46410161513775
US021.8.d	16	30	US021	8	d	inv	8	15.9	3.9	US021.8.d	2.76631910922619	1.3609765531356	2.82842712474619
US001.14.a	16	32	US001	14	a	inv	13	15.2	3.3	US001.14.a	2.72129542785223	1.19392246847243	3.60555127546399
CA008.2.d	16	33	CA008	2	d	inv	10	14.2	2.6	CA008.2.d	2.65324196460721	0.955511445027436	3.16227766016838
RO003.9.f	16	34	RO003	9	f	nat	8	13.6	2.7	RO003.9.f	2.61006979274201	0.993251773010283	2.82842712474619
RU001.10.e	16	36	RU001	10	e	nat	7	10	1.5	RU001.10.e	2.30258509299405	0.405465108108164	2.64575131106459
US002.17.c	16	37	US002	17	c	inv	17	16.2	4.6	US002.17.c	2.78501124223834	1.52605630349505	4.12310562561766
HU001.14.h	16	39	HU001	14	h	nat	11	15.6	4.9	HU001.14.h	2.74727091425549	1.58923520511658	3.3166247903554
US020.42.b	16	40	US020	42	b	inv	10	15	3.1	US020.42.b	2.70805020110221	1.1314021114911	3.16227766016838
UA005.18.e	16	41	UA005	18	e	nat	10	12.9	2.6	UA005.18.e	2.55722731136763	0.955511445027436	3.16227766016838
RU008.18.c	16	43	RU008	18	c	nat	12	13.1	2.5	RU008.18.c	2.57261223020711	0.916290731874155	3.46410161513775
RO005.15.c	16	44	RO005	15	c	nat	9	12.9	2.8	RO005.15.c	2.55722731136763	1.02961941718116	3
US014.16.c	16	46	US014	16	c	inv	10	15.4	5.3	US014.16.c	2.73436750941958	1.66770682055808	3.16227766016838
US015.3.a	16	47	US015	3	a	inv	13	14	2.9	US015.3.a	2.63905732961526	1.06471073699243	3.60555127546399
UA003.6.j	16	48	UA003	6	j	nat	9	13.5	3.7	UA003.6.j	2.60268968544438	1.30833281965018	3
TR004.18.g	16	49	TR004	18	g	nat	8	11.8	3.3	TR004.18.g	2.46809953147162	1.19392246847243	2.82842712474619
US023.34.a	16	50	US023	34	a	inv	8	14.1	4.7	US023.34.a	2.64617479738412	1.54756250871601	2.82842712474619
US022.41.b	17	2	US022	41	b	inv	14	14.3	3.1	US022.41.b	2.66025953726586	1.1314021114911	3.74165738677394
RO005.17.a	17	3	RO005	17	a	nat	8	8.3	2.6	RO005.17.a	2.11625551480255	0.955511445027436	2.82842712474619
GR003.17.g	17	5	GR003	17	g	nat	8	16.4	2.2	GR003.17.g	2.79728133483015	0.78845736036427	2.82842712474619
RO004.3.b	17	6	RO004	3	b	nat	12	15	3.5	RO004.3.b	2.70805020110221	1.25276296849537	3.46410161513775
RU005.3.b	17	8	RU005	3	b	nat	12	12.3	3.2	RU005.3.b	2.50959926237837	1.16315080980568	3.46410161513775
US020.12.c	17	10	US020	12	c	inv	11	13.1	3	US020.12.c	2.57261223020711	1.09861228866811	3.3166247903554
UA006.24.a	17	11	UA006	24	a	nat	9	13.4	2.2	UA006.24.a	2.59525470695687	0.78845736036427	3
TR003.15.f	17	13	TR003	15	f	nat	9	18.5	2.8	TR003.15.f	2.91777073208428	1.02961941718116	3
RO003.21.c	17	14	RO003	21	c	nat	9	17.8	4	RO003.21.c	2.87919845729804	1.38629436111989	3
UA002.14.b	17	15	UA002	14	b	nat	13	15.7	3.6	UA002.14.b	2.75366071235426	1.28093384546206	3.60555127546399
CA008.4.d	17	16	CA008	4	d	inv	12	12.7	3.6	CA008.4.d	2.54160199346455	1.28093384546206	3.46410161513775
CA001.7.j	17	17	CA001	7	j	inv	10	17.4	4.7	CA001.7.j	2.85647020622048	1.54756250871601	3.16227766016838
RO001.21.b	17	20	RO001	21	b	nat	5	8	1.2	RO001.21.b	2.07944154167984	0.182321556793955	2.23606797749979
UA001.11.b	17	22	UA001	11	b	nat	10	11.7	3.4	UA001.11.b	2.45958884180371	1.22377543162212	3.16227766016838
US015.15.h	17	24	US015	15	h	inv	11	13.5	3.3	US015.15.h	2.60268968544438	1.19392246847243	3.3166247903554
US003.6.d	17	25	US003	6	d	inv	9	14.6	4	US003.6.d	2.68102152871429	1.38629436111989	3
US014.17.i	17	27	US014	17	i	inv	6	12.3	2.4	US014.17.i	2.50959926237837	0.8754687373539	2.44948974278318
HU001.14.m	17	28	HU001	14	m	nat	9	17	4.1	HU001.14.m	2.83321334405622	1.41098697371026	3
US002.22.j	17	29	US002	22	j	inv	17	14.7	3.4	US002.22.j	2.68784749378469	1.22377543162212	4.12310562561766
US026.24.h	17	31	US026	24	h	inv	3	9.1	1.7	US026.24.h	2.2082744135228	0.53062825106217	1.73205080756888
US012.28.a	17	35	US012	28	a	inv	7	15.7	3.5	US012.28.a	2.75366071235426	1.25276296849537	2.64575131106459
RU002.5.b	17	36	RU002	5	b	nat	11	13.4	3.3	RU002.5.b	2.59525470695687	1.19392246847243	3.3166247903554
UA004.27.d	17	38	UA004	27	d	nat	18	14.6	3.2	UA004.27.d	2.68102152871429	1.16315080980568	4.24264068711928
UA003.8.f	17	39	UA003	8	f	nat	7	12.9	1.6	UA003.8.f	2.55722731136763	0.470003629245736	2.64575131106459
US001.22.f	17	41	US001	22	f	inv	10	13.7	2.7	US001.22.f	2.61739583283408	0.993251773010283	3.16227766016838
TR001.10.i	17	43	TR001	10	i	nat	7	18.6	4.3	TR001.10.i	2.92316158071916	1.45861502269952	2.64575131106459
GR002.25.e	17	44	GR002	25	e	nat	11	11.8	2.3	GR002.25.e	2.46809953147162	0.832909122935104	3.3166247903554
TR005.18.n	17	45	TR005	18	n	nat	7	7.9	2	TR005.18.n	2.06686275947298	0.693147180559945	2.64575131106459
GR001.14.f	17	46	GR001	14	f	nat	10	14.8	3	GR001.14.f	2.69462718077007	1.09861228866811	3.16227766016838
BG001.16.h	17	48	BG001	16	h	nat	14	13.2	4.1	BG001.16.h	2.58021682959233	1.41098697371026	3.74165738677394
RO002.13.a	17	49	RO002	13	a	nat	6	8.4	1.3	RO002.13.a	2.12823170584927	0.262364264467491	2.44948974278318
RU008.19.c	17	50	RU008	19	c	nat	12	10.1	2.5	RU008.19.c	2.31253542384721	0.916290731874155	3.46410161513775
UA005.15.c	18	1	UA005	15	c	nat	7	10.6	2.1	UA005.15.c	2.36085400111802	0.741937344729377	2.64575131106459
UA001.18.f	18	2	UA001	18	f	nat	10	7.9	2.4	UA001.18.f	2.06686275947298	0.8754687373539	3.16227766016838
US003.27.j	18	4	US003	27	j	inv	10	15.4	3.5	US003.27.j	2.73436750941958	1.25276296849537	3.16227766016838
GR002.8.j	18	7	GR002	8	j	nat	10	13.8	2.9	GR002.8.j	2.62466859216316	1.06471073699243	3.16227766016838
UA004.5.e	18	8	UA004	5	e	nat	16	13.5	3	UA004.5.e	2.60268968544438	1.09861228866811	4
RO004.20.g	18	9	RO004	20	g	nat	11	9.2	2.1	RO004.20.g	2.21920348405499	0.741937344729377	3.3166247903554
CA001.2.b	18	10	CA001	2	b	inv	12	13.9	4.2	CA001.2.b	2.63188884013665	1.43508452528932	3.46410161513775
RU008.18.f	18	13	RU008	18	f	nat	12	10.4	2.6	RU008.18.f	2.34180580614733	0.955511445027436	3.46410161513775
HU001.28.e	18	14	HU001	28	e	nat	12	12.5	4.4	HU001.28.e	2.52572864430826	1.48160454092422	3.46410161513775
TR001.12.g	18	16	TR001	12	g	nat	14	12.2	3.5	TR001.12.g	2.50143595173921	1.25276296849537	3.74165738677394
CA007.2.d	18	17	CA007	2	d	inv	10	13.2	3.1	CA007.2.d	2.58021682959233	1.1314021114911	3.16227766016838
US001.22.a	18	18	US001	22	a	inv	12	13.4	2.6	US001.22.a	2.59525470695687	0.955511445027436	3.46410161513775
UA002.13.c	18	21	UA002	13	c	nat	9	10	4.1	UA002.13.c	2.30258509299405	1.41098697371026	3
BG001.17.d	18	23	BG001	17	d	nat	12	9.5	2.4	BG001.17.d	2.2512917986065	0.8754687373539	3.46410161513775
RO002.15.b	18	26	RO002	15	b	nat	12	14.6	3.1	RO002.15.b	2.68102152871429	1.1314021114911	3.46410161513775
RU001.7.c	18	30	RU001	7	c	nat	11	15.6	5.1	RU001.7.c	2.74727091425549	1.62924053973028	3.3166247903554
RO005.15.h	18	31	RO005	15	h	nat	8	11	2.4	RO005.15.h	2.39789527279837	0.8754687373539	2.82842712474619
US002.17.a	18	33	US002	17	a	inv	14	16.1	3.2	US002.17.a	2.77881927199042	1.16315080980568	3.74165738677394
RO001.12.e	18	34	RO001	12	e	nat	11	16.6	3.4	RO001.12.e	2.8094026953625	1.22377543162212	3.3166247903554
UA008.25.d	18	35	UA008	25	d	nat	6	11	1.2	UA008.25.d	2.39789527279837	0.182321556793955	2.44948974278318
UA003.7A.i	18	36	UA003	7A	i	nat	14	19.6	4.8	UA003.7A.i	2.97552956623647	1.56861591791385	3.74165738677394
GR003.10.e	18	37	GR003	10	e	nat	11	16.7	4	GR003.10.e	2.81540871942271	1.38629436111989	3.3166247903554
US015.15.d	18	39	US015	15	d	inv	8	13.5	2.9	US015.15.d	2.60268968544438	1.06471073699243	2.82842712474619
CA008.5.i	18	40	CA008	5	i	inv	12	12.5	1.3	CA008.5.i	2.52572864430826	0.262364264467491	3.46410161513775
US022.41.a	18	41	US022	41	a	inv	11	13.3	2.2	US022.41.a	2.58776403522771	0.78845736036427	3.3166247903554
US013.23.b	18	42	US013	23	b	inv	4	10	1.5	US013.23.b	2.30258509299405	0.405465108108164	2
TR005.9.f	18	43	TR005	9	f	nat	3	4.4	0.4	TR005.9.f	1.48160454092422	-0.916290731874155	1.73205080756888
US026.15.d	18	44	US026	15	d	inv	5	12.7	1.5	US026.15.d	2.54160199346455	0.405465108108164	2.23606797749979
US018.11.c	18	45	US018	11	c	inv	7	7.3	1.6	US018.11.c	1.98787434815435	0.470003629245736	2.64575131106459
RO003.11.h	18	47	RO003	11	h	nat	8	14.4	2.8	RO003.11.h	2.66722820658195	1.02961941718116	2.82842712474619
US014.16.m	18	48	US014	16	m	inv	6	12.5	2.1	US014.16.m	2.52572864430826	0.741937344729377	2.44948974278318
UA006.10.b	18	49	UA006	10	b	nat	12	14.8	3.1	UA006.10.b	2.69462718077007	1.1314021114911	3.46410161513775
US002.17.f	19	2	US002	17	f	inv	12	15	2.9	US002.17.f	2.70805020110221	1.06471073699243	3.46410161513775
US023.34.c	19	3	US023	34	c	inv	9	13.2	3.9	US023.34.c	2.58021682959233	1.3609765531356	3
UA008.18.g	19	4	UA008	18	g	nat	6	11	2.1	UA008.18.g	2.39789527279837	0.741937344729377	2.44948974278318
US015.15.a	19	5	US015	15	a	inv	11	14.7	1.9	US015.15.a	2.68784749378469	0.641853886172395	3.3166247903554
RO003.15.f	19	8	RO003	15	f	nat	12	12.1	2.7	RO003.15.f	2.4932054526027	0.993251773010283	3.46410161513775
RO004.3.c	19	9	RO004	3	c	nat	11	13.3	2.6	RO004.3.c	2.58776403522771	0.955511445027436	3.3166247903554
RO005.15.b	19	10	RO005	15	b	nat	9	13	2.5	RO005.15.b	2.56494935746154	0.916290731874155	3
UA004.7.c	19	11	UA004	7	c	nat	13	13.8	4.6	UA004.7.c	2.62466859216316	1.52605630349505	3.60555127546399
RO001.21.j	19	13	RO001	21	j	nat	10	11.4	2.1	RO001.21.j	2.43361335540045	0.741937344729377	3.16227766016838
TR001.24.b	19	14	TR001	24	b	nat	6	15.8	2.7	TR001.24.b	2.76000994003292	0.993251773010283	2.44948974278318
UA003.7A.b	19	16	UA003	7A	b	nat	11	15.5	4.2	UA003.7A.b	2.7408400239252	1.43508452528932	3.3166247903554
CA001.3.d	19	19	CA001	3	d	inv	13	15.1	3.9	CA001.3.d	2.71469474382088	1.3609765531356	3.60555127546399
US026.24.b	19	21	US026	24	b	inv	5	11.5	1.3	US026.24.b	2.4423470353692	0.262364264467491	2.23606797749979
RU001.2.c	19	23	RU001	2	c	nat	12	10	3.6	RU001.2.c	2.30258509299405	1.28093384546206	3.46410161513775
UA002.18.b	19	26	UA002	18	b	nat	10	17.4	4.2	UA002.18.b	2.85647020622048	1.43508452528932	3.16227766016838
CA008.4.a	19	27	CA008	4	a	inv	13	14.5	2.5	CA008.4.a	2.67414864942653	0.916290731874155	3.60555127546399
RU008.18.j	19	28	RU008	18	j	nat	11	13	2.9	RU008.18.j	2.56494935746154	1.06471073699243	3.3166247903554
HU001.24.k	19	30	HU001	24	k	nat	12	17.2	4	HU001.24.k	2.84490938381941	1.38629436111989	3.46410161513775
US014.17.e	19	32	US014	17	e	inv	7	14.6	3.2	US014.17.e	2.68102152871429	1.16315080980568	2.64575131106459
GR003.10.h	19	34	GR003	10	h	nat	7	15.3	3.5	GR003.10.h	2.72785282839839	1.25276296849537	2.64575131106459
TR003.24.a	19	35	TR003	24	a	nat	7	7.6	2.6	TR003.24.a	2.02814824729229	0.955511445027436	2.64575131106459
US003.6.c	19	36	US003	6	c	inv	10	13.9	2.2	US003.6.c	2.63188884013665	0.78845736036427	3.16227766016838
UA005.7.c	19	38	UA005	7	c	nat	9	16	4.5	UA005.7.c	2.77258872223978	1.50407739677627	3
UA001.18.g	19	39	UA001	18	g	nat	11	14	4.6	UA001.18.g	2.63905732961526	1.52605630349505	3.3166247903554
BG001.25.d	19	40	BG001	25	d	nat	12	12.1	3.2	BG001.25.d	2.4932054526027	1.16315080980568	3.46410161513775
UA007.19.c	19	42	UA007	19	c	nat	4	8.5	1	UA007.19.c	2.14006616349627	0	2
US001.22.i	19	46	US001	22	i	inv	12	10.8	2.3	US001.22.i	2.37954613413017	0.832909122935104	3.46410161513775
RO002.22.g	19	47	RO002	22	g	nat	10	12.4	2.4	RO002.22.g	2.51769647261099	0.8754687373539	3.16227766016838
CA007.2.c	19	48	CA007	2	c	inv	13	10.1	2.1	CA007.2.c	2.31253542384721	0.741937344729377	3.60555127546399
TR004.8.e	20	1	TR004	8	e	nat	10	11.2	3	TR004.8.e	2.41591377830105	1.09861228866811	3.16227766016838
CA007.2.b	20	5	CA007	2	b	inv	10	13	3	CA007.2.b	2.56494935746154	1.09861228866811	3.16227766016838
GR001.26.i	20	6	GR001	26	i	nat	6	12.3	1.4	GR001.26.i	2.50959926237837	0.336472236621213	2.44948974278318
RO004.21.h	20	7	RO004	21	h	nat	12	14	3.2	RO004.21.h	2.63905732961526	1.16315080980568	3.46410161513775
RU002.5.c	20	8	RU002	5	c	nat	10	11.1	3.2	RU002.5.c	2.40694510831829	1.16315080980568	3.16227766016838
RO001.13.c	20	12	RO001	13	c	nat	12	12.5	3.1	RO001.13.c	2.52572864430826	1.1314021114911	3.46410161513775
UA005.3.c	20	16	UA005	3	c	nat	9	18.2	4.4	UA005.3.c	2.90142159408275	1.48160454092422	3
RU008.21.f	20	18	RU008	21	f	nat	13	21.2	4	RU008.21.f	3.05400118167797	1.38629436111989	3.60555127546399
US015.2.d	20	19	US015	2	d	inv	10	15	5.2	US015.2.d	2.70805020110221	1.64865862558738	3.16227766016838
CA001.7.b	20	20	CA001	7	b	inv	10	20.8	5.3	CA001.7.b	3.03495298670727	1.66770682055808	3.16227766016838
RO005.14.d	20	21	RO005	14	d	nat	9	13.9	3.8	RO005.14.d	2.63188884013665	1.33500106673234	3
UA001.19.a	20	23	UA001	19	a	nat	7	11.1	4.2	UA001.19.a	2.40694510831829	1.43508452528932	2.64575131106459
RO002.18.e	20	24	RO002	18	e	nat	6	10.6	2.4	RO002.18.e	2.36085400111802	0.8754687373539	2.44948974278318
GR002.2.c	20	26	GR002	2	c	nat	11	16.4	3.3	GR002.2.c	2.79728133483015	1.19392246847243	3.3166247903554
US001.3.b	20	27	US001	3	b	inv	12	15.3	3	US001.3.b	2.72785282839839	1.09861228866811	3.46410161513775
US003.28.i	20	28	US003	28	i	inv	10	17.3	4.8	US003.28.i	2.85070650150373	1.56861591791385	3.16227766016838
RO003.4.d	20	30	RO003	4	d	nat	10	12.7	3.4	RO003.4.d	2.54160199346455	1.22377543162212	3.16227766016838
RU003.7.a	20	31	RU003	7	a	nat	7	12.9	3	RU003.7.a	2.55722731136763	1.09861228866811	2.64575131106459
US022.17.f	20	32	US022	17	f	inv	14	11.8	2.5	US022.17.f	2.46809953147162	0.916290731874155	3.74165738677394
UA007.20.d	20	34	UA007	20	d	nat	6	13.6	2.2	UA007.20.d	2.61006979274201	0.78845736036427	2.44948974278318
UA004.18.d	20	36	UA004	18	d	nat	11	15	3.2	UA004.18.d	2.70805020110221	1.16315080980568	3.3166247903554
UA003.11A.f	20	37	UA003	11A	f	nat	10	17.1	3.5	UA003.11A.f	2.83907846350861	1.25276296849537	3.16227766016838
BG001.17.c	20	38	BG001	17	c	nat	11	13	3.3	BG001.17.c	2.56494935746154	1.19392246847243	3.3166247903554
RU004.7.e	20	40	RU004	7	e	nat	11	12	2.1	RU004.7.e	2.484906649788	0.741937344729377	3.3166247903554
GR003.9.i	20	41	GR003	9	i	nat	8	17	4.2	GR003.9.i	2.83321334405622	1.43508452528932	2.82842712474619
US023.41.f	20	42	US023	41	f	inv	12	13.8	2	US023.41.f	2.62466859216316	0.693147180559945	3.46410161513775
TR001.1.h	20	43	TR001	1	h	nat	12	16.2	2.8	TR001.1.h	2.78501124223834	1.02961941718116	3.46410161513775
US014.22.f	20	44	US014	22	f	inv	9	16	4.7	US014.22.f	2.77258872223978	1.54756250871601	3
RU001.6.b	20	45	RU001	6	b	nat	12	15.3	3.9	RU001.6.b	2.72785282839839	1.3609765531356	3.46410161513775
US002.1.d	20	47	US002	1	d	inv	13	15.3	2.9	US002.1.d	2.72785282839839	1.06471073699243	3.60555127546399
TR003.14.d	20	48	TR003	14	d	nat	9	11.4	2.8	TR003.14.d	2.43361335540045	1.02961941718116	3
HU001.13.e	20	49	HU001	13	e	nat	8	14	3.1	HU001.13.e	2.63905732961526	1.1314021114911	2.82842712474619
TR005.18.m	21	1	TR005	18	m	nat	7	11.7	3.3	TR005.18.m	2.45958884180371	1.19392246847243	2.64575131106459
TR003.2.c	21	3	TR003	2	c	nat	6	10.2	1.8	TR003.2.c	2.32238772029023	0.587786664902119	2.44948974278318
GR001.6.a	21	4	GR001	6	a	nat	5	12.5	1.1	GR001.6.a	2.52572864430826	0.0953101798043249	2.23606797749979
US014.17.c	21	5	US014	17	c	inv	9	16.2	4.3	US014.17.c	2.78501124223834	1.45861502269952	3
RU001.7.e	21	7	RU001	7	e	nat	9	14.2	4.2	RU001.7.e	2.65324196460721	1.43508452528932	3
RO005.23.b	21	8	RO005	23	b	nat	11	17.6	4.4	RO005.23.b	2.86789890204411	1.48160454092422	3.3166247903554
RO003.11.a	21	10	RO003	11	a	nat	7	9.5	3.2	RO003.11.a	2.2512917986065	1.16315080980568	2.64575131106459
UA003.6.c	21	11	UA003	6	c	nat	9	19.7	5.1	UA003.6.c	2.98061863574394	1.62924053973028	3
HU001.24.d	21	12	HU001	24	d	nat	9	14.6	4.5	HU001.24.d	2.68102152871429	1.50407739677627	3
GR003.12.g	21	15	GR003	12	g	nat	8	15.6	1.2	GR003.12.g	2.74727091425549	0.182321556793955	2.82842712474619
UA004.18.f	21	16	UA004	18	f	nat	15	14.6	3.3	UA004.18.f	2.68102152871429	1.19392246847243	3.87298334620742
RU008.17.b	21	17	RU008	17	b	nat	11	13.6	3.2	RU008.17.b	2.61006979274201	1.16315080980568	3.3166247903554
GR002.8.f	21	20	GR002	8	f	nat	10	10.6	4	GR002.8.f	2.36085400111802	1.38629436111989	3.16227766016838
RU002.7.a	21	21	RU002	7	a	nat	4	12.6	1.7	RU002.7.a	2.53369681395743	0.53062825106217	2
UA001.25.e	21	22	UA001	25	e	nat	14	13.2	3.6	UA001.25.e	2.58021682959233	1.28093384546206	3.74165738677394
UA005.18.a	21	25	UA005	18	a	nat	12	17.5	3.1	UA005.18.a	2.86220088092947	1.1314021114911	3.46410161513775
TR004.8.d	21	27	TR004	8	d	nat	8	13.8	2.2	TR004.8.d	2.62466859216316	0.78845736036427	2.82842712474619
CA008.4.e	21	28	CA008	4	e	inv	12	11.2	3	CA008.4.e	2.41591377830105	1.09861228866811	3.46410161513775
UA008.24.a	21	29	UA008	24	a	nat	6	9.8	1.6	UA008.24.a	2.28238238567653	0.470003629245736	2.44948974278318
BG001.17.a	21	31	BG001	17	a	nat	11	12.9	3.1	BG001.17.a	2.55722731136763	1.1314021114911	3.3166247903554
RO001.12.d	21	33	RO001	12	d	nat	10	19	4.1	RO001.12.d	2.94443897916644	1.41098697371026	3.16227766016838
US001.22.g	21	35	US001	22	g	inv	12	16.4	4.7	US001.22.g	2.79728133483015	1.54756250871601	3.46410161513775
US023.34.f	21	36	US023	34	f	inv	12	13.8	4.6	US023.34.f	2.62466859216316	1.52605630349505	3.46410161513775
US015.15.b	21	37	US015	15	b	inv	10	16.2	2	US015.15.b	2.78501124223834	0.693147180559945	3.16227766016838
US002.5.e	21	39	US002	5	e	inv	11	10.7	2.6	US002.5.e	2.37024374146786	0.955511445027436	3.3166247903554
RO004.12.d	21	40	RO004	12	d	nat	12	10.2	1.4	RO004.12.d	2.32238772029023	0.336472236621213	3.46410161513775
TR001.19.d	21	41	TR001	19	d	nat	8	12	2.4	TR001.19.d	2.484906649788	0.8754687373539	2.82842712474619
US021.1.a	21	43	US021	1	a	inv	5	10.9	1.3	US021.1.a	2.3887627892351	0.262364264467491	2.23606797749979
US003.27.e	21	45	US003	27	e	inv	10	13.6	3.4	US003.27.e	2.61006979274201	1.22377543162212	3.16227766016838
CA001.3.c	21	46	CA001	3	c	inv	8	13.3	4.2	CA001.3.c	2.58776403522771	1.43508452528932	2.82842712474619
RO002.18.g	21	47	RO002	18	g	nat	4	7.3	0.7	RO002.18.g	1.98787434815435	-0.356674943938732	2
US022.17.b	21	48	US022	17	b	inv	12	9.9	2.7	US022.17.b	2.29253475714054	0.993251773010283	3.46410161513775
UA003.8.b	22	2	UA003	8	b	nat	6	7.9	2.1	UA003.8.b	2.06686275947298	0.741937344729377	2.44948974278318
RO005.17.j	22	3	RO005	17	j	nat	9	10.8	2.3	RO005.17.j	2.37954613413017	0.832909122935104	3
