Rack	Pos	PopID	Mom	Indiv	Origin	LfCount1	LfLgth1	LfWdth1	ID	LfLgth1.log	LfWdth1.log	LfCount1.sq
UA003.9A.j	7	50	UA003	9A	j	nat	9	13.4	3.1	UA003.9A.j	2.59525470695687	1.1314021114911	3
US012.28.f	8	14	US012	28	f	inv	5	9.2	1.6	US012.28.f	2.21920348405499	0.470003629245736	2.23606797749979
US002.5.d	8	15	US002	5	d	inv	13	11	2.3	US002.5.d	2.39789527279837	0.832909122935104	3.60555127546399
US003.28.b	8	16	US003	28	b	inv	9	17.4	5.5	US003.28.b	2.85647020622048	1.70474809223843	3
RO002.22.b	8	18	RO002	22	b	nat	8	12.1	3.2	RO002.22.b	2.4932054526027	1.16315080980568	2.82842712474619
CA007.4.a	8	19	CA007	4	a	inv	11	9.8	3.4	CA007.4.a	2.28238238567653	1.22377543162212	3.3166247903554
GR003.3.i	8	21	GR003	3	i	nat	8	13.1	3.2	GR003.3.i	2.57261223020711	1.16315080980568	2.82842712474619
RO004.12.e	8	22	RO004	12	e	nat	10	9.6	2.8	RO004.12.e	2.26176309847379	1.02961941718116	3.16227766016838
RU008.17.j	8	24	RU008	17	j	nat	9	15.4	3.4	RU008.17.j	2.73436750941958	1.22377543162212	3
RO001.28.d	8	26	RO001	28	d	nat	9	16.7	4.2	RO001.28.d	2.81540871942271	1.43508452528932	3
CA001.6.f	8	27	CA001	6	f	inv	11	13.6	4.2	CA001.6.f	2.61006979274201	1.43508452528932	3.3166247903554
GR002.2.h	8	28	GR002	2	h	nat	13	13.8	2.9	GR002.2.h	2.62466859216316	1.06471073699243	3.60555127546399
US011.13.c	8	29	US011	13	c	inv	8	11.1	2.3	US011.13.c	2.40694510831829	0.832909122935104	2.82842712474619
US022.23.a	8	30	US022	23	a	inv	7	10.4	2.1	US022.23.a	2.34180580614733	0.741937344729377	2.64575131106459
US001.22.d	8	32	US001	22	d	inv	12	11.2	3.4	US001.22.d	2.41591377830105	1.22377543162212	3.46410161513775
TR003.2.g	8	34	TR003	2	g	nat	7	10.6	2.2	TR003.2.g	2.36085400111802	0.78845736036427	2.64575131106459
US015.17.d	8	35	US015	17	d	inv	9	13.5	4.7	US015.17.d	2.60268968544438	1.54756250871601	3
CA008.5.d	8	36	CA008	5	d	inv	10	11.3	3.1	CA008.5.d	2.42480272571829	1.1314021114911	3.16227766016838
BG001.29.j	8	37	BG001	29	j	nat	11	17.8	3.7	BG001.29.j	2.87919845729804	1.30833281965018	3.3166247903554
HU001.5.b	8	38	HU001	5	b	nat	9	15.2	4.1	HU001.5.b	2.72129542785223	1.41098697371026	3
UA004.18.j	8	39	UA004	18	j	nat	14	12.5	2.9	UA004.18.j	2.52572864430826	1.06471073699243	3.74165738677394
US023.45.e	8	43	US023	45	e	inv	7	11	2.9	US023.45.e	2.39789527279837	1.06471073699243	2.64575131106459
RO005.25.e	8	44	RO005	25	e	nat	8	13.7	3.2	RO005.25.e	2.61739583283408	1.16315080980568	2.82842712474619
TR004.18.f	8	45	TR004	18	f	nat	8	18	5.2	TR004.18.f	2.89037175789616	1.64865862558738	2.82842712474619
TR001.24.n	8	46	TR001	24	n	nat	6	13.5	2.6	TR001.24.n	2.60268968544438	0.955511445027436	2.44948974278318
UA003.8.e	8	47	UA003	8	e	nat	7	12.2	2.2	UA003.8.e	2.50143595173921	0.78845736036427	2.64575131106459
RU003.7.c	8	48	RU003	7	c	nat	14	16	3.8	RU003.7.c	2.77258872223978	1.33500106673234	3.74165738677394
RO003.15.b	8	49	RO003	15	b	nat	11	12.2	3.2	RO003.15.b	2.50143595173921	1.16315080980568	3.3166247903554
US001.14.c	9	2	US001	14	c	inv	12	13	2.6	US001.14.c	2.56494935746154	0.955511445027436	3.46410161513775
RO001.28.b	9	4	RO001	28	b	nat	9	12.8	3.1	RO001.28.b	2.54944517092557	1.1314021114911	3
US022.23.b	9	5	US022	23	b	inv	9	14.2	2.6	US022.23.b	2.65324196460721	0.955511445027436	3
RO002.15.f	9	6	RO002	15	f	nat	9	12.5	3.5	RO002.15.f	2.52572864430826	1.25276296849537	3
US014.22.a	9	8	US014	22	a	inv	8	12.8	3.8	US014.22.a	2.54944517092557	1.33500106673234	2.82842712474619
RO004.13.e	9	9	RO004	13	e	nat	10	14.4	2.3	RO004.13.e	2.66722820658195	0.832909122935104	3.16227766016838
RU005.7.c	9	10	RU005	7	c	nat	14	11.1	2.3	RU005.7.c	2.40694510831829	0.832909122935104	3.74165738677394
US012.35.h	9	15	US012	35	h	inv	2	8.9	1.2	US012.35.h	2.18605127673809	0.182321556793955	1.4142135623731
TR001.24.d	9	17	TR001	24	d	nat	8	13	2.6	TR001.24.d	2.56494935746154	0.955511445027436	2.82842712474619
RO003.9.m	9	19	RO003	9	m	nat	7	8.5	1.3	RO003.9.m	2.14006616349627	0.262364264467491	2.64575131106459
GR003.10.a	9	20	GR003	10	a	nat	7	14.1	2.8	GR003.10.a	2.64617479738412	1.02961941718116	2.64575131106459
UA002.15.d	9	21	UA002	15	d	nat	14	16.9	3.5	UA002.15.d	2.82731362192903	1.25276296849537	3.74165738677394
US018.11.e	9	22	US018	11	e	inv	9	11.6	2.2	US018.11.e	2.45100509811232	0.78845736036427	3
TR003.15.h	9	26	TR003	15	h	nat	4	8.7	0.9	TR003.15.h	2.16332302566054	-0.105360515657826	2
US015.3.g	9	27	US015	3	g	inv	8	12	2.1	US015.3.g	2.484906649788	0.741937344729377	2.82842712474619
CA001.4.f	9	28	CA001	4	f	inv	14	10.9	2.8	CA001.4.f	2.3887627892351	1.02961941718116	3.74165738677394
RO005.25.l	9	31	RO005	25	l	nat	8	12.5	2.2	RO005.25.l	2.52572864430826	0.78845736036427	2.82842712474619
CA007.4.b	9	32	CA007	4	b	inv	10	12.1	3.2	CA007.4.b	2.4932054526027	1.16315080980568	3.16227766016838
RU003.1.e	9	33	RU003	1	e	nat	8	13	3.1	RU003.1.e	2.56494935746154	1.1314021114911	2.82842712474619
RU001.6.h	9	34	RU001	6	h	nat	12	11	2.3	RU001.6.h	2.39789527279837	0.832909122935104	3.46410161513775
BG001.29.d	9	35	BG001	29	d	nat	12	12.9	3.5	BG001.29.d	2.55722731136763	1.25276296849537	3.46410161513775
RU008.17.c	9	36	RU008	17	c	nat	10	12.1	2.5	RU008.17.c	2.4932054526027	0.916290731874155	3.16227766016838
UA003.8.i	9	38	UA003	8	i	nat	10	17	3	UA003.8.i	2.83321334405622	1.09861228866811	3.16227766016838
RU004.5.b	9	39	RU004	5	b	nat	10	11.5	2.7	RU004.5.b	2.4423470353692	0.993251773010283	3.16227766016838
US023.34.b	9	42	US023	34	b	inv	8	14.6	3.4	US023.34.b	2.68102152871429	1.22377543162212	2.82842712474619
UA005.7.b	9	43	UA005	7	b	nat	12	11.7	2.5	UA005.7.b	2.45958884180371	0.916290731874155	3.46410161513775
HU001.28.g	9	44	HU001	28	g	nat	13	13.6	4.1	HU001.28.g	2.61006979274201	1.41098697371026	3.60555127546399
UA004.27.c	9	45	UA004	27	c	nat	14	12.8	2.9	UA004.27.c	2.54944517092557	1.06471073699243	3.74165738677394
CA008.6.h	9	47	CA008	6	h	inv	8	11.9	3.1	CA008.6.h	2.47653840011748	1.1314021114911	2.82842712474619
US003.20.b	9	48	US003	20	b	inv	14	12.5	2.6	US003.20.b	2.52572864430826	0.955511445027436	3.74165738677394
GR002.8.b	9	49	GR002	8	b	nat	9	13.3	2.9	GR002.8.b	2.58776403522771	1.06471073699243	3
US002.22.o	9	50	US002	22	o	inv	14	18.1	3.4	US002.22.o	2.89591193827178	1.22377543162212	3.74165738677394
TR004.14.e	10	2	TR004	14	e	nat	6	10.4	2.7	TR004.14.e	2.34180580614733	0.993251773010283	2.44948974278318
US003.28.c	10	3	US003	28	c	inv	15	11.2	3.1	US003.28.c	2.41591377830105	1.1314021114911	3.87298334620742
US002.5.b	10	5	US002	5	b	inv	12	9.4	2.6	US002.5.b	2.24070968927596	0.955511445027436	3.46410161513775
BG001.17.j	10	6	BG001	17	j	nat	11	8.3	2.6	BG001.17.j	2.11625551480255	0.955511445027436	3.3166247903554
GR001.6.b	10	10	GR001	6	b	nat	7	11.2	3.8	GR001.6.b	2.41591377830105	1.33500106673234	2.64575131106459
RO002.18.f	10	14	RO002	18	f	nat	9	10.3	2.3	RO002.18.f	2.33214389523559	0.832909122935104	3
GR003.12.d	10	17	GR003	12	d	nat	8	12.7	2.8	GR003.12.d	2.54160199346455	1.02961941718116	2.82842712474619
UA006.14.e	10	19	UA006	14	e	nat	6	13.4	3.5	UA006.14.e	2.59525470695687	1.25276296849537	2.44948974278318
RO003.21.e	10	20	RO003	21	e	nat	11	10.7	3.1	RO003.21.e	2.37024374146786	1.1314021114911	3.3166247903554
GR002.13.c	10	23	GR002	13	c	nat	8	15.1	2.6	GR002.13.c	2.71469474382088	0.955511445027436	2.82842712474619
TR001.19.c	10	24	TR001	19	c	nat	9	12	2.7	TR001.19.c	2.484906649788	0.993251773010283	3
US022.17.e	10	26	US022	17	e	inv	11	10.6	2.4	US022.17.e	2.36085400111802	0.8754687373539	3.3166247903554
RU008.19.k	10	27	RU008	19	k	nat	13	18.6	4.6	RU008.19.k	2.92316158071916	1.52605630349505	3.60555127546399
RO004.13.d	10	30	RO004	13	d	nat	11	10.2	2.5	RO004.13.d	2.32238772029023	0.916290731874155	3.3166247903554
UA004.15.h	10	31	UA004	15	h	nat	12	12.3	2.4	UA004.15.h	2.50959926237837	0.8754687373539	3.46410161513775
US001.3.g	10	33	US001	3	g	inv	11	12.2	3.6	US001.3.g	2.50143595173921	1.28093384546206	3.3166247903554
US020.27.g	10	35	US020	27	g	inv	5	5.6	0.7	US020.27.g	1.7227665977411	-0.356674943938732	2.23606797749979
US015.2.b	10	36	US015	2	b	inv	12	13.3	4.1	US015.2.b	2.58776403522771	1.41098697371026	3.46410161513775
US011.8.f	10	37	US011	8	f	inv	11	10.4	3.6	US011.8.f	2.34180580614733	1.28093384546206	3.3166247903554
UA003.8.a	10	39	UA003	8	a	nat	10	15.1	3.2	UA003.8.a	2.71469474382088	1.16315080980568	3.16227766016838
RU001.10.i	10	40	RU001	10	i	nat	10	13	2.2	RU001.10.i	2.56494935746154	0.78845736036427	3.16227766016838
CA001.2.j	10	41	CA001	2	j	inv	12	11.3	3.4	CA001.2.j	2.42480272571829	1.22377543162212	3.46410161513775
RO005.17.c	10	42	RO005	17	c	nat	10	10.8	2.2	RO005.17.c	2.37954613413017	0.78845736036427	3.16227766016838
RO001.13.d	10	43	RO001	13	d	nat	11	12.6	4	RO001.13.d	2.53369681395743	1.38629436111989	3.3166247903554
US026.23.b	10	44	US026	23	b	inv	9	15.4	4.4	US026.23.b	2.73436750941958	1.48160454092422	3
HU001.24.f	10	45	HU001	24	f	nat	12	17	5.6	HU001.24.f	2.83321334405622	1.7227665977411	3.46410161513775
US014.22.h	10	49	US014	22	h	inv	9	13.1	1.9	US014.22.h	2.57261223020711	0.641853886172395	3
RO005.25.f	11	4	RO005	25	f	nat	9	13.8	3.2	RO005.25.f	2.62466859216316	1.16315080980568	3
UA003.9A.a	11	5	UA003	9A	a	nat	10	15.1	3.4	UA003.9A.a	2.71469474382088	1.22377543162212	3.16227766016838
CA001.2.c	11	6	CA001	2	c	inv	11	12.1	3.5	CA001.2.c	2.4932054526027	1.25276296849537	3.3166247903554
TR003.2.f	11	8	TR003	2	f	nat	9	10.2	1.9	TR003.2.f	2.32238772029023	0.641853886172395	3
HU001.14.k	11	9	HU001	14	k	nat	7	13.4	2.2	HU001.14.k	2.59525470695687	0.78845736036427	2.64575131106459
US001.3.i	11	10	US001	3	i	inv	11	13.6	4	US001.3.i	2.61006979274201	1.38629436111989	3.3166247903554
RU008.21.d	11	11	RU008	21	d	nat	11	12.8	2.2	RU008.21.d	2.54944517092557	0.78845736036427	3.3166247903554
CA007.20.a	11	12	CA007	20	a	inv	12	13.4	4.1	CA007.20.a	2.59525470695687	1.41098697371026	3.46410161513775
US022.42.k	11	13	US022	42	k	inv	11	12.9	2.1	US022.42.k	2.55722731136763	0.741937344729377	3.3166247903554
GR003.3.g	11	14	GR003	3	g	nat	10	15.2	2.9	GR003.3.g	2.72129542785223	1.06471073699243	3.16227766016838
US011.8.b	11	15	US011	8	b	inv	11	19.4	3.9	US011.8.b	2.96527306606928	1.3609765531356	3.3166247903554
US020.27.b	11	17	US020	27	b	inv	8	14	2.9	US020.27.b	2.63905732961526	1.06471073699243	2.82842712474619
TR001.10.h	11	20	TR001	10	h	nat	10	13.9	3.5	TR001.10.h	2.63188884013665	1.25276296849537	3.16227766016838
US023.41.i	11	21	US023	41	i	inv	NA	NA	NA	US023.41.i	NA	NA	NA
GR002.2.j	11	23	GR002	2	j	nat	14	13.2	3.1	GR002.2.j	2.58021682959233	1.1314021114911	3.74165738677394
US002.24.b	11	24	US002	24	b	inv	10	12.8	2.6	US002.24.b	2.54944517092557	0.955511445027436	3.16227766016838
UA005.3.b	11	25	UA005	3	b	nat	13	14	4.1	UA005.3.b	2.63905732961526	1.41098697371026	3.60555127546399
RU005.11.e	11	26	RU005	11	e	nat	12	11.9	2.6	RU005.11.e	2.47653840011748	0.955511445027436	3.46410161513775
US003.6.i	11	27	US003	6	i	inv	8	12.6	3.1	US003.6.i	2.53369681395743	1.1314021114911	2.82842712474619
US017.4.b	11	28	US017	4	b	inv	NA	NA	NA	US017.4.b	NA	NA	NA
US012.31.f	11	29	US012	31	f	inv	5	11.3	2.1	US012.31.f	2.42480272571829	0.741937344729377	2.23606797749979
RO004.20.d	11	30	RO004	20	d	nat	12	10.1	3.2	RO004.20.d	2.31253542384721	1.16315080980568	3.46410161513775
RO002.22.f	11	32	RO002	22	f	nat	10	14.5	3.9	RO002.22.f	2.67414864942653	1.3609765531356	3.16227766016838
RO003.11.e	11	34	RO003	11	e	nat	9	14.2	3.5	RO003.11.e	2.65324196460721	1.25276296849537	3
US014.16.h	11	35	US014	16	h	inv	9	14.2	3.6	US014.16.h	2.65324196460721	1.28093384546206	3
US018.31.a	11	36	US018	31	a	inv	8	13.5	3	US018.31.a	2.60268968544438	1.09861228866811	2.82842712474619
US015.3.k	11	37	US015	3	k	inv	10	11.8	2.9	US015.3.k	2.46809953147162	1.06471073699243	3.16227766016838
UA006.14.b	11	38	UA006	14	b	nat	9	16.8	3.2	UA006.14.b	2.82137888640921	1.16315080980568	3
RO001.21.d	11	39	RO001	21	d	nat	8	15	3	RO001.21.d	2.70805020110221	1.09861228866811	2.82842712474619
UA001.22.c	11	41	UA001	22	c	nat	11	10.3	2.6	UA001.22.c	2.33214389523559	0.955511445027436	3.3166247903554
CA008.5.a	11	43	CA008	5	a	inv	15	11.4	2.1	CA008.5.a	2.43361335540045	0.741937344729377	3.87298334620742
US026.24.c	11	45	US026	24	c	inv	8	10.5	1.9	US026.24.c	2.35137525716348	0.641853886172395	2.82842712474619
TR004.2.b	11	47	TR004	2	b	nat	7	7.3	1.6	TR004.2.b	1.98787434815435	0.470003629245736	2.64575131106459
BG001.25.e	11	48	BG001	25	e	nat	11	12.5	2.6	BG001.25.e	2.52572864430826	0.955511445027436	3.3166247903554
GR001.26.c	11	49	GR001	26	c	nat	7	14.2	1.9	GR001.26.c	2.65324196460721	0.641853886172395	2.64575131106459
UA004.5.a	11	50	UA004	5	a	nat	12	10.2	2.4	UA004.5.a	2.32238772029023	0.8754687373539	3.46410161513775
GR003.12.j	12	1	GR003	12	j	nat	4	7.6	1.1	GR003.12.j	2.02814824729229	0.0953101798043249	2
TR001.1.d	12	7	TR001	1	d	nat	11	13.4	3.1	TR001.1.d	2.59525470695687	1.1314021114911	3.3166247903554
RO004.13.a	12	9	RO004	13	a	nat	13	10.6	2.6	RO004.13.a	2.36085400111802	0.955511445027436	3.60555127546399
UA001.25.c	12	10	UA001	25	c	nat	14	10.8	4.1	UA001.25.c	2.37954613413017	1.41098697371026	3.74165738677394
BG001.16.b	12	11	BG001	16	b	nat	13	9	3.1	BG001.16.b	2.19722457733622	1.1314021114911	3.60555127546399
TR005.18.h	12	13	TR005	18	h	nat	8	8.4	2.5	TR005.18.h	2.12823170584927	0.916290731874155	2.82842712474619
UA005.18.d	12	14	UA005	18	d	nat	10	13.2	3.3	UA005.18.d	2.58021682959233	1.19392246847243	3.16227766016838
US011.8.k	12	15	US011	8	k	inv	7	10.3	1.8	US011.8.k	2.33214389523559	0.587786664902119	2.64575131106459
UA003.9A.d	12	16	UA003	9A	d	nat	9	13.8	3.5	UA003.9A.d	2.62466859216316	1.25276296849537	3
RO003.21.b	12	17	RO003	21	b	nat	9	14.7	4.1	RO003.21.b	2.68784749378469	1.41098697371026	3
US014.4.d	12	18	US014	4	d	inv	4	8.3	1.3	US014.4.d	2.11625551480255	0.262364264467491	2
RO001.12.a	12	20	RO001	12	a	nat	8	12.3	4.1	RO001.12.a	2.50959926237837	1.41098697371026	2.82842712474619
US015.15.e	12	23	US015	15	e	inv	11	16	5	US015.15.e	2.77258872223978	1.6094379124341	3.3166247903554
TR004.27.b	12	26	TR004	27	b	nat	12	11.8	3	TR004.27.b	2.46809953147162	1.09861228866811	3.46410161513775
US001.20.j	12	27	US001	20	j	inv	12	18.8	3.4	US001.20.j	2.9338568698359	1.22377543162212	3.46410161513775
US021.3.d	12	28	US021	3	d	inv	10	16.7	4.2	US021.3.d	2.81540871942271	1.43508452528932	3.16227766016838
GR001.28.b	12	29	GR001	28	b	nat	5	14.4	1.5	GR001.28.b	2.66722820658195	0.405465108108164	2.23606797749979
UA004.27.h	12	30	UA004	27	h	nat	14	13	3.3	UA004.27.h	2.56494935746154	1.19392246847243	3.74165738677394
CA001.7.i	12	32	CA001	7	i	inv	13	14.7	3.4	CA001.7.i	2.68784749378469	1.22377543162212	3.60555127546399
US002.5.c	12	33	US002	5	c	inv	11	11.6	2.3	US002.5.c	2.45100509811232	0.832909122935104	3.3166247903554
US023.34.k	12	34	US023	34	k	inv	10	13.8	4.8	US023.34.k	2.62466859216316	1.56861591791385	3.16227766016838
RU001.9.d	12	35	RU001	9	d	nat	11	15	4.5	RU001.9.d	2.70805020110221	1.50407739677627	3.3166247903554
RU008.18.d	12	36	RU008	18	d	nat	13	16.8	4.2	RU008.18.d	2.82137888640921	1.43508452528932	3.60555127546399
TR003.14.b	12	37	TR003	14	b	nat	9	10.5	2	TR003.14.b	2.35137525716348	0.693147180559945	3
HU001.5.a	12	38	HU001	5	a	nat	9	17.6	3.4	HU001.5.a	2.86789890204411	1.22377543162212	3
RU005.11.a	12	39	RU005	11	a	nat	38	13.1	2.2	RU005.11.a	2.57261223020711	0.78845736036427	6.16441400296898
GR002.17.f	12	40	GR002	17	f	nat	10	16.9	2.7	GR002.17.f	2.82731362192903	0.993251773010283	3.16227766016838
US012.28.b	12	41	US012	28	b	inv	7	17.7	4.2	US012.28.b	2.87356463957978	1.43508452528932	2.64575131106459
US003.19.a	12	42	US003	19	a	inv	11	11.6	3.2	US003.19.a	2.45100509811232	1.16315080980568	3.3166247903554
RO005.14.e	12	43	RO005	14	e	nat	8	12.5	2.5	RO005.14.e	2.52572864430826	0.916290731874155	2.82842712474619
CA008.2.b	12	45	CA008	2	b	inv	13	13.6	3.9	CA008.2.b	2.61006979274201	1.3609765531356	3.60555127546399
US022.17.a	12	47	US022	17	a	inv	13	15	3	US022.17.a	2.70805020110221	1.09861228866811	3.60555127546399
RO002.15.c	12	48	RO002	15	c	nat	13	14.6	4.3	RO002.15.c	2.68102152871429	1.45861502269952	3.60555127546399
RU002.5.a	12	49	RU002	5	a	nat	8	11.6	2.9	RU002.5.a	2.45100509811232	1.06471073699243	2.82842712474619
TR003.24.f	13	1	TR003	24	f	nat	7	8.5	1.8	TR003.24.f	2.14006616349627	0.587786664902119	2.64575131106459
TR001.10.c	13	2	TR001	10	c	nat	9	16.1	3.5	TR001.10.c	2.77881927199042	1.25276296849537	3
RO002.12.d	13	4	RO002	12	d	nat	8	13.2	2.7	RO002.12.d	2.58021682959233	0.993251773010283	2.82842712474619
CA001.4.c	13	5	CA001	4	c	inv	12	11.9	2.1	CA001.4.c	2.47653840011748	0.741937344729377	3.46410161513775
TR005.18.f	13	8	TR005	18	f	nat	9	12.5	3.3	TR005.18.f	2.52572864430826	1.19392246847243	3
UA002.15.c	13	9	UA002	15	c	nat	10	17.6	3.5	UA002.15.c	2.86789890204411	1.25276296849537	3.16227766016838
US015.13.k	13	11	US015	13	k	inv	10	11	3.1	US015.13.k	2.39789527279837	1.1314021114911	3.16227766016838
TR004.8.h	13	12	TR004	8	h	nat	8	13.4	2.9	TR004.8.h	2.59525470695687	1.06471073699243	2.82842712474619
RO001.6.b	13	14	RO001	6	b	nat	13	16.9	3.6	RO001.6.b	2.82731362192903	1.28093384546206	3.60555127546399
UA003.6.e	13	15	UA003	6	e	nat	8	17.2	2.3	UA003.6.e	2.84490938381941	0.832909122935104	2.82842712474619
RU002.7.b	13	16	RU002	7	b	nat	9	14.7	2.6	RU002.7.b	2.68784749378469	0.955511445027436	3
RO004.12.a	13	17	RO004	12	a	nat	11	16	2.1	RO004.12.a	2.77258872223978	0.741937344729377	3.3166247903554
RO003.9.j	13	18	RO003	9	j	nat	8	14.1	2.2	RO003.9.j	2.64617479738412	0.78845736036427	2.82842712474619
UA001.25.h	13	19	UA001	25	h	nat	12	17	4.1	UA001.25.h	2.83321334405622	1.41098697371026	3.46410161513775
RU008.16.i	13	20	RU008	16	i	nat	15	13.9	2.2	RU008.16.i	2.63188884013665	0.78845736036427	3.87298334620742
RO005.25.c	13	22	RO005	25	c	nat	9	10.8	2.1	RO005.25.c	2.37954613413017	0.741937344729377	3
RU005.6.f	13	23	RU005	6	f	nat	10	18.1	4	RU005.6.f	2.89591193827178	1.38629436111989	3.16227766016838
US001.3.a	13	26	US001	3	a	inv	10	16.3	4.4	US001.3.a	2.79116510781272	1.48160454092422	3.16227766016838
US021.8.k	13	28	US021	8	k	inv	11	9.9	3.5	US021.8.k	2.29253475714054	1.25276296849537	3.3166247903554
US023.41.e	13	29	US023	41	e	inv	11	16.8	6.5	US023.41.e	2.82137888640921	1.87180217690159	3.3166247903554
GR003.10.c	13	30	GR003	10	c	nat	9	16.7	5.2	GR003.10.c	2.81540871942271	1.64865862558738	3
US014.16.k	13	32	US014	16	k	inv	9	13	4.2	US014.16.k	2.56494935746154	1.43508452528932	3
BG001.25.i	13	34	BG001	25	i	nat	10	14.2	3.6	BG001.25.i	2.65324196460721	1.28093384546206	3.16227766016838
RU001.7.b	13	35	RU001	7	b	nat	11	13.4	3.5	RU001.7.b	2.59525470695687	1.25276296849537	3.3166247903554
US002.17.b	13	37	US002	17	b	inv	10	12.5	4.2	US002.17.b	2.52572864430826	1.43508452528932	3.16227766016838
UA004.15.c	13	38	UA004	15	c	nat	15	14.5	2.1	UA004.15.c	2.67414864942653	0.741937344729377	3.87298334620742
HU001.5.h	13	41	HU001	5	h	nat	6	8.8	1.4	HU001.5.h	2.17475172148416	0.336472236621213	2.44948974278318
GR001.26.e	13	43	GR001	26	e	nat	10	13.8	3.6	GR001.26.e	2.62466859216316	1.28093384546206	3.16227766016838
CA008.2.a	13	44	CA008	2	a	inv	14	11.8	2.7	CA008.2.a	2.46809953147162	0.993251773010283	3.74165738677394
US003.28.j	13	48	US003	28	j	inv	11	17	3.9	US003.28.j	2.83321334405622	1.3609765531356	3.3166247903554
GR002.17.c	13	50	GR002	17	c	nat	12	10.6	1.4	GR002.17.c	2.36085400111802	0.336472236621213	3.46410161513775
RO002.22.i	14	1	RO002	22	i	nat	12	13	4.5	RO002.22.i	2.56494935746154	1.50407739677627	3.46410161513775
CA007.2.e	14	2	CA007	2	e	inv	7	14	3.6	CA007.2.e	2.63905732961526	1.28093384546206	2.64575131106459
GR002.25.b	14	3	GR002	25	b	nat	10	15.8	3	GR002.25.b	2.76000994003292	1.09861228866811	3.16227766016838
UA005.15.a	14	5	UA005	15	a	nat	10	15.4	2.9	UA005.15.a	2.73436750941958	1.06471073699243	3.16227766016838
CA001.7.c	14	6	CA001	7	c	inv	12	14.5	4.5	CA001.7.c	2.67414864942653	1.50407739677627	3.46410161513775
RO003.15.i	14	8	RO003	15	i	nat	13	12	3	RO003.15.i	2.484906649788	1.09861228866811	3.60555127546399
RO004.12.h	14	9	RO004	12	h	nat	11	9.5	2	RO004.12.h	2.2512917986065	0.693147180559945	3.3166247903554
HU001.13.a	14	10	HU001	13	a	nat	7	9.9	1.5	HU001.13.a	2.29253475714054	0.405465108108164	2.64575131106459
US022.42.b	14	11	US022	42	b	inv	12	15.5	3.5	US022.42.b	2.7408400239252	1.25276296849537	3.46410161513775
UA004.5.b	14	13	UA004	5	b	nat	13	11.8	2.6	UA004.5.b	2.46809953147162	0.955511445027436	3.60555127546399
RU001.9.e	14	15	RU001	9	e	nat	8	14.2	2.6	RU001.9.e	2.65324196460721	0.955511445027436	2.82842712474619
CA008.6.b	14	21	CA008	6	b	inv	12	15.8	3.7	CA008.6.b	2.76000994003292	1.30833281965018	3.46410161513775
GR003.17.f	14	24	GR003	17	f	nat	8	16.8	2.6	GR003.17.f	2.82137888640921	0.955511445027436	2.82842712474619
TR005.9.e	14	25	TR005	9	e	nat	7	13.8	2.4	TR005.9.e	2.62466859216316	0.8754687373539	2.64575131106459
BG001.16.d	14	26	BG001	16	d	nat	10	15.7	4	BG001.16.d	2.75366071235426	1.38629436111989	3.16227766016838
UA003.11A.c	14	27	UA003	11A	c	nat	11	14.4	3.6	UA003.11A.c	2.66722820658195	1.28093384546206	3.3166247903554
US015.2.c	14	29	US015	2	c	inv	10	11.9	2.2	US015.2.c	2.47653840011748	0.78845736036427	3.16227766016838
US026.23.a	14	30	US026	23	a	inv	11	16.6	3.7	US026.23.a	2.8094026953625	1.30833281965018	3.3166247903554
US003.27.d	14	31	US003	27	d	inv	11	14.5	4.3	US003.27.d	2.67414864942653	1.45861502269952	3.3166247903554
RU008.17.a	14	33	RU008	17	a	nat	11	14.8	4.2	RU008.17.a	2.69462718077007	1.43508452528932	3.3166247903554
US001.23.g	14	34	US001	23	g	inv	15	15.4	2.8	US001.23.g	2.73436750941958	1.02961941718116	3.87298334620742
GR001.26.f	14	35	GR001	26	f	nat	7	14.4	1.4	GR001.26.f	2.66722820658195	0.336472236621213	2.64575131106459
RU002.5.d	14	37	RU002	5	d	nat	11	13.8	4	RU002.5.d	2.62466859216316	1.38629436111989	3.3166247903554
US012.31.a	14	38	US012	31	a	inv	7	16.8	4.1	US012.31.a	2.82137888640921	1.41098697371026	2.64575131106459
TR001.1.c	14	39	TR001	1	c	nat	13	12.2	3.2	TR001.1.c	2.50143595173921	1.16315080980568	3.60555127546399
UA006.10.a	14	42	UA006	10	a	nat	8	16.5	3.5	UA006.10.a	2.80336038090653	1.25276296849537	2.82842712474619
UA008.13.d	14	43	UA008	13	d	nat	10	15.6	3.9	UA008.13.d	2.74727091425549	1.3609765531356	3.16227766016838
US002.24.f	14	45	US002	24	f	inv	11	13	2.6	US002.24.f	2.56494935746154	0.955511445027436	3.3166247903554
RO001.13.f	14	47	RO001	13	f	nat	10	13.6	3.1	RO001.13.f	2.61006979274201	1.1314021114911	3.16227766016838
UA001.11.d	14	48	UA001	11	d	nat	13	13.2	3.5	UA001.11.d	2.58021682959233	1.25276296849537	3.60555127546399
RO005.17.b	14	50	RO005	17	b	nat	NA	NA	NA	RO005.17.b	NA	NA	NA
RU004.7.b	15	1	RU004	7	b	nat	12	15	2.9	RU004.7.b	2.70805020110221	1.06471073699243	3.46410161513775
US012.28.d	15	3	US012	28	d	inv	7	18	2.5	US012.28.d	2.89037175789616	0.916290731874155	2.64575131106459
UA006.22.a	15	4	UA006	22	a	nat	9	15.2	4.1	UA006.22.a	2.72129542785223	1.41098697371026	3
