PopID	Rack	Pos	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfLgth2.log	LfWdth2.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log	lxwH	lxwH.log	Latitude	Longitude	bolt.bin
42	GR003	20	41	9	i	nat	nut def	GR003.9.i	80	15	22.1	4.9	n	80	6.44	1.373	2.869	10	21.7	4.1	n	NA	8	17	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.83321334405622	1.43508452528932	3.16227766016838	3.07731226054641	1.41098697371026	3.87298334620742	3.09557760852371	1.58923520511658	1.86252854011626	0.316998126785834	1.05396353699923	108.29	4.68481281364029	40.8508333333333	25.7930555555556	0
43	GR003	2	16	12	b	nat	nut def	GR003.12.b	78	15	17.7	4.3	n	78	5.44	1.006	1.644	14	17.4	4.3	y	NA	8	14.5	2.4	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.67414864942653	0.8754687373539	3.74165738677394	2.85647020622048	1.45861502269952	3.87298334620742	2.87356463957978	1.45861502269952	1.69377906086785	0.00598207167754747	0.497132296633988	76.11	4.3321796622793	40.8508333333333	25.7930555555556	0
44	GR003	36	27	17	c	nat	nut def	GR003.17.c	77	0	NA	NA	y	77	4.2	2.347	1.915	4	18.7	4	y	40.2	9	15.7	3.8	16	8	18	1	40.2	39	1	40.7	69	1	44.5	46		3	2.75366071235426	1.33500106673234	2	2.92852352386054	1.38629436111989	0	NA	NA	1.43508452528932	0.853137916868886	0.649717622632609	NA	NA	40.8508333333333	25.7930555555556	1
45	GR003	27	2	12	a	nat	nut def	GR003.12.a	80	13	27.1	3.2	n	80	6.33	1.29	1.821	14	16.9	2.7	y	NA	8	14.7	2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.68784749378469	0.693147180559945	3.74165738677394	2.82731362192903	0.993251773010283	3.60555127546399	3.29953372788566	1.16315080980568	1.84530023615608	0.254642218373581	0.599385800745471	86.72	4.46268453769134	40.8508333333333	25.7930555555556	0
46	GR003	49	16	10	i	nat	nut def	GR003.10.i	75	10	19.8	4.6	n	77	5.5	1.571	3.268	10	21.1	4.2	y	NA	8	17	4.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.83321334405622	1.58923520511658	3.16227766016838	3.04927304048202	1.43508452528932	3.16227766016838	2.98568193770049	1.52605630349505	1.70474809223843	0.451712359273484	1.18417817699776	91.08	4.51173824119554	40.8508333333333	25.7930555555556	0
47	GR003	47	35	9	f	nat	nut def	GR003.9.f	80	17	23.6	3.7	n	80	7.56	1.588	3.307	15	22.1	5.1	y	NA	12	19.4	4.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.96527306606928	1.52605630349505	3.87298334620742	3.09557760852371	1.62924053973028	4.12310562561766	3.16124671203156	1.30833281965018	2.02287119019144	0.462475362824944	1.19604143399966	87.32	4.46957953168174	40.8508333333333	25.7930555555556	0
48	GR003	13	30	10	c	nat	nut def	GR003.10.c	78	12	15.6	4.9	n	78	5.95	1.397	2.908	9	19.8	5.3	y	NA	9	16.7	5.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.81540871942271	1.64865862558738	3	2.98568193770049	1.66770682055808	3.46410161513775	2.74727091425549	1.58923520511658	1.78339121955754	0.334327080274825	1.06746555967127	76.44	4.33650611937207	40.8508333333333	25.7930555555556	0
49	HU001	49	7	28	i	nat	nut def	HU001.28.i	75	14	21.9	6.4	n	77	6.53	2.481	4.574	15	20.5	5.9	y	NA	12	18.5	4.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.91777073208428	1.52605630349505	3.87298334620742	3.02042488614436	1.77495235091167	3.74165738677394	3.08648663682246	1.85629799036563	1.87640694328834	0.908661704709664	1.52038809560059	140.16	4.94278462718808	47.6419444444444	18.7825	0
50	HU001	13	41	5	h	nat	nut def	HU001.5.h	78	14	12.8	3.5	n	78	4.54	0.545	2.689	12	13	2.5	y	NA	6	8.8	1.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.17475172148416	0.336472236621213	3.46410161513775	2.56494935746154	0.916290731874155	3.74165738677394	2.54944517092557	1.25276296849537	1.51292701205326	-0.606969484318893	0.989169377286728	44.8	3.80220813942094	47.6419444444444	18.7825	0
51	HU001	27	50	14	c	nat	nut def	HU001.14.c	80	17	16.8	4.2	n	82	4.82	1.292	3.531	18	17	4.7	y	NA	13	11.5	4.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.4423470353692	1.43508452528932	4.24264068711928	2.83321334405622	1.54756250871601	4.12310562561766	2.82137888640921	1.43508452528932	1.57277392806251	0.25619140536041	1.26158111694625	70.56	4.25646341169854	47.6419444444444	18.7825	0
52	HU001	20	49	13	e	nat	nut def	HU001.13.e	80	16	15.9	4.1	n	80	6.06	1.336	1.197	14	17.4	4.2	y	NA	8	14	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.63905732961526	1.1314021114911	3.74165738677394	2.85647020622048	1.43508452528932	4	2.76631910922619	1.41098697371026	1.80170980008122	0.289680075114454	0.179818426575836	65.19	4.17730608293645	47.6419444444444	18.7825	0
53	HU001	36	16	5	c	nat	nut def	HU001.5.c	77	19	19.1	4.7	n	77	5.66	1.294	2.635	16	19.2	4.4	y	NA	14	17.3	4.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.85070650150373	1.50407739677627	4	2.95491027903374	1.48160454092422	4.35889894354067	2.94968833505258	1.54756250871601	1.73342389221509	0.257738196078709	0.968883181993326	89.77	4.4972508437686	47.6419444444444	18.7825	0
54	HU001	2	2	14	f	nat	nut def	HU001.14.f	78	18	14.3	5	n	78	4.86	1.21	2.114	18	16	5.1	y	NA	14	15.9	4.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.76631910922619	1.58923520511658	4.24264068711928	2.77258872223978	1.62924053973028	4.24264068711928	2.66025953726586	1.6094379124341	1.5810384379124	0.19062035960865	0.748581887448046	71.5	4.26969744969996	47.6419444444444	18.7825	0
55	HU001	26	49	5	l	nat	nut def	HU001.5.l	80	24	16.1	3.9	n	80	6.27	1.23	6.81	15	15.9	3.7	y	NA	9	15.7	3.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.75366071235426	1.30833281965018	3.87298334620742	2.76631910922619	1.30833281965018	4.89897948556636	2.77881927199042	1.3609765531356	1.83577635464483	0.207014169384326	1.91839212016142	62.79	4.13979582512602	47.6419444444444	18.7825	0
56	HU001	47	41	5	k	nat	nut def	HU001.5.k	80	16	17	4.8	n	80	5.39	3	2.403	15	16.6	5.7	y	NA	10	16.1	3.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.77881927199042	1.28093384546206	3.87298334620742	2.8094026953625	1.7404661748405	4	2.83321334405622	1.56861591791385	1.68454538492091	1.09861228866811	0.876717956754332	81.6	4.40182926197006	47.6419444444444	18.7825	0
57	RO001	49	11	21	a	nat	nut def	RO001.21.a	75	4	17	3.7	n	77	4.35	1.11	2.168	12	21	4.1	y	NA	9	16.1	2.2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77881927199042	0.78845736036427	3.46410161513775	3.04452243772342	1.41098697371026	2	2.83321334405622	1.30833281965018	1.47017584510059	0.104360015324243	0.7738050835774	62.9	4.1415461637064	44.1102777777778	28.6369444444444	0
58	RO001	26	26	13	g	nat	nut def	RO001.13.g	80	15	19.1	3.7	n	80	6.11	1.718	5.171	15	20.2	3.7	y	NA	8	14.9	3.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.70136121295141	1.16315080980568	3.87298334620742	3.00568260440716	1.30833281965018	3.87298334620742	2.94968833505258	1.30833281965018	1.8099267731835	0.541160823562064	1.64306609341408	70.67	4.25802115470276	44.1102777777778	28.6369444444444	0
59	RO001	36	17	21	g	nat	nut def	RO001.21.g	77	15	21.4	4.6	n	77	5.7	1.662	2.724	12	21.8	4.8	y	NA	8	18	5.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.89037175789616	1.70474809223843	3.46410161513775	3.08190996979504	1.56861591791385	3.87298334620742	3.06339092202781	1.52605630349505	1.7404661748405	0.508021696433256	1.00210138828727	98.44	4.58944722552286	44.1102777777778	28.6369444444444	0
60	RO001	2	18	13	h	nat	nut def	RO001.13.h	78	20	16.4	4.7	n	78	6.28	1.496	3.476	14	17.2	3.9	y	NA	10	13.7	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.61739583283408	0.993251773010283	3.74165738677394	2.84490938381941	1.3609765531356	4.47213595499958	2.79728133483015	1.54756250871601	1.83736998048011	0.402794879552285	1.24588220740315	77.08	4.34484384354617	44.1102777777778	28.6369444444444	0
61	RO001	27	46	21	h	nat	nut def	RO001.21.h	80	15	12.2	3.4	n	82	3.38	1.112	3.218	15	14.1	3.2	y	NA	10	12.6	3.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.53369681395743	1.1314021114911	3.87298334620742	2.64617479738412	1.16315080980568	3.87298334620742	2.50143595173921	1.22377543162212	1.21787570949493	0.106160195828391	1.16876004857019	41.48	3.72521138336133	44.1102777777778	28.6369444444444	0
62	RO001	13	14	6	b	nat	nut def	RO001.6.b	78	19	16.6	5.1	n	78	5.82	2.195	3.888	16	18.1	4.8	y	NA	13	16.9	3.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.82731362192903	1.28093384546206	4	2.89591193827178	1.56861591791385	4.35889894354067	2.8094026953625	1.62924053973028	1.76130026174335	0.786182046527135	1.35789488659819	84.66	4.43864323509278	44.1102777777778	28.6369444444444	0
63	RO001	20	12	13	c	nat	nut def	RO001.13.c	80	24	15	4.4	n	90	6.04	1.025	3.205	16	15.3	4.9	y	NA	12	12.5	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.52572864430826	1.1314021114911	4	2.72785282839839	1.58923520511658	4.89897948556636	2.70805020110221	1.48160454092422	1.79840401194672	0.0246926125903714	1.16471209037263	66	4.18965474202643	44.1102777777778	28.6369444444444	0
64	RO001	47	9	6	g	nat	nut def	RO001.6.g	80	0	NA	NA	y	80	6.75	2.769	4.088	8	18.6	4.3	y	25	12	17	4.1	14	11	18	1	25	38	1	36.3	69	1	40	57	white	3.46410161513775	2.83321334405622	1.41098697371026	2.82842712474619	2.92316158071916	1.45861502269952	0	NA	NA	1.90954250488444	1.01848624418882	1.4080558529014	NA	NA	44.1102777777778	28.6369444444444	1
65	RO002	49	35	15	j	nat	nut def	RO002.15.j	75	14	15.8	3.9	n	77	5.24	1.16	1.796	12	17.3	4.1	y	NA	11	14.1	3.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.64617479738412	1.22377543162212	3.46410161513775	2.85070650150373	1.41098697371026	3.74165738677394	2.76000994003292	1.3609765531356	1.65632149833295	0.148420005118273	0.585561969880008	61.62	4.12098649316852	43.9024333333333	28.5739166666667	0
66	RO002	27	45	18	c	nat	nut def	RO002.18.c	80	15	15.1	3.9	n	82	5.01	0.804	2.202	NA	NA	NA	NA	NA	9	11.6	1.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.45100509811232	0.53062825106217	NA	NA	NA	3.87298334620742	2.71469474382088	1.3609765531356	1.61143591509677	-0.218156009803171	0.789366038300488	58.89	4.07567129695648	43.9024333333333	28.5739166666667	0
67	RO002	47	5	15	a	nat	nut def	RO002.15.a	80	14	16.6	3.4	n	80	4.89	1.266	2.144	15	19	3.2	y	NA	11	13.2	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.58021682959233	1.09861228866811	3.87298334620742	2.94443897916644	1.16315080980568	3.74165738677394	2.8094026953625	1.22377543162212	1.58719230348678	0.235862323721984	0.762673243208556	56.44	4.03317812698461	43.9024333333333	28.5739166666667	0
68	RO002	36	1	22	a	nat	nut def	RO002.22.a	75	18	12.7	4.5	n	77	4.73	1.229	2.519	15	14	5.9	y	NA	10	13	4.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.56494935746154	1.50407739677627	3.87298334620742	2.63905732961526	1.77495235091167	4.24264068711928	2.54160199346455	1.50407739677627	1.55392520250384	0.206200830583898	0.923861997370473	57.15	4.04567939024082	43.9024333333333	28.5739166666667	0
69	RO002	13	4	12	d	nat	nut def	RO002.12.d	78	13	15.7	4.6	n	78	5.17	0.947	1.226	12	15.9	3.6	y	NA	8	13.2	2.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.58021682959233	0.993251773010283	3.46410161513775	2.76631910922619	1.28093384546206	3.60555127546399	2.75366071235426	1.52605630349505	1.64287268852034	-0.0544561857960589	0.20375683751402	72.22	4.27971701584931	43.9024333333333	28.5739166666667	0
70	RO002	20	24	18	e	nat	nut def	RO002.18.e	80	12	13.1	3.8	n	80	5.08	1.172	1.656	11	17.6	4.3	y	NA	6	10.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.36085400111802	0.8754687373539	3.3166247903554	2.86789890204411	1.45861502269952	3.46410161513775	2.57261223020711	1.33500106673234	1.62531126159039	0.158711691154821	0.504405055963068	49.78	3.90761329693945	43.9024333333333	28.5739166666667	0
71	RO002	2	21	22	j	nat	nut def	RO002.22.j	78	15	13.3	5.2	n	78	6.21	1.322	2.685	14	14.4	4.4	y	NA	9	13.2	3.8	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.58021682959233	1.33500106673234	3.74165738677394	2.66722820658195	1.48160454092422	3.87298334620742	2.58776403522771	1.64865862558738	1.82616089594539	0.279145741429495	0.987680727960828	69.16	4.23642266081509	43.9024333333333	28.5739166666667	0
72	RO002	26	14	15	d	nat	nut def	RO002.15.d	80	20	13.6	3.8	n	80	5.06	1.342	2.691	17	15.8	2.8	y	NA	12	14.2	3.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.65324196460721	1.3609765531356	4.12310562561766	2.76000994003292	1.02961941718116	4.47213595499958	2.61006979274201	1.33500106673234	1.62136648329937	0.29416103854949	0.989912871744769	51.68	3.94507085947435	43.9024333333333	28.5739166666667	0
73	RO003	13	18	9	j	nat	nut def	RO003.9.j	78	18	15.4	3.7	n	78	4.8	1.247	2.761	14	17.6	3.6	y	NA	8	14.1	2.2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.64617479738412	0.78845736036427	3.74165738677394	2.86789890204411	1.28093384546206	4.24264068711928	2.73436750941958	1.30833281965018	1.56861591791385	0.220740666697899	1.01559293294802	56.98	4.04270032906976	44.3896666666667	28.5266388888889	0
74	RO003	26	7	15	g	nat	nut def	RO003.15.g	80	18	15.5	4.9	n	80	6.23	1.525	3.288	13	14.5	4.2	y	NA	11	12.6	3.6	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.53369681395743	1.28093384546206	3.60555127546399	2.67414864942653	1.43508452528932	4.24264068711928	2.7408400239252	1.58923520511658	1.82937633279936	0.421994410059375	1.19027947719393	75.95	4.33007522904178	44.3896666666667	28.5266388888889	0
75	RO003	2	44	11	d	nat	nut def	RO003.11.d	78	14	10.5	3.4	n	78	5.11	0.822	1.489	11	11.5	3.8	y	NA	8	10.9	3.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.3887627892351	1.22377543162212	3.3166247903554	2.4423470353692	1.33500106673234	3.74165738677394	2.35137525716348	1.22377543162212	1.63119940421561	-0.196014883925957	0.398104753701872	35.7	3.57515068878559	44.3896666666667	28.5266388888889	0
76	RO003	47	46	4	e	nat	nut def	RO003.4.e	80	11	17.2	4.1	n	80	6	1.075	2.281	13	18.6	3.9	y	NA	10	13.2	2.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.58021682959233	0.8754687373539	3.60555127546399	2.92316158071916	1.3609765531356	3.3166247903554	2.84490938381941	1.41098697371026	1.79175946922805	0.0723206615796261	0.824613943302251	70.52	4.25589635752967	44.3896666666667	28.5266388888889	0
77	RO003	49	1	4	c	nat	nut def	RO003.4.c	75	15	17.9	4.1	n	77	5.51	1.982	7.044	17	20.6	4.6	y	NA	12	16.1	2.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.77881927199042	1.06471073699243	4.12310562561766	3.02529107579554	1.52605630349505	3.87298334620742	2.88480071284671	1.41098697371026	1.70656462316482	0.684106435907796	1.95217619063396	73.39	4.29578768655697	44.3896666666667	28.5266388888889	0
78	RO003	20	30	4	d	nat	nut def	RO003.4.d	80	16	14.1	4	n	80	6.23	1.098	1.587	11	18	3.2	y	NA	10	12.7	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.54160199346455	1.22377543162212	3.3166247903554	2.89037175789616	1.16315080980568	4	2.64617479738412	1.38629436111989	1.82937633279936	0.093490343087339	0.461845441544272	56.4	4.03246915850401	44.3896666666667	28.5266388888889	0
79	RO003	36	42	11	c	nat	nut def	RO003.11.c	77	16	9.9	3.4	n	77	4.9	0.773	1.256	12	13.3	2.9	y	NA	10	13	3.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.56494935746154	1.25276296849537	3.46410161513775	2.58776403522771	1.06471073699243	4	2.29253475714054	1.22377543162212	1.58923520511658	-0.257476230394715	0.227932068046007	33.66	3.51631018876266	44.3896666666667	28.5266388888889	0
80	RO003	27	34	11	b	nat	nut def	RO003.11.b	80	15	12.4	2.4	n	82	4.47	1.009	3.046	13	14.5	4.8	y	NA	8	11.8	4.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.46809953147162	1.41098697371026	3.60555127546399	2.67414864942653	1.56861591791385	3.87298334620742	2.51769647261099	0.8754687373539	1.49738840862548	0.0089597413714718	1.11382925447297	29.76	3.39316520996489	44.3896666666667	28.5266388888889	0
81	RO004	47	10	20	i	nat	nut def	RO004.20.i	80	72	13.1	1.9	y	80	5.08	2.02	1.174	18	15.5	2.9	y	NA	11	11.6	2.1	15	69	NA	NA	NA	NA	NA	NA	69	1	37.5	NA		3.3166247903554	2.45100509811232	0.741937344729377	4.24264068711928	2.7408400239252	1.06471073699243	8.48528137423857	2.57261223020711	0.641853886172395	1.62531126159039	0.703097511413113	0.160416721405905	24.89	3.2144661163795	45.5761833333333	29.51805	1
82	RO004	20	7	21	h	nat	nut def	RO004.21.h	80	15	16.4	2.3	n	90	6.91	1.214	2.182	17	14.4	3.3	y	NA	12	14	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.63905732961526	1.16315080980568	4.12310562561766	2.66722820658195	1.19392246847243	3.87298334620742	2.79728133483015	0.832909122935104	1.93296963777958	0.193920692637306	0.780241887410879	37.72	3.63019045776526	45.5761833333333	29.51805	0
83	RO004	36	30	12	i	nat	nut def	RO004.12.i	77	16	18.3	4.1	n	77	7.23	1.417	2.95	16	20.1	3.4	y	NA	13	16	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.77258872223978	1.09861228866811	4	3.00071981506503	1.22377543162212	4	2.90690105984738	1.41098697371026	1.97823903617067	0.348541960708543	1.08180517035173	75.03	4.31788803355764	45.5761833333333	29.51805	0
84	RO004	13	17	12	a	nat	nut def	RO004.12.a	78	13	19.1	4.5	n	78	6.37	1.684	NA	15	18.9	3.4	y	NA	11	16	2.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.77258872223978	0.741937344729377	3.87298334620742	2.9391619220656	1.22377543162212	3.60555127546399	2.94968833505258	1.50407739677627	1.85159946958407	0.521171915820135	NA	85.95	4.45376573182886	45.5761833333333	29.51805	0
85	RO004	27	10	21	j	nat	nut def	RO004.21.j	80	22	13.4	3.3	n	80	8.09	1.611	1.908	18	17.2	3.4	y	NA	10	13.3	2.3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.58776403522771	0.832909122935104	4.24264068711928	2.84490938381941	1.22377543162212	4.69041575982343	2.59525470695687	1.19392246847243	2.0906287310704	0.476855104194837	0.646055573026095	44.22	3.7891771754293	45.5761833333333	29.51805	0
86	RO004	49	36	3	a	nat	nut def	RO004.3.a	75	15	16.9	3.8	n	77	6.87	1.723	2.878	17	20.2	4.7	y	NA	12	18.1	3.1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.89591193827178	1.1314021114911	4.12310562561766	3.00568260440716	1.54756250871601	3.87298334620742	2.82731362192903	1.33500106673234	1.92716410623426	0.544066957545793	1.05709560846518	64.22	4.16231468866137	45.5761833333333	29.51805	0
87	RO004	2	17	21	a	nat	nut def	RO004.21.a	78	16	15.4	3.5	n	78	6.98	1.421	1.814	17	15.5	3.6	y	NA	11	13.5	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.60268968544438	0.916290731874155	4.12310562561766	2.7408400239252	1.28093384546206	4	2.73436750941958	1.25276296849537	1.94304891677428	0.351360849114964	0.595534351692945	53.9	3.98713047791495	45.5761833333333	29.51805	0
88	RO004	26	38	12	f	nat	nut def	RO004.12.f	80	14	19	5.2	n	80	7.6	1.193	2.614	19	19.8	3.8	y	NA	14	14.7	1.9	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.68784749378469	0.641853886172395	4.35889894354067	2.98568193770049	1.33500106673234	3.74165738677394	2.94443897916644	1.64865862558738	2.02814824729229	0.176471143115779	0.96088161520203	98.8	4.59309760475382	45.5761833333333	29.51805	0
89	RO005	36	22	15	f	nat	nut def	RO005.15.f	77	22	18.2	3.3	n	77	6.05	1.177	2.157	17	19.5	2.9	y	NA	11	16.9	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.82731362192903	1.25276296849537	4.12310562561766	2.9704144655697	1.06471073699243	4.69041575982343	2.90142159408275	1.19392246847243	1.80005827204275	0.16296882827814	0.768718367407019	60.06	4.09534406255518	45.4978611111111	27.9118055555556	0
90	RO005	2	10	14	g	nat	nut def	RO005.14.g	78	18	14	4.3	n	78	9.16	1.119	2.511	15	13.7	3.9	y	NA	12	12.6	2.6	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.53369681395743	0.955511445027436	3.87298334620742	2.61739583283408	1.3609765531356	4.24264068711928	2.63905732961526	1.45861502269952	2.21484617868604	0.112435429329788	0.920681080175448	60.2	4.09767235231477	45.4978611111111	27.9118055555556	0
91	RO005	49	50	14	a	nat	nut def	RO005.14.a	75	19	17.1	6	n	77	5.51	1.259	3.098	11	16.5	3.5	y	NA	10	16.2	5.7	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.78501124223834	1.7404661748405	3.3166247903554	2.80336038090653	1.25276296849537	4.35889894354067	2.83907846350861	1.79175946922805	1.70656462316482	0.23031775506221	1.13075674199468	102.6	4.63083793273667	45.4978611111111	27.9118055555556	0
92	RO005	26	17	14	j	nat	nut def	RO005.14.j	80	19	16.1	4.5	n	80	6	1.359	2.989	12	19.9	4	y	NA	9	16	3.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77258872223978	1.19392246847243	3.46410161513775	2.99071973173045	1.38629436111989	4.35889894354067	2.77881927199042	1.50407739677627	1.79175946922805	0.306749135169007	1.0949388833018	72.45	4.28289666876669	45.4978611111111	27.9118055555556	0
93	RO005	20	21	14	d	nat	nut def	RO005.14.d	80	15	13.1	3.7	n	80	5.77	1.237	3.301	13	16.5	4.1	y	NA	9	13.9	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.63188884013665	1.33500106673234	3.60555127546399	2.80336038090653	1.41098697371026	3.87298334620742	2.57261223020711	1.30833281965018	1.75267208052001	0.212689093410351	1.19422545287106	48.47	3.88094504985728	45.4978611111111	27.9118055555556	0
94	RO005	47	43	23	i	nat	nut def	RO005.23.i	80	16	19	4.7	n	80	6.36	1.661	2.008	11	22	5.7	y	NA	10	18.5	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.91777073208428	1.38629436111989	3.3166247903554	3.09104245335832	1.7404661748405	4	2.94443897916644	1.54756250871601	1.85002837735203	0.507419830631158	0.697139201829483	89.3	4.49200148788245	45.4978611111111	27.9118055555556	0
95	RO005	13	22	25	c	nat	nut def	RO005.25.c	78	13	14	3.3	n	78	5.51	0.925	1.734	16	16.8	2.9	y	NA	9	10.8	2.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.37954613413017	0.741937344729377	4	2.82137888640921	1.06471073699243	3.60555127546399	2.63905732961526	1.19392246847243	1.70656462316482	-0.0779615414697118	0.55043087835835	46.2	3.83297979808769	45.4978611111111	27.9118055555556	0
96	RO005	27	12	14	f	nat	nut def	RO005.14.f	80	13	17.7	4.9	n	82	6.17	1.212	2.75	11	18.6	4.2	y	NA	9	17.2	3.1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.84490938381941	1.1314021114911	3.3166247903554	2.92316158071916	1.43508452528932	3.60555127546399	2.87356463957978	1.58923520511658	1.8196988379173	0.192271887647123	1.01160091167848	86.73	4.46279984469636	45.4978611111111	27.9118055555556	0
97	RU001	26	9	9	b	nat	nut def	RU001.9.b	80	14	15.1	3.7	n	80	5.04	1.029	2.279	15	14.5	3.4	y	NA	8	10.2	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.32238772029023	1.25276296849537	3.87298334620742	2.67414864942653	1.22377543162212	3.74165738677394	2.71469474382088	1.30833281965018	1.61740608208328	0.0285874568519125	0.823736750263547	55.87	4.02302756347106	51.38333333	56.8	0
98	RU001	47	45	6	d	nat	nut def	RU001.6.d	80	15	14.2	3.6	n	80	4.63	1.04	2.45	14	15.7	3.9	y	NA	11	12.7	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.54160199346455	0.8754687373539	3.74165738677394	2.75366071235426	1.3609765531356	3.87298334620742	2.65324196460721	1.28093384546206	1.53255686809814	0.0392207131532813	0.896088024556636	51.12	3.93417581006928	51.38333333	56.8	0
