PopID	Pos	Mom	Indiv	Origin	Rack	Trt	ID	FRack	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1	LfLgth1	LfWdth1	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log	Latitude	Longitude
78	RO005	50	17	b	nat	14	flood	RO005.17.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12	NA	All leaves breaking	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.4978611111111	27.9118055555556
79	RO005	4	25	g	nat	45	flood	RO005.25.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		8	16.2	2.9	2.82842712474619	2.78501124223834	1.06471073699243	NA	NA	NA	NA	NA	NA	45.4978611111111	27.9118055555556
80	RO005	31	17	g	nat	3	flood	RO005.17.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		8	9.3	2.3	2.82842712474619	2.23001440015921	0.832909122935104	NA	NA	NA	NA	NA	NA	45.4978611111111	27.9118055555556
81	RO005	34	15	g	nat	35	flood	RO005.15.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	13	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		9	16.5	4.5	3	2.80336038090653	1.50407739677627	NA	NA	NA	NA	NA	NA	45.4978611111111	27.9118055555556
82	RU001	8	2	d	nat	45	flood	RU001.2.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	19	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		13	13.2	3.7	3.60555127546399	2.58021682959233	1.30833281965018	NA	NA	NA	NA	NA	NA	51.38333333	56.8
83	RU001	26	6	c	nat	39	flood	RU001.6.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	19	NA		NA	NA	NA	NA	NA	NA	NA	NA		11	11	3.5	3.3166247903554	2.39789527279837	1.25276296849537	NA	NA	NA	NA	NA	NA	51.38333333	56.8
84	RU001	19	2	b	nat	43	flood	RU001.2.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		14	15.8	3.7	3.74165738677394	2.76000994003292	1.30833281965018	NA	NA	NA	NA	NA	NA	51.38333333	56.8
85	RU001	34	6	a	nat	23	flood	RU001.6.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		12	17.7	5.1	3.46410161513775	2.87356463957978	1.62924053973028	NA	NA	NA	NA	NA	NA	51.38333333	56.8
86	RU001	15	9	e	nat	14	flood	RU001.9.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	13	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		8	14.2	2.6	2.82842712474619	2.65324196460721	0.955511445027436	NA	NA	NA	NA	NA	NA	51.38333333	56.8
87	RU001	23	9	f	nat	35	flood	RU001.9.f	F1	71	11	10.2	2.7	n	91	8.92	0.539	0.287	9	NA	NA	F1-23	NA	NA	NA	NA	NA	NA	NA	NA		6	9.5	2.5	2.44948974278318	2.2512917986065	0.916290731874155	3.3166247903554	2.32238772029023	0.993251773010283	2.18829594659192	-0.61803970807314	-1.24827306322252	51.38333333	56.8
88	RU001	27	7	i	nat	3	flood	RU001.7.i	F1	71	11	19	2.4	y	91	6.29	1.047	0.381	8	NA	18	F1-27	69	NA	NA	NA	69	1	9.5	NA		9	13.1	2.9	3	2.57261223020711	1.06471073699243	3.3166247903554	2.94443897916644	0.8754687373539	1.83896107071235	0.0459289318883997	-0.964955903855436	51.38333333	56.8
89	RU002	11	2	c	nat	39	flood	RU002.2.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	24	24	FLOAT-24	NA	NA	NA	NA	NA	NA	NA	NA		14	14	3.5	3.74165738677394	2.63905732961526	1.25276296849537	NA	NA	NA	NA	NA	NA	49.1791667	53.2422611
90	RU002	37	5	d	nat	14	flood	RU002.5.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		11	13.8	4	3.3166247903554	2.62466859216316	1.38629436111989	NA	NA	NA	NA	NA	NA	49.1791667	53.2422611
91	RU002	45	1	a	nat	43	flood	RU002.1.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	21	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.1791667	53.2422611
92	RU003	40	3	e	nat	14	flood	RU003.3.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	20	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.1625	54.8
93	RU003	2	1	f	nat	35	flood	RU003.1.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	14	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		4	9	1	2	2.19722457733622	0	NA	NA	NA	NA	NA	NA	38.1625	54.8
94	RU003	25	4	c	nat	45	flood	RU003.4.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	9	NA	EMPTY	NA	NA	NA	NA	NA	NA	NA	NA		1	4	0.6	1	1.38629436111989	-0.510825623765991	NA	NA	NA	NA	NA	NA	38.1625	54.8
95	RU004	39	8	c	nat	23	flood	RU004.8.c	F1	71	14	21.3	4.2	n	91	6.21	0.615	0.56	6	NA	NA	F1-39	NA	NA	NA	NA	NA	NA	NA	NA		10	14	1.9	3.16227766016838	2.63905732961526	0.641853886172395	3.74165738677394	3.05870707271538	1.43508452528932	1.82616089594539	-0.486133011175619	-0.579818495252942	60.16666667	55.01666667
96	RU004	49	6	c	nat	43	flood	RU004.6.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.16666667	55.01666667
97	RU004	6	7	a	nat	39	flood	RU004.7.a	F2	71	5	11.3	3.2	n	91	NA	NA	NA	5	NA	NA	F2-6	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	2.23606797749979	2.42480272571829	1.16315080980568	NA	NA	NA	60.16666667	55.01666667
98	RU005	41	3	a	nat	45	flood	RU005.3.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	36	20	F1-41	NA	NA	NA	NA	NA	NA	NA	NA		17	11	3.6	4.12310562561766	2.39789527279837	1.28093384546206	NA	NA	NA	NA	NA	NA	49.1876667	53.2534694
99	RU005	13	5	f	nat	39	flood	RU005.5.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	21	20		NA	NA	NA	NA	NA	NA	NA	NA		13	13	2.5	3.60555127546399	2.56494935746154	0.916290731874155	NA	NA	NA	NA	NA	NA	49.1876667	53.2534694
100	RU005	15	6	c	nat	43	flood	RU005.6.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		11	13.2	4.2	3.3166247903554	2.58021682959233	1.43508452528932	NA	NA	NA	NA	NA	NA	49.1876667	53.2534694
101	RU005	14	5	c	nat	3	flood	RU005.5.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	29	24	FLOAT-24	NA	NA	NA	NA	NA	NA	NA	NA		12	10.8	3.2	3.46410161513775	2.37954613413017	1.16315080980568	NA	NA	NA	NA	NA	NA	49.1876667	53.2534694
102	RU008	11	18	g	nat	43	flood	RU008.18.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		10	18	5.9	3.16227766016838	2.89037175789616	1.77495235091167	NA	NA	NA	NA	NA	NA	44.05	43.06000278
103	RU008	33	17	a	nat	14	flood	RU008.17.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	15	NA		NA	NA	NA	NA	NA	NA	NA	NA		11	14.8	4.2	3.3166247903554	2.69462718077007	1.43508452528932	NA	NA	NA	NA	NA	NA	44.05	43.06000278
104	RU008	35	19	a	nat	3	flood	RU008.19.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		13	13.2	3.3	3.60555127546399	2.58021682959233	1.19392246847243	NA	NA	NA	NA	NA	NA	44.05	43.06000278
105	RU008	11	16	e	nat	35	flood	RU008.16.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		16	13	3.5	4	2.56494935746154	1.25276296849537	NA	NA	NA	NA	NA	NA	44.05	43.06000278
106	RU008	19	21	b	nat	23	flood	RU008.21.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	17	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		19	17.2	4.7	4.35889894354067	2.84490938381941	1.54756250871601	NA	NA	NA	NA	NA	NA	44.05	43.06000278
107	RU008	42	18	b	nat	39	flood	RU008.18.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	21	NA		NA	NA	NA	NA	NA	NA	NA	NA		10	12	3	3.16227766016838	2.484906649788	1.09861228866811	NA	NA	NA	NA	NA	NA	44.05	43.06000278
108	RU008	13	21	c	nat	45	flood	RU008.21.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		12	23.4	3.6	3.46410161513775	3.15273602236366	1.28093384546206	NA	NA	NA	NA	NA	NA	44.05	43.06000278
109	TR001	35	10	g	nat	43	flood	TR001.10.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		11	15.6	3.1	3.3166247903554	2.74727091425549	1.1314021114911	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778
110	TR001	29	1	a	nat	23	flood	TR001.1.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	21	NA		NA	NA	NA	NA	NA	NA	NA	NA		12	15	3.5	3.46410161513775	2.70805020110221	1.25276296849537	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778
111	TR001	50	12	h	nat	39	flood	TR001.12.h	F2	71	13	16.7	2.8	n	91	1.97	0.693	0.475	6	NA	NA	F2-50	NA	NA	NA	NA	NA	NA	NA	NA		10	14	3	3.16227766016838	2.63905732961526	1.09861228866811	3.60555127546399	2.81540871942271	1.02961941718116	0.678033542749897	-0.366725279792234	-0.744440474947496	41.7511111111111	27.2477777777778
112	TR001	50	1	e	nat	35	flood	TR001.1.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	19	NA		NA	NA	NA	NA	NA	NA	NA	NA		11	15	4.5	3.3166247903554	2.70805020110221	1.50407739677627	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778
113	TR001	7	1	j	nat	45	flood	TR001.1.j	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		7	20.1	3.7	2.64575131106459	3.00071981506503	1.30833281965018	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778
114	TR001	39	19	g	nat	3	flood	TR001.19.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	19	NA		NA	NA	NA	NA	NA	NA	NA	NA		8	13.8	4.4	2.82842712474619	2.62466859216316	1.48160454092422	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778
115	TR001	39	1	c	nat	14	flood	TR001.1.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	20	NA		NA	NA	NA	NA	NA	NA	NA	NA		13	12.2	3.2	3.60555127546399	2.50143595173921	1.16315080980568	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778
116	TR003	12	6	c	nat	45	flood	TR003.6.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	13	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		8	16.3	2.6	2.82842712474619	2.79116510781272	0.955511445027436	NA	NA	NA	NA	NA	NA	38.7672222222222	37.0038888888889
117	TR003	6	24	d	nat	35	flood	TR003.24.d	F1	71	8	9.4	1.2	n	91	3.39	0.241	0.034	9	NA	NA	F1-6	NA	NA	NA	NA	NA	NA	NA	NA		5	8	2	2.23606797749979	2.07944154167984	0.693147180559945	2.82842712474619	2.24070968927596	0.182321556793955	1.22082992139236	-1.42295834549148	-3.38139475436598	38.7672222222222	37.0038888888889
118	TR003	7	2	g	nat	39	flood	TR003.2.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	17	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.7672222222222	37.0038888888889
119	TR004	35	14	a	nat	35	flood	TR004.14.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	21	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		9	15	4.5	3	2.70805020110221	1.50407739677627	NA	NA	NA	NA	NA	NA	38.3672222222222	42.7736111111111
120	TR004	3	8	a	nat	23	flood	TR004.8.a	F1	71	7	16	5.1	n	91	6.11	0.668	0.686	7	NA	NA	F1-3	NA	NA	NA	NA	NA	NA	NA	NA		10	13.4	1.9	3.16227766016838	2.59525470695687	0.641853886172395	2.64575131106459	2.77258872223978	1.62924053973028	1.8099267731835	-0.403467105445491	-0.376877651256252	38.3672222222222	42.7736111111111
121	TR004	21	8	f	nat	45	flood	TR004.8.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12	12	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA		7	16.5	1.8	2.64575131106459	2.80336038090653	0.587786664902119	NA	NA	NA	NA	NA	NA	38.3672222222222	42.7736111111111
122	TR004	43	27	e	nat	3	flood	TR004.27.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11	11	Floating Free	NA	NA	NA	NA	NA	NA	NA	NA		9	11.1	4	3	2.40694510831829	1.38629436111989	NA	NA	NA	NA	NA	NA	38.3672222222222	42.7736111111111
123	TR004	12	27	f	nat	43	flood	TR004.27.f	F2	71	7	15	3.6	n	74	5.23	0.47	0.078	6	NA	NA	F2-12	NA	NA	NA	NA	NA	NA	NA	NA		6	12.8	2.2	2.44948974278318	2.54944517092557	0.78845736036427	2.64575131106459	2.70805020110221	1.28093384546206	1.65441127807683	-0.755022584278033	-2.55104645229255	38.3672222222222	42.7736111111111
124	TR005	33	18	k	nat	23	flood	TR005.18.k	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	30	NA		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.7825	41.0736111111111
125	TR005	25	9	e	nat	14	flood	TR005.9.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	15	13	FF-13	NA	NA	NA	NA	NA	NA	NA	NA		7	13.8	2.4	2.64575131106459	2.62466859216316	0.8754687373539	NA	NA	NA	NA	NA	NA	39.7825	41.0736111111111
126	TR005	18	20	i	nat	35	flood	TR005.20.i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	19	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		9	16.5	4.5	3	2.80336038090653	1.50407739677627	NA	NA	NA	NA	NA	NA	39.7825	41.0736111111111
127	TR005	23	20	a	nat	45	flood	TR005.20.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12	12	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA		8	13.8	3.6	2.82842712474619	2.62466859216316	1.28093384546206	NA	NA	NA	NA	NA	NA	39.7825	41.0736111111111
128	UA001	15	25	b	nat	45	flood	UA001.25.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	20	NA		NA	NA	NA	NA	NA	NA	NA	NA		15	13.8	4.5	3.87298334620742	2.62466859216316	1.50407739677627	NA	NA	NA	NA	NA	NA	48.1006666666667	37.8161111111111
129	UA001	24	22	e	nat	35	flood	UA001.22.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	21	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA		11	16	4.5	3.3166247903554	2.77258872223978	1.50407739677627	NA	NA	NA	NA	NA	NA	48.1006666666667	37.8161111111111
130	UA001	48	11	d	nat	14	flood	UA001.11.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	20	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA		13	13.2	3.5	3.60555127546399	2.58021682959233	1.25276296849537	NA	NA	NA	NA	NA	NA	48.1006666666667	37.8161111111111
131	UA001	19	25	g	nat	3	flood	UA001.25.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	20	14	FLOAT-14	NA	NA	NA	NA	NA	NA	NA	NA		11	11.5	3.7	3.3166247903554	2.4423470353692	1.30833281965018	NA	NA	NA	NA	NA	NA	48.1006666666667	37.8161111111111
132	UA002	19	15	e	nat	45	flood	UA002.15.e	F1	71	20	17.3	4.3	n	91	7.13	1.089	0.228	7	NA	NA	F1-198	NA	NA	NA	NA	NA	NA	NA	NA		13	13.9	3.6	3.60555127546399	2.63188884013665	1.28093384546206	4.47213595499958	2.85070650150373	1.45861502269952	1.9643112344262	0.0852598439508234	-1.4784096500277	48.1523333333333	37.8405833333333
133	UA002	18	13	d	nat	14	flood	UA002.13.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	19	17	FLOAT-17	13	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.1523333333333	37.8405833333333
134	UA002	35	18	f	nat	39	flood	UA002.18.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		9	15	3.5	3	2.70805020110221	1.25276296849537	NA	NA	NA	NA	NA	NA	48.1523333333333	37.8405833333333
135	UA003	45	7A	f	nat	35	flood	UA003.7A.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	19	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA		10	5	3	3.16227766016838	1.6094379124341	1.09861228866811	NA	NA	NA	NA	NA	NA	50.48075	30.4863055555556
136	UA003	12	7A	a	nat	23	flood	UA003.7A.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	29	30	FLOAT-30	NA	NA	NA	NA	NA	NA	NA	NA		15	17.3	4.7	3.87298334620742	2.85070650150373	1.54756250871601	NA	NA	NA	NA	NA	NA	50.48075	30.4863055555556
137	UA003	8	9A	h	nat	3	flood	UA003.9A.h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		7	14	2.6	2.64575131106459	2.63905732961526	0.955511445027436	NA	NA	NA	NA	NA	NA	50.48075	30.4863055555556
138	UA003	27	11A	c	nat	14	flood	UA003.11A.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	19	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA		11	14.4	3.6	3.3166247903554	2.66722820658195	1.28093384546206	NA	NA	NA	NA	NA	NA	50.48075	30.4863055555556
139	UA003	37	8	d	nat	39	flood	UA003.8.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	14	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		8	17	3	2.82842712474619	2.83321334405622	1.09861228866811	NA	NA	NA	NA	NA	NA	50.48075	30.4863055555556
140	UA003	25	7A	c	nat	43	flood	UA003.7A.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	18	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA		8	14.7	1.9	2.82842712474619	2.68784749378469	0.641853886172395	NA	NA	NA	NA	NA	NA	50.48075	30.4863055555556
141	UA003	30	6	h	nat	45	flood	UA003.6.h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		10	14.3	2.8	3.16227766016838	2.66025953726586	1.02961941718116	NA	NA	NA	NA	NA	NA	50.48075	30.4863055555556
142	UA004	10	7	a	nat	45	flood	UA004.7.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12	12	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA		13	13	2.9	3.60555127546399	2.56494935746154	1.06471073699243	NA	NA	NA	NA	NA	NA	48.6460277777778	30.7750833333333
143	UA004	43	5	c	nat	35	flood	UA004.5.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA		10	13	4.5	3.16227766016838	2.56494935746154	1.50407739677627	NA	NA	NA	NA	NA	NA	48.6460277777778	30.7750833333333
144	UA004	31	18	e	nat	23	flood	UA004.18.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		12	10.2	3.3	3.46410161513775	2.32238772029023	1.19392246847243	NA	NA	NA	NA	NA	NA	48.6460277777778	30.7750833333333
145	UA004	29	5	j	nat	39	flood	UA004.5.j	F2	71	11	16.6	5.2	n	74	7.09	0.736	0.604	6	NA	NA	F2-29	NA	NA	NA	NA	NA	NA	NA	NA		12	12	4.5	3.46410161513775	2.484906649788	1.50407739677627	3.3166247903554	2.8094026953625	1.64865862558738	1.95868534054404	-0.306525160253261	-0.504181081047322	48.6460277777778	30.7750833333333
146	UA004	12	15	j	nat	3	flood	UA004.15.j	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA		10	14.2	4.2	3.16227766016838	2.65324196460721	1.43508452528932	NA	NA	NA	NA	NA	NA	48.6460277777778	30.7750833333333
147	UA004	13	5	b	nat	14	flood	UA004.5.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA		13	11.8	2.6	3.60555127546399	2.46809953147162	0.955511445027436	NA	NA	NA	NA	NA	NA	48.6460277777778	30.7750833333333
148	UA004	30	18	c	nat	43	flood	UA004.18.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	20	NA		NA	NA	NA	NA	NA	NA	NA	NA		11	19	4.8	3.3166247903554	2.94443897916644	1.56861591791385	NA	NA	NA	NA	NA	NA	48.6460277777778	30.7750833333333
149	UA005	20	7	g	nat	23	flood	UA005.7.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	29	25	FLOAT-25	NA	NA	NA	NA	NA	NA	NA	NA		11	15.7	4.6	3.3166247903554	2.75366071235426	1.52605630349505	NA	NA	NA	NA	NA	NA	47.862	38.4606944444444
150	UA005	5	18	g	nat	14	flood	UA005.18.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	25	NA		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.862	38.4606944444444
151	UA005	17	15	f	nat	3	flood	UA005.15.f	F1	71	9	19.6	4.3	n	91	6.18	1.062	0.259	8	NA	20	F1-17	NA	NA	NA	NA	NA	NA	NA	NA		8	12.6	3.2	2.82842712474619	2.53369681395743	1.16315080980568	3	2.97552956623647	1.45861502269952	1.8213182714696	0.0601539228197471	-1.3509272172826	47.862	38.4606944444444
152	UA006	42	10	a	nat	14	flood	UA006.10.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	16	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		8	16.5	3.5	2.82842712474619	2.80336038090653	1.25276296849537	NA	NA	NA	NA	NA	NA	45.7083333333333	33.3497222222222
153	UA006	39	14	c	nat	35	flood	UA006.14.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11	11	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.7083333333333	33.3497222222222
154	UA006	36	24	h	nat	3	flood	UA006.24.h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		9	16.3	5.2	3	2.79116510781272	1.64865862558738	NA	NA	NA	NA	NA	NA	45.7083333333333	33.3497222222222
155	UA006	19	14	i	nat	39	flood	UA006.14.i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	14	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.7083333333333	33.3497222222222
156	UA008	22	13	e	nat	35	flood	UA008.13.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	22	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		3	12	2.5	1.73205080756888	2.484906649788	0.916290731874155	NA	NA	NA	NA	NA	NA	46.7572222222222	32.7661111111111
157	UA008	43	13	d	nat	14	flood	UA008.13.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	21	NA		NA	NA	NA	NA	NA	NA	NA	NA		10	15.6	3.9	3.16227766016838	2.74727091425549	1.3609765531356	NA	NA	NA	NA	NA	NA	46.7572222222222	32.7661111111111
158	UA008	42	25	a	nat	3	flood	UA008.25.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.7572222222222	32.7661111111111
159	UA008	42	18	d	nat	45	flood	UA008.18.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		9	13.7	3.2	3	2.61739583283408	1.16315080980568	NA	NA	NA	NA	NA	NA	46.7572222222222	32.7661111111111
160	US001	23	20	e	inv	43	flood	US001.20.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA		12	17.2	4	3.46410161513775	2.84490938381941	1.38629436111989	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333
161	US001	34	23	g	inv	14	flood	US001.23.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		15	15.4	2.8	3.87298334620742	2.73436750941958	1.02961941718116	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333
162	US001	28	20	d	inv	39	flood	US001.20.d	F2	71	35	17.5	6	n	74	13.95	2.958	1.527	5	NA	NA	F2-28	NA	NA	NA	NA	NA	NA	NA	NA		13	12	3	3.60555127546399	2.484906649788	1.09861228866811	5.91607978309962	2.86220088092947	1.79175946922805	2.63547950826737	1.08451336428861	0.423305026236495	45.6152333333333	-120.787533333333
