PopID	ID	Rack	Pos	Mom	Indiv	Origin	LfCount1	LfLgth1	LfWdth1	CrownDiam.mmA	ShootMass.gA	RootMass.gA	Sm.Rm	LfCount1.sq	LfLgth1.log	LfWdth1.log	CrownA.log	ShootA.log	RootA.log	Latitude	Longitude
11	CA001	CA001.3.i	31	25	3	i	inv	12	17.6	4.5	4.35	0.69	0.38	1.815789474	3.46410161513775	2.86789890204411	1.50407739677627	1.47017584510059	-0.371063681390832	-0.967584026261706	49.0149388888889	-122.882097222222
12	CA001	CA001.4.d	32	2	4	d	inv	14	15.5	3.7	4.35	0.644	1.704	0.377934272	3.74165738677394	2.7408400239252	1.30833281965018	1.47017584510059	-0.440056552877783	0.532978428407124	49.0149388888889	-122.882097222222
13	CA001	CA001.4.e	42	20	4	e	inv	14	12	2.9	4.43	0.623	1.069	0.582787652	3.74165738677394	2.484906649788	1.06471073699243	1.48839958405704	-0.473208760194684	0.0667236320429081	49.0149388888889	-122.882097222222
14	CA001	CA001.6.d	22	17	6	d	inv	10	15.5	5.7	4.38	0.663	0.652	1.016871166	3.16227766016838	2.7408400239252	1.7404661748405	1.47704872438835	-0.410980288796275	-0.427710717055484	49.0149388888889	-122.882097222222
15	CA001	CA001.6.f	8	27	6	f	inv	11	13.6	4.2	4.95	0.694	0.542	1.280442804	3.3166247903554	2.61006979274201	1.43508452528932	1.5993875765806	-0.365283318475333	-0.612489277542491	49.0149388888889	-122.882097222222
16	CA001	CA001.7.g	28	6	7	g	inv	12	15.9	4.8	4.31	0.856	0.623	1.37399679	3.46410161513775	2.76631910922619	1.56861591791385	1.46093790411566	-0.155484902840395	-0.473208760194684	49.0149388888889	-122.882097222222
17	CA008	CA008.4.e	21	28	4	e	inv	12	11.2	3	4.28	0.412	0.263	1.566539924	3.46410161513775	2.41591377830105	1.09861228866811	1.45395300959371	-0.886731929632611	-1.33560124680437	49.0120833333333	-118.645711111111
18	CA008	CA008.5.b	22	11	5	b	inv	11	11.5	2.5	3.86	0.527	0.56	0.941071429	3.3166247903554	2.4423470353692	0.916290731874155	1.35066718347674	-0.640554730440775	-0.579818495252942	49.0120833333333	-118.645711111111
19	CA008	CA008.5.d	8	36	5	d	inv	10	11.3	3.1	5.39	0.619	0.585	1.058119658	3.16227766016838	2.42480272571829	1.1314021114911	1.68454538492091	-0.479650006297541	-0.536143431750281	49.0120833333333	-118.645711111111
20	CA008	CA008.5.l	32	23	5	l	inv	9	12.8	2.5	3.73	0.391	0.355	1.101408451	3	2.54944517092557	0.916290731874155	1.31640823365572	-0.939047718996771	-1.03563748950672	49.0120833333333	-118.645711111111
21	CA008	CA008.6.c	42	49	6	c	inv	10	9.6	2.5	2.76	0.333	0.189	1.761904762	3.16227766016838	2.26176309847379	0.916290731874155	1.01523067972906	-1.09961278900169	-1.66600826392249	49.0120833333333	-118.645711111111
22	CA008	CA008.6.e	28	21	6	e	inv	12	12.3	2.2	4.1	0.415	0.273	1.52014652	3.46410161513775	2.50959926237837	0.78845736036427	1.41098697371026	-0.879476758751439	-1.29828348379718	49.0120833333333	-118.645711111111
23	GR001	GR001.24.a	15	19	24	a	nat	7	14.2	3.2	3.34	0.207	0.129	1.604651163	2.64575131106459	2.65324196460721	1.16315080980568	1.20597080698861	-1.57503648571677	-2.04794287462046	40.1566666666667	22.5480555555556
24	GR001	GR001.24.g	31	34	24	g	nat	5	13.5	1.6	1.85	0.116	0.026	4.461538462	2.23606797749979	2.60268968544438	0.470003629245736	0.615185639090233	-2.15416508787577	-3.64965874096066	40.1566666666667	22.5480555555556
25	GR001	GR001.26.d	28	30	26	d	nat	8	14.4	1.8	2.56	0.267	0.153	1.745098039	2.82842712474619	2.66722820658195	0.587786664902119	0.940007258491471	-1.32050662058189	-1.8773173575897	40.1566666666667	22.5480555555556
26	GR001	GR001.26.j	22	49	26	j	nat	7	13.8	4	1.78	0.193	0.164	1.176829268	2.64575131106459	2.62466859216316	1.38629436111989	0.576613364303994	-1.64506509007725	-1.80788885115794	40.1566666666667	22.5480555555556
27	GR001	GR001.28.e	42	35	28	e	nat	8	13.4	3.2	2.65	0.392	0.116	3.379310345	2.82842712474619	2.59525470695687	1.16315080980568	0.974559639998131	-0.936493439191674	-2.15416508787577	40.1566666666667	22.5480555555556
28	GR001	GR001.28.j	32	15	28	j	nat	9	14.3	3.7	3.73	0.409	0.126	3.246031746	3	2.66025953726586	1.30833281965018	1.31640823365572	-0.894040122939335	-2.07147337203066	40.1566666666667	22.5480555555556
29	GR001	GR001.6.a	21	4	6	a	nat	5	12.5	1.1	1.91	0.094	0.025	3.76	2.23606797749979	2.52572864430826	0.0953101798043249	0.647103242058538	-2.36446049671213	-3.68887945411394	40.1566666666667	22.5480555555556
30	GR002	GR002.2.a	32	48	2	a	nat	12	14.9	4.2	4.19	0.489	0.393	1.244274809	3.46410161513775	2.70136121295141	1.43508452528932	1.43270073393405	-0.715392789507265	-0.933945667112876	40.6213888888889	23.0786111111111
31	GR002	GR002.2.e	22	24	2	e	nat	12	14.1	2.2	4.64	0.71	0.653	1.087289433	3.46410161513775	2.64617479738412	0.78845736036427	1.53471436623816	-0.342490308946776	-0.426178149705706	40.6213888888889	23.0786111111111
32	GR002	GR002.2.h	8	28	2	h	nat	13	13.8	2.9	3.05	0.509	0.257	1.980544747	3.60555127546399	2.62466859216316	1.06471073699243	1.11514159061932	-0.675307262431614	-1.35867919408692	40.6213888888889	23.0786111111111
33	GR002	GR002.25.f	31	9	25	f	nat	10	14.1	3	4.11	0.404	0.231	1.748917749	3.16227766016838	2.64617479738412	1.09861228866811	1.41342302850814	-0.906340401020987	-1.46533756846034	40.6213888888889	23.0786111111111
34	GR002	GR002.8.c	15	20	8	c	nat	11	9.8	2.6	6.05	0.399	0.356	1.120786517	3.3166247903554	2.28238238567653	0.955511445027436	1.80005827204275	-0.918793862092274	-1.03282454813011	40.6213888888889	23.0786111111111
35	GR002	GR002.8.d	28	13	8	d	nat	9	14.5	3.7	3.08	0.397	0.174	2.281609195	3	2.67414864942653	1.30833281965018	1.12492959698548	-0.923818998294947	-1.74869997976761	40.6213888888889	23.0786111111111
36	GR002	GR002.8.f	21	20	8	f	nat	10	10.6	4	3.69	0.351	0.197	1.781725888	3.16227766016838	2.36085400111802	1.38629436111989	1.30562645805244	-1.04696905551627	-1.62455155024415	40.6213888888889	23.0786111111111
37	GR002	GR002.8.i	42	39	8	i	nat	8	12	2.4	3.51	0.27	0.161	1.677018634	2.82842712474619	2.484906649788	0.8754687373539	1.25561603747777	-1.30933331998376	-1.82635091399767	40.6213888888889	23.0786111111111
38	GR003	GR003.10.j	42	19	10	j	nat	8	15.4	3.4	3.38	0.274	0.127	2.157480315	2.82842712474619	2.73436750941958	1.22377543162212	1.21787570949493	-1.29462717259407	-2.06356819252355	40.8508333333333	25.7930555555556
39	GR003	GR003.12.f	22	12	12	f	nat	7	14.1	3.6	1.71	0.209	0.142	1.471830986	2.64575131106459	2.64617479738412	1.28093384546206	0.536493370514568	-1.56542102701733	-1.95192822138088	40.8508333333333	25.7930555555556
40	GR003	GR003.12.g	21	15	12	g	nat	8	15.6	1.2	3.27	0.216	0.129	1.674418605	2.82842712474619	2.74727091425549	0.182321556793955	1.18478998490916	-1.53247687129797	-2.04794287462046	40.8508333333333	25.7930555555556
41	GR003	GR003.17.i	31	18	17	i	nat	9	15.1	4	3.43	0.39	0.143	2.727272727	3	2.71469474382088	1.38629436111989	1.23256026117785	-0.941608539858445	-1.94491064872223	40.8508333333333	25.7930555555556
42	GR003	GR003.3.d	32	32	3	d	nat	12	12.2	3.4	4.31	0.548	0.529	1.035916824	3.46410161513775	2.50143595173921	1.22377543162212	1.46093790411566	-0.601479992034121	-0.636766847123838	40.8508333333333	25.7930555555556
43	GR003	GR003.3.i	8	21	3	i	nat	8	13.1	3.2	3.73	0.381	0.227	1.678414097	2.82842712474619	2.57261223020711	1.16315080980568	1.31640823365572	-0.964955903855436	-1.48280526150073	40.8508333333333	25.7930555555556
44	GR003	GR003.9.d	28	41	9	d	nat	11	15	3.4	3.03	0.362	0.209	1.732057416	3.3166247903554	2.70805020110221	1.22377543162212	1.10856261952128	-1.01611106715637	-1.56542102701733	40.8508333333333	25.7930555555556
45	GR003	GR003.9.e	15	33	9	e	nat	9	16.7	3.7	4.27	0.488	0.298	1.637583893	3	2.81540871942271	1.30833281965018	1.45161382724053	-0.71743987312899	-1.21066179247673	40.8508333333333	25.7930555555556
46	HU001	HU001.13.g	22	33	13	g	nat	6	15	1.7	1.4	0.183	0.143	1.27972028	2.44948974278318	2.70805020110221	0.53062825106217	0.336472236621213	-1.69826912614072	-1.94491064872223	47.6419444444444	18.7825
47	HU001	HU001.14.i	32	11	14	i	nat	12	15	4.8	4.16	0.518	0.413	1.254237288	3.46410161513775	2.70805020110221	1.56861591791385	1.42551507427317	-0.657780036722654	-0.884307686021104	47.6419444444444	18.7825
48	HU001	HU001.24.d	21	12	24	d	nat	9	14.6	4.5	3.35	0.46	0.219	2.100456621	3	2.68102152871429	1.50407739677627	1.20896034583698	-0.776528789498996	-1.51868354916564	47.6419444444444	18.7825
49	HU001	HU001.24.g	15	7	24	g	nat	12	16.1	4.7	4.38	0.534	0.346	1.543352601	3.46410161513775	2.77881927199042	1.54756250871601	1.47704872438835	-0.627359440021942	-1.06131650392441	47.6419444444444	18.7825
50	HU001	HU001.28.b	42	15	28	b	nat	13	17.8	4.8	2.78	0.761	0.734	1.036784741	3.60555127546399	2.87919845729804	1.56861591791385	1.02245092770255	-0.273121921120451	-0.309246250367621	47.6419444444444	18.7825
51	HU001	HU001.28.f	28	11	28	f	nat	12	14.9	3.9	3.85	0.594	0.306	1.941176471	3.46410161513775	2.70136121295141	1.3609765531356	1.34807314829969	-0.520875959619492	-1.18417017702976	47.6419444444444	18.7825
52	HU001	HU001.5.b	8	38	5	b	nat	9	15.2	4.1	NA	0.244	NA	NA	3	2.72129542785223	1.41098697371026	NA	-1.41058705368894	NA	47.6419444444444	18.7825
53	HU001	HU001.5.e	31	47	5	e	nat	8	13.6	2.7	1.91	0.21	0.097	2.164948454	2.82842712474619	2.61006979274201	0.993251773010283	0.647103242058538	-1.56064774826467	-2.33304430047875	47.6419444444444	18.7825
54	RO001	RO001.12.b	22	43	12	b	nat	11	15.6	2.9	3.57	0.613	0.364	1.684065934	3.3166247903554	2.74727091425549	1.06471073699243	1.27256559579155	-0.489390343045926	-1.0106014113454	44.1102777777778	28.6369444444444
55	RO001	RO001.12.d	21	33	12	d	nat	10	19	4.1	4.32	0.602	0.561	1.073083779	3.16227766016838	2.94443897916644	1.41098697371026	1.46325540225602	-0.507497833673316	-0.578034373459441	44.1102777777778	28.6369444444444
56	RO001	RO001.12.i	23	37	12	i	nat	11	12.4	2.6	3.95	0.363	0.195	1.861538462	3.3166247903554	2.51769647261099	0.955511445027436	1.37371557891303	-1.01335244471729	-1.63475572041839	44.1102777777778	28.6369444444444
57	RO001	RO001.13.a	32	26	13	a	nat	9	15.7	3.3	3.56	0.309	0.5	0.618	3	2.75366071235426	1.19392246847243	1.26976054486394	-1.17441400208439	-0.693147180559945	44.1102777777778	28.6369444444444
58	RO001	RO001.13.e	42	30	13	e	nat	10	16.1	2.7	3.33	0.367	0.827	0.443772672	3.16227766016838	2.77881927199042	0.993251773010283	1.20297230399235	-1.00239343092757	-0.189950583958446	44.1102777777778	28.6369444444444
59	RO001	RO001.21.c	15	14	21	c	nat	10	12.8	1.8	3.17	0.237	0.14	1.692857143	3.16227766016838	2.54944517092557	0.587786664902119	1.15373158788919	-1.43969513784701	-1.96611285637283	44.1102777777778	28.6369444444444
60	RO001	RO001.28.d	8	26	28	d	nat	9	16.7	4.2	3.29	0.458	0.158	2.898734177	3	2.81540871942271	1.43508452528932	1.19088756477728	-0.780886094867952	-1.84516024595517	44.1102777777778	28.6369444444444
61	RO001	RO001.6.i	31	37	6	i	nat	11	14.4	2.6	3.96	0.442	0.289	1.529411765	3.3166247903554	2.66722820658195	0.955511445027436	1.37624402526639	-0.816445396904439	-1.2413285908697	44.1102777777778	28.6369444444444
62	RO002	RO002.12.h	28	23	12	h	nat	9	14.2	4.2	2.42	0.334	0.182	1.835164835	3	2.65324196460721	1.43508452528932	0.883767540168595	-1.09661428600544	-1.70374859190534	43.9024333333333	28.5739166666667
63	RO002	RO002.12.m	32	42	12	m	nat	8	9.5	1.4	2.44	0.199	0.209	0.95215311	2.82842712474619	2.2512917986065	0.336472236621213	0.89199803930511	-1.61445045425764	-1.56542102701733	43.9024333333333	28.5739166666667
64	RO002	RO002.13.c	15	22	13	c	nat	9	10.6	3.2	4.11	0.348	0.139	2.503597122	3	2.36085400111802	1.16315080980568	1.41342302850814	-1.05555279920766	-1.97328134585145	43.9024333333333	28.5739166666667
65	RO002	RO002.15.e	31	17	15	e	nat	9	13.7	3.2	3.53	0.369	0.178	2.073033708	3	2.61739583283408	1.16315080980568	1.26129787094521	-0.99695863494161	-1.72597172869005	43.9024333333333	28.5739166666667
66	RO002	RO002.18.b	22	47	18	b	nat	8	12.3	3	3.43	0.228	0.097	2.350515464	2.82842712474619	2.50959926237837	1.09861228866811	1.23256026117785	-1.4784096500277	-2.33304430047875	43.9024333333333	28.5739166666667
67	RO002	RO002.18.g	21	47	18	g	nat	4	7.3	0.7	1.5	0.04	0.023	1.739130435	2	1.98787434815435	-0.356674943938732	0.405465108108164	-3.2188758248682	-3.77226106305299	43.9024333333333	28.5739166666667
68	RO002	RO002.18.j	42	31	18	j	nat	6	10.2	1.9	1.58	0.111	0.136	0.816176471	2.44948974278318	2.32238772029023	0.641853886172395	0.457424847038875	-2.1982250776698	-1.99510039324608	43.9024333333333	28.5739166666667
69	RO002	RO002.22.b	8	18	22	b	nat	8	12.1	3.2	4.01	0.355	0.216	1.643518519	2.82842712474619	2.4932054526027	1.16315080980568	1.38879124131848	-1.03563748950672	-1.53247687129797	43.9024333333333	28.5739166666667
70	RO003	RO003.11.a	21	10	11	a	nat	7	9.5	3.2	2.95	0.253	0.191	1.32460733	2.64575131106459	2.2512917986065	1.16315080980568	1.08180517035173	-1.37436579025462	-1.65548185093551	44.3896666666667	28.5266388888889
71	RO003	RO003.15.b	8	49	15	b	nat	11	12.2	3.2	3.39	0.314	0.158	1.987341772	3.3166247903554	2.50143595173921	1.16315080980568	1.22082992139236	-1.15836229307388	-1.84516024595517	44.3896666666667	28.5266388888889
72	RO003	RO003.15.e	42	37	15	e	nat	10	15.7	1.6	2.59	0.162	0.119	1.361344538	3.16227766016838	2.75366071235426	0.470003629245736	0.951657875711446	-1.82015894374975	-2.12863178587061	44.3896666666667	28.5266388888889
73	RO003	RO003.15.h	22	45	15	h	nat	12	11.1	2.6	2.65	0.41	0.402	1.019900498	3.46410161513775	2.40694510831829	0.955511445027436	0.974559639998131	-0.891598119283784	-0.911303190363116	44.3896666666667	28.5266388888889
74	RO003	RO003.15.k	32	36	15	k	nat	5	9.5	1.7	1.5	0.108	0.072	1.5	2.23606797749979	2.2512917986065	0.53062825106217	0.405465108108164	-2.22562405185792	-2.63108915996608	44.3896666666667	28.5266388888889
75	RO003	RO003.21.h	28	24	21	h	nat	9	13.7	2.2	1.76	0.252	0.101	2.495049505	3	2.61739583283408	0.78845736036427	0.56531380905006	-1.37832619147071	-2.29263476214088	44.3896666666667	28.5266388888889
76	RO003	RO003.4.f	15	32	4	f	nat	13	13.2	3.2	4.6	0.516	0.405	1.274074074	3.60555127546399	2.58021682959233	1.16315080980568	1.52605630349505	-0.661648513500574	-0.903868211875598	44.3896666666667	28.5266388888889
77	RO003	RO003.4.g	31	46	4	g	nat	11	11	2.5	3.89	0.412	0.275	1.498181818	3.3166247903554	2.39789527279837	0.916290731874155	1.35840915763035	-0.886731929632611	-1.29098418131557	44.3896666666667	28.5266388888889
78	RO004	RO004.12.d	21	40	12	d	nat	12	10.2	1.4	4.29	0.396	0.481	0.823284823	3.46410161513775	2.32238772029023	0.336472236621213	1.45628673293993	-0.926341067727656	-0.731888008876376	45.5761833333333	29.51805
79	RO004	RO004.12.e	8	22	12	e	nat	10	9.6	2.8	3.87	0.319	0.321	0.99376947	3.16227766016838	2.26176309847379	1.02961941718116	1.35325450704169	-1.14256417619729	-1.13631415585212	45.5761833333333	29.51805
80	RO004	RO004.20.a	31	26	20	a	nat	13	13.6	3.7	5.48	0.425	0.219	1.940639269	3.60555127546399	2.61006979274201	1.30833281965018	1.70110510095992	-0.85566611005772	-1.51868354916564	45.5761833333333	29.51805
81	RO004	RO004.20.b	22	35	20	b	nat	11	14.1	3	3.65	0.532	0.459	1.159041394	3.3166247903554	2.64617479738412	1.09861228866811	1.2947271675944	-0.631111789640493	-0.778705068921592	45.5761833333333	29.51805
82	RO004	RO004.21.d	32	38	21	d	nat	13	16.7	2.9	4.72	0.616	0.492	1.25203252	3.60555127546399	2.81540871942271	1.06471073699243	1.55180879959746	-0.484508315448617	-0.709276562489829	45.5761833333333	29.51805
83	RO004	RO004.3.f	15	34	3	f	nat	10	16	3.6	4.16	0.509	0.282	1.804964539	3.16227766016838	2.77258872223978	1.28093384546206	1.42551507427317	-0.675307262431614	-1.26584820804402	45.5761833333333	29.51805
84	RO004	RO004.3.g	28	2	3	g	nat	13	14	2.6	3.76	0.581	0.319	1.821316614	3.60555127546399	2.63905732961526	0.955511445027436	1.3244189574018	-0.543004522130226	-1.14256417619729	45.5761833333333	29.51805
85	RO004	RO004.3.i	42	41	3	i	nat	12	13.3	3.8	3.51	0.522	0.402	1.298507463	3.46410161513775	2.58776403522771	1.33500106673234	1.25561603747777	-0.650087691099498	-0.911303190363116	45.5761833333333	29.51805
86	RO005	RO005.15.a	42	24	15	a	nat	11	15.9	3.8	3.24	0.247	0.107	2.308411215	3.3166247903554	2.76631910922619	1.33500106673234	1.17557332980424	-1.39836694235416	-2.23492644452023	45.4978611111111	27.9118055555556
87	RO005	RO005.17.h	15	25	17	h	nat	11	12.5	3	4.19	0.401	0.223	1.798206278	3.3166247903554	2.52572864430826	1.09861228866811	1.43270073393405	-0.913793851675568	-1.50058350752202	45.4978611111111	27.9118055555556
88	RO005	RO005.17.j	22	3	17	j	nat	9	10.8	2.3	2.85	0.292	0.15	1.946666667	3	2.37954613413017	0.832909122935104	1.04731899428056	-1.23100147671386	-1.89711998488588	45.4978611111111	27.9118055555556
89	RO005	RO005.23.a	28	38	23	a	nat	15	13.5	3.9	3.56	0.222	0.376	0.590425532	3.87298334620742	2.60268968544438	1.3609765531356	1.26976054486394	-1.50507789710986	-0.978166135592243	45.4978611111111	27.9118055555556
90	RO005	RO005.23.b	21	8	23	b	nat	11	17.6	4.4	3.75	0.554	0.287	1.930313589	3.3166247903554	2.86789890204411	1.48160454092422	1.32175583998232	-0.590590592234853	-1.24827306322252	45.4978611111111	27.9118055555556
91	RO005	RO005.23.f	31	35	23	f	nat	7	16.6	2.5	3.05	NA	0.079	NA	2.64575131106459	2.8094026953625	0.916290731874155	1.11514159061932	NA	-2.53830742651512	45.4978611111111	27.9118055555556
92	RO005	RO005.25.a	32	29	25	a	nat	7	14	2.2	2.73	0.208	0.175	1.188571429	2.64575131106459	2.63905732961526	0.78845736036427	1.00430160919687	-1.57021719928082	-1.74296930505862	45.4978611111111	27.9118055555556
93	RO005	RO005.25.e	8	44	25	e	nat	8	13.7	3.2	2.88	0.174	0.11	1.581818182	2.82842712474619	2.61739583283408	1.16315080980568	1.05779029414785	-1.74869997976761	-2.20727491318972	45.4978611111111	27.9118055555556
94	RU001	RU001.10.d	15	28	10	d	nat	7	12.3	2.3	2.69	0.198	0.26	0.761538462	2.64575131106459	2.50959926237837	0.832909122935104	0.989541193613748	-1.6194882482876	-1.34707364796661	51.38333333	56.8
95	RU001	RU001.2.f	31	4	2	f	nat	14	17.7	2.5	4.46	0.763	0.707	1.079207921	3.74165738677394	2.87356463957978	0.916290731874155	1.49514876603197	-0.27049724769768	-0.346724613085564	51.38333333	56.8
96	RU001	RU001.2.h	22	28	2	h	nat	14	16.1	3.3	3.18	0.647	0.395	1.637974684	3.74165738677394	2.77881927199042	1.19392246847243	1.15688119679209	-0.435408984481236	-0.928869514081015	51.38333333	56.8
97	RU001	RU001.6.g	42	17	6	g	nat	13	15.5	3.5	3.67	0.59	0.35	1.685714286	3.60555127546399	2.7408400239252	1.25276296849537	1.30019166206648	-0.527632742082372	-1.04982212449868	51.38333333	56.8
98	RU001	RU001.7.d	28	45	7	d	nat	10	12.7	3.1	3.34	0.312	0.238	1.31092437	3.16227766016838	2.54160199346455	1.1314021114911	1.20597080698861	-1.16475209117265	-1.43548460531066	51.38333333	56.8
99	RU001	RU001.7.e	21	7	7	e	nat	9	14.2	4.2	3.71	0.396	0.41	0.965853659	3	2.65324196460721	1.43508452528932	1.31103187661934	-0.926341067727656	-0.891598119283784	51.38333333	56.8
100	RU001	RU001.9.a	32	31	9	a	nat	12	13.5	3.8	4.24	0.5	0.375	1.333333333	3.46410161513775	2.60268968544438	1.33500106673234	1.44456326924387	-0.693147180559945	-0.980829253011726	51.38333333	56.8
101	RU003	RU003.1.b	31	42	1	b	nat	15	14.8	3.1	2.91	0.559	0.215	2.6	3.87298334620742	2.69462718077007	1.1314021114911	1.0681530811834	-0.581605805827038	-1.53711725085447	38.1625	54.8
102	RU003	RU003.3.a	32	37	3	a	nat	13	12.7	2.4	3.96	0.304	0.357	0.851540616	3.60555127546399	2.54160199346455	0.8754687373539	1.37624402526639	-1.19072757757592	-1.0300194972025	38.1625	54.8
103	RU003	RU003.7.c	8	48	7	c	nat	14	16	3.8	3.91	0.453	0.311	1.45659164	3.74165738677394	2.77258872223978	1.33500106673234	1.36353737399727	-0.791863153499103	-1.1679623668029	38.1625	54.8
104	RU005	RU005.5.d	32	22	5	d	nat	14	11	2.5	3.82	0.444	1.074	0.413407821	3.74165738677394	2.39789527279837	0.916290731874155	1.34025042261848	-0.811930716549912	0.071389996086673	49.1876667	53.2534694
105	RU005	RU005.5.e	31	21	5	e	nat	12	11	3.5	4.28	0.554	0.657	0.843226788	3.46410161513775	2.39789527279837	1.25276296849537	1.45395300959371	-0.590590592234853	-0.420071260497527	49.1876667	53.2534694
106	RU005	RU005.5.g	15	23	5	g	nat	14	12.6	3	5.26	0.604	0.765	0.789542484	3.74165738677394	2.53369681395743	1.09861228866811	1.66013102674962	-0.504181081047322	-0.267879445155601	49.1876667	53.2534694
107	RU005	RU005.6.g	42	13	6	g	nat	9	17	4.2	4.48	0.479	0.747	0.641231593	3	2.83321334405622	1.43508452528932	1.49962304642689	-0.736054681571222	-0.29169009384932	49.1876667	53.2534694
108	RU005	RU005.7.a	22	16	7	a	nat	13	10.2	2.3	2.84	0.558	0.405	1.377777778	3.60555127546399	2.32238772029023	0.832909122935104	1.04380405217311	-0.583396316600826	-0.903868211875598	49.1876667	53.2534694
109	RU008	RU008.16.d	31	22	16	d	nat	13	14.5	3.5	3.38	0.624	0.194	3.216494845	3.60555127546399	2.67414864942653	1.25276296849537	1.21787570949493	-0.471604910612709	-1.63989711991881	44.05	43.06000278
110	RU008	RU008.16.j	15	42	16	j	nat	12	12.3	3.2	3.54	0.417	0.285	1.463157895	3.46410161513775	2.50959926237837	1.16315080980568	1.26412672714568	-0.874669057183336	-1.25526609871349	44.05	43.06000278
111	RU008	RU008.17.b	21	17	17	b	nat	11	13.6	3.2	3.74	0.521	0.271	1.922509225	3.3166247903554	2.61006979274201	1.16315080980568	1.31908561142644	-0.65200523722877	-1.30563645810244	44.05	43.06000278
112	RU008	RU008.17.e	22	25	17	e	nat	11	14.1	3.1	3.14	0.402	0.295	1.362711864	3.3166247903554	2.64617479738412	1.1314021114911	1.14422279992016	-0.911303190363116	-1.22077992264232	44.05	43.06000278
113	RU008	RU008.17.f	42	34	17	f	nat	10	17.1	5.2	3.36	0.349	1.279	0.272869429	3.16227766016838	2.83907846350861	1.64865862558738	1.21194097397511	-1.05268335677971	0.246078522596706	44.05	43.06000278
114	RU008	RU008.17.j	8	24	17	j	nat	9	15.4	3.4	2.84	0.294	0.223	1.31838565	3	2.73436750941958	1.22377543162212	1.04380405217311	-1.22417551164346	-1.50058350752202	44.05	43.06000278
115	RU008	RU008.19.e	32	18	19	e	nat	14	16.5	4.7	4.55	0.565	0.95	0.594736842	3.74165738677394	2.80336038090653	1.54756250871601	1.51512723296286	-0.570929547835696	-0.0512932943875506	44.05	43.06000278
116	RU008	RU008.21.j	28	37	21	j	nat	13	12.3	2.3	2.88	0.409	0.279	1.465949821	3.60555127546399	2.50959926237837	0.832909122935104	1.05779029414785	-0.894040122939335	-1.27654349716077	44.05	43.06000278
117	TR001	TR001.1.i	32	34	1	i	nat	8	16.4	3.2	4.22	0.454	0.413	1.099273608	2.82842712474619	2.79728133483015	1.16315080980568	1.43983512804792	-0.789658080940789	-0.884307686021104	41.7511111111111	27.2477777777778
118	TR001	TR001.12.b	15	35	12	b	nat	11	15.2	3.5	5.64	0.628	1.224	0.513071895	3.3166247903554	2.72129542785223	1.25276296849537	1.72988406550997	-0.465215112513938	0.202124184090134	41.7511111111111	27.2477777777778
