PopID	Rack	Pos	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	BoltedatH	HarvestDay	CrownDiam.mm	RootMass.g	LfCount2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	Death	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	FlrNotes	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfCountH.sq	CrownH.log	RootH.log	Latitude	Longitude	bolt.bin
71	RO004	4	40	13	f	nat	cut	RO004.13.f	76	3	y	76	6.55	1.222	19	n	NA	12	10.4	2.3	NA	NA	29	NA	NA	NA	39	1	31.2	69	1	31.2	69	white		3.46410161513775	2.34180580614733	0.832909122935104	4.35889894354067	1.73205080756888	1.87946504964716	0.200488860749404	45.5761833333333	29.51805	1
72	RO004	33	33	13	h	nat	cut	RO004.13.h	76	39	n	76	8.64	1.405	22	n	NA	13	13.5	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.60268968544438	0.741937344729377	4.69041575982343	6.2449979983984	2.15640258281596	0.340037302785709	45.5761833333333	29.51805	0
73	RO004	10	30	13	d	nat	cut	RO004.13.d	76	28	n	76	7.16	1.609	16	n	NA	11	10.2	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.32238772029023	0.916290731874155	4	5.29150262212918	1.96850998097255	0.475612868010246	45.5761833333333	29.51805	0
74	RO004	38	31	21	e	nat	cut	RO004.21.e	76	13	y	76	8.92	1.24	19	n	NA	12	13.1	4	NA	NA	50	NA	NA	NA	50	1	29	69	1	29.5	NA			3.46410161513775	2.57261223020711	1.38629436111989	4.35889894354067	3.60555127546399	2.18829594659192	0.215111379616945	45.5761833333333	29.51805	1
75	RO005	33	2	15	i	nat	cut	RO005.15.i	76	35	n	76	5.74	0.919	15	n	NA	8	14.5	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.67414864942653	0.8754687373539	3.87298334620742	5.91607978309962	1.74745921033147	-0.08446915662645	45.4978611111111	27.9118055555556	0
76	RO005	38	20	17	d	nat	cut	RO005.17.d	76	21	y	76	6.35	0.774	15	n	NA	10	14.9	4.5	NA	NA	69	NA	NA	NA	NA	NA	NA	69	1	27	NA			3.16227766016838	2.70136121295141	1.50407739677627	3.87298334620742	4.58257569495584	1.8484548129046	-0.25618340539241	45.4978611111111	27.9118055555556	1
77	RO005	10	42	17	c	nat	cut	RO005.17.c	76	36	n	76	6.88	1.231	21	n	NA	10	10.8	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.37954613413017	0.78845736036427	4.58257569495584	6	1.92861865194525	0.207826847202317	45.4978611111111	27.9118055555556	0
78	RO005	41	15	17	k	nat	cut	RO005.17.k	76	25	n	76	6.18	0.507	13	y	NA	7	10.6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.36085400111802	0.693147180559945	3.60555127546399	5	1.8213182714696	-0.679244275390954	45.4978611111111	27.9118055555556	0
79	RO005	16	44	15	c	nat	cut	RO005.15.c	77	36	n	77	6.32	1.743	18	y	NA	9	12.9	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.55722731136763	1.02961941718116	4.24264068711928	6	1.84371920815877	0.555607766537884	45.4978611111111	27.9118055555556	0
80	RO005	4	26	14	h	nat	cut	RO005.14.h	76	9	y	76	8.64	2.055	24	n	NA	11	16.9	3.4	15	NA	32	NA	NA	NA	39	1	20.6	69	1	33.2	NA			3.3166247903554	2.82731362192903	1.22377543162212	4.89897948556636	3	2.15640258281596	0.720275847948198	45.4978611111111	27.9118055555556	1
81	RO005	11	4	25	f	nat	cut	RO005.25.f	77	31	n	77	6.72	1.047	18	y	NA	9	13.8	3.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.62466859216316	1.16315080980568	4.24264068711928	5.56776436283002	1.90508815453506	0.0459289318883997	45.4978611111111	27.9118055555556	0
82	RU001	4	21	2	a	nat	cut	RU001.2.a	76	46	n	76	6.36	1.881	24	y	NA	13	11.5	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.4423470353692	1.19392246847243	4.89897948556636	6.78232998312527	1.85002837735203	0.631803550318893	51.38333333	56.8	0
83	RU001	41	8	2	j	nat	cut	RU001.2.j	76	27	n	76	5.91	0.779	23	n	NA	11	18.2	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.90142159408275	1.16315080980568	4.79583152331272	5.19615242270663	1.77664583141801	-0.249744233111389	51.38333333	56.8	0
84	RU001	16	36	10	e	nat	cut	RU001.10.e	77	13	n	77	6.11	0.598	14	y	NA	7	10	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.30258509299405	0.405465108108164	3.74165738677394	3.60555127546399	1.8099267731835	-0.514164525031505	51.38333333	56.8	0
85	RU001	33	10	2	g	nat	cut	RU001.2.g	76	33	n	76	8.92	3.358	21	n	NA	14	13.7	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.74165738677394	2.61739583283408	1.19392246847243	4.58257569495584	5.74456264653803	2.18829594659192	1.21134555865535	51.38333333	56.8	0
86	RU001	10	40	10	i	nat	cut	RU001.10.i	76	59	n	76	7.04	2.926	21	n	NA	10	13	2.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.56494935746154	0.78845736036427	4.58257569495584	7.68114574786861	1.95160817016995	1.07363630259793	51.38333333	56.8	0
87	RU001	38	34	6	j	nat	cut	RU001.6.j	76	28	n	76	9	1.118	17	n	NA	11	15	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.70805020110221	1.25276296849537	4.12310562561766	5.29150262212918	2.19722457733622	0.111541374732908	51.38333333	56.8	0
88	RU002	33	1	1	f	nat	cut	RU002.1.f	76	39	n	76	7.39	1.967	26	n	NA	14	18.6	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.74165738677394	2.92316158071916	1.45861502269952	5.09901951359278	6.2449979983984	2.00012773496011	0.676509539406922	49.1791667	53.2422611	0
89	RU002	10	47	6	b	nat	cut	RU002.6.b	76	27	n	76	5.82	2.119	22	y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	4.69041575982343	5.19615242270663	1.76130026174335	0.750944279286162	49.1791667	53.2422611	0
90	RU002	38	45	2	e	nat	cut	RU002.2.e	76	24	n	76	8.02	0.618	18	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	4.24264068711928	4.89897948556636	2.08193842187842	-0.481266821524446	49.1791667	53.2422611	0
91	RU003	41	30	7	e	nat	cut	RU003.7.e	76	24	n	76	5.61	1.28	16	n	NA	11	16.4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.79728133483015	1.38629436111989	4	4.89897948556636	1.72455071953461	0.246860077931526	38.1625	54.8	0
92	RU003	38	28	4	d	nat	cut	RU003.4.d	76	29	n	76	7.14	0.649	17	n	NA	12	14.5	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.67414864942653	1.25276296849537	4.12310562561766	5.3851648071345	1.96571277635149	-0.432322562278047	38.1625	54.8	0
93	RU003	33	25	3	d	nat	cut	RU003.3.d	76	32	n	76	6.85	2.39	18	n	NA	12	13.4	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.59525470695687	0.741937344729377	4.24264068711928	5.65685424949238	1.92424865227413	0.871293365943419	38.1625	54.8	0
94	RU003	16	19	3	b	nat	cut	RU003.3.b	77	28	n	77	8.29	0.966	18	n	NA	12	12.8	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.54944517092557	0.916290731874155	4.24264068711928	5.29150262212918	2.1150499691472	-0.0345914447696191	38.1625	54.8	0
95	RU004	33	26	6	b	nat	cut	RU004.6.b	76	35	y	76	7.2	2.04	17	n 	NA	11	15	2.5	NA	NA	76	NA	NA	NA	NA	NA	NA	76	NA	38.5	NA	NA		3.3166247903554	2.70805020110221	0.916290731874155	4.12310562561766	5.91607978309962	1.97408102602201	0.712949807856125	60.16666667	55.01666667	1
96	RU004	16	17	8	a	nat	cut	RU004.8.a	77	23	n	77	6.46	0.67	17	n	NA	8	13.1	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.57261223020711	0.741937344729377	4.12310562561766	4.79583152331272	1.86562931779451	-0.400477566597125	60.16666667	55.01666667	0
97	RU004	41	10	7	d	nat	cut	RU004.7.d	76	20	n	76	7.34	2.096	18	n	NA	12	18.7	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.92852352386054	1.52605630349505	4.24264068711928	4.47213595499958	1.99333884262642	0.740030766458796	60.16666667	55.01666667	0
98	RU008	33	8	19	b	nat	cut	RU008.19.b	76	43	n	76	8.27	2.017	20	n	NA	12	14.5	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.67414864942653	1.25276296849537	4.47213595499958	6.557438524302	2.1126345090356	0.701611258972075	44.05	43.06000278	0
99	RU008	38	27	21	i	nat	cut	RU008.21.i	76	46	n	76	6.6	1.726	22	n	NA	15	18	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.87298334620742	2.89037175789616	1.38629436111989	4.69041575982343	6.78232998312527	1.88706964903238	0.545806592661236	44.05	43.06000278	0
100	RU008	11	11	21	d	nat	cut	RU008.21.d	77	24	y	77	7.15	1.093	20	n	NA	11	12.8	2.2	NA	NA	69	NA	NA	NA	NA	NA	NA	69	1	8.5	NA			3.3166247903554	2.54944517092557	0.78845736036427	4.47213595499958	4.89897948556636	1.96711235670592	0.0889262091944015	44.05	43.06000278	1
101	RU008	4	2	17	g	nat	cut	RU008.17.g	76	84	n	76	9.11	1.393	42	y	NA	14	11	2.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.74165738677394	2.39789527279837	0.78845736036427	6.48074069840786	9.16515138991168	2.20937271127187	0.331459694797669	44.05	43.06000278	0
102	RU008	41	38	19	h	nat	cut	RU008.19.h	76	27	n	76	7.08	0.887	16	n	NA	13	15.8	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.76000994003292	1.41098697371026	4	5.19615242270663	1.95727390770563	-0.119910296672558	44.05	43.06000278	0
103	RU008	10	27	19	k	nat	cut	RU008.19.k	76	50	n	76	6.94	1.354	22	n	NA	13	18.6	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.92316158071916	1.52605630349505	4.69041575982343	7.07106781186548	1.93730177451871	0.303063174490083	44.05	43.06000278	0
104	RU008	16	43	18	c	nat	cut	RU008.18.c	77	29	n	77	7.68	1.619	17	n	NA	12	13.1	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.57261223020711	0.916290731874155	4.12310562561766	5.3851648071345	2.03861954715958	0.481808674695498	44.05	43.06000278	0
105	TR001	10	24	19	c	nat	cut	TR001.19.c	76	0	y	76	6.85	1.261	18	n	NA	9	12	2.7	NA	NA	29	NA	NA	NA	38	1	21.1	69	1	21.1	NA		bolt cut	3	2.484906649788	0.993251773010283	4.24264068711928	0	1.92424865227413	0.231905056982782	41.7511111111111	27.2477777777778	1
106	TR001	4	20	19	a	nat	cut	TR001.19.a	76	19	n	76	6.16	1.229	20	n	NA	7	11.7	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.45958884180371	0.8754687373539	4.47213595499958	4.35889894354067	1.81807677754543	0.206200830583898	41.7511111111111	27.2477777777778	0
107	TR001	16	15	24	i	nat	cut	TR001.24.i	77	30	n	77	8.66	1.026	16	n	NA	8	17	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.83321334405622	1.1314021114911	4	5.47722557505166	2.15871472257434	0.0256677467485778	41.7511111111111	27.2477777777778	0
108	TR001	38	2	12	a	nat	cut	TR001.12.a	76	7	y	76	6.73	1.391	18	n	NA	11	16	4.5	NA	NA	53	NA	NA	NA	53	1	40	69	1	40	NA			3.3166247903554	2.77258872223978	1.50407739677627	4.24264068711928	2.64575131106459	1.90657514365664	0.330022912941306	41.7511111111111	27.2477777777778	1
109	TR001	33	23	12	c	nat	cut	TR001.12.c	76	34	n	76	6.74	2.022	15	n	NA	12	20.5	2.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	3.02042488614436	1.02961941718116	3.87298334620742	5.8309518948453	1.90805992492422	0.70408712059828	41.7511111111111	27.2477777777778	0
110	TR001	41	34	19	i	nat	cut	TR001.19.i	76	0	y	76	7.41	0.991	9	y	15.5	9	17.1	2.4	NA	NA	18	18	1	15.5	39	1	33.7	69	1	40.5	63	white		3	2.83907846350861	0.8754687373539	3	0	2.002830439308	-0.00904074465214907	41.7511111111111	27.2477777777778	1
111	TR001	11	20	10	h	nat	cut	TR001.10.h	77	31	n	77	5.77	1.404	14	n	NA	10	13.9	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.63188884013665	1.25276296849537	3.74165738677394	5.56776436283002	1.75267208052001	0.339325305603619	41.7511111111111	27.2477777777778	0
112	TR003	41	16	14	c	nat	cut	TR003.14.c	76	12	n	76	4.3	0.384	13	n	NA	10	13.7	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.61739583283408	1.06471073699243	3.60555127546399	3.46410161513775	1.45861502269952	-0.95711272639441	38.7672222222222	37.0038888888889	0
113	TR003	33	35	6	a	nat	cut	TR003.6.a	76	20	n	76	4.58	0.179	12	n	NA	6	14.4	1.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.44948974278318	2.66722820658195	0.0953101798043249	3.46410161513775	4.47213595499958	1.52169899812609	-1.72036947314138	38.7672222222222	37.0038888888889	0
114	TR003	38	43	2	a	nat	cut	TR003.2.a	76	4	n	76	4.11	0.184	10	n	NA	7	10.5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.35137525716348	1.09861228866811	3.16227766016838	2	1.41342302850814	-1.69281952137315	38.7672222222222	37.0038888888889	0
115	TR003	11	8	2	f	nat	cut	TR003.2.f	77	24	y	77	5.28	0.408	17	n	NA	9	10.2	1.9	NA	NA	77	NA	NA	NA	NA	NA	NA	77	NA	4	NA			3	2.32238772029023	0.641853886172395	4.12310562561766	4.89897948556636	1.66392609771817	-0.896488104577975	38.7672222222222	37.0038888888889	1
116	TR003	16	5	24	b	nat	cut	TR003.24.b	77	6	n	77	2.85	0.079	13	n	NA	7	8.1	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.09186406167839	0.262364264467491	3.60555127546399	2.44948974278318	1.04731899428056	-2.53830742651512	38.7672222222222	37.0038888888889	0
117	TR004	10	2	14	e	nat	cut	TR004.14.e	76	11	y	76	3.51	0.267	9	n	NA	6	10.4	2.7	NA	NA	69	NA	NA	NA	NA	NA	NA	69	1	4.5	NA			2.44948974278318	2.34180580614733	0.993251773010283	3	3.3166247903554	1.25561603747777	-1.32050662058189	38.3672222222222	42.7736111111111	1
118	TR004	41	1	18	b	nat	cut	TR004.18.b	76	16	n	76	4.1	0.312	12	n	NA	7	13.1	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.57261223020711	1.16315080980568	3.46410161513775	4	1.41098697371026	-1.16475209117265	38.3672222222222	42.7736111111111	0
119	TR004	33	7	14	i	nat	cut	TR004.14.i	76	11	n	76	6.01	0.447	12	n	NA	11	14.1	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.64617479738412	1.22377543162212	3.46410161513775	3.3166247903554	1.79342474854712	-0.805196684368568	38.3672222222222	42.7736111111111	0
120	TR004	11	47	2	b	nat	cut	TR004.2.b	77	7	n	77	4.53	0.221	11	n	NA	7	7.3	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	1.98787434815435	0.470003629245736	3.3166247903554	2.64575131106459	1.51072193949494	-1.50959257746438	38.3672222222222	42.7736111111111	0
121	TR004	4	31	14	h	nat	cut	TR004.14.h	76	18	n	76	7.22	0.671	16	n	NA	11	11.5	2.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.4423470353692	0.993251773010283	4	4.24264068711928	1.97685495290473	-0.398986142010455	38.3672222222222	42.7736111111111	0
122	TR004	16	49	18	g	nat	cut	TR004.18.g	77	16	n	77	6.27	0.677	11	n	NA	8	11.8	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.46809953147162	1.19392246847243	3.3166247903554	4	1.83577635464483	-0.390084006069862	38.3672222222222	42.7736111111111	0
123	TR004	38	13	8	i	nat	cut	TR004.8.i	76	20	n	76	3.96	0.196	13		NA	7	15.5	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.7408400239252	1.09861228866811	3.60555127546399	4.47213595499958	1.37624402526639	-1.62964061975162	38.3672222222222	42.7736111111111	0
124	TR005	41	13	9	b	nat	cut	TR005.9.b	76	14	n	76	4.56	0.2	10	y	NA	9	13.9	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.63188884013665	1.16315080980568	3.16227766016838	3.74165738677394	1.51732262352629	-1.6094379124341	39.7825	41.0736111111111	0
125	TR005	16	25	18	a	nat	cut	TR005.18.a	77	5	n	77	5.09	0.365	11	y	NA	10	10.5	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.35137525716348	1.1314021114911	3.3166247903554	2.23606797749979	1.62727783056243	-1.00785792539965	39.7825	41.0736111111111	0
126	TR005	38	41	20	g	nat	cut	TR005.20.g	76	27	n	76	5.43	0.844	14	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	3.74165738677394	5.19615242270663	1.69193913394584	-0.16960278438618	39.7825	41.0736111111111	0
127	UA001	38	15	11	a	nat	cut	UA001.11.a	76	12	y	76	7.85	0.942	19	n	NA	13	16.5	4	NA	NA	53	NA	NA	NA	53	1	24.5	69	1	39	NA			3.60555127546399	2.80336038090653	1.38629436111989	4.35889894354067	3.46410161513775	2.06051353179432	-0.059750004405774	48.1006666666667	37.8161111111111	1
128	UA001	11	41	22	c	nat	cut	UA001.22.c	77	35	n	77	7.62	2.599	19	 n	NA	11	10.3	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.33214389523559	0.955511445027436	4.35889894354067	5.91607978309962	2.03077636969855	0.955126755659353	48.1006666666667	37.8161111111111	0
129	UA001	4	45	25	a	nat	cut	UA001.25.a	76	35	n	76	7.34	1.796	22	y	NA	12	13.5	2.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.60268968544438	0.993251773010283	4.69041575982343	5.91607978309962	1.99333884262642	0.585561969880008	48.1006666666667	37.8161111111111	0
130	UA001	16	9	25	f	nat	cut	UA001.25.f	77	30	n	77	6.76	0.793	21	n	NA	13	9.5	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.2512917986065	0.587786664902119	4.58257569495584	5.47722557505166	1.91102289005487	-0.231932057347289	48.1006666666667	37.8161111111111	0
131	UA002	41	22	13	e	nat	cut	UA002.13.e	76	33	n	76	7.76	1.104	18	n	NA	10	17.1	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.83907846350861	1.30833281965018	4.24264068711928	5.74456264653803	2.04898233419513	0.0989399478549036	48.1523333333333	37.8405833333333	0
132	UA002	10	50	18	e	nat	cut	UA002.18.e	76	26	n	76	7.85	1.572	17	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	4.12310562561766	5.09901951359278	2.06051353179432	0.452348694007015	48.1523333333333	37.8405833333333	0
133	UA002	38	50	15	h	nat	cut	UA002.15.h	76	26	n	76	6.55	1.339	12	n	NA	10	23	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	3.13549421592915	1.70474809223843	3.46410161513775	5.09901951359278	1.87946504964716	0.291923066709035	48.1523333333333	37.8405833333333	0
134	UA003	41	37	8	g	nat	cut	UA003.8.g	76	30	n	76	6.03	0.949	12	n	NA	10	16.9	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.82731362192903	0.262364264467491	3.46410161513775	5.47722557505166	1.79674701073909	-0.0523464803722092	50.48075	30.4863055555556	0
135	UA003	33	28	7A	e	nat	cut	UA003.7A.e	76	18	y	76	9.2	2.811	13	n	NA	9	14.8	2.9	NA	NA	69	NA	NA	NA	NA	NA	NA	69	1	3.5	NA			3	2.69462718077007	1.06471073699243	3.60555127546399	4.24264068711928	2.21920348405499	1.03354029192439	50.48075	30.4863055555556	1
136	UA003	16	48	6	j	nat	cut	UA003.6.j	77	15	n	77	6.56	0.804	14	n	NA	9	13.5	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.60268968544438	1.30833281965018	3.74165738677394	3.87298334620742	1.880990602956	-0.218156009803171	50.48075	30.4863055555556	0
137	UA003	11	5	9A	a	nat	cut	UA003.9A.a	77	25	y	77	8.47	2.659	16	n	NA	10	15.1	3.4	NA	NA	77	NA	NA	NA	NA	NA	NA	77	NA	3	NA			3.16227766016838	2.71469474382088	1.22377543162212	4	5	2.13653050866396	0.977950112260883	50.48075	30.4863055555556	1
138	UA003	10	39	8	a	nat	cut	UA003.8.a	76	25	n	76	8.12	2.811	17	n	NA	10	15.1	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.71469474382088	1.16315080980568	4.12310562561766	5	2.09433015417359	1.03354029192439	50.48075	30.4863055555556	0
139	UA003	38	5	9A	f	nat	cut	UA003.9A.f	76	15	n	76	6.89	2.12	16	n	NA	12	15	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.70805020110221	1.70474809223843	4	3.87298334620742	1.93007108502557	0.751416088683921	50.48075	30.4863055555556	0
140	UA003	4	28	7A	d	nat	cut	UA003.7A.d	76	30	n	76	6.18	3.183	20	n	NA	9	15.5	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.7408400239252	1.19392246847243	4.47213595499958	5.47722557505166	1.8213182714696	1.15782414829996	50.48075	30.4863055555556	0
141	UA004	38	42	7	e	nat	cut	UA004.7.e	76	19	y	76	8.6	1.282	21	n	NA	12	13.6	4.5	NA	NA	53	NA	NA	NA	53	1	3.9	69	1	13.5	NA			3.46410161513775	2.61006979274201	1.50407739677627	4.58257569495584	4.35889894354067	2.15176220325946	0.248421358498478	48.6460277777778	30.7750833333333	1
142	UA004	41	29	7	g	nat	cut	UA004.7.g	76	31	n	76	8.37	1.419	27	y	NA	17	15.5	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			4.12310562561766	2.7408400239252	1.28093384546206	5.19615242270663	5.56776436283002	2.12465388450138	0.349952398177906	48.6460277777778	30.7750833333333	0
143	UA004	33	29	27	g	nat	cut	UA004.27.g	76	32	n	76	8.37	1.548	19	n	NA	14	13.6	2.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.74165738677394	2.61006979274201	0.741937344729377	4.35889894354067	5.65685424949238	2.12465388450138	0.436963775167535	48.6460277777778	30.7750833333333	0
144	UA004	4	27	18	i	nat	cut	UA004.18.i	76	47	n	76	12.13	1.749	33	y	NA	20	12.4	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			4.47213595499958	2.51769647261099	1.02961941718116	5.74456264653803	6.85565460040104	2.49568172295596	0.559044196036465	48.6460277777778	30.7750833333333	0
145	UA004	16	16	18	b	nat	cut	UA004.18.b	77	31	n	77	6.17	1.157	19	y	NA	13	14.8	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.69462718077007	0.832909122935104	4.35889894354067	5.56776436283002	1.8196988379173	0.14583044821154	48.6460277777778	30.7750833333333	0
146	UA004	11	50	5	a	nat	cut	UA004.5.a	77	57	n	77	9.54	5.202	18	n	NA	12	10.2	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.32238772029023	0.8754687373539	4.24264068711928	7.54983443527075	2.2554934854602	1.64904316702646	48.6460277777778	30.7750833333333	0
147	UA004	10	31	15	h	nat	cut	UA004.15.h	76	38	n	76	7.82	2.127	23	y	NA	12	12.3	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.50959926237837	0.8754687373539	4.79583152331272	6.16441400296898	2.05668455455722	0.7547125362181	48.6460277777778	30.7750833333333	0
148	UA005	33	20	15	e	nat	cut	UA005.15.e	76	0	y	76	6.92	1.254	14	n	NA	9	10.5	3	NA	NA	53	NA	NA	NA	53	1	17.5	69	1	37	NA			3	2.35137525716348	1.09861228866811	3.74165738677394	0	1.93441576962958	0.226338442210729	47.862	38.4606944444444	1
149	UA005	38	11	7	e	nat	cut	UA005.7.e	76	41	n	76	4.44	1.069	19	n	NA	12	19	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.94443897916644	1.70474809223843	4.35889894354067	6.40312423743285	1.49065437644413	0.0667236320429081	47.862	38.4606944444444	0
150	UA005	41	5	18	b	nat	cut	UA005.18.b	76	36	n	76	6.54	1.052	27	n	NA	16	14.6	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			4	2.68102152871429	1.16315080980568	5.19615242270663	6	1.87793716546911	0.0506931143155182	47.862	38.4606944444444	0
151	UA005	16	41	18	e	nat	cut	UA005.18.e	77	24	n	77	6.76	1.335	20	n	NA	10	12.9	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.55722731136763	0.955511445027436	4.47213595499958	4.89897948556636	1.91102289005487	0.288931291852213	47.862	38.4606944444444	0
