PopID	Rack	Pos	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	BoltedatH	HarvestDay	CrownDiam.mm	RootMass.g	LfCount2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	Death	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	FlrNotes	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfCountH.sq	CrownH.log	RootH.log	Latitude	Longitude	bolt.bin
152	UA005	11	25	3	b	nat	cut	UA005.3.b	77	21	n	77	6.96	0.764	18	n	NA	13	14	4.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.63905732961526	1.41098697371026	4.24264068711928	4.58257569495584	1.94017947434633	-0.269187489815617	47.862	38.4606944444444	0
153	UA006	11	38	14	b	nat	cut	UA006.14.b	77	24	n	77	7.42	1.693	14	y	NA	9	16.8	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.82137888640921	1.16315080980568	3.74165738677394	4.89897948556636	2.00417905717929	0.526502103150998	45.7083333333333	33.3497222222222	0
154	UA006	16	28	22	b	nat	cut	UA006.22.b	77	38	n	77	7.57	0.639	14	y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	3.74165738677394	6.16441400296898	2.02419306744936	-0.447850824604602	45.7083333333333	33.3497222222222	0
155	UA006	10	19	14	e	nat	cut	UA006.14.e	76	5	y	76	6.76	0.951	15	n	NA	6	13.4	3.5	NA	NA	50	NA	NA	NA	50	1	26	69	1	32.6	NA			2.44948974278318	2.59525470695687	1.25276296849537	3.87298334620742	2.23606797749979	1.91102289005487	-0.0502412164367468	45.7083333333333	33.3497222222222	1
156	UA006	38	25	10	d	nat	cut	UA006.10.d	76	33	n	76	6.17	0.626	16	n	NA	8	18.3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.90690105984738	1.6094379124341	4	5.74456264653803	1.8196988379173	-0.468404907882039	45.7083333333333	33.3497222222222	0
157	UA008	33	41	25	h	nat	cut	UA008.25.h	76	19	y	76	5.6	1.344	13	n	NA	NA	NA	NA	NA	NA	53	NA	NA	NA	53	1	5.5	69	1	45	NA			NA	NA	NA	3.60555127546399	4.35889894354067	1.7227665977411	0.295650242100958	46.7572222222222	32.7661111111111	1
158	UA008	4	8	13	i	nat	cut	UA008.13.i	76	24	n	76	7.81	2.024	16	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	4	4.89897948556636	2.05540496385159	0.705075751425219	46.7572222222222	32.7661111111111	0
159	UA008	10	48	18	e	nat	cut	UA008.18.e	76	20	n	76	6.02	0.768	15	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	3.87298334620742	4.47213595499958	1.79508725932073	-0.263965545834465	46.7572222222222	32.7661111111111	0
160	US001	16	32	14	a	inv	cut	US001.14.a	77	31	n	77	7.43	1.53	20	y	NA	13	15.2	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.72129542785223	1.19392246847243	4.47213595499958	5.56776436283002	2.00552585872967	0.425267735404344	45.6152333333333	-120.787533333333	0
161	US001	4	22	3	j	inv	cut	US001.3.j	76	27	n	76	7.56	2.146	17	y	NA	12	13.1	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.57261223020711	0.8754687373539	4.12310562561766	5.19615242270663	2.02287119019144	0.763605644208507	45.6152333333333	-120.787533333333	0
162	US001	11	10	3	i	inv	cut	US001.3.i	77	27	n	77	8.08	3.233	17	n	NA	11	13.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.61006979274201	1.38629436111989	4.12310562561766	5.19615242270663	2.089391872533	1.1734104987433	45.6152333333333	-120.787533333333	0
163	US001	41	23	23	e	inv	cut	US001.23.e	76	34	n	76	7.61	4.151	18	y	NA	12	17.2	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.84490938381941	1.16315080980568	4.24264068711928	5.8309518948453	2.02946317187359	1.4233492690709	45.6152333333333	-120.787533333333	0
164	US001	38	37	3	h	inv	cut	US001.3.h	76	35	n	76	6.71	0.231	21	n	NA	11	12.3	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.50959926237837	1.25276296849537	4.58257569495584	5.91607978309962	1.90359895098359	-1.46533756846034	45.6152333333333	-120.787533333333	0
165	US001	10	33	3	g	inv	cut	US001.3.g	76	30	n	76	6.4	1.408	18	n	NA	11	12.2	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.50143595173921	1.28093384546206	4.24264068711928	5.47722557505166	1.85629799036563	0.342170257735851	45.6152333333333	-120.787533333333	0
166	US001	33	17	22	h	inv	cut	US001.22.h	76	34	n	76	6.18	1.887	22	n	NA	12	14.6	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.68102152871429	1.33500106673234	4.69041575982343	5.8309518948453	1.8213182714696	0.634988266386413	45.6152333333333	-120.787533333333	0
167	US002	11	24	24	b	inv	cut	US002.24.b	77	35	n	77	7.42	0.891	19	n	NA	10	12.8	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.54944517092557	0.955511445027436	4.35889894354067	5.91607978309962	2.00417905717929	-0.115410851511328	46.1822666666667	-118.82615	0
168	US002	41	21	5	j	inv	cut	US002.5.j	76	29	n	76	7.86	1.835	18	n	NA	12	16	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.77258872223978	0.693147180559945	4.24264068711928	5.3851648071345	2.06178660644112	0.607044481506534	46.1822666666667	-118.82615	0
169	US002	10	5	5	b	inv	cut	US002.5.b	76	24	n	76	7.3	1.824	20	n	NA	12	9.4	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.24070968927596	0.955511445027436	4.47213595499958	4.89897948556636	1.98787434815435	0.60103189165214	46.1822666666667	-118.82615	0
170	US002	33	39	22	a	inv	cut	US002.22.a	76	23	n	76	7.18	1.321	18	n	NA	13	16.9	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.82731362192903	1.1314021114911	4.24264068711928	4.79583152331272	1.97129938306013	0.278389025540188	46.1822666666667	-118.82615	0
171	US002	4	49	22	c	inv	cut	US002.22.c	76	35	n	76	8.28	2.79	15	n	NA	10	16.2	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.78501124223834	1.1314021114911	3.87298334620742	5.91607978309962	2.11384296839717	1.02604159583327	46.1822666666667	-118.82615	0
172	US002	38	49	17	h	inv	cut	US002.17.h	76	17	n	76	7.37	0.507	12	n	NA	11	19.5	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.9704144655697	1.25276296849537	3.46410161513775	4.12310562561766	1.99741770620125	-0.679244275390954	46.1822666666667	-118.82615	0
173	US003	4	33	28	g	inv	cut	US003.28.g	76	30	n	76	6.54	5.124	16	y	NA	11	18.3	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.90690105984738	1.25276296849537	4	5.47722557505166	1.87793716546911	1.63393538403449	46.60415	-116.64175	0
174	US003	41	11	19	d	inv	cut	US003.19.d	76	37	n	76	6.13	1.662	24	y	NA	15	13.4	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.87298334620742	2.59525470695687	0.78845736036427	4.89897948556636	6.08276253029822	1.81319474994812	0.508021696433256	46.60415	-116.64175	0
175	US003	10	3	28	c	inv	cut	US003.28.c	76	38	n	76	8.92	3.086	31	y	NA	15	11.2	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.87298334620742	2.41591377830105	1.1314021114911	5.56776436283002	6.16441400296898	2.18829594659192	1.12687575394097	46.60415	-116.64175	0
176	US003	38	30	28	d	inv	cut	US003.28.d	76	23	n	76	7.72	2.381	12	n	NA	11	20	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.99573227355399	1.38629436111989	3.46410161513775	4.79583152331272	2.04381436403668	0.867520567504726	46.60415	-116.64175	0
177	US003	33	47	20	g	inv	cut	US003.20.g	76	29	n	76	6.39	1.568	16	n	NA	11	15.6	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.74727091425549	1.28093384546206	4	5.3851648071345	1.85473426838944	0.449800921928216	46.60415	-116.64175	0
178	US003	11	27	6	i	inv	cut	US003.6.i	77	15	n	77	5.86	0.775	14	n	NA	8	12.6	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.53369681395743	1.1314021114911	3.74165738677394	3.87298334620742	1.76814960358892	-0.25489224962879	46.60415	-116.64175	0
179	US003	16	22	19	e	inv	cut	US003.19.e	77	27	n	77	6.73	1.748	17	n	NA	11	10.3	2.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.33214389523559	0.916290731874155	4.12310562561766	5.19615242270663	1.90657514365664	0.558472277233344	46.60415	-116.64175	0
180	US011	16	14	8	g	inv	cut	US011.8.g	77	26	n	77	8.32	1.39	21	y	NA	11	14.9	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.70136121295141	1.70474809223843	4.58257569495584	5.09901951359278	2.11866225483312	0.3293037471426	43.3855277777778	-106.937333333333	0
181	US011	11	15	8	b	inv	cut	US011.8.b	77	NA	n	77	6.57	1.448	14	n	NA	11	19.4	3.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.96527306606928	1.3609765531356	3.74165738677394	NA	1.88251383249652	0.370183293963525	43.3855277777778	-106.937333333333	0
182	US012	38	24	29	a	inv	cut	US012.29.a	76	25	n	76	5.94	0.745	11	n	NA	8	18.5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.91777073208428	1.79175946922805	3.3166247903554	5	1.78170913337455	-0.294371060602578	40.5281527777778	-104.848788888889	0
183	US012	11	29	31	f	inv	cut	US012.31.f	77	15	n	77	4.77	0.129	15	n	NA	5	11.3	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.23606797749979	2.42480272571829	0.741937344729377	3.87298334620742	3.87298334620742	1.56234630490025	-2.04794287462046	40.5281527777778	-104.848788888889	0
184	US012	33	46	28	e	inv	cut	US012.28.e	76	12	n	76	4.06	0.321	8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	2.82842712474619	3.46410161513775	1.40118297361364	-1.13631415585212	40.5281527777778	-104.848788888889	0
185	US014	10	49	22	h	inv	cut	US014.22.h	76	19	n	76	5.48	1.009	15	n	NA	9	13.1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.57261223020711	0.641853886172395	3.87298334620742	4.35889894354067	1.70110510095992	0.0089597413714718	40.1222666666667	-101.280283333333	0
186	US014	33	14	16	f	inv	cut	US014.16.f	76	27	n	76	6.34	2.59	14	n	NA	9	14	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.63905732961526	0.832909122935104	3.74165738677394	5.19615242270663	1.84687876844913	0.951657875711446	40.1222666666667	-101.280283333333	0
187	US014	4	15	22	g	inv	cut	US014.22.g	76	29	n	76	6.76	2.121	16	n	NA	9	12.7	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.54160199346455	1.1314021114911	4	5.3851648071345	1.91102289005487	0.751887675582545	40.1222666666667	-101.280283333333	0
188	US014	41	40	16	a	inv	cut	US014.16.a	76	31	n	76	7.32	1.624	20	n	NA	12	18	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.89037175789616	1.16315080980568	4.47213595499958	5.56776436283002	1.99061032797322	0.484892241739486	40.1222666666667	-101.280283333333	0
189	US014	16	46	16	c	inv	cut	US014.16.c	77	24	n	77	8.84	0.796	17	n	NA	10	15.4	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.73436750941958	1.66770682055808	4.12310562561766	4.89897948556636	2.17928687664955	-0.228156093137754	40.1222666666667	-101.280283333333	0
190	US014	11	35	17	c	inv	cut	US014.17.c	77	18	n	77	6.84	0.854	15	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	3.87298334620742	4.24264068711928	1.92278773163446	-0.157824085193567	40.1222666666667	-101.280283333333	0
191	US015	38	44	15	f	inv	cut	US015.15.f	76	17	n	76	6.46	0.779	15	n	NA	9	15.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.7408400239252	1.6094379124341	3.87298334620742	4.12310562561766	1.86562931779451	-0.249744233111389	42.7253611111111	-118.001033333333	0
192	US015	11	37	3	k	inv	cut	US015.3.k	77	23	n	77	7.69	0.702	18	n	NA	10	11.8	2.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.46809953147162	1.06471073699243	4.24264068711928	4.79583152331272	2.03992078351755	-0.353821874956326	42.7253611111111	-118.001033333333	0
193	US015	10	36	2	b	inv	cut	US015.2.b	76	39	n	76	7.85	2.385	20	n	NA	12	13.3	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.58776403522771	1.41098697371026	4.47213595499958	6.2449979983984	2.06051353179432	0.869199124340304	42.7253611111111	-118.001033333333	0
194	US015	4	47	17	g	inv	cut	US015.17.g	76	32	n	76	7.29	1.696	22	n	NA	11	9.8	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.28238238567653	1.22377543162212	4.69041575982343	5.65685424949238	1.98650354602057	0.528272537369711	42.7253611111111	-118.001033333333	0
195	US015	41	39	17	a	inv	cut	US015.17.a	76	27	n	76	6.42	0.886	14	n	NA	10	17	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.83321334405622	1.41098697371026	3.74165738677394	5.19615242270663	1.85941811770187	-0.121038328377056	42.7253611111111	-118.001033333333	0
196	US015	16	47	3	a	inv	cut	US015.3.a	77	22	n	77	8.72	1.185	17	n	NA	13	14	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.63905732961526	1.06471073699243	4.12310562561766	4.69041575982343	2.16561923792089	0.169742774587095	42.7253611111111	-118.001033333333	0
197	US020	11	17	27	b	inv	cut	US020.27.b	77	32	n	77	8.23	1.527	18	n	NA	8	14	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.63905732961526	1.06471073699243	4.24264068711928	5.65685424949238	2.10778601468898	0.423305026236495	46.9839888888889	-119.580186111111	0
198	US020	16	40	42	b	inv	cut	US020.42.b	77	24	n	77	8.12	1.052	15	n	NA	10	15	3.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.70805020110221	1.1314021114911	3.87298334620742	4.89897948556636	2.09433015417359	0.0506931143155182	46.9839888888889	-119.580186111111	0
199	US020	41	50	24	e	inv	cut	US020.24.e	76	23	n	76	7.6	0.981	15	n	NA	12	20.6	4.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	3.02529107579554	1.43508452528932	3.87298334620742	4.79583152331272	2.02814824729229	-0.019182819416774	46.9839888888889	-119.580186111111	0
200	US022	11	13	42	k	inv	cut	US022.42.k	77	28	n	77	7.72	1.841	19	n	NA	11	12.9	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.55722731136763	0.741937344729377	4.35889894354067	5.29150262212918	2.04381436403668	0.610308902250941	45.74515	-119.784683333333	0
201	US022	38	16	17	h	inv	cut	US022.17.h	76	19	n	76	6.44	3.17	20	n	NA	13	19.7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.98061863574394	1.79175946922805	4.47213595499958	4.35889894354067	1.86252854011626	1.15373158788919	45.74515	-119.784683333333	0
202	US022	10	26	41	f	inv	cut	US022.41.f	76	31	n	76	5.69	1.597	18	y	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	4.24264068711928	5.56776436283002	1.73871024813824	0.468126869232875	45.74515	-119.784683333333	0
203	US022	41	24	42	c	inv	cut	US022.42.c	76	20	n	76	7.08	1.969	15	n	NA	11	15.1	4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.71469474382088	1.38629436111989	3.87298334620742	4.47213595499958	1.95727390770563	0.677525799656989	45.74515	-119.784683333333	0
204	US023	16	50	34	a	inv	cut	US023.34.a	77	27	n	77	6.03	1.885	15	y	NA	8	14.1	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.64617479738412	1.54756250871601	3.87298334620742	5.19615242270663	1.79674701073909	0.633927820899974	39.224275	-103.122291666667	0
205	US023	4	50	41	b	inv	cut	US023.41.b	76	20	n	76	7.29	1.684	12	n	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	3.46410161513775	4.47213595499958	1.98650354602057	0.521171915820135	39.224275	-103.122291666667	0
206	US026	33	21	35	a	inv	cut	US026.35.a	76	21	n	76	4.63	1.29	12	n	NA	4	10	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2	2.30258509299405	0.405465108108164	3.46410161513775	4.58257569495584	1.53255686809814	0.254642218373581	40.3719055555556	-104.472561111111	0
207	US026	10	44	23	b	inv	cut	US026.23.b	76	20	n	76	6.46	1.361	14	n	NA	9	15.4	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.73436750941958	1.48160454092422	3.74165738677394	4.47213595499958	1.86562931779451	0.308219723669329	40.3719055555556	-104.472561111111	0
208	US026	11	45	24	c	inv	cut	US026.24.c	77	19	n	77	6.19	1.074	15	n	NA	8	10.5	1.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.35137525716348	0.641853886172395	3.87298334620742	4.35889894354067	1.8229350866965	0.071389996086673	40.3719055555556	-104.472561111111	0
