Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Note	BoltDate	BoltMsrDate	BCount1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	sqrt(cont$LfCount1)	log(cont$LfLgth1)	log(cont$LfWdth1)	sqrt(cont$LfCount2)	log(cont$LfLgth2)	log(cont$LfWdth2)	sqrt(cont$LfCountH)	log(cont$LfLgthH)	log(cont$LfWdthH)	log(cont$CrownDiam.mm)	log(cont$ShootMass.g)	log(cont$RootMass.g)
US015.13.b	44	13	US015	13	b	inv	cont	US015.13.b	84	16	27.2	8.8	n	84	6.68	4.178	1.713	16	23.6	5.2	y	NA	9	13.6	1.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.61006979274201	0.470003629245736	4	3.16124671203156	1.64865862558738	4	3.30321697330195	2.17475172148416	1.89911798754855	1.42983266313437	0.538246219341983
GR003.17.e	44	14	GR003	17	e	nat	cont	GR003.17.e	84	11	28.3	5	y	84	8.76	3.769	1.855	11	26.7	4.4	y	NA	10	17.3	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.85070650150373	1.16315080980568	3.3166247903554	3.2846635654062	1.48160454092422	3.3166247903554	3.34286180464919	1.6094379124341	2.1701959049483	1.326809714285	0.617884696059398
UA001.18.d	44	16	UA001	18	d	nat	cont	UA001.18.d	84	12	30	8.1	y	84	7.24	3.962	0.964	17	28.3	4.9	y	NA	12	12.8	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.54944517092557	1.30833281965018	4.12310562561766	3.34286180464919	1.58923520511658	3.46410161513775	3.40119738166216	2.09186406167839	1.97962120639763	1.37674894827636	-0.0366639843715915
US022.42.d	44	17	US022	42	d	inv	cont	US022.42.d	84	17	27.6	5.6	n	84	6.21	2.896	3.613	13	22.5	4.7	y	NA	10	13.2	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.58021682959233	1.16315080980568	3.60555127546399	3.11351530921037	1.54756250871601	4.12310562561766	3.3178157727231	1.7227665977411	1.82616089594539	1.06333047452347	1.2845384521655
CA008.4.i	44	18	CA008	4	i	inv	cont	CA008.4.i	84	20	28.7	5.4	n	84	5.69	3.149	1.022	10	28.2	7.9	n	NA	9	15.2	4.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.72129542785223	1.41098697371026	3.16227766016838	3.33932197794407	2.06686275947298	4.47213595499958	3.35689712276558	1.68639895357023	1.73871024813824	1.14708494211889	0.0217614917815127
RU005.5.a	44	19	RU005	5	a	nat	cont	RU005.5.a	84	18	27.3	7.5	n	84	7.67	3.641	1.223	17	23	4.2	y	NA	13	12	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.484906649788	1.22377543162212	4.12310562561766	3.13549421592915	1.43508452528932	4.24264068711928	3.30688670219091	2.01490302054226	2.03731661537916	1.2922583691933	0.201306856705035
RO003.21.k	44	21	RO003	21	k	nat	cont	RO003.21.k	84	13	21.3	5.1	n	84	8.46	2.153	1.24	15	20.7	2.8	y	NA	14	14.4	2.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.66722820658195	0.741937344729377	3.87298334620742	3.03013370027132	1.02961941718116	3.60555127546399	3.05870707271538	1.62924053973028	2.13534917361813	0.766862218382226	0.215111379616945
RO001.13.b	44	27	RO001	13	b	nat	cont	RO001.13.b	84	20	27.6	5.6	n	84	7.95	3.752	1.243	12	24	3.9	y	NA	10	13.4	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.59525470695687	1.1314021114911	3.46410161513775	3.17805383034795	1.3609765531356	4.47213595499958	3.3178157727231	1.7227665977411	2.07317192866624	1.32228903114398	0.217527812528574
GR001.26.h	44	29	GR001	26	h	nat	cont	GR001.26.h	84	17	26.1	6.1	y	84	6.44	3.621	2.362	12	24.7	3.7	n	NA	6	15.8	4.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.76000994003292	1.41098697371026	3.46410161513775	3.20680324363393	1.30833281965018	4.12310562561766	3.26193531432865	1.80828877117927	1.86252854011626	1.2867502307835	0.859508717775171
US001.23.b	44	30	US001	23	b	inv	cont	US001.23.b	84	14	32.3	5.7	n	84	8.47	2.415	2.529	16	24.9	5	n	NA	11	13	3.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.56494935746154	1.33500106673234	4	3.21486780347066	1.6094379124341	3.74165738677394	3.47506723022861	1.7404661748405	2.13653050866396	0.881699287104536	0.927823967687828
RO002.18.d	44	31	RO002	18	d	nat	cont	RO002.18.d	84	18	24.3	5.5	n	84	6.44	2.694	2.166	13	20.8	3.8	n	NA	6	10.1	1.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.31253542384721	0.182321556793955	3.60555127546399	3.03495298670727	1.33500106673234	4.24264068711928	3.1904763503465	1.70474809223843	1.86252854011626	0.991027077988172	0.772882148578799
UA002.13.b	44	32	UA002	13	b	nat	cont	UA002.13.b	84	25	26.5	5.5	n	84	6.53	3.564	2.742	19	23.9	4.8	y	NA	9	13.8	4.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.62466859216316	1.48160454092422	4.35889894354067	3.17387845893747	1.56861591791385	5	3.27714473299218	1.70474809223843	1.87640694328834	1.27088350960856	1.00868758114012
US003.19.i	44	35	US003	19	i	inv	cont	US003.19.i	84	15	24.1	5.3	n	84	6.77	3.379	2.213	12	20	4.6	y	NA	12	12.2	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.50143595173921	1.02961941718116	3.46410161513775	2.99573227355399	1.52605630349505	3.87298334620742	3.18221184049661	1.66770682055808	1.91250108692418	1.21757980773215	0.794349061068913
TR004.27.g	44	38	TR004	27	g	nat	cont	TR004.27.g	84	15	34.9	6.2	n	84	6.09	1.658	0.426	15	29.6	5.2	n	NA	5	15.4	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.23606797749979	2.73436750941958	1.16315080980568	3.87298334620742	3.38777436133001	1.64865862558738	3.87298334620742	3.55248682920838	1.82454929205105	1.80664808172181	0.505612056713103	-0.853315932712767
GR002.2.i	44	39	GR002	2	i	nat	cont	GR002.2.i	84	31	23.7	4.6	n	84	8.77	2.577	3.54	21	24	3.5	y	NA	14	15.7	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.75366071235426	0.916290731874155	4.58257569495584	3.17805383034795	1.25276296849537	5.56776436283002	3.16547504814109	1.52605630349505	2.17133680638409	0.946625931670228	1.26412672714568
US021.3.c	44	42	US021	3	c	inv	cont	US021.3.c	84	13	24.8	6.3	n	84	7.56	3.614	3.36	14	21.2	5.5	y	NA	9	11.9	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.47653840011748	1.02961941718116	3.74165738677394	3.05400118167797	1.70474809223843	3.60555127546399	3.21084365317094	1.84054963339749	2.02287119019144	1.28481519217004	1.21194097397511
HU001.5.j	44	43	HU001	5	j	nat	cont	HU001.5.j	84	7	18.7	5.4	y	84	7.5	3.661	1.481	13	19.1	5.2	y	NA	6	8.3	2.1		69	NA	NA	NA	NA	NA	NA	69	1	17		NA			2.44948974278318	2.11625551480255	0.741937344729377	3.60555127546399	2.94968833505258	1.64865862558738	2.64575131106459	2.92852352386054	1.68639895357023	2.01490302054226	1.2977363341381	0.392717535285662
RU008.18.a	44	44	RU008	18	a	nat	cont	RU008.18.a	84	16	31.3	7	n	84	8.51	3.206	1.588	16	21.6	4.4	n	NA	10	10.1	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.31253542384721	1.06471073699243	4	3.07269331469012	1.48160454092422	4	3.44361809754611	1.94591014905531	2.14124194258528	1.16502405418736	0.462475362824944
UA006.14.j	44	45	UA006	14	j	nat	cont	UA006.14.j	84	6	27.2	4.6	n	84	9.1	2.019	0.802	11	24.4	5.1	y	NA	7	15.4	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.73436750941958	1.02961941718116	3.3166247903554	3.19458313229916	1.62924053973028	2.44948974278318	3.30321697330195	1.52605630349505	2.2082744135228	0.7026023393307	-0.220646671115623
RO004.13.j	44	46	RO004	13	j	nat	cont	RO004.13.j	84	18	23.1	5.7	n	84	8.63	1.857	0.865	17	19.3	3.7	y	NA	12	9.7	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.27212588550934	1.1314021114911	4.12310562561766	2.96010509591084	1.30833281965018	4.24264068711928	3.13983261752775	1.7404661748405	2.15524450509534	0.618962282370569	-0.145025772050258
RO005.17.e	44	47	RO005	17	e	nat	cont	RO005.17.e	84	16	23.5	5.5	y	84	8.4	3.164	1.336	15	23.7	5.5	y	NA	9	10	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.30258509299405	0.993251773010283	3.87298334620742	3.16547504814109	1.70474809223843	4	3.15700042115011	1.70474809223843	2.12823170584927	1.15183704990541	0.289680075114454
US002.17.j	44	48	US002	17	j	inv	cont	US002.17.j	84	4	31.7	5.8	n	84	6.65	1.659	0.706	16	20.1	3.2	y	NA	10	12.2	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.50143595173921	1.16315080980568	4	3.00071981506503	1.16315080980568	2	3.45631668088323	1.75785791755237	1.89461685466776	0.506215011208307	-0.348140041488895
UA008.18.h	44	50	UA008	18	h	nat	cont	UA008.18.h	84	11	29.7	6	n	84	5.87	1.726	0.874	9	22.5	4.9	n	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			NA	NA	NA	3	3.11351530921037	1.58923520511658	3.3166247903554	3.39114704580865	1.79175946922805	1.76985463384001	0.545806592661236	-0.134674903326602
TR003.15.e	5	1	TR003	15	e	nat	cont	TR003.15.e	85	8	23.5	6.6	y	86	4.82	1.744	0.242	13	19.5	3.6	n	NA	7	9.5	1.9		38	NA	NA	38	1	20.6	NA	69	2	36.5	21	NA	purple		2.64575131106459	2.2512917986065	0.641853886172395	3.60555127546399	2.9704144655697	1.28093384546206	2.82842712474619	3.15700042115011	1.88706964903238	1.57277392806251	0.556181325486788	-1.41881755282545
CA001.3.g	5	6	CA001	3	g	inv	cont	CA001.3.g	85	12	28.1	6	y	86	7.64	3.867	1.292	14	19.3	5.3	y	NA	11	11.9	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.47653840011748	1.22377543162212	3.74165738677394	2.96010509591084	1.66770682055808	3.46410161513775	3.3357695763397	1.79175946922805	2.03339760317843	1.35247901262516	0.25619140536041
CA007.3.a	5	7	CA007	3	a	inv	cont	CA007.3.a	85	19	26.7	6.1	n	86	8.64	2.476	1.078	14	24.7	6.1	y	NA	8	15.4	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.73436750941958	0.955511445027436	3.74165738677394	3.20680324363393	1.80828877117927	4.35889894354067	3.2846635654062	1.80828877117927	2.15640258281596	0.90664435482235	0.0751074724868055
UA008.13.a	5	8	UA008	13	a	nat	cont	UA008.13.a	85	15	29.2	5.1	n	86	5.5	2.604	1.47	17	22.4	4.6	y	NA	8	9.3	1.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.23001440015921	0.641853886172395	4.12310562561766	3.10906095886099	1.52605630349505	3.87298334620742	3.37416870927424	1.62924053973028	1.70474809223843	0.957048724346323	0.385262400790645
RO001.21.i	5	9	RO001	21	i	nat	cont	RO001.21.i	85	8	24.6	4.8	y	86	7.6	3.657	0.99	13	16.1	5.1	y	NA	9	11.6	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.45100509811232	0.993251773010283	3.60555127546399	2.77881927199042	1.62924053973028	2.82842712474619	3.20274644293832	1.56861591791385	2.02814824729229	1.29664313916724	-0.0100503358535015
TR005.20.h	5	11	TR005	20	h	nat	cont	TR005.20.h	85	11	21.4	4.2	y	86	4.46	1.928	0.554	13	13.1	2.9	y	NA	10	11.6	2.7		69	NA	NA	NA	NA	NA	NA	69	2	36	33	84			3.16227766016838	2.45100509811232	0.993251773010283	3.60555127546399	2.57261223020711	1.06471073699243	3.3166247903554	3.06339092202781	1.43508452528932	1.49514876603197	0.656483196188354	-0.590590592234853
US012.31.d	5	13	US012	31	d	inv	cont	US012.31.d	85	21	31	6.9	n	86	7.44	3.084	1.614	16	25.9	5.6	y	NA	7	10.6	2.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.36085400111802	0.78845736036427	4	3.25424296870549	1.7227665977411	4.58257569495584	3.43398720448515	1.93152141160321	2.006870848845	1.12622745570108	0.478715569847757
TR004.27.d	5	14	TR004	27	d	nat	cont	TR004.27.d	85	10	32.5	8.3	n	86	7.17	1.544	0.495	14	22.5	5	n	NA	6	12.9	3.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.55722731136763	1.28093384546206	3.74165738677394	3.11351530921037	1.6094379124341	3.16227766016838	3.48124008933569	2.11625551480255	1.96990565461153	0.434376451602584	-0.703197516413447
US014.17.g	5	15	US014	17	g	inv	cont	US014.17.g	85	23	27.9	6.7	n	86	5.88	3.403	0.99	19	21.6	7.9	y	NA	6	8.7	1.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.16332302566054	0.53062825106217	4.35889894354067	3.07269331469012	2.06686275947298	4.79583152331272	3.32862668882732	1.90210752639692	1.77155676191054	1.22465739551877	-0.0100503358535015
GR001.24.b	5	17	GR001	24	b	nat	cont	GR001.24.b	85	19	33	6.5	n	86	5.62	2.099	0.7	11	29.7	5	n	NA	3	9.5	0.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			1.73205080756888	2.2512917986065	-0.105360515657826	3.3166247903554	3.39114704580865	1.6094379124341	4.35889894354067	3.49650756146648	1.87180217690159	1.7263316639056	0.741461040838496	-0.356674943938732
GR002.25.i	5	19	GR002	25	i	nat	cont	GR002.25.i	85	19	26.8	5.4	n	86	8.93	2.839	2.111	16	22	4.3	y	NA	12	12.7	1.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.54160199346455	0.336472236621213	4	3.09104245335832	1.45861502269952	4.35889894354067	3.28840188751681	1.68639895357023	2.18941639488841	1.04345187749083	0.747161768866184
RU008.16.f	5	22	RU008	16	f	nat	cont	RU008.16.f	85	15	25.3	6.5	y	86	10.74	4.09	2.641	19	19.9	4.3	y	NA	15	13.8	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.62466859216316	1.30833281965018	4.35889894354067	2.99071973173045	1.45861502269952	3.87298334620742	3.23080439573347	1.87180217690159	2.37397508908072	1.40854497005471	0.971157633314995
RU004.5.a	5	23	RU004	5	a	nat	cont	RU004.5.a	85	20	26.1	5.1	y	86	6.89	1.678	0.474	13	27.1	6	y	NA	9	11.2	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.41591377830105	1.06471073699243	3.60555127546399	3.29953372788566	1.79175946922805	4.47213595499958	3.26193531432865	1.62924053973028	1.93007108502557	0.517602608045014	-0.746547957287061
GR003.12.c	5	25	GR003	12	c	nat	cont	GR003.12.c	85	2	4.1	1	y	86	7.22	5.217	1.264	26	22.6	5.6	n	NA	7	14.1	2.9		38	NA	NA	38	2	36.6	36	69	2	36.5	36	NA			2.64575131106459	2.64617479738412	1.06471073699243	5.09901951359278	3.11794990627824	1.7227665977411	1.4142135623731	1.41098697371026	0	1.97685495290473	1.65192252404026	0.234281295724666
TR001.10.e	5	27	TR001	10	e	nat	cont	TR001.10.e	85	18	4.2	39.3	n	86	9.35	2.9	1.745	10	27.8	4.2	y	NA	8	16.2	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.78501124223834	0.916290731874155	3.16227766016838	3.32503602069659	1.43508452528932	4.24264068711928	1.43508452528932	3.67122451887522	2.2353763433006	1.06471073699243	0.556754555654391
RO005.23.j	5	28	RO005	23	j	nat	cont	RO005.23.j	85	21	5.9	32.5	n	86	9.89	5.708	4.948	19	19.6	4.9	y	NA	12	15	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.70805020110221	1.06471073699243	4.35889894354067	2.97552956623647	1.58923520511658	4.58257569495584	1.77495235091167	3.48124008933569	2.29152414563462	1.74186869961459	1.59898345453024
RO003.15.c	5	29	RO003	15	c	nat	cont	RO003.15.c	85	0	NA	NA	y	86	7.34	3.284	0.5	7	18.6	2.5	n	4.2	10	11.5	1.6		18	18	1	38	1	35	NA	69	1	40.5		NA			3.16227766016838	2.4423470353692	0.470003629245736	2.64575131106459	2.92316158071916	0.916290731874155	0	NA	NA	1.99333884262642	1.18906219159018	-0.693147180559945
UA005.18.c	5	31	UA005	18	c	nat	cont	UA005.18.c	85	7	27.1	7.5	y	86	9.01	4.323	2.6	13	22.3	6.4	y	NA	10	15.7	2.4		69	NA	NA	NA	NA	NA	NA	69	1	12.5		NA			3.16227766016838	2.75366071235426	0.8754687373539	3.60555127546399	3.10458667846607	1.85629799036563	2.64575131106459	3.29953372788566	2.01490302054226	2.19833507162025	1.46394960568549	0.955511445027436
US020.42.a	5	32	US020	42	a	inv	cont	US020.42.a	85	10	26.7	5.1	n	86	4.86	1.406	1.538	12	22	5.5	y	NA	10	14.2	1.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.65324196460721	0.587786664902119	3.46410161513775	3.09104245335832	1.70474809223843	3.16227766016838	3.2846635654062	1.62924053973028	1.5810384379124	0.340748793388473	0.430482871083452
UA003.8.h	5	33	UA003	8	h	nat	cont	UA003.8.h	85	17	32.7	7.3	n	86	7.85	4.391	3.257	16	27.2	7.1	y	NA	12	17.1	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.83907846350861	0.916290731874155	4	3.30321697330195	1.96009478404727	4.12310562561766	3.48737507790321	1.98787434815435	2.06051353179432	1.47955699157958	1.1808065262941
US022.31.b	5	34	US022	31	b	inv	cont	US022.31.b	85	18	30.9	6.3	n	86	7.21	2.875	1.583	14	19.6	4	y	NA	8	16.1	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.77881927199042	1.38629436111989	3.74165738677394	2.97552956623647	1.38629436111989	4.24264068711928	3.4307561839037	1.84054963339749	1.97546895129686	1.05605267424931	0.459321780898875
CA008.5.j	5	35	CA008	5	j	inv	cont	CA008.5.j	85	17	39.5	6.2	n	86	7.71	3.169	1.095	33	21.1	6.1	y	NA	11	14	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.63905732961526	1.02961941718116	5.74456264653803	3.04927304048202	1.80828877117927	4.12310562561766	3.67630067190708	1.82454929205105	2.04251818757524	1.15341608070878	0.0907543632684641
RU001.10.g	5	38	RU001	10	g	nat	cont	RU001.10.g	85	18	28.3	5.7	n	86	7.32	3.478	1.478	13	26.1	4.7	y	NA	6	15.5	1.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.7408400239252	0.641853886172395	3.60555127546399	3.26193531432865	1.54756250871601	4.24264068711928	3.34286180464919	1.7404661748405	1.99061032797322	1.24645741593209	0.39068982252601
RO004.12.j	5	39	RO004	12	j	nat	cont	RO004.12.j	85	0	NA	NA	y	86	9.89	5.21	0.874	15	19.9	3.7	n	6.7	13	13.9	2.1		18	18	1	38	1	36.5	NA	69	1	36.5		84	white		3.60555127546399	2.63188884013665	0.741937344729377	3.87298334620742	2.99071973173045	1.30833281965018	0	NA	NA	2.29152414563462	1.65057985576528	-0.134674903326602
BG001.16.f	5	40	BG001	16	f	nat	cont	BG001.16.f	85	21	31.8	4.2	n	86	8.48	3.474	1.388	18	24.4	3.9	y	NA	10	13.2	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.58021682959233	0.993251773010283	4.24264068711928	3.19458313229916	1.3609765531356	4.58257569495584	3.45946628978613	1.43508452528932	2.13771044980381	1.24530666781891	0.327863862084613
US002.17.i	5	41	US002	17	i	inv	cont	US002.17.i	85	15	22.8	6.9	n	86	8.31	3.004	0.973	17	16.2	2.3	y	NA	12	10.7	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.37024374146786	1.09861228866811	4.12310562561766	2.78501124223834	0.832909122935104	3.87298334620742	3.1267605359604	1.93152141160321	2.11745960886736	1.09994473390189	-0.027371196796132
UA004.27.j	5	42	UA004	27	j	nat	cont	UA004.27.j	85	14	24	5	n	86	9.8	3.25	1.043	20	20.5	3.4	y	NA	15	13.5	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.60268968544438	1.1314021114911	4.47213595499958	3.02042488614436	1.22377543162212	3.74165738677394	3.17805383034795	1.6094379124341	2.28238238567653	1.17865499634165	0.0421011760186353
RO002.12.c	5	43	RO002	12	c	nat	cont	RO002.12.c	85	9	27.1	6.4	n	86	8.45	2.586	1.176	12	20.2	3.5	n	NA	9	14.1	4.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.64617479738412	1.41098697371026	3.46410161513775	3.00568260440716	1.25276296849537	3	3.29953372788566	1.85629799036563	2.13416644136908	0.950112280349666	0.162118849476435
UA001.11.g	5	44	UA001	11	g	nat	cont	UA001.11.g	85	17	26.2	4.8	n	86	8.08	2.584	1.115	11	23.8	6.1	y	NA	9	11.2	2.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.41591377830105	0.78845736036427	3.3166247903554	3.16968558067743	1.80828877117927	4.12310562561766	3.26575941076705	1.56861591791385	2.089391872533	0.949338585920355	0.108854404912082
US001.20.b	5	45	US001	20	b	inv	cont	US001.20.b	85	12	32.2	5.2	n	86	7.82	2.441	1.117	12	22.6	5.9	n	NA	9	10.5	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.35137525716348	1.22377543162212	3.46410161513775	3.11794990627824	1.77495235091167	3.46410161513775	3.47196645255036	1.64865862558738	2.05668455455722	0.892407791410823	0.110646520087064
HU001.28.a	5	47	HU001	28	a	nat	cont	HU001.28.a	85	26	30.5	5.4	n	86	9.94	4.798	1.646	18	20.8	4.6	y	NA	13	13.3	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.58776403522771	1.25276296849537	4.24264068711928	3.03495298670727	1.52605630349505	5.09901951359278	3.41772668361337	1.68639895357023	2.29656702066848	1.5681991644175	0.498348102254878
RU005.11.b	5	48	RU005	11	b	nat	cont	RU005.11.b	85	21	28.1	4.5	n	86	6.6	3.1	0.944	19	15.6	2.9	y	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			NA	NA	NA	4.35889894354067	2.74727091425549	1.06471073699243	4.58257569495584	3.3357695763397	1.50407739677627	1.88706964903238	1.1314021114911	-0.0576291128366364
US003.6.f	5	49	US003	6	f	inv	cont	US003.6.f	85	10	30.8	5.6	n	86	6.62	2.255	0.54	11	23.1	6.3	n	NA	6	12.9	2.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.55722731136763	0.741937344729377	3.3166247903554	3.13983261752775	1.84054963339749	3.16227766016838	3.42751468997953	1.7227665977411	1.89009536994892	0.813149972954642	-0.616186139423817
US015.13.h	5	50	US015	13	h	inv	cont	US015.13.h	85	16	22.6	5.5	n	86	6.66	2.91	1.196	14	17	4.3	n	NA	6	9	1.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.19722457733622	0.587786664902119	3.74165738677394	2.83321334405622	1.45861502269952	4	3.11794990627824	1.70474809223843	1.8961194845523	1.0681530811834	0.17898265552844
RU008.18.i	6	1	RU008	18	i	nat	cont	RU008.18.i	86	12	25.6	6.2	n	86	8.37	2.293	1.064	7	14.6	4.2	y	NA	11	14	5.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.63905732961526	1.64865862558738	2.64575131106459	2.68102152871429	1.43508452528932	3.46410161513775	3.24259235148552	1.82454929205105	2.12465388450138	0.829861003875767	0.0620353909194527
US003.19.g	6	2	US003	19	g	inv	cont	US003.19.g	86	23	22.4	5.4	n	86	7.31	3.743	1.567	12	17	3.1	n	NA	13	14.9	3.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.70136121295141	1.19392246847243	3.46410161513775	2.83321334405622	1.1314021114911	4.79583152331272	3.10906095886099	1.68639895357023	1.98924327376169	1.31988742892229	0.449162963373884
RO002.13.d	6	6	RO002	13	d	nat	cont	RO002.13.d	86	13	19.5	5.2	n	86	9.32	2.657	1.954	9	14.9	4.7	y	NA	9	10.2	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.32238772029023	0.993251773010283	3	2.70136121295141	1.54756250871601	3.60555127546399	2.9704144655697	1.64865862558738	2.2321626286975	0.977197666777676	0.669878553620591
UA003.9A.b	6	8	UA003	9A	b	nat	cont	UA003.9A.b	86	15	30.1	8.4	n	86	7.84	3.861	1.035	12	22.1	5.2	y	NA	11	15	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.70805020110221	1.16315080980568	3.46410161513775	3.09557760852371	1.64865862558738	3.87298334620742	3.40452517175483	2.12823170584927	2.05923883436232	1.3509262172821	0.0344014267173323
US015.3.d	6	10	US015	3	d	inv	cont	US015.3.d	86	15	21.2	7.5	n	86	6.97	2.911	1.194	18	18.2	5	y	NA	9	8.2	2.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.10413415427021	0.8754687373539	4.24264068711928	2.90142159408275	1.6094379124341	3.87298334620742	3.05400118167797	2.01490302054226	1.94161522477243	1.06849666476349	0.17730901497041
CA001.6.c	6	12	CA001	6	c	inv	cont	CA001.6.c	86	35	27.7	7.4	n	86	7.19	3.184	1.751	17	17.2	5.3	y	NA	13	16.9	5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.82731362192903	1.6094379124341	4.12310562561766	2.84490938381941	1.66770682055808	5.91607978309962	3.32143241319329	2.00148000021012	1.97269117173296	1.15813826798214	0.560187053303715
GR002.8.h	6	15	GR002	8	h	nat	cont	GR002.8.h	86	4	13.3	1.9	y	86	7.47	4.076	0.504	12	13.1	3.4	y	20.4	10	12.4	2.8		11	18	1	38	1	19	NA	69	1	26.5		53	white		3.16227766016838	2.51769647261099	1.02961941718116	3.46410161513775	2.57261223020711	1.22377543162212	2	2.58776403522771	0.641853886172395	2.01089499914473	1.40511611536048	-0.685179010910768
